province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,k,eff_prod_k_gar,protection,gdp_pc_pp_nat,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Abra,51167,92.82897218628722,203.89142050304676,0.27193649999999997,173.68948702635626,0.02968233433951416,0.06316269830617667,0.19088389932041738,0.22380292866949134,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14533744227769949,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1904.0919931743128,0.17731872965773066,1,234.60257722888613,0.2385041162656937,1.2018342573076888,4.2410251070402945,217000.53165193077,3.745881477465979e-05,1.9166551755750174,0.0,0.5134464320232002,521.0684610790688,4.2410251070402945,5.097009259743033,5.097009259743033,4.2410251070402945,3.745881477465979e-05,0.014527685643126866,3.0,0.0,0.0,1.7956426904766885,0.10811633062071271,0.6961313572261518,1.413111605111328,1.4030844976030508,9.158541179674508,468615.0765404055,0.052729392759878195,0.463067755425108,0.024417281550245737
Agusan del Norte,141357,82.34842550798723,234.81632362665314,0.2767785,192.61648748721595,0.05712460063897764,0.2491000860787229,0.1620691636173404,0.24917295989760846,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11832981686458785,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2815.4420309243374,0.17731872965773066,1,234.60257722888613,0.258866460954111,1.2018342573076888,1.588945011017255,224608.49992236609,1.3040664356256845e-05,1.843389191407399,0.0,0.6809816697184002,770.4659499488637,1.5889450110172554,1.9096485472186804,1.9096485472186804,1.588945011017255,1.3040664356256845e-05,0.007022981414362551,4.0,0.0,0.0,2.39278276426625,0.5878961975458151,0.9691090057329962,1.3607790359755654,1.323401786062213,3.188394033168568,450701.8153466093,0.016553069131115702,0.49835277399455874,0.00824926791961521
Agusan del Sur,141595,83.30408110359977,216.087522244498,0.37295759999999994,166.5649287168474,0.07623700505595637,0.1391886108170207,0.13908825454591733,0.12466755054035665,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.18652720232252248,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1825.9881616512187,0.17731872965773066,1,234.60257722888613,0.14606160672416743,1.2018342573076888,0.9117119905026824,129093.85929522729,8.947976685249884e-06,1.266988758747957,0.0,0.4569025786636802,499.6947861505421,0.9117119905026823,1.0957267029843056,1.0957267029843056,0.9117119905026824,8.947976685249884e-06,0.008324567021881479,3.0,0.0,0.0,1.5908512010059477,0.23142066203245595,0.43570524981468783,0.5673215037732984,0.5588448873642609,2.187747088091704,309774.0489383448,0.013134500191278393,0.41673555205045987,0.0054736131881192715
Aklan,123269,79.44585903031265,211.61951034517918,0.2044606,184.5952062931508,0.07756705284875416,0.12851680008157856,0.20260182024778622,0.2634963682580016,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.08799550286835289,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2698.1963448969004,0.17731872965773066,1,234.60257722888613,0.2786955015306736,1.2018342573076888,1.1023044733533178,135879.97012579013,8.960276618430487e-06,1.1045243384773078,0.0,0.7349523449254404,738.3808251726033,1.1023044733533178,1.3247872780595276,1.3247872780595276,1.1023044733533178,8.960276618430487e-06,0.005376166051170414,4.0,0.0,0.0,2.6925786620091237,0.35429875257752086,1.0782455345639033,1.2646607932027292,1.2426470514161607,2.1907543761017347,270052.10118768475,0.011867883354579941,0.503162054759775,0.005971468574339775
Albay,267030,76.58221031242061,224.00858474710728,0.33910619999999997,174.01538713278356,0.08152311956797828,0.17277507678010856,0.22198480054553077,0.23490956752809314,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14923681609161135,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2543.552949971253,0.17731872965773066,1,234.60257722888613,0.2523883907808924,1.2018342573076888,8.638880059959035,2306840.142410862,8.909204916129697e-05,23.790249887541133,0.0,0.6344666567948802,696.0615485311342,8.638880059959035,10.38250200083107,10.38250200083107,8.638880059959035,8.909204916129697e-05,0.022357625531104437,4.0,0.0,0.0,2.1822062449618738,0.4254929169820214,0.9857976986815675,2.697004695902313,2.6428348931963233,21.782675344477305,5816627.797235775,0.1251767197337319,0.3965940787043545,0.049644345838032594
Antique,121378,73.00738257920132,204.4395375188618,0.23561100000000001,173.47267606137342,0.023393244282816982,0.1722569519292951,0.26751379793509056,0.38641742612268776,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.09915880014892076,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2535.620235689993,0.17731872965773066,1,234.60257722888613,0.39499287468736766,1.2018342573076888,1.0996024233911654,133467.54294637288,1.0371268403459227e-05,1.2588438162750741,0.0,0.7117048761664003,693.8907042454939,1.0996024233911654,1.321539861850056,1.321539861850056,1.0996024233911654,1.0371268403459227e-05,0.004410374998847199,4.0,0.0,0.0,2.5549358972000196,0.41154907472100233,1.5066415972891192,1.6635386705245916,1.6318763547585045,2.5357366304818196,307782.6407346223,0.014617498778797266,0.433642204861878,0.006338764400003455
Apayao,24614,67.65457836874164,181.0193100789096,0.5469357,119.01609118569668,0.0,0.04779411764705882,0.10673083738768825,0.12959888541580197,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3109050533392038,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1304.7282835903661,0.17731872965773066,1,234.60257722888613,0.1388862725247749,1.2018342573076888,4.856493377968177,119537.72800530872,8.434829943840825e-05,2.07614904237698,0.0,0.35952299980176017,357.04827355709006,4.856493377968176,5.836700112030092,5.836700112030092,4.856493377968177,8.434829943840825e-05,0.02463808099206418,3.0,0.0,0.0,1.4888180116014083,0.0433076169117647,0.3873816444470019,1.434741288906293,1.4310647316185952,20.622846144207568,507610.7349935251,0.1732777974705156,0.23549093776914215,0.040805351020903206
Aurora,47135,67.26519313472515,202.1915723228324,0.27132540000000005,165.58261851906752,0.0,0.07072148139521342,0.09068489570508582,0.1486671396482634,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11022144471797267,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2420.2926231848905,0.17731872965773066,1,234.60257722888613,0.16241940079524442,1.2018342573076888,5.101441195505336,240456.430750144,5.751427802289089e-05,2.7109354946089628,0.0,0.6850513051609602,662.3304740762702,5.101441195505336,6.131086790399002,6.131086790399002,5.101441195505336,5.751427802289089e-05,0.03386879085216801,4.0,0.0,0.0,2.3807481732798825,0.15459884150119377,0.6004895555883571,1.1132318183472523,1.1060960764472454,14.062027505692184,662813.6664808011,0.08492453876777462,0.3627813409865908,0.030809038056840994
Basilan,52418,102.81856749049429,142.411081804131,0.3211191,129.69716924099885,0.0,0.042012083743150214,0.11097248298349525,0.10344933265686533,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2545699805867445,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1895.7611902109415,0.17731872965773066,1,234.60257722888613,0.1228007188043094,1.2018342573076888,0.04472175347471176,2344.224873637441,5.728719831035799e-07,0.030028803610323455,0.0,0.6478903863558401,518.7886769639955,0.04472175347471176,0.05374813537277776,0.05374813537277776,0.04472175347471176,5.728719831035799e-07,0.0005854078695242083,4.0,0.0,0.0,2.2553022472533106,0.08556360366727554,0.48822345674849527,0.6595841382060074,0.6570618332953154,0.14006507358810547,7341.931027341312,0.0010799393264153772,0.319292685385842,0.00034481672758494315
Bataan,159358,109.54218999437886,289.07467826880884,0.0446542,281.05779863090487,0.0,0.16199209153847166,0.034538033081994136,0.30362873748015945,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.017403960624023496,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,4108.173447182384,0.17731872965773066,1,234.60257722888613,0.32082001805679505,1.2018342573076888,11.70300459704162,1864967.4065753582,5.0633369829011383e-05,8.068832549211596,0.0,0.8542154777100802,1124.2311945236197,11.70300459704162,14.06507183815398,14.06507183815398,11.70300459704162,5.0633369829011383e-05,0.011997745597000446,4.0,0.0,0.0,3.6385175506217555,0.4642753928534834,1.2514050081039148,3.9092772372389284,3.81858321241818,12.379670991576408,1972799.6098756331,0.04404670872639201,0.9453405187427665,0.04163913847631896
