province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,k,eff_prod_k_gar,protection,gdp_pc_pp_nat,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Abra,51167,92.82897218628722,203.89142050304676,0.27193649999999997,173.68948702635626,0.02968233433951416,0.06316269830617667,0.17353081756401578,0.20345720788135574,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14533744227769949,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1904.0919931743128,0.17731872965773066,1,234.60257722888613,0.21858467824697989,1.2018342573076888,4.2410251070402945,217000.53165193077,3.755139469496223e-05,1.921392212357132,0.0,0.5134464320232002,521.0684610790688,4.2410251070402945,5.097009259743033,5.097009259743033,4.2410251070402945,3.755139469496223e-05,0.014527685643126866,3.0,0.0,0.0,1.7956426904766885,0.10811633062071271,0.6373020333247934,1.413111605111328,1.4030844976030508,9.181176626567355,469773.26445157186,0.052859714101027716,0.46192609940300455,0.02441728155024573
Agusan del Norte,141357,82.34842550798723,234.81632362665314,0.2767785,192.61648748721595,0.05712460063897764,0.2491000860787229,0.14733560328849124,0.2265208726341895,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11832981686458785,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2815.4420309243374,0.17731872965773066,1,234.60257722888613,0.23713168275577798,1.2018342573076888,1.588945011017255,224608.49992236609,1.3051414532454179e-05,1.8449088040641253,0.0,0.6809816697184002,770.4659499488637,1.588945011017255,1.9096485472186804,1.9096485472186804,1.588945011017255,1.3051414532454179e-05,0.007022981414362551,4.0,0.0,0.0,2.39278276426625,0.5878961975458151,0.8865145372222046,1.3607790359755654,1.323401786062213,3.191022411348292,451073.3550009605,0.016566714786344975,0.49794229127519146,0.008249267919615211
Agusan del Sur,141595,83.30408110359977,216.087522244498,0.37295759999999994,166.5649287168474,0.07623700505595637,0.1391886108170207,0.12644386776901576,0.11333413685486968,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.18652720232252248,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1825.9881616512187,0.17731872965773066,1,234.60257722888613,0.13448785819978615,1.2018342573076888,0.9117119905026824,129093.85929522729,8.963472579770246e-06,1.269182899932568,0.0,0.4569025786636802,499.6947861505421,0.9117119905026821,1.0957267029843056,1.0957267029843056,0.9117119905026824,8.963472579770246e-06,0.008324567021881479,3.0,0.0,0.0,1.5908512010059477,0.23142066203245595,0.4003607897661343,0.5673215037732984,0.5588448873642609,2.1915357767871253,310310.508314173,0.01315724620824972,0.4160151069216341,0.005473613188119272
Aklan,123269,79.44585903031265,211.61951034517918,0.2044606,184.5952062931508,0.07756705284875416,0.12851680008157856,0.18418347295253293,0.2395421529618196,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.08799550286835289,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2698.1963448969004,0.17731872965773066,1,234.60257722888613,0.25521758726123794,1.2018342573076888,1.1023044733533178,135879.97012579013,8.975050914682887e-06,1.1063455512020448,0.0,0.7349523449254404,738.3808251726035,1.1023044733533178,1.3247872780595278,1.3247872780595278,1.1023044733533178,8.975050914682887e-06,0.005376166051170414,4.0,0.0,0.0,2.6925786620091237,0.35429875257752086,0.9863891706201952,1.2646607932027292,1.2426470514161607,2.194366636698935,270497.38093924103,0.011887451904975902,0.5023337736357286,0.005971468574339776
Albay,267030,76.58221031242061,224.00858474710728,0.33910619999999997,174.01538713278356,0.08152311956797828,0.17277507678010856,0.20180436413230068,0.21355415229826646,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14923681609161135,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2543.552949971253,0.17731872965773066,1,234.60257722888613,0.23120479438060665,1.2018342573076888,8.638880059959035,2306840.142410862,8.96946286067086e-05,23.951156676849397,0.0,0.6344666567948802,696.0615485311342,8.638880059959037,10.382502000831069,10.382502000831069,8.638880059959035,8.96946286067086e-05,0.022357625531104437,4.0,0.0,0.0,2.1822062449618738,0.4254929169820214,0.9017255708094915,2.697004695902313,2.6428348931963233,21.93000378233704,5855968.9099974595,0.12602336002392253,0.39392971135358396,0.049644345838032594
Antique,121378,73.00738257920132,204.4395375188618,0.23561100000000001,173.47267606137342,0.023393244282816982,0.1722569519292951,0.2431943617591732,0.3512885692024434,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.09915880014892076,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2535.620235689993,0.17731872965773066,1,234.60257722888613,0.3609085479250696,1.2018342573076888,1.0996024233911654,133467.54294637288,1.0395685857780825e-05,1.261807558045721,0.0,0.7117048761664003,693.8907042454939,1.0996024233911654,1.3215398618500562,1.3215398618500562,1.0996024233911654,1.0395685857780825e-05,0.004410374998847199,4.0,0.0,0.0,2.5549358972000196,0.41154907472100233,1.3744520271867482,1.6635386705245916,1.6318763547585045,2.5417066074352404,308507.2645972746,0.014651913287692653,0.4326236632404797,0.006338764400003456
Apayao,24614,67.65457836874164,181.0193100789096,0.5469357,119.01609118569668,0.0,0.04779411764705882,0.0970280339888075,0.11781716855981995,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3109050533392038,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1304.7282835903661,0.17731872965773066,1,234.60257722888613,0.12774154918877045,1.2018342573076888,4.856493377968177,119537.72800530872,8.450329224771569e-05,2.079964035385274,0.0,0.35952299980176017,357.04827355709006,4.856493377968176,5.836700112030093,5.836700112030093,4.856493377968177,8.450329224771569e-05,0.02463808099206418,3.0,0.0,0.0,1.4888180116014083,0.0433076169117647,0.3552928460526631,1.434741288906293,1.4310647316185952,20.660741310809474,508543.4866242644,0.17359620119411615,0.235059009011807,0.04080535102090321
Aurora,47135,67.26519313472515,202.1915723228324,0.27132540000000005,165.58261851906752,0.0,0.07072148139521342,0.08244081427735074,0.1351519451347849,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11022144471797267,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2420.2926231848905,0.17731872965773066,1,234.60257722888613,0.14947411814742156,1.2018342573076888,5.101441195505336,240456.430750144,5.756833949947423e-05,2.713483682307717,0.0,0.6850513051609602,662.3304740762702,5.101441195505336,6.131086790399003,6.131086790399003,5.101441195505336,5.756833949947423e-05,0.03386879085216801,4.0,0.0,0.0,2.3807481732798825,0.15459884150119377,0.5519054363978529,1.1132318183472523,1.1060960764472454,14.075245336061379,663436.688915253,0.0850043649626217,0.36244065902249145,0.03080903805684099
Basilan,52418,102.81856749049429,142.411081804131,0.3211191,129.69716924099885,0.0,0.042012083743150214,0.10088407543954113,0.09404484786987756,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2545699805867445,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1895.7611902109415,0.17731872965773066,1,234.60257722888613,0.11322480576091679,1.2018342573076888,0.04472175347471176,2344.224873637441,5.734477792098693e-07,0.030058985690622937,0.0,0.6478903863558401,518.7886769639956,0.04472175347471175,0.05374813537277776,0.05374813537277776,0.04472175347471176,5.734477792098693e-07,0.0005854078695242083,4.0,0.0,0.0,2.2553022472533106,0.08556360366727554,0.44975325652255654,0.6595841382060074,0.6570618332953154,0.1402058535989593,7349.310433950248,0.00108102477810008,0.31897208516437947,0.0003448167275849431
Bataan,159358,109.54218999437886,289.07467826880884,0.0446542,281.05779863090487,0.0,0.16199209153847166,0.03139821189272194,0.2760261249819631,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.017403960624023496,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,4108.173447182384,0.17731872965773066,1,234.60257722888613,0.29363243706391595,1.2018342573076888,11.70300459704162,1864967.4065753582,5.088411766080378e-05,8.10879122219037,0.0,0.8542154777100802,1124.2311945236197,11.703004597041618,14.06507183815398,14.06507183815398,11.70300459704162,5.088411766080378e-05,0.011997745597000446,4.0,0.0,0.0,3.6385175506217555,0.4642753928534834,1.1458313926721826,3.9092772372389284,3.81858321241818,12.440977905770026,1982569.3571076998,0.04426483793146036,0.9406820497296968,0.04163913847631897
