province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,k,eff_prod_k_gar,protection,gdp_pc_pp_nat,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Abra,51167,92.82897218628722,203.89142050304676,0.27193649999999997,173.68948702635626,0.02968233433951416,0.06316269830617667,0.17353081756401578,0.20345720788135574,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14533744227769949,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1904.0919931743128,0.17731872965773066,1,234.60257722888613,0.21858467824697989,1.2018342573076888,2.968717574928206,151900.3721563515,2.57194778979322e-05,1.315988525603497,0.0,0.5134464320232002,521.0684610790688,2.968717574928206,3.5679064818201227,3.5679064818201227,2.968717574928206,2.57194778979322e-05,0.014527685643126866,3.0,0.0,0.0,1.7956426904766885,0.10811633062071271,0.6373020333247934,1.413111605111328,1.4030844976030508,6.288316885223172,321754.31006621406,0.036204360971306,0.47210050465242204,0.017092097085172016
Agusan del Norte,141357,82.34842550798723,234.81632362665314,0.2767785,192.61648748721595,0.05712460063897764,0.2491000860787229,0.14733560328849124,0.2265208726341895,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11832981686458785,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2815.4420309243374,0.17731872965773066,1,234.60257722888613,0.23713168275577798,1.2018342573076888,1.1122615077120785,157225.94994565626,8.969163339771054e-06,1.2678540222200165,0.0,0.6809816697184002,770.4659499488637,1.1122615077120785,1.3367539830530761,1.3367539830530761,1.1122615077120785,8.969163339771054e-06,0.007022981414362551,4.0,0.0,0.0,2.39278276426625,0.5878961975458151,0.8865145372222046,1.3607790359755654,1.323401786062213,2.192927146485408,309985.6026457378,0.011384939965904806,0.5072040398125829,0.005774487543730647
Agusan del Sur,141595,83.30408110359977,216.087522244498,0.37295759999999994,166.5649287168474,0.07623700505595637,0.1391886108170207,0.12644386776901576,0.11333413685486968,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.18652720232252248,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1825.9881616512187,0.17731872965773066,1,234.60257722888613,0.13448785819978615,1.2018342573076888,0.6381983933518777,90365.7015066591,6.209040579491089e-06,0.8791691008530408,0.0,0.4569025786636802,499.6947861505421,0.6381983933518776,0.7670086920890139,0.7670086920890139,0.6381983933518777,6.209040579491089e-06,0.008324567021881479,3.0,0.0,0.0,1.5908512010059477,0.23142066203245595,0.4003607897661343,0.5673215037732984,0.5588448873642609,1.5180873761122804,214953.58202061834,0.009114087748285584,0.42039635095725575,0.003831529231683491
Aklan,123269,79.44585903031265,211.61951034517918,0.2044606,184.5952062931508,0.07756705284875416,0.12851680008157856,0.18418347295253293,0.2395421529618196,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.08799550286835289,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2698.1963448969004,0.17731872965773066,1,234.60257722888613,0.25521758726123794,1.2018342573076888,0.7716131313473225,95115.97908805309,6.192256322465033e-06,0.7633132446139421,0.0,0.7349523449254404,738.3808251726035,0.7716131313473225,0.9273510946416694,0.9273510946416694,0.7716131313473225,6.192256322465033e-06,0.005376166051170414,4.0,0.0,0.0,2.6925786620091237,0.35429875257752086,0.9863891706201952,1.2646607932027292,1.2426470514161607,1.5139836875661237,186627.2551825885,0.00820164140753366,0.5096574934620106,0.004180028002037842
Albay,267030,76.58221031242061,224.00858474710728,0.33910619999999997,174.01538713278356,0.08152311956797828,0.17277507678010856,0.20180436413230068,0.21355415229826646,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14923681609161135,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2543.552949971253,0.17731872965773066,1,234.60257722888613,0.23120479438060665,1.2018342573076888,6.047216041971325,1614788.0996876028,6.073672004044965e-05,16.21852635240127,0.0,0.6344666567948802,696.0615485311342,6.047216041971325,7.267751400581748,7.267751400581748,6.047216041971325,6.073672004044965e-05,0.022357625531104437,4.0,0.0,0.0,2.1822062449618738,0.4254929169820214,0.9017255708094915,2.697004695902313,2.6428348931963233,14.849902618518504,3965369.496222996,0.08533672144284109,0.4072226059199992,0.03475104208662282
Antique,121378,73.00738257920132,204.4395375188618,0.23561100000000001,173.47267606137342,0.023393244282816982,0.1722569519292951,0.2431943617591732,0.3512885692024434,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.09915880014892076,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2535.620235689993,0.17731872965773066,1,234.60257722888613,0.3609085479250696,1.2018342573076888,0.7697216963738157,93427.280062461,7.138076443457973e-06,0.8664054425540418,0.0,0.7117048761664003,693.8907042454939,0.7697216963738157,0.9250779032950394,0.9250779032950394,0.7697216963738157,7.138076443457973e-06,0.004410374998847199,4.0,0.0,0.0,2.5549358972000196,0.41154907472100233,1.3744520271867482,1.6635386705245916,1.6318763547585045,1.7452331966279662,211832.91494030927,0.010060565365409564,0.4410423190786339,0.004437135080002418
Apayao,24614,67.65457836874164,181.0193100789096,0.5469357,119.01609118569668,0.0,0.04779411764705882,0.0970280339888075,0.11781716855981995,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3109050533392038,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1304.7282835903661,0.17731872965773066,1,234.60257722888613,0.12774154918877045,1.2018342573076888,3.3995453645777234,83676.40960371609,5.7587645465531084e-05,1.4174623054885822,0.0,0.35952299980176017,357.04827355709006,3.3995453645777234,4.085690078421064,4.085690078421064,3.3995453645777234,5.7587645465531084e-05,0.02463808099206418,3.0,0.0,0.0,1.4888180116014083,0.0433076169117647,0.3552928460526631,1.434741288906293,1.4310647316185952,14.07996557310595,346564.27261642984,0.11830304148652863,0.2414455736362859,0.028563745714632237
Aurora,47135,67.26519313472515,202.1915723228324,0.27132540000000005,165.58261851906752,0.0,0.07072148139521342,0.08244081427735074,0.1351519451347849,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11022144471797267,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,2420.2926231848905,0.17731872965773066,1,234.60257722888613,0.14947411814742156,1.2018342573076888,3.5710088368537347,168319.5015251008,3.9603702814748e-05,1.8667205321731468,0.0,0.6850513051609602,662.3304740762702,3.5710088368537347,4.291760753279301,4.291760753279301,3.5710088368537347,3.9603702814748e-05,0.03386879085216801,4.0,0.0,0.0,2.3807481732798825,0.15459884150119377,0.5519054363978529,1.1132318183472523,1.1060960764472454,9.682958344475677,456406.24156686105,0.05847810857853202,0.3687931631856154,0.021566326639788694
Basilan,52418,102.81856749049429,142.411081804131,0.3211191,129.69716924099885,0.0,0.042012083743150214,0.10088407543954113,0.09404484786987756,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2545699805867445,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1895.7611902109415,0.17731872965773066,1,234.60257722888613,0.11322480576091679,1.2018342573076888,0.03130522743229823,1640.9574115462083,3.9799976183738876e-07,0.020862351515992243,0.0,0.6478903863558401,518.7886769639956,0.03130522743229823,0.03762369476094443,0.03762369476094443,0.03130522743229823,3.9799976183738876e-07,0.0005854078695242083,4.0,0.0,0.0,2.2553022472533106,0.08556360366727554,0.44975325652255654,0.6595841382060074,0.6570618332953154,0.09730946454702602,5100.76751262601,0.0007502821003456822,0.32170794051764184,0.00024137170930946012
Bataan,159358,109.54218999437886,289.07467826880884,0.0446542,281.05779863090487,0.0,0.16199209153847166,0.03139821189272194,0.2760261249819631,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.017403960624023496,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,4108.173447182384,0.17731872965773066,1,234.60257722888613,0.29363243706391595,1.2018342573076888,8.192103217929134,1305477.1846027507,3.411714548503484e-05,5.436840070204183,0.0,0.8542154777100802,1124.2311945236197,8.192103217929134,9.845550286707788,9.845550286707788,8.192103217929134,3.411714548503484e-05,0.011997745597000446,4.0,0.0,0.0,3.6385175506217555,0.4642753928534834,1.1458313926721826,3.9092772372389284,3.81858321241818,8.341515441353835,1329287.2177032644,0.029679003685317448,0.9820881200214561,0.02914739693342328
