country,hazard,rp,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid,unif_aid
Albania,flood,20.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,296.03125972119346,0.012656690244858772,0.0,0.0,567.95852,177.17056377887093,177.17056377887093,13998.174906021639
Albania,flood,50.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,661.887055101155,0.02829869872994816,0.0,0.0,567.95852,396.1301344346267,396.1301344346267,13998.174906021639
Albania,flood,100.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,845.6898208305844,0.03614878770499659,0.0,0.0,567.95852,506.01705293518665,506.01705293518665,13998.174906021637
Albania,flood,250.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,1490.4490231235843,0.06370884926709702,0.0,0.0,567.95852,891.8076151021926,567.95852,8914.907843003954
Albania,flood,500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,1741.395902521886,0.07443550725109783,0.0,0.0,567.95852,1041.9612497193093,567.95852,7630.20957302099
Albania,flood,1000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,2029.5703657072058,0.086753448457315,0.0,0.0,567.95852,1214.3899452060284,567.95852,6546.812029950032
Albania,flood,1500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,2168.5342366258874,0.09269342236355207,0.0,0.0,567.95852,1297.5387388827394,567.95852,6127.279644206197
Albania,flood,2000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,1.3381924481109546e-11,5.717648576819557e-16,0.0,0.0,567.95852,8.003664482948583e-12,8.003664482948583e-12,13998.174906021635
Albania,surge,1.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,surge,20.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,surge,50.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,surge,100.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,surge,250.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,surge,500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,surge,1000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,surge,1500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,surge,2000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,tsunami,1.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,tsunami,20.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,tsunami,50.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,tsunami,100.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,,,,0.0,567.95852,,,
Albania,tsunami,250.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,tsunami,500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,tsunami,1000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,tsunami,1500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
Albania,tsunami,2000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,0.0,0.0,0.0,0.0,567.95852,0.0,0.0,
