country,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,11424.6283187,2876101.0,0.58376,4146.89625046,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,1.0,0.183943312586,1.08041768357,110.434601053,317621066.524,1.73579915867e-06,4.99233369606,0.0,0.43043599,57123.1415934,110.434601053,119.315495856,119.315495856,110.434601053,1.73579915867e-06,0.0044676867198,5.0,0.0,0.0,308307.134608,3.39099980367,0.0,0.958954507668,2.106,2.106,144.218143053,414785945.453,0.0126234428841,0.765746935271,0.00966636270108
Algeria,13974.6662247,40606052.0,0.71304,3843.75232202,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.288910450329,1.0,0.145444582109,1.14693845955,59.1128451412,2400339263.67,9.78387171337e-07,39.7284403554,0.0,0.7609223,69873.3311234,59.1128451412,67.7987955461,67.7987955461,59.1128451412,9.78387171337e-07,0.00886564477349,5.0,0.0,0.0,241851.172375,3.38701467529,0.0,0.781313482301,0.9503924,0.9503924,109.977888438,4465767856.75,0.00786980430655,0.537497545924,0.00423000050168
Angola,6024.72613816,28813463.0,0.44819,3110.80818263,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.432397390525,1.0,0.127358535734,1.23904325393,7.80220948281,224808674.251,4.55614140301e-07,13.1278211738,0.0,0.9285816,30123.6306908,7.80220948281,9.66727502543,9.66727502543,7.80220948281,4.55614140301e-07,0.00135713673424,5.0,0.0,0.0,69666.5413596,3.39782268509,0.0,0.650242163989,3.1,3.1,14.4969879362,417708425.51,0.00240624845075,0.538195211114,0.00129503139294
Antigua and Barbuda,20777.613083,100963.0,0.23393,14353.3788139,2,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.416666666667,0.400510641609,1.0,0.139014907013,1.21857503258,2203.63886333,222485990.559,2.61685981185e-05,2.64206017184,0.0,0.612,83110.4523321,2203.63886333,2685.29929969,2685.29929969,2203.63886333,2.61685981185e-05,0.0557421055739,4.0,0.0,0.0,207511.221171,2.64974680723,0.0,0.655619839887,3.23675920412,3.23675920412,5332.70989753,538406389.384,0.256656521431,0.41323059114,0.106058326071
Argentina,10405.0,43847430.0,0.91893,12449.2168521,2,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.375,0.269549514885,1.0,0.154097673055,1.13451060392,47.9612200667,2102976239.59,1.11602058242e-06,48.9346343662,0.0,0.25375402,52024.9999999,47.9612200667,54.4125127427,54.4125127427,47.9612200667,1.11602058242e-06,0.00303831805133,5.0,0.0,0.0,193007.21065,3.39536372916,0.0,0.80813310877,2.28946295,2.28946295,80.5982982541,3534028240.82,0.00774611227815,0.595064922035,0.00460943969888
Armenia,8174.36673173,2924816.0,0.62558,3606.15205715,2,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.366695721222,1.0,0.353665438477,1.19686911088,58.8809321008,172215892.303,1.52756933238e-06,4.46785922444,0.0,0.104657299,40871.8336587,58.8809321008,70.4727688514,70.4727688514,58.8809321008,1.52756933238e-06,0.0110167469849,5.0,0.0,0.0,111459.80521,3.38129832025,0.0,2.01281659769,1.25,1.25,76.8151035738,224670043.974,0.00939707087958,0.766528057131,0.00720311848405
Australia,44414.029479,24127159.0,0.89554,49927.8195095,2,0.2,1.5,0.06,0.8,0.05,0.8,0.916666666667,0.27360239086,1.0,0.22769110058,1.13711215991,113.522064995,2738964912.14,2.21138583386e-07,5.33544576238,0.0,3.2968296,222070.147395,113.522064995,129.087320524,129.087320524,113.522064995,2.21138583386e-07,0.00113865080466,5.0,0.0,0.0,811652.802803,3.3983264356,0.0,1.41168296,2.8544,2.8544,140.7660271,3396284317.64,0.00316940454967,0.806459252517,0.00255599562405
Austria,44143.7001647,8747358.0,0.66032,44176.515216,2,0.2,1.5,0.06,0.8,0.05,0.8,0.891666666667,0.232278518207,1.0,0.4838857587,1.11058621414,109.921656249,961524079.163,2.09805979088e-07,1.83524800963,0.0,3.2262707,220718.500823,109.921656249,122.077476066,122.077476066,109.921656249,2.09805979088e-07,0.00190179793424,5.0,0.0,0.0,950232.085718,3.39724770935,0.0,2.47245085,1.528,1.528,132.429170181,1158405361.22,0.00299995627207,0.830041116308,0.00249008705294
Azerbaijan,15994.0097416,9762274.0,0.54895,3876.93643264,2,0.2,1.5,0.06,0.8,0.05,0.0,0.25,0.598221283185,1.0,0.4315486726,1.34548622021,41.3078003271,403258065.13,4.33050935757e-07,4.22756189082,0.0,0.2857465,79970.048708,41.3078003271,55.5790761272,55.5790761272,41.3078003271,4.33050935757e-07,0.00648120839168,5.0,0.0,0.0,133679.711765,3.38708457338,0.0,2.42991679424,1.25,1.25,59.5962729689,581795146.101,0.00372616210267,0.693127242178,0.00258270446213
Bangladesh,3319.35355607,162951560.0,0.35035,1358.77975225,2,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.616666666667,0.289708907625,1.0,0.147886692351,1.14745099223,87.2946801708,14224804313.5,7.9482830476e-06,1295.18512193,0.0,0.43689639,16596.7677804,87.2946801708,100.166367378,100.166367378,87.2946801708,7.9482830476e-06,0.0154348257708,5.0,0.0,0.0,57287.7372547,3.37725451234,0.0,0.690230321622,2.35660429026,2.35660429026,103.424927613,16853253297.4,0.0311581534975,0.844039074387,0.0262986990377
