country,gdp_pc_pp,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Brazil,14555.082195311496,200361925.0,0.8568700000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.5583333333333333,0.26557501018758395,20.0,0.2190353062941068,1.1941993145009573,10.1176854966641,2027198942.6562004,1.2090474094614482e-07,24.2247066375959,0.1523565541844228,0.5823356000000001,72775.41097655748,202.353709933282,241.6506616890509,241.6506616890509,202.353709933282,2.418094818922897e-06,0.005998439709081854,5.000000000000001,3.047131083688456,3.047131083688456,274029.58932451485,3.391482721470091,0.8000000000000003,1.106351119339643,3.302651539985098,3.1969666907055743,14.446976552729748,2894624032.534796,0.0009925726532402151,0.7003323816395597,0.0006951307701940167
Bulgaria,15695.017794275904,7265115.0,0.73948,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.7166666666666667,0.3230784715072762,20.0,0.4277098855127999,1.2485207651457937,13.20544489541507,95939075.79135346,1.345210861682232e-07,0.9773111609370508,0.31100612464687183,0.29565078,78475.08897137953,264.1088979083014,329.7454432982847,329.74544329828484,264.1088979083014,2.6904217233644637e-06,0.014565546039415986,5.0,6.220122492937436,6.220122492937436,242897.92075982428,3.376987300437488,3.2000000000000006,2.3105104979999997,2.2431041456000003,1.9559868149632,17.99581504650778,130741665.83160937,0.0011465941155588237,0.7338064356233582,0.0008413781410449374
Burkina Faso,1630.4444967271695,16934839.0,0.29859,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.4166666666666667,0.40566509188102295,20.0,0.345259870363266,1.3265373735307222,1.6549713109531046,28026672.700609762,5.123214465724536e-07,8.676081213951607,0.016184102233904946,0.46578390000000003,8152.222483635846,33.09942621906208,43.90762592200854,43.90762592200854,33.09942621906208,1.0246428931449075e-05,0.013143826677103319,5.0,0.32368204467809897,0.32368204467809897,20095.94280305194,3.379677521908667,2.4000000000000004,1.8353202004681712,3.3937396016581687,3.0679405998989835,2.294955291187483,38864698.368458144,0.0014075641923378575,0.7211344453236689,0.0010150430230990188
Burundi,746.960151427392,10162532.0,0.12057000000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.25,0.4629793127178333,20.0,0.10213299974961002,1.3806800555012047,1.3374992207719596,13592378.631070105,1.5931587319950091e-06,16.190526594978703,0.024683074306412124,0.21190360000000005,3734.8007571369594,26.74998441543919,36.93316996736494,36.93316996736495,26.749984415439194,3.1863174639900173e-05,0.038218213662101305,5.0,0.49366148612824257,0.4936614861282425,8066.8847495852715,3.3428005730613015,2.4000000000000004,0.5141961935036782,2.4697888508587633,2.2326891211763216,2.21298439542064,22489524.733962905,0.002962653886143419,0.6043870998546876,0.001790589790119441
Cambodia,2943.5246683518503,15135169.0,0.20723000000000005,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.4592944496539701,20.0,0.029051198359788716,1.377199097964687,22.4511985028491,339802683.5931681,3.933751652033697e-06,59.5379960575592,0.0,0.050486593999999996,14717.623341759252,449.02397005698197,618.395406526998,618.395406526998,449.023970056982,7.867503304067394e-05,0.2866647401604847,5.0,0.0,0.0,32043.982575551327,3.0049989927575957,0.0,0.14280992386390398,1.5154131100000001,1.5154131100000001,42.74436315314208,646943160.1201783,0.01452148969999143,0.5252434905255745,0.007627317937654676
Cameroon,2739.343944800181,22253959.0,0.54381,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5666666666666667,0.4197375746029477,20.0,0.047606027121154575,1.3398311415593882,4.369401588182823,97236483.79795542,8.837006113459532e-07,19.665837173167777,0.20006185536901108,0.5024353500000001,13696.719724000905,87.38803176365644,117.08520635652789,117.08520635652792,87.38803176365647,1.7674012226919066e-05,0.0514291124831059,5.0,4.001237107380221,4.001237107380221,32631.626408375203,3.326718117072116,3.2000000000000006,0.31961634933090066,1.8343680960785826,1.5995689797805237,8.620796360842435,191846848.76153678,0.0031470295569150488,0.5068443105824436,0.0015950540261571809
Canada,41898.88235946359,35154279.0,0.81828,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.8333333333333333,0.3354838938558465,20.0,0.23708781730000006,1.260239721228972,17.05087400100515,599411181.8251812,3.915480549314021e-08,1.3764589564965835,0.46879798544380186,2.9354254999999996,209494.41179731794,341.01748002010294,429.76377395474105,429.76377395474105,341.01748002010294,7.83096109862804e-07,0.011414915384656162,5.0,9.375959708876037,9.375959708876037,624454.4541006647,3.3840298342978135,3.2000000000000006,1.4845425500000002,1.5066764561178583,1.3138218697347726,22.8564572169372,803502273.955774,0.0005455147233008393,0.7459981150696456,0.00040695295532516547
Central African Republic,584.375944042188,4616417.0,0.40037,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.3147438330510679,20.0,0.06869580667148026,1.2406473321184426,1.8380026212969849,8484986.546999963,3.6600300656214645e-06,16.896225015446046,0.0,0.155265746,2921.8797202109404,36.760052425939705,45.60626097077617,45.60626097077617,36.7600524259397,7.320060131242928e-05,0.03217745265332519,5.0,0.0,0.0,9283.358126152258,3.3377799811426363,0.0,0.28490097264185144,3.2392822211843644,3.2392822211843644,3.5180042834407708,16240574.780148793,0.006020104556505828,0.5224560498543035,0.003145240046301928
Chad,2021.5934708651703,12825314.0,0.22471,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.7532009944644721,20.0,0.07190968099154395,1.654842034610844,2.132873029607248,27354766.326844256,7.246624578963097e-07,9.29402356653195,0.0,0.37478033999999993,10107.96735432585,42.65746059214496,70.59135887763706,70.59135887763706,42.65746059214496,1.4493249157926194e-05,0.023913513770631584,5.0,0.0,0.0,13420.013288103319,3.3530453377948115,0.0,0.3063102435725145,3.3937396016581687,3.3937396016581687,4.48178301727737,57480274.47644969,0.002216955625286683,0.47589832470357807,0.0010550454680161058
Chile,21714.0315564501,17619708.0,0.8953,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.925,0.3473941118185529,20.0,0.18626686982954885,1.2714908755487702,51.577697409276475,908783967.6638079,3.6301075883573217e-07,6.396143571544021,2.406512262489541,0.7125095800000003,108570.15778225049,1031.5539481855294,1311.6114327542093,1311.6114327542093,1031.5539481855296,7.260215176714643e-06,0.14268741971508717,5.0,48.130245249790825,48.13024524979081,312527.3402416149,3.2224028968847045,3.2000000000000006,1.148815897833317,0.774316,0.6752035519999999,79.03578043142781,1392587372.753872,0.0036398482808665915,0.6525866781821149,0.0023753164986976107
China,11524.567506562998,1357380000.0,0.55614,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8416666666666667,0.2292163791392399,20.0,0.18822186322226658,1.159852624116077,14.29993511643881,19410445928.351715,2.248331916081127e-07,305.18407762502005,0.37591589990060437,1.8526066,57622.837532815,285.99870232877623,331.7163453898239,331.7163453898239,285.99870232877623,4.496663832162255e-06,0.011544647413210275,5.0,7.518317998012087,7.518317998012087,251390.5757921924,3.3864552818755578,3.2000000000000006,1.0741369903180347,2.848032265,2.4834841350800008,18.926330428912443,25690222397.59717,0.0016422594963441618,0.7555577226208515,0.0012408218450102614
Colombia,12025.3853718442,48321405.0,0.76436,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.7166666666666667,0.2797792564799715,20.0,0.10178718715954246,1.2076175548331232,56.028303994974834,2707366368.8042965,1.143754580634152e-06,55.267828311428005,1.8177628896184783,0.57398298,60126.926859221,1120.5660798994961,1353.215269437168,1353.215269437168,1120.5660798994963,2.287509161268304e-05,0.11834315428338565,5.0,36.35525779236957,36.35525779236957,214908.45181199233,3.241555085126809,3.200000000000001,0.5294028561112344,1.4206400000000001,1.23879808,102.6302590784472,4959238314.184574,0.008534467370895402,0.5459238288792454,0.004659169104564205
Comoros,1399.7808484348998,734917.0,0.28296,3.0,0.2,1.5,0.06,0.8,0.05,0.26666666666666666,0.16666666666666666,0.197958724460889,20.0,0.041653463516364495,1.1303246425491325,1.8841276699231182,1384677.454796888,1.0861980047359935e-06,0.7982653790465621,0.00270356071586804,0.500418376,5599.123393739599,37.68255339846236,42.59351870045557,42.59351870045557,37.68255339846236,2.172396009471987e-05,0.01319157971785876,4.0,0.05407121431736081,0.05407121431736081,28284.297188658777,2.6959234825455756,1.8000000000000005,0.1655272106883409,1.9758310806870103,1.7980062834251793,3.870554994168293,2844536.664649179,0.002765114981031477,0.48678488556858257,0.0013460161796253808
"Congo, Dem. Rep.",783.2592535785261,67513677.0,0.42494,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.2370560018580905,20.0,0.031093328767158562,1.1672584335895029,3.8389953281253395,259184690.5875632,4.912284145035015e-06,331.6463651001151,0.0473885522979559,0.08533887300000001,3916.2962678926306,76.7799065625068,89.62199346530008,89.62199346530006,76.77990656250678,9.824568290070031e-05,0.046548114787776755,5.0,0.9477710459591181,0.9477710459591181,16520.553106421892,3.3285515886136685,1.6000000000000005,0.14221612781995238,3.1000000000000005,2.9015999999999993,7.32681814407183,494660433.61660504,0.00935426949710116,0.5239648716041209,0.004901308615998954
"Congo, Rep.",5680.2299827443285,4447632.0,0.6537999999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.3727534239023239,20.0,0.16160967859693265,1.29544690511866,19.51236259956436,86783808.2934256,1.3272524586704095e-06,5.9031305072611895,0.0,0.36748196999999994,28401.149913721652,390.2472519912872,505.54459482317475,505.54459482317475,390.24725199128716,2.6545049173408188e-05,0.08120400444160486,5.0,0.0,0.0,76192.86126574619,3.2583317339837055,0.0,0.8172949112616159,1.8343680960785824,1.8343680960785824,38.661235872806614,171950949.82744262,0.006806280025677402,0.504700953269031,0.0034351360171753493
Costa Rica,13430.743207071202,4872166.0,0.7682100000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.9333333333333332,0.75,0.4818967549173638,20.0,0.24112379115111449,1.3985506824023444,17.352246985731856,84543027.78748523,2.749798644294547e-07,1.3397475461577981,0.5823532281990427,1.1960850600000004,67153.71603535602,347.0449397146371,485.35993726218624,485.35993726218624,347.044939714637,5.499597288589091e-06,0.03899712703503552,5.0,11.647064563980852,11.647064563980853,139352.91190510633,3.347907313763312,4.0,1.4005117402269684,1.984168669323803,1.6667016822319949,29.12167466146694,141885633.14866075,0.002168284674383065,0.5958533356150671,0.001291979655794179
Croatia,20048.987159099495,4255700.0,0.5896399999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5583333333333333,0.23052247153165525,20.0,0.3074818837962999,1.1610864425994154,44.953814553979434,191309948.59737027,3.0108872282627876e-07,1.2813432777317946,1.0973641488117325,0.6877021299999998,100244.9357954975,899.0762910795886,1043.9052924350758,1043.905292435076,899.0762910795886,6.021774456525576e-06,0.025172412410795153,5.0,21.947282976234646,21.94728297623465,434859.7129357599,3.3612091444677064,3.200000000000001,1.7001662130000001,2.4648051244000007,2.1493100684768005,58.15925626960701,247508346.90656656,0.002900857574903013,0.772943421862007,0.002242198780279858
Czech Republic,28124.4644802821,10514272.0,0.72992,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.9,0.23979983157078166,20.0,0.48631139266659984,1.1698504307822832,21.2446298338923,223371816.6128584,7.786571798264383e-08,0.8187013383448085,1.708304380648313,1.9330297000000005,140622.32240141052,424.892596677846,497.0607872597811,497.0607872597811,424.892596677846,1.5573143596528767e-06,0.009834862904162363,5.0,34.16608761296625,34.16608761296625,586415.4344074384,3.384915948610771,4.0,2.3995712919999996,2.354,1.9773600000000005,24.98582247891492,262707733.68702573,0.0008884017150418041,0.8502673807044077,0.0007553789992618984
Denmark,42482.73245525211,5614932.0,0.87676,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.9166666666666669,0.2301060640275852,20.0,0.44589611798110007,1.1606930774147577,1.3398926620896023,7523406.184932094,2.644139785513858e-09,0.014846665094154898,0.04456714365427936,3.0316706000000004,212413.66227626055,26.79785324179204,31.10408274732464,31.104082747324643,26.797853241792044,5.288279571027716e-08,0.0006949515244855764,5.0,0.8913428730855871,0.8913428730855871,923111.9708813773,3.398943865032672,3.200000000000001,2.394020512,1.3,1.1336000000000002,1.5751517133274753,8844369.760017266,3.7077457646741844e-05,0.8506435607139752,3.153970059484609e-05
Djibouti,2902.5462446952693,872932.0,0.7734300000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.2605986206727131,20.0,0.10193764365749666,1.1894982984017932,3.5261110931199227,3078055.208739361,5.405848581954594e-07,0.4718938214342788,0.04109742679711934,0.19268074000000002,14512.731223476347,70.52222186239844,83.88606290483669,83.88606290483669,70.52222186239845,1.0811697163909188e-05,0.020812359620587417,5.0,0.8219485359423867,0.8219485359423868,55689.977122722186,3.3691121670879673,2.4000000000000004,0.6477454237224755,1.790240136930322,1.6183770837850109,5.751831610865885,5020957.871736378,0.0019816502911462674,0.6130414330034775,0.0012148337341960662
Dominican Republic,11795.470579020399,10403761.0,0.7898000000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.5083333333333333,0.3771503990888722,20.0,0.143410012884762,1.2996005693521007,70.5666121932298,734158167.8380488,1.2057171721879255e-06,12.543993293039026,0.9126961803746312,0.9751257200000001,58977.352895102,1411.332243864596,1834.168187671407,1834.168187671407,1411.332243864596,2.4114343443758506e-05,0.16838277771466487,5.0,18.253923607492624,18.25392360749262,156376.2176510504,3.169080165710599,3.2000000000000006,0.7596875489201063,1.5489973692170464,1.3507257059572644,105.09129876871975,1093344755.5693545,0.008909462158774464,0.6714791140656626,0.005982517757175423
Ecuador,10540.657366653302,15737878.0,0.63742,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,20.0,0.19552760747074657,1.186546082720012,59.5639717824389,937410521.107466,1.1482875338644237e-06,18.07160911687917,0.7148423053043919,0.8017432600000002,52703.28683326651,1191.279435648778,1413.5079477939641,1413.5079477939641,1191.279435648778,2.296575067728848e-05,0.044521781202443156,5.0,14.296846106087841,14.296846106087841,204694.04659394413,3.3369563579688992,2.4000000000000004,1.0540490673628646,3.4056850967093406,3.078739327425243,84.555711406573,1330727470.3198543,0.008021863197458219,0.7044346359530322,0.005650878281166507
"Egypt, Arab Rep.",10733.488722812801,82056378.0,0.43135,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,20.0,0.1184502890119491,1.408830126034286,3.971644143418442,325898733.11382985,9.004350054610167e-08,7.388643517254126,0.1611945792046845,0.042767454999999996,53667.443614063995,79.43288286836882,111.90743838271071,111.90743838271072,79.43288286836884,1.8008700109220337e-06,0.007258056124703779,5.0,3.22389158409369,3.22389158409369,108907.87815271773,3.3894606209463416,2.4000000000000004,0.5815254473033205,2.9000000000000004,2.6216,6.8131699513870725,559064048.9092592,0.0006347581972025982,0.5829363089071141,0.00037002360052581666
El Salvador,7515.082656377622,6340454.0,0.6672600000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,20.0,0.1951788282528002,1.0701352339359869,56.88118400356825,360652530.6401603,1.7852512643831987e-06,11.319303520263508,1.3719715293415495,0.7763161399999998,37575.413281888104,1137.623680071365,1217.4111830042887,1217.4111830042887,1137.623680071365,3.5705025287663976e-05,0.045264676218066305,5.0,27.439430586830987,27.439430586830984,279904.7417777624,3.332321931228675,2.4000000000000004,0.9714180189589343,2.4599999999999995,2.2238399999999996,79.13831319492968,501772834.4500447,0.010530597840832729,0.7187565883981033,0.007568936577869365
Estonia,25253.7672011471,1317997.0,0.67538,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.2800603915970392,20.0,0.3957416174170001,1.2078831330615611,34.73553132396878,45781326.07839688,2.121814432250901e-07,0.279654505626339,0.0,1.6224853000000001,126268.8360057355,694.7106264793754,839.1292480830679,839.1292480830679,694.7106264793754,4.2436288645018e-06,0.054101559161733856,5.0,0.0,0.0,450862.88455746917,3.296344259118909,0.0,2.0766337100000003,0.9381249647231473,0.9381249647231473,57.93151067859653,76353557.27985819,0.002293975002508343,0.5995965048569366,0.0013754593937331848
France,37216.8018998205,65939866.0,0.7951999999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.95,0.2234491797478895,20.0,0.43999073406,1.1544045583839209,33.98426069925994,2240917596.618267,8.174753043433532e-08,5.390421202670994,2.7839225647005965,2.6324213000000003,186084.00949910254,679.6852139851987,784.6317092906643,784.6317092906643,679.685213985199,1.6349506086867065e-06,0.019096781623413828,5.0,55.678451294011936,55.67845129401194,832780.0071096933,3.3719364881771385,4.0,2.2638369500000004,1.5280000000000002,1.28352,39.930384772508766,2633004221.227669,0.0010729128440426622,0.8510877341371725,0.0009131429613629389
Gabon,18646.36981443209,1671711.0,0.8715600000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.5916666666666667,0.3299123735952057,20.0,0.13994045907514252,1.2549765065300778,75.36250724419523,125984332.34770082,9.423947600044177e-07,1.5754116866417456,3.3513722606773237,0.5448309300000003,93231.84907216048,1507.2501448839039,1891.563521293356,1891.563521293356,1507.250144883904,1.884789520008835e-05,0.08751115820631024,5.0,67.02744521354647,67.02744521354649,282595.7937138594,3.2798076061389643,0.8000000000000003,0.7619340052728403,2.0079620562531773,1.9437072704530758,163.26865512567045,272938006.7287897,0.00875605583019716,0.4615858885233514,0.004041671810341627
Georgia,6930.29138015289,4487200.0,0.53641,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.6166666666666667,0.3632651483124993,20.0,0.5676231992344137,1.28648367260485,26.054030975892328,116909647.79502407,9.685870406735557e-07,4.346243768910378,0.04734122134137628,0.06708400400000002,34651.456900764446,521.0806195178466,670.3617091205299,670.3617091205299,521.0806195178466,1.9371740813471116e-05,0.14085310438557966,5.0,0.9468244268275257,0.9468244268275257,95388.88346909487,3.204964096305066,2.4000000000000004,3.161153149785616,1.3442463,1.2151986552000003,38.02247317893499,170614441.64851707,0.005486417683363866,0.6852271511450929,0.0037594423591634824
