country,hazard,rp,gdp_pc_pp,gdp_pc_pp_B,gdp_pc_pp_2015_1,gdp_pd_pp_2005,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid,unif_aid
Albania,surge,100.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,surge,250.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,surge,500.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,surge,1000.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,surge,1500.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,surge,2000.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,1.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,20.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,50.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,100.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,250.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,500.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,1000.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,1500.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,tsunami,2000.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,1.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,20.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,50.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,100.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,250.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,500.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,1000.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,1500.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Albania,wind,2000.0,10971.29252,11359.1704,10971.29252,10397.28739,2889167.0,0.57407,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18390796341149998,1.1900639609544734,0.0,0.0,0.0,0.5,95.99880955,0.0,0.0,
Angola,earthquake,1.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.17421423227694272,1.9975200611943244e-05,9.987799814276584e-06,0.5,54.521844929999986,0.04207015861844836,0.0,0.0
Angola,earthquake,20.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.9002266445177894,0.00010321893673918453,5.161479599395477e-05,0.5,54.521844929999986,0.21739141075002383,0.0,0.0
Angola,earthquake,50.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,2.915720449001306,0.00033431310482464325,0.00016721245372689243,0.5,54.521844929999986,0.7041033340005316,0.0,0.0
Angola,earthquake,100.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,5.5542593971020375,0.0006368449021519353,0.0003186253660160113,0.5,54.521844929999986,1.341271437988113,0.0,0.0
Angola,earthquake,250.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,13.646487463216987,0.001564690330769291,0.0007835712116830351,0.5,54.521844929999986,3.2954247460653012,0.0,0.0
Angola,earthquake,500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,27.21775162825446,0.0031207556459345812,0.001565262625142073,0.5,54.521844929999986,6.5726841789707455,0.0,0.0
Angola,earthquake,1000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,52.315350950210465,0.005998417102073792,0.0030173076206709464,0.5,54.521844929999986,12.633382955512058,0.0,0.0
Angola,earthquake,1500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,73.76134973227867,0.008457390300740523,0.004264763923411067,0.5,54.521844929999986,17.812274247575978,0.0,0.0
Angola,earthquake,2000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,9.077661580011202e-14,1.0408340855860843e-17,5.204170427930421e-18,0.5,54.521844929999986,2.1921209166687016e-14,0.0,0.0
Angola,flood,1.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,4.726927987644549,0.0007942965517763081,0.0003974639801570481,0.5,54.521844929999986,1.6728834204216305,0.0,0.0
Angola,flood,20.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,63.8798364573734,0.010734145719746818,0.0054253089163562185,0.5,54.521844929999986,22.607393128922148,0.0,0.0
Angola,flood,50.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,112.57030342964978,0.018915922578109562,0.009640316774795259,0.5,54.521844929999986,39.83919254355567,0.0,0.0
Angola,flood,100.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,124.90816308992845,0.020989133638247306,0.010719561120015007,0.5,54.521844929999986,44.20562269081372,0.0,0.0
Angola,flood,250.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,138.2882140697351,0.023237470905840732,0.011895148622967217,0.5,54.521844929999986,48.94088955060534,0.0,0.0
Angola,flood,500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,160.37845923282737,0.026949438933870883,0.013847912951380223,0.5,54.521844929999986,56.75873762931085,0.0,0.0
Angola,flood,1000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,192.42527561966443,0.0323344745887418,0.016707464376701668,0.5,54.521844929999986,68.10026598577525,0.0,0.0
Angola,flood,1500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,210.9478929755017,0.035446950838447656,0.018374806273880055,0.5,54.521844929999986,74.65551276727629,0.0,0.0
Angola,flood,2000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,1.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,20.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,50.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,100.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,250.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,1000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,1500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,surge,2000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,1.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,20.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,50.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,100.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,250.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,1000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,1500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,tsunami,2000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,1.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,20.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,50.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,100.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,250.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,1000.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
Angola,wind,1500.0,6231.067991999999,5984.640422,6231.067992,6937.0062659999985,25021974.0,0.4405,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,1.0,0.12736406291942387,1.5649691170507845,0.0,0.0,0.0,0.5,54.521844929999986,0.0,0.0,
