country,hazard,rp,gdp_pc_pp,gdp_pc_pp_B,gdp_pc_pp_2015_1,gdp_pd_pp_2005,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid,unif_aid
Ecuador,surge,1000.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,surge,1500.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,surge,2000.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,tsunami,1.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,tsunami,20.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,tsunami,50.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.048074624838869665,1.931795728907209e-06,1.9317994607491562e-07,0.09999999999999998,246.33420327083346,0.008065376865305791,0.0029573048506121237,1530.8579506411018
Ecuador,tsunami,100.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.5742968696967674,2.3077127356134772e-05,2.3077659922231877e-06,0.09999999999999998,246.33420327083346,0.09634855606662596,0.03532780389109619,1530.857950641102
Ecuador,tsunami,250.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,5.184263597488917,0.00020832067454972333,2.0836408109564906e-05,0.09999999999999998,246.33420327083346,0.8697528025018947,0.3189093609173614,1530.8579506411018
Ecuador,tsunami,500.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,22.145510966316074,0.0008898790919863373,8.906716820940568e-05,0.09999999999999998,246.33420327083346,3.7153049538451874,1.3622784830765688,1530.8579506411018
Ecuador,tsunami,1000.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,60.24789943658236,0.00242095773388374,0.00024268329939893823,0.09999999999999998,246.33420327083346,10.10766107749633,3.706142395081988,1530.8579506411018
Ecuador,tsunami,1500.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,106.11758810378822,0.004264151912738098,0.0004282412771348175,0.09999999999999998,246.33420327083346,17.80312052279067,6.527810858356579,1530.857950641102
Ecuador,tsunami,2000.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,327.5562397872744,0.013162281497126713,0.0013337837873784498,0.09999999999999998,246.33420327083346,54.953408941234606,20.149583278452692,1530.857950641102
Ecuador,wind,1.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,20.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,50.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,100.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,250.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,500.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,1000.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,1500.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
Ecuador,wind,2000.0,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,0.0,0.0,0.0,0.09999999999999998,246.33420327083346,0.0,0.0,
"Egypt, Arab Rep.",earthquake,1.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,3.95758437202171,0.0003424175483769179,5.7089139719414635e-05,0.16666666666666663,231.35773306250002,1.8526995542782299,0.5661026415850147,1653.2524231552356
"Egypt, Arab Rep.",earthquake,20.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,14.125267524974396,0.0012221443742964366,0.0002039399731402736,0.16666666666666663,231.35773306250002,6.612588485185495,2.0205131482511236,1653.2524231552366
"Egypt, Arab Rep.",earthquake,50.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,30.71157977978798,0.002657222908328039,0.0004440504256849225,0.16666666666666663,231.35773306250002,14.377287966731783,4.393060212056935,1653.2524231552366
"Egypt, Arab Rep.",earthquake,100.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,56.95707744322675,0.0049280320992527325,0.0008254063120092962,0.16666666666666663,231.35773306250002,26.663828758286282,8.147281009476364,1653.2524231552359
"Egypt, Arab Rep.",earthquake,250.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,131.00861807738772,0.011335108895073482,0.0019108444457193552,0.16666666666666663,231.35773306250002,61.33024226457392,18.739796247508696,1653.2524231552356
"Egypt, Arab Rep.",earthquake,500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,244.34354732162268,0.021141057415498227,0.0035996091121632988,0.16666666666666663,231.35773306250002,114.38674167350099,34.951504400236416,1653.252423155236
"Egypt, Arab Rep.",earthquake,1000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,434.64972627154594,0.037606701381977456,0.006512704912496086,0.16666666666666663,231.35773306250002,203.47648424715135,62.17337018662959,1653.2524231552359
"Egypt, Arab Rep.",earthquake,1500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,587.5832305561673,0.050838792142200336,0.008926968310076017,0.16666666666666663,231.35773306250002,275.0706206161464,84.04935629937808,1653.252423155236
"Egypt, Arab Rep.",earthquake,2000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",flood,1.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.5723958222287548,6.197654678436715e-05,1.0330064685798475e-05,0.16666666666666663,231.35773306250002,0.2950930833121407,0.090167331012043,1454.8621323766079
"Egypt, Arab Rep.",flood,20.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.7154947777859435,7.747068348045894e-05,1.29127809420417e-05,0.16666666666666663,231.35773306250002,0.3688663541401759,0.11270916376505376,1454.8621323766079
"Egypt, Arab Rep.",flood,50.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,9.600397477918216,0.0010394895635715009,0.00017342853775026697,0.16666666666666663,231.35773306250002,4.949391282679188,1.512314003040863,1454.8621323766076
"Egypt, Arab Rep.",flood,100.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,86.83056405859188,0.009401638353572116,0.0015818113437932745,0.16666666666666663,231.35773306250002,44.764650402256244,13.678087622911631,1454.862132376608
"Egypt, Arab Rep.",flood,250.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,157.50408318578022,0.01705386168313299,0.002891623629946959,0.16666666666666663,231.35773306250002,81.19969387716627,24.811017573578585,1454.8621323766079
"Egypt, Arab Rep.",flood,500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,235.96422256414783,0.02554918661397782,0.004369843721716353,0.16666666666666663,231.35773306250002,121.64905347610797,37.170544117699656,1454.8621323766076
"Egypt, Arab Rep.",flood,1000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,360.58624080409527,0.039042720360846515,0.006771497753349198,0.16666666666666663,231.35773306250002,185.89671948424828,56.80177539796476,1454.8621323766076
"Egypt, Arab Rep.",flood,1500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,442.73104144601274,0.04793700449494996,0.008391777421114932,0.16666666666666663,231.35773306250002,228.24567025942883,69.74173257926994,1454.8621323766076
"Egypt, Arab Rep.",flood,2000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,670.6032255333498,0.07261002014163073,0.013049170560860798,0.16666666666666663,231.35773306250002,345.7229522241643,105.63756873516132,1454.8621323766076
"Egypt, Arab Rep.",surge,1.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,20.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,50.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,100.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,250.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,1000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,1500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",surge,2000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",tsunami,1.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",tsunami,20.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",tsunami,50.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",tsunami,100.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",tsunami,250.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.12363013363499813,1.2155350818890022e-05,2.0259164288732595e-06,0.16666666666666663,231.35773306250002,0.05787608600341991,0.017684359612156086,1454.862132376608
"Egypt, Arab Rep.",tsunami,500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,6.2197940281002255,0.0006115319640113444,0.00010198436069828697,0.16666666666666663,231.35773306250002,2.9117280998552704,0.8896946971779993,1454.8621323766079
"Egypt, Arab Rep.",tsunami,1000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,51.43948822638218,0.005057545494384499,0.0008472090473643825,0.16666666666666663,231.35773306250002,24.08083011016998,7.35803142255194,1454.8621323766079
"Egypt, Arab Rep.",tsunami,1500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,107.80167702206526,0.010599092345370806,0.0017854394282724598,0.16666666666666663,231.35773306250002,50.46616829730356,15.420218090842756,1454.8621323766076
"Egypt, Arab Rep.",tsunami,2000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,307.0651022691938,0.030190730468188823,0.005188430931160277,0.16666666666666663,231.35773306250002,143.74914711367617,43.92335050695661,1454.8621323766079
"Egypt, Arab Rep.",wind,1.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,20.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,50.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,100.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,250.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,1000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,1500.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
"Egypt, Arab Rep.",wind,2000.0,10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,0.0,0.0,0.0,0.16666666666666663,231.35773306250002,0.0,0.0,
El Salvador,earthquake,1.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,154.00833544849954,0.005794027959564571,0.0009712990605077758,0.16666666666666663,199.39775503125003,54.10160124481885,18.334431532966388,3164.3671140213564
El Salvador,earthquake,20.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,651.1925783284826,0.024498855824319144,0.004185687184238892,0.16666666666666663,199.39775503125003,228.7574961687326,77.52337370162604,3164.3671140213555
El Salvador,earthquake,50.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,1245.9022078909707,0.04687273715660334,0.008196306163909884,0.16666666666666663,199.39775503125003,437.67309246645976,148.3225480025225,3164.367114021356
El Salvador,earthquake,100.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,1859.9734501906378,0.0699750318258331,0.01253999161678578,0.16666666666666663,199.39775503125003,653.3902313476643,199.39775503125003,2849.5557605110957
El Salvador,earthquake,250.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,2899.0275969734384,0.10906583012859285,0.02040289728408232,0.16666666666666663,199.39775503125003,1018.3996508528619,199.39775503125003,1828.2330478404863
El Salvador,earthquake,500.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,3870.140381711425,0.1456005709936031,0.02840212786715883,0.16666666666666663,199.39775503125003,1359.5419435127883,199.39775503125003,1369.484705111565
El Salvador,earthquake,1000.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,5013.153884347713,0.18860247847574133,0.038740254411393046,0.16666666666666663,199.39775503125003,1761.0712539685273,199.39775503125003,1057.2382539336418
El Salvador,earthquake,1500.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,5747.097129186932,0.21621454030958936,0.04597655681504827,0.16666666666666663,199.39775503125003,2018.8982388066177,199.39775503125003,922.2217652232823
El Salvador,earthquake,2000.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,0.0,0.0,0.0,0.16666666666666663,199.39775503125003,0.0,0.0,
El Salvador,flood,1.0,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,3.3422853890428863,0.0001495996587172413,2.493700702061326e-05,0.16666666666666663,199.39775503125003,1.229257332224315,0.41658165147601783,2784.6430603387926
