country,gdp_pc_pp,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Canada,41898.88235946359,35154279.0,0.81828,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.8333333333333333,0.3354838938558465,20.0,0.23708781730000006,1.260239721228972,17.05087400100515,599411181.8251812,3.352772584877508e-08,1.1786430287233507,6.265006824125449,2.9354254999999996,209494.41179731794,341.01748002010294,348.60108788221453,429.763773954741,341.01748002010294,6.705545169755013e-07,0.011414915384656162,5.0,44.13745040998242,125.30013648250896,624454.4541006647,3.3840298342978135,3.200000000000001,1.4845425500000002,1.5066764561178583,1.3138218697347726,19.571672539095733,688028036.9360098,0.0004671168164149164,0.8712016802317165,0.0004069529553251654
Central African Republic,584.375944042188,4616417.0,0.40037,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.3147438330510679,20.0,0.06869580667148026,1.2406473321184426,1.8380026212969849,8484986.546999963,3.2414451663621283e-06,14.963862570561954,0.4374325570717829,0.155265746,2921.879720210941,36.760052425939705,36.85945398008703,45.60626097077617,36.7600524259397,6.482890332724255e-05,0.03217745265332519,5.0,0.0018441507465082618,8.748651141435657,9283.358126152258,3.3377799811426363,0.0,0.28490097264185144,3.2392822211843644,3.2392822211843644,3.1156623785449904,14383196.770575529,0.005331606152357395,0.5899235533200902,0.0031452400463019285
Chad,2021.5934708651703,12825314.0,0.22471,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.7532009944644721,20.0,0.07190968099154395,1.654842034610844,2.132873029607248,27354766.326844256,6.543207314401961e-07,8.391868837430186,0.5015121255683388,0.37478033999999993,10107.96735432585,42.65746059214496,60.56323066696829,70.59135887763706,42.65746059214496,1.3086414628803921e-05,0.023913513770631584,5.0,0.002114300698011434,10.030242511366776,13420.013288103319,3.353045337794812,0.0,0.3063102435725145,3.3937396016581687,3.3937396016581687,4.046744122131391,51900764.043989435,0.00200175959234748,0.527059029490572,0.001055045468016106
Chile,21714.0315564501,17619708.0,0.8953,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.925,0.3473941118185529,20.0,0.18626686982954885,1.2714908755487702,51.577697409276475,908783967.6638079,3.3195283432958906e-07,5.848912010659735,23.618911553288115,0.7125095800000003,108570.15778225049,1031.5539481855296,1074.12660754514,1311.6114327542093,1031.5539481855296,6.639056686591782e-06,0.14268741971508717,5.0,234.8934058566925,472.37823106576224,312527.3402416149,3.2224028968847045,3.200000000000001,1.148815897833317,0.774316,0.6752035519999999,72.27375687654423,1273442492.2277014,0.003328435656393595,0.7136435082152971,0.0023753164986976103
China,11524.567506562998,1357380000.0,0.55614,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8416666666666667,0.2292163791392399,20.0,0.18822186322226658,1.159852624116077,14.29993511643881,19410445928.351715,2.0433223805120001e-07,277.35649328593786,4.590123712947162,1.8526066,57622.837532815,285.99870232877623,263.73328045103267,331.7163453898239,285.99870232877623,4.086644761024e-06,0.011544647413210275,5.0,23.819409320152023,91.80247425894323,251390.5757921924,3.3864552818755578,3.200000000000001,1.0741369903180347,2.848032265,2.4834841350800008,17.20057179714325,23347712146.006306,0.001492513431618834,0.8313639386577724,0.0012408218450102617
Colombia,12025.3853718442,48321405.0,0.76436,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.7166666666666667,0.2797792564799715,20.0,0.10178718715954246,1.2076175548331232,56.028303994974834,2707366368.8042965,1.070245029668854e-06,51.71574352786571,21.234040591327087,0.57398298,60126.926859221,1120.5660798994961,1094.927900464475,1353.215269437168,1120.5660798994963,2.1404900593377075e-05,0.11834315428338565,5.0,166.39344285384882,424.68081182654174,214908.45181199233,3.241555085126809,3.2000000000000006,0.5294028561112344,1.4206400000000001,1.23879808,96.03417248080845,4640506142.285,0.007985953839422008,0.5834204903069433,0.004659169104564205
Comoros,1399.7808484348998,734917.0,0.28296,3.0,0.2,1.5,0.06,0.8,0.05,0.26666666666666666,0.16666666666666666,0.197958724460889,20.0,0.041653463516364495,1.1303246425491325,1.8841276699231182,1384677.454796888,9.740027973086103e-07,0.715811213789652,0.4650846560463268,0.500418376,5599.123393739599,37.68255339846236,33.55909426081427,42.59351870045557,37.68255339846236,1.948005594617221e-05,0.01319157971785876,4.0,0.26726868128523773,9.301693120926535,28284.297188658777,2.6959234825455756,1.8000000000000005,0.1655272106883409,1.9758310806870103,1.7980062834251793,3.4707588994080614,2550719.7180762743,0.0024795016329082725,0.5428575491787853,0.001346016179625381
"Congo, Dem. Rep.",783.2592535785261,67513677.0,0.42494,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.2370560018580905,20.0,0.031093328767158562,1.1672584335895029,3.8389953281253395,259184690.5875632,4.377028955086221e-06,295.5093190933387,1.0128537917117946,0.08533887300000001,3916.2962678926306,76.7799065625068,72.68552088194328,89.62199346530006,76.77990656250678,8.754057910172444e-05,0.04654811478777676,5.0,3.320603250879079,20.257075834235888,16520.553106421892,3.3285515886136685,1.6000000000000005,0.14221612781995238,3.1,2.9015999999999993,6.528469082487266,440760952.9395316,0.00833500409048503,0.5880391374485501,0.004901308615998953
"Congo, Rep.",5680.2299827443285,4447632.0,0.6537999999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.3727534239023239,20.0,0.16160967859693265,1.29544690511866,19.51236259956436,86783808.2934256,1.2034889639376668e-06,5.352676027656013,4.295399000222678,0.36748196999999994,28401.149913721652,390.2472519912872,419.65472358347756,505.5445948231747,390.24725199128716,2.406977927875334e-05,0.08120400444160486,5.0,0.018108764756418424,85.90798000445355,76192.86126574619,3.2583317339837055,0.0,0.8172949112616159,1.8343680960785824,1.8343680960785824,35.056157101960935,155916886.12370872,0.006171608756767981,0.556603011071995,0.0034351360171753493
Costa Rica,13430.743207071202,4872166.0,0.7682100000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.9333333333333332,0.75,0.4818967549173638,20.0,0.24112379115111449,1.3985506824023444,17.352246985731856,84543027.78748523,2.493150034371087e-07,1.2147040830361637,6.989848767696463,1.1960850600000004,67153.71603535602,347.0449397146371,403.8154773193362,485.3599372621861,347.044939714637,4.9863000687421735e-06,0.03899712703503552,5.0,58.25251541107922,139.79697535392924,139352.91190510633,3.347907313763312,4.0,1.4005117402269684,1.984168669323803,1.6667016822319949,26.403643893644603,128642936.05472285,0.00196591085739345,0.6571913731160633,0.001291979655794179
Croatia,20048.987159099495,4255700.0,0.5896399999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5583333333333333,0.23052247153165525,20.0,0.3074818837962999,1.1610864425994154,44.953814553979434,191309948.59737027,2.5472831288664907e-07,1.0840472811517123,15.607461533565743,0.6877021299999998,100244.9357954975,899.0762910795886,837.7361843177933,1043.905292435076,899.0762910795886,5.09456625773298e-06,0.025172412410795153,5.0,105.98012255403216,312.1492306713148,434859.7129357599,3.3612091444677064,3.200000000000001,1.7001662130000001,2.4648051244,2.1493100684768,49.204131889214146,209398024.08092865,0.002454195391455583,0.913618690706615,0.0022421987802798585
Czech Republic,28124.4644802821,10514272.0,0.72992,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.9,0.23979983157078166,20.0,0.48631139266659984,1.1698504307822832,21.2446298338923,223371816.6128584,7.035278235587748e-08,0.7397082896464966,12.443853103792009,1.9330297000000005,140622.32240141052,424.892596677846,408.8403202651841,497.0607872597811,424.892596677846,1.4070556471175497e-06,0.009834862904162363,5.0,160.65659508124324,248.87706207584014,586415.4344074384,3.3849159486107716,4.0,2.3995712919999996,2.354,1.9773600000000002,22.575045557706265,237360169.40611535,0.0008026835701541446,0.94106697501836,0.0007553789992618984
Denmark,42482.73245525211,5614932.0,0.87676,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.9166666666666669,0.2301060640275852,20.0,0.44589611798110007,1.1606930774147577,1.3398926620896023,7523406.184932094,2.2132713455434017e-09,0.012427368102774705,0.5219384297945424,3.0316706000000004,212413.66227626055,26.79785324179204,24.824586995337587,31.104082747324647,26.797853241792044,4.4265426910868047e-08,0.0006949515244855764,5.0,4.159272843903788,10.43876859589085,923111.9708813773,3.398943865032672,3.200000000000001,2.394020512,1.3,1.1336000000000002,1.3184772496109867,7403160.100112717,3.103560372440178e-05,1.016242534700492,3.153970059484609e-05
Djibouti,2902.5462446952693,872932.0,0.7734300000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.2605986206727131,20.0,0.10193764365749666,1.1894982984017932,3.5261110931199227,3078055.208739361,4.799977977137661e-07,0.41900543755387326,0.9887176272580545,0.19268074000000002,14512.731223476347,70.52222186239844,67.97345973514726,83.8860629048367,70.52222186239845,9.599955954275323e-06,0.020812359620587417,5.0,3.8617493754716556,19.77435254516109,55689.977122722186,3.3691121670879673,2.4000000000000004,0.6477454237224755,1.790240136930322,1.6183770837850109,5.107184310067748,4458224.614156059,0.0017595531231937142,0.690421742988388,0.001214833734196066
Dominican Republic,11795.470579020399,10403761.0,0.7898000000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.5083333333333333,0.3771503990888722,20.0,0.143410012884762,1.2996005693521007,70.5666121932298,734158167.8380488,1.0608982346771074e-06,11.037331678902536,21.284976939591523,0.9751257200000001,58977.352895102,1411.3322438645962,1500.0921669003887,1834.168187671407,1411.332243864596,2.1217964693542148e-05,0.16838277771466487,5.0,91.6235180208119,425.6995387918305,156376.2176510504,3.169080165710599,3.2000000000000006,0.7596875489201063,1.5489973692170464,1.3507257059572644,92.46876126127033,962022892.1283151,0.007839344826626642,0.7631400186474214,0.005982517757175422
Ecuador,10540.657366653302,15737878.0,0.63742,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,20.0,0.19552760747074657,1.186546082720012,59.5639717824389,937410521.107466,9.750664976630607e-07,15.345477582108531,17.688929946839668,0.8017432600000002,52703.28683326651,1191.279435648778,1127.9865945387508,1413.5079477939646,1191.279435648778,1.950132995326121e-05,0.044521781202443156,5.0,68.25724568157982,353.7785989367934,204694.04659394413,3.3369563579688992,2.4000000000000004,1.0540490673628646,3.4056850967093406,3.078739327425243,71.80034525076545,1129985073.914426,0.006811752128279483,0.8295777906695219,0.005650878281166507
"Egypt, Arab Rep.",10733.488722812801,82056378.0,0.43135,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,20.0,0.1184502890119491,1.408830126034286,3.971644143418442,325898733.11382985,8.097129271686175e-08,6.644211002323455,1.4136718697188169,0.042767454999999996,53667.443614063995,79.43288286836884,95.52905315851281,111.90743838271072,79.43288286836884,1.6194258543372352e-06,0.007258056124703779,5.0,11.895052170178408,28.273437394376337,108907.87815271773,3.3894606209463416,2.4000000000000004,0.5815254473033205,2.9000000000000004,2.6216,6.126718476266229,502736327.1880857,0.0005708040167075026,0.6482498190187544,0.00037002360052581666
El Salvador,7515.082656377622,6340454.0,0.6672600000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,20.0,0.1951788282528002,1.0701352339359869,56.88118400356825,360652530.6401603,1.549569882510078e-06,9.82497655984055,18.850683276969306,0.7763161399999998,37575.413281888104,1137.623680071365,958.456336424839,1217.4111830042884,1137.623680071365,3.099139765020155e-05,0.04526467621806629,5.0,118.0588189599364,377.0136655393861,279904.7417777624,3.332321931228675,2.4000000000000004,0.9714180189589343,2.4599999999999995,2.2238399999999996,68.69080511301668,435530890.0420471,0.009140392495180703,0.8280756632562668,0.0075689365778693635
Estonia,25253.7672011471,1317997.0,0.67538,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.2800603915970392,20.0,0.3957416174170001,1.2078831330615611,34.73553132396878,45781326.07839688,1.9054192944078585e-07,0.2511336913771674,7.201032121538564,1.6224853000000001,126268.8360057355,694.7106264793754,695.1389641351025,839.1292480830679,694.7106264793754,3.810838588815716e-06,0.054101559161733856,5.0,0.030358482805810216,144.02064243077126,450862.88455746917,3.296344259118909,0.0,2.0766337100000003,0.9381249647231473,0.9381249647231473,52.023313878628585,68566571.62209085,0.0020600219153150954,0.6676916315828604,0.001375459393733185
France,37216.8018998205,65939866.0,0.7951999999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.95,0.2234491797478895,20.0,0.43999073406,1.1544045583839209,33.98426069925994,2240917596.618267,7.395289329029911e-08,4.8764438738746225,20.210020600791594,2.6324213000000003,186084.00949910254,679.6852139851987,639.8987310206949,784.6317092906643,679.685213985199,1.4790578658059822e-06,0.019096781623413828,5.0,259.46743374586265,404.20041201583194,832780.0071096933,3.371936488177139,4.0,2.2638369500000004,1.5280000000000002,1.28352,36.1230176426422,2381946942.871463,0.0009706104715788711,0.9407924065331265,0.0009131429613629389
Gabon,18646.36981443209,1671711.0,0.8715600000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.5916666666666667,0.3299123735952057,20.0,0.13994045907514252,1.2549765065300778,75.36250724419523,125984332.34770082,8.806420741724057e-07,1.4721790424568266,26.01117098991265,0.5448309300000003,93231.84907216048,1507.250144883904,1589.381800103965,1891.5635212933555,1507.250144883904,1.7612841483448114e-05,0.08751115820631024,5.0,218.04169860886208,520.2234197982531,282595.7937138594,3.2798076061389643,0.8000000000000002,0.7619340052728403,2.0079620562531773,1.943707270453076,152.57008336563288,255053086.6332455,0.00818229418830604,0.49395337265163336,0.004041671810341627
