country,gdp_pc_pp,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,40.048766654845124,116035934.847682,6.417185114643424e-07,1.8592933966873957,10.012191663711281,0.4454007900000001,49804.70362906775,800.9753330969023,695.5671336450637,895.7687570050241,800.9753330969023,1.2834370229286847e-05,0.03915627606447947,5.0,0.04220991426522237,200.24383327422558,268807.79028458265,3.322642398962853,0.0,1.0249285482196189,2.1059999999999994,2.1059999999999994,43.40707793793273,125766191.77671641,0.0043577287660636595,0.9226321733084725,0.004020580762122162
Angola,7488.011759834088,21471618.0,0.4405,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.43239739052511456,20.0,0.1256680312276769,1.351790414097182,5.40385567613299,116029524.80505925,3.098371236566667e-07,6.652704361374712,1.3509639190332474,0.8968672100000002,37440.05879917044,108.0771135226598,119.08402312596178,146.09760604322435,108.07711352265979,6.1967424731333345e-06,0.014943714595802716,5.0,0.005695463402332103,27.019278380664947,86587.15251195725,3.3761938230389275,0.0,0.6470707249860601,3.1,3.1,13.660130735640827,293305108.9857388,0.001824266731112011,0.395593261932239,0.0007216676267950632
Argentina,18087.196261682242,41446246.0,0.91751,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.375,0.2695495148851759,20.0,0.15106190614207007,1.1979538860660952,24.645602792814497,1021467716.1692767,1.8623308014063722e-07,7.718662052846565,8.154749541494532,0.24585111800000004,90435.98130841122,492.9120558562899,467.2838743888025,590.4859128018707,492.91205585628995,3.724661602812745e-06,0.01939874164859781,5.0,39.89295241682237,163.09499082989066,335507.8615034258,3.3706633330618243,3.200000000000001,0.7953285832135136,2.2890156499999996,1.9960216467999998,30.82393349229818,1277536330.2094295,0.0017041852726283919,0.7995606011469162,0.0013625994010484782
Armenia,7526.836419112871,2976566.0,0.62673,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,20.0,0.2696173557551283,1.289724411382942,20.70311872637763,61624199.29489896,5.282081770314604e-07,1.5722465006738258,6.214015121616346,0.051470236,37634.182095564356,414.06237452755266,430.53257895054537,534.0263522633711,414.0623745275526,1.0564163540629207e-05,0.0863441369232471,5.0,20.786529119501143,124.28030243232693,102630.54602921395,3.261884408736717,1.6000000000000003,1.4931131340217918,1.25,1.1699999999999997,23.46920036753092,69857623.86118004,0.0031180696723972444,0.8821399281681495,0.0027505737568317905
Australia,42834.0167597384,23129300.0,0.8942299999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.27360239086009513,20.0,0.22516027695600005,1.201782492156731,33.39642231186174,772435870.5777438,5.682679321145975e-08,1.3143639482258158,12.852111469481617,3.2620272,214170.083798692,667.9284462372347,635.7577997321747,802.7047127013569,667.9284462372347,1.1365358642291947e-06,0.00985770876668503,5.0,90.09531642044995,257.0422293896323,782778.553672093,3.385593136367783,4.0,1.4082027200000002,2.8543999999999996,2.397696,34.26039153036015,792418873.8231591,0.0007998407369201718,0.9747822724754093,0.000779670571153451
Austria,44056.254416802,8479823.0,0.65968,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729006,20.0,0.473076769832,1.1627453167024924,46.653179379291686,395610703.5236434,6.75259022201094e-08,0.5726076987418348,30.931771096511614,2.7096414,220281.27208400998,933.0635875858338,851.6985904748519,1084.9153166510541,933.0635875858338,1.350518044402188e-06,0.021605791912394028,5.0,385.41869575403024,618.6354219302323,948349.7388571533,3.369820991594088,4.0,2.4207879200000004,1.5280000000000002,1.28352,42.47341174250577,360167013.7825705,0.0009640722368424362,1.0984090390978167,0.001058945659290983
Azerbaijan,16593.188760048204,9416801.0,0.5462,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.25,0.5982212831852317,20.0,0.428208034056247,1.5084382783151649,13.087481232445818,123242206.35717702,1.2589601304301996e-07,1.1855377015195232,3.2718703081114544,0.09986593600000003,82965.943800241,261.7496246489164,329.4095407125031,394.833153155052,261.7496246489164,2.517920260860399e-06,0.039641810976087655,5.0,0.01379371968006443,65.4374061622291,138687.71662300028,3.3243674728862995,0.0,2.4182056197257937,1.25,1.25,18.310519535862287,172426518.67582753,0.0011034961272753637,0.7147520422243167,0.0007887261105566907
Bangladesh,2853.447740155661,156594962.0,0.34277,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,20.0,0.0734057697595131,1.2169977389506987,27.866086808257457,4363688804.827776,2.9996857053117534e-06,469.73566903523727,12.81752732712442,0.8749021000000002,14267.238700778307,557.3217361651491,538.9582285614553,678.2592927810642,557.321736165149,5.999371410623507e-05,0.15128608646578656,5.0,117.04948232287926,256.35054654248825,49246.80714085134,3.191252838223716,3.200000000000001,0.36576154020410284,2.362140790448914,2.0597867692714527,31.110049452890916,4871677011.893574,0.010902617565091206,0.895726213822138,0.009765760352329884
Belarus,17054.558334452504,9466000.0,0.76667,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5166666666666667,0.3864445367538237,20.0,0.33536386098589716,1.308380406754342,27.886649465654134,263975023.84188202,2.1754916103488769e-07,2.059320358356247,13.457070242643615,0.3854871600000001,85272.79167226254,557.7329893130826,590.3230595834518,729.7269154177663,557.7329893130826,4.3509832206977544e-06,0.046595227433576886,5.0,129.7375490185578,269.14140485287226,220659.84523565348,3.332414061952829,3.200000000000001,1.7709772480880686,1.8799999999999994,1.6393600000000004,32.971708583930145,312110193.4554827,0.0019333076786469958,0.8457750800104311,0.0016351434565924437
Belgium,40608.97200934282,11182817.0,0.9785799999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.2166915174374668,20.0,0.46519935741750007,1.1480208379739567,13.203177015376646,147648712.38156322,2.4110482530416945e-08,0.26962311391934957,3.3007942538441615,2.1077302,203044.86004671405,264.0635403075329,237.1484774040834,303.1504468222236,264.0635403075329,4.822096506083389e-07,0.005063862048129992,5.0,0.013915658743018491,66.01588507688322,937022.6506688667,3.3898962728657653,0.0,2.472036530000001,1.5400000000000005,1.5400000000000005,13.430298100149487,150188565.9094194,0.00033072243486142935,0.9830889021912095,0.00032512955541792634
