province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Batanes,4454,101.80045308641978,175.89881860592754,0.1818182,162.42638716422857,0.5,0.33342480790340284,0.01993586654462852,0.12396245162615825,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.6267482449356568,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.13217060706421452,1.2018342573076888,12.660723566506928,56390.862765221864,0.00011788009275371205,0.5250379331250336,0.0,0.9398128921296003,812.1319358211429,12.660723566506928,15.216091304530808,15.216091304530808,12.660723566506928,0.00011788009275371205,0.09760648275951334,4.999999999999999,0.0,0.0,2967.6981661792433,3.396245551061129,1.4548448379802412,0.6192239150853984,1.1918985379682814,1.1210444350162962,16.603454293292767,73951.78542232598,0.10222140985322226,0.762535514770648,0.07794745538300822
Batangas,546431,86.02898454395351,276.5634392311325,0.1474136,248.47606934165864,0.06250698315353008,0.1012385163561432,0.10102973003875744,0.25268893091866484,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3462264385133293,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2661847474758458,1.2018342573076888,21.730681760521666,11874318.165083617,0.000113618212652038,62.08451355766578,0.0,0.9719079801408002,1242.380346708293,21.730681760521662,26.11667777444629,26.11667777444629,21.730681760521666,0.000113618212652038,0.1049980478280668,4.999999999999998,0.0,0.0,4539.914900520956,3.613415920540566,0.3821158464529058,1.2488523087332528,1.1918985379682812,1.1739622647656267,30.27945169150865,16545631.067242764,0.12186063539935474,0.7176709136584418,0.08745583354605317
Benguet,182831,92.42916188244484,341.04516746384564,0.0280084,334.08183093311953,0.0,0.2003488830116482,0.11470136490769148,0.1885254434254563,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2766662336119334,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.20999732612334718,1.2018342573076888,29.12084042541089,5324192.375818298,8.976655786115044e-05,16.412109540312,0.0,1.0832977478752002,1670.409154665598,29.120840425410886,34.99842362484941,34.99842362484941,29.12084042541089,8.976655786115044e-05,0.10442180092401784,4.999999999999999,0.0,0.0,6104.020746404761,4.564370552582795,0.7789497254268188,1.040618520311017,1.1918985379682814,1.155037999846242,37.29639880730251,6818937.890337925,0.11163851294495852,0.7807949656444881,0.08716678887946064
Biliran,35756,82.69809868773434,205.5642049632353,0.2088654,179.90172652956025,0.04204606320299946,0.1747737556561086,0.20887795644018836,0.2736680811790785,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4596848528529598,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2878446118415024,1.2018342573076888,15.121141915646682,540671.5503358628,0.0001272462406810334,4.549816581791029,0.0,0.9145813165712002,899.5086326478013,15.121141915646682,18.17310636383539,18.17310636383539,15.121141915646682,0.0001272462406810334,0.10289461334046868,5.0,0.0,0.0,3286.9906992047927,3.233042480541008,0.5882061323232517,1.3921364609543203,1.1918985379682812,1.1652218579716735,20.891570571927282,746998.9973698319,0.11612768245720265,0.7237915341781664,0.08405223344625365
Bohol,272951,78.22296492720628,224.89207501477603,0.3057509,180.04786260330246,0.048025882211970516,0.15500591041499556,0.1380023750803216,0.3277312195827249,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4344565039328131,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.3222386501460504,1.2018342573076888,15.402764340575768,4204199.929524498,0.0001404367128797929,38.332341217252356,0.0,0.8241995464152002,900.2393130165124,15.402764340575768,18.511569841741235,18.511569841741235,15.402764340575768,0.0001404367128797929,0.10623607943243896,5.0,0.0,0.0,3289.6607564881497,2.7768818228875896,0.48918668203958104,1.4310272277422953,1.1918985379682812,1.1701885446654932,23.08531240050993,6301159.105031586,0.12821764205762085,0.6672105654604673,0.085548165459273
Bukidnon,291073,78.06423230374295,209.47389468214402,0.4148774,154.95499561971516,0.06386220602848626,0.2130430442773012,0.08748279611687304,0.09708349291220753,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5037864832401099,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.11336579030006436,1.2018342573076888,12.747880122725135,3710563.7109619738,0.0001540857659004057,44.850206137928794,0.0,0.7223984901072001,774.7749780985757,12.747880122725137,15.32083903954281,15.32083903954281,12.747880122725135,0.0001540857659004057,0.10711965623948176,5.000000000000001,0.0,0.0,2831.188111547292,2.4821715947488103,0.6046051438992491,0.5377417529485742,1.1918985379682814,1.1661244490811304,20.222928728682387,5886348.533843769,0.1305084011509558,0.6303676531601818,0.08226827455121558
Bulacan,710908,101.5324967587854,293.50470803278813,0.0535976,283.2154582418087,0.0,0.15943847028485222,0.15132723732958844,0.1844508737315264,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.35849913486041857,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.20564443623331322,1.2018342573076888,24.398982085413323,17345431.556377016,9.735785753459717e-05,69.21247978420541,0.0,1.0594262996928,1416.0772912090429,24.39898208541333,29.323532513686335,29.323532513686335,24.398982085413323,9.735785753459717e-05,0.10276862215126878,5.000000000000001,0.0,0.0,5174.639482733838,4.33906053332442,0.6035718037196514,1.0193202615548294,1.1918985379682814,1.1635439458729206,31.57327912332946,22445696.7150079,0.11148148239977872,0.7727731411776277,0.08614989533721543
Cagayan,265428,84.3379001665134,213.96610821924494,0.1515935,194.31531446180324,0.03660809702512613,0.07915502839811538,0.09209980061998388,0.16505190490225702,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.43402600767780347,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1812129271531333,1.2018342573076888,16.692200663444012,4430577.437696617,0.00012319398267214972,32.69913243270335,0.0,0.968008668468,971.5765723090162,16.692200663444012,20.061258587181143,20.061258587181143,16.692200663444012,0.00012319398267214972,0.10250619594400479,5.0,0.0,0.0,3550.3418653631015,3.587073520847931,0.29082076062809653,0.8667650672555115,1.1918985379682814,1.1783513371268552,22.705086065679556,6026565.584241193,0.11684661154251287,0.7351745161924548,0.0859026511094946
Camarines Norte,122835,88.82260132018152,189.4534566609824,0.21706430000000002,167.61009048803024,0.03236695045568766,0.12888366676371502,0.18779738410323188,0.18591028482148728,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5299358831055863,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.20616970982006852,1.2018342573076888,13.935673935383328,1711788.5078528104,0.0001282943274407214,15.759033711181008,0.0,0.9069327923304,838.0504524401513,13.935673935383328,16.748370334213536,16.748370334213536,13.935673935383328,0.0001282943274407214,0.10090391028747665,5.0,0.0,0.0,3062.409789805454,3.1889932060535924,0.4317333332000579,1.0222928127635882,1.1918985379682816,1.1723480173621836,18.942219621719723,2326767.547233942,0.11301359939944945,0.7356938211931754,0.08314340678897572
Camarines Sur,383327,92.94640543029585,215.63893477588044,0.3172596,176.713551992712,0.035744239972371604,0.12151861008050804,0.17901383863276674,0.2294120851389761,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5259721418203915,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.24007730266632976,1.2018342573076888,14.75320255952139,5655300.877533656,0.000132226462390439,50.6859731487398,0.0,0.8134634024288002,883.56775996356,14.753202559521387,17.73090424103228,17.73090424103228,14.75320255952139,0.000132226462390439,0.103174129590516,4.999999999999999,0.0,0.0,3228.739451414017,2.736807838123298,0.377223470918995,1.1484601283014542,1.1918985379682814,1.1752555395419206,21.13470895524994,8101504.579689094,0.11959868791569293,0.698055629285429,0.08348653735470066
Camiguin,18995,96.20523191380195,219.27628020358958,0.41041049999999996,168.76662973945372,0.0,0.05991606393427985,0.13798056528896288,0.2032505166190428,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5700489016242493,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.20580388311361492,1.2018342573076888,14.108404682199087,267989.1469383716,0.00014051121901814825,2.6690106052497264,0.0,0.726565536044,843.8331486972686,14.108404682199087,16.95596406302706,16.95596406302706,14.108404682199087,0.00014051121901814825,0.10404493683226874,4.999999999999999,0.0,0.0,3083.5409586720834,2.4913334896089343,0.14130352870792035,0.9549717698978449,1.1918985379682812,1.1863739625493799,20.96109627339738,398156.02371318324,0.12420166419011662,0.6730757064507482,0.08359712286712134
Capiz,166428,85.33278461621302,248.3915829369223,0.22317670000000003,212.0006584217409,0.0,0.08277062304211626,0.12458610950924613,0.30602262850808715,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4025118848756465,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.3102364532160354,1.2018342573076888,18.43447698905358,3068013.136334209,0.0001262159750653051,21.005872298168597,0.0,0.9012307055176004,1060.0032921087045,18.43447698905358,22.155185960994896,22.155185960994896,18.43447698905358,0.0001262159750653051,0.10505774675890495,5.0,0.0,0.0,3873.4713996369205,3.1530678664886085,0.2571925941385312,1.4177741952439522,1.1918985379682812,1.1805472623155777,26.50899817594941,4411839.548426908,0.1250420558751948,0.6954045138446034,0.08695481007601957
Catanduanes,51389,73.4070479201092,198.75256459662137,0.27084949999999997,164.80279407754642,0.274732380199727,0.29601558538603184,0.21419689617654056,0.190961913515614,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.44542356415127415,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2137026808488161,1.2018342573076888,13.465611089985048,691984.2883032416,0.00013460823534525021,6.917382606157065,0.0,0.8567580852360003,824.0139703877322,13.46561108998505,16.183432703526357,16.183432703526357,13.465611089985048,0.00013460823534525021,0.1048387273391144,4.999999999999999,0.0,0.0,3011.1175795016516,2.920362638127318,1.161004159611695,1.071951293282773,1.1918985379682812,1.1368307419342374,19.37722744007462,995776.3409179946,0.11757827012906617,0.6949193908998775,0.08170741986115193
Cavite,782511,98.877564679978,310.5756049173212,0.0255369,305.16949323358415,0.0,0.2527916971026676,0.1010196233141053,0.19710243809770311,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3240086800035896,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.21834157689072206,1.2018342573076888,26.0408557950607,20377256.109048747,9.129029588029848e-05,71.43566071958824,0.0,1.0856033410232002,1525.8474661679206,26.0408557950607,31.296792584113398,31.296792584113398,26.0408557950607,9.129029588029848e-05,0.10315941710020313,5.0,0.0,0.0,5575.762419239539,4.588212089269414,0.9853447232517056,1.0818042384265991,1.1918985379682812,1.1452395332078682,33.11382362560756,25911931.239097796,0.10850961305054642,0.7864043756916917,0.085332434507562
Cebu,983408,81.29791925777063,261.91609483508523,0.18873399999999999,227.82730408567636,0.06413150649504587,0.1856228205854556,0.13361732101702944,0.2043417900664045,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3568401056407087,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.22051062972470287,1.2018342573076888,19.55023951585758,19225861.94181047,0.00012008474702273296,118.09230090013175,0.0,0.9333613359519999,1139.1365204283816,19.550239515857584,23.496147588728125,23.496147588728125,19.55023951585758,0.00012008474702273296,0.10566716636017365,4.999999999999998,0.0,0.0,4162.640592732007,3.348154534318635,0.6507731156476648,1.0483045242193985,1.1918985379682812,1.1620026570148339,28.09762233208342,27631426.582349494,0.12332859946197264,0.6957969355839064,0.08581166157549558
Compostela Valley,159581,84.0196542266187,224.18854450399,0.30660429999999994,181.21216001871971,0.18294228253760628,0.14251760006506828,0.0921873481184648,0.09595660839353884,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4636535109892141,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.11495698994353969,1.2018342573076888,15.158736526532284,2419046.3336405484,0.00013541862458327542,21.61023952962367,0.0,0.8234034334504001,906.0608000935988,15.158736526532282,18.21828885508786,18.21828885508786,15.158736526532284,0.00013541862458327542,0.1051697104000963,5.000000000000001,0.0,0.0,3310.9336750388,2.7743171610608517,0.6196479261491323,0.5563450282719498,1.1918985379682814,1.1617452433505813,22.47669825047439,3586853.9835089534,0.12403526478660419,0.6744200752978631,0.08365187261697199
Cotabato,293837,68.46911614950207,215.79078875220554,0.44835590000000003,149.73824764291507,0.0479338717512752,0.13783360272434514,0.1303305820844122,0.12634736347654565,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.457258697943242,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.14552745333320669,1.2018342573076888,12.549955321342962,3687641.221757451,0.00016867813312218224,49.56387660222266,0.0,0.6911673348552005,748.6912382145755,12.549955321342962,15.082966232870898,15.082966232870898,12.549955321342962,0.00016867813312218224,0.11086464084758776,4.999999999999999,0.0,0.0,2735.8727279174427,2.43610564830597,0.390106111736626,0.7097830486873823,1.1918985379682814,1.1752868487867192,21.029600484413272,6179274.717538543,0.140442410776458,0.5967757366881383,0.08381262315337885
Cotabato City,62429,103.14817406634191,195.44622987718358,0.34527129999999995,163.57836015990165,0.06147065646021805,0.0796839066399178,0.14273555976135227,0.1696914257007913,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.6305734692872099,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.18194906592623175,1.2018342573076888,13.385654903622044,835653.0499782206,0.00013075176303485662,8.162701814503064,0.0,0.7873320718263997,817.8918007995085,13.385654903622042,16.08733861967162,16.08733861967162,13.385654903622044,0.00013075176303485662,0.10005662298546748,4.999999999999999,0.0,0.0,2988.7459048283245,2.647346463860391,0.29358157629259046,0.880654901308917,1.1918985379682814,1.1782117598925113,18.612702053558348,1161972.376501594,0.11378462307217165,0.7191677417445681,0.08183023042007057
Davao,226916,89.16260085405261,212.90348833782417,0.267289,179.82891026317444,0.17575677636351644,0.2813116489438484,0.10047005287986746,0.15066891861429288,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4958190578120379,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.16373212035147047,1.2018342573076888,14.664848453315638,3327688.7516325708,0.00012758343252074395,28.950722173877132,0.0,0.8600795759920001,899.1445513158717,14.66484845331564,17.624717249420407,17.624717249420407,14.664848453315638,0.00012758343252074395,0.10302115265461002,5.0,0.0,0.0,3285.6602706704007,2.937393529170423,1.0123919704268962,0.7722645275542206,1.1918985379682816,1.1450226245948523,20.934217012986274,4750308.787718793,0.11641185492560484,0.7005205135792032,0.0815488923991924
Davao del Sur,570933,76.83857947484817,249.41700390384807,0.1995817,214.9735085729868,0.03666584757959771,0.1589789599220981,0.09929851321684964,0.17256739566359452,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3574327831596995,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1881981636924578,1.2018342573076888,18.53948311445216,10584802.712983513,0.0001259451274188906,71.90622943264947,0.0,0.9232418203576005,1074.867542864934,18.53948311445216,22.28138591972604,22.28138591972604,18.53948311445216,0.0001259451274188906,0.10592716173770246,5.000000000000002,0.0,0.0,3927.7884480932025,3.2839319042028547,0.5382700041139635,0.8820455197746252,1.1918985379682816,1.1674394017189287,27.0104537610914,15421159.397181198,0.12564549902166638,0.6863817719774228,0.08624078025947891
Davao Oriental,120320,78.41508870985494,178.70289946588332,0.37757090000000004,140.8371404997,0.07959673336415066,0.17575110161570304,0.14473750289967358,0.1740724323477431,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5567784778335654,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.18617183562107975,1.2018342573076888,11.538121228355115,1388266.7461956877,0.00014914438508644709,17.94505241360131,0.0,0.7572006793752002,704.1857024985001,11.538121228355113,13.86690935720625,13.86690935720625,11.538121228355115,0.00014914438508644709,0.10361552172122515,5.0,0.0,0.0,2573.2402898815244,2.558808798604462,0.5577840410241319,0.8907021511105152,1.1918985379682816,1.167095362924671,16.961170268339423,2040768.0066865995,0.12043108947085979,0.680266812125149,0.08192527331510038
Eastern Samar,94156,72.19684222728928,196.978667667453,0.5542831,127.81421063882019,0.04882254881296825,0.1419686896847523,0.167961300839374,0.27430510965246396,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5648577092206475,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2573568533945074,1.2018342573076888,10.62207462346896,1000132.0582473434,0.00017799441640226432,16.7592422707716,0.0,0.5923508159368002,639.0710531941011,10.622074623468958,12.765973166163667,12.765973166163667,10.62207462346896,0.00017799441640226432,0.110648557518667,5.0,0.0,0.0,2335.297885687451,2.438826209867402,0.3613574318772126,1.136037749782366,1.1918985379682814,1.1772156137923848,17.50041070113732,1647768.6699762854,0.13692069617039931,0.6069614482121068,0.08310558403779544
