province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Guimaras,37452,92.16500914105595,248.17696939595592,0.1694163,221.7460003338237,0.0,0.033529430674767734,0.1418866483216505,0.2766414798310448,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4156332425491677,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2880274676589198,1.2018342573076888,19.328489201035538,723890.5775571831,0.00011819648325514642,4.426694690871745,0.0,0.9513822773864002,1108.7300016691186,19.328489201035538,23.22964046380623,23.22964046380623,19.328489201035538,0.00011819648325514642,0.10340351245925525,5.0,0.0,0.0,4051.528880482294,3.4695142401193513,0.11139599435496833,1.3641973020866396,1.1918985379682812,1.1868676529649007,26.555923599566096,994572.4506509494,0.11975829805086874,0.7278409703419748,0.08716499585984773
Ifugao,41494,79.30760642140469,316.21209226190473,0.3603031,230.8546716096665,0.1119732441471572,0.1259418324291742,0.127762997552135,0.07848106893964787,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.34353910132474824,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.10446023311336261,1.2018342573076888,19.88121605767999,824951.1790973733,0.00014143643167313197,5.86876329584494,0.0,0.7733093264968001,1154.2733580483325,19.881216057679993,23.89392653505552,23.89392653505552,19.88121605767999,0.00014143643167313197,0.11208644005627208,5.0,0.0,0.0,4217.953730000842,2.5979558239212066,0.4836356270741593,0.5585184356132085,1.1918985379682814,1.1690888583762131,33.75534032490914,1400644.0914417799,0.1462190047511073,0.5889798730012805,0.08612005084868081
Ilocos Norte,133798,80.62314334136117,270.862299925767,0.08379299999999999,254.92159027808995,0.0,0.17021380733683014,0.22191834816764774,0.3255040139593034,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.31626643805811305,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.3444529799691195,1.2018342573076888,22.160082331210912,2964974.695751358,0.00010615545489876338,14.203387554544744,0.0,1.031257856504,1274.60795139045,22.16008233121091,26.632746090408105,26.632746090408105,22.160082331210912,0.00010615545489876338,0.10447470269718893,5.0,0.0,0.0,4657.681237611103,4.08599982413868,0.6238043271146205,1.687247086978516,1.1918985379682814,1.162861178005158,29.398510655626456,3933461.928701509,0.11532373787389323,0.7537824820717504,0.08692901337637517
Ilocos Sur,152112,75.82216159149671,255.51006569532186,0.137304,230.83819771025023,0.0,0.10577853642924093,0.11524664621805784,0.2510494156213512,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3284645363878175,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.26627185822535887,1.2018342573076888,20.2639725557338,3082393.393397779,0.00011837016360562137,18.005522326378273,0.0,0.9813389429119999,1154.1909885512512,20.2639725557338,24.353936406623728,24.353936406623728,20.2639725557338,0.00011837016360562137,0.10529590706260875,4.999999999999999,0.0,0.0,4217.65273481194,3.6829824579374186,0.36501888105344166,1.260149655147207,1.1918985379682814,1.175211888581143,28.247301189205828,4296753.478492477,0.12236840119789033,0.7173772963300755,0.08778431280757654
Iloilo,494012,81.11439258093351,289.50620427116144,0.2083429,246.08924988736538,0.015234541992149547,0.15150042957083829,0.1428375088969309,0.2712553530188997,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3296137178607331,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2833438194113874,1.2018342573076888,21.439536758337432,10591388.433059793,0.00012090920861147197,59.73059996457047,0.0,0.9150687421912004,1230.446249436827,21.43953675833743,25.766769736977356,25.766769736977356,21.439536758337432,0.00012090920861147197,0.10708672037512279,5.0,0.0,0.0,4496.305239300423,3.2330800060626044,0.49244159752648115,1.3140089090330238,1.1918985379682814,1.169820442732566,31.75934459670155,15689497.342905726,0.12905620465435913,0.6750623172672175,0.08712098057168394
Isabela,357627,87.82874981646258,211.37736001533563,0.1904398,187.8487873987843,0.01604851261269198,0.06234780896722517,0.10562873671941532,0.15479544905348422,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4675502622756402,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1709448944272716,1.2018342573076888,16.05192843691709,5740603.011109348,0.0001261656943093839,45.12025875878204,0.0,0.9317700428943999,939.2439369939214,16.051928436917095,19.29175749133843,19.29175749133843,16.05192843691709,0.0001261656943093839,0.10227736913311843,4.999999999999999,0.0,0.0,3432.191724603854,3.3403850557100703,0.21412232091730857,0.8203377552390729,1.1918985379682816,1.1821247108888073,22.10176399448044,7904187.552054056,0.11765720876100515,0.7262736332233845,0.08545132848177743
Isabela City,22158,100.91657509477982,222.52557253457204,0.1547324,203.70872049911912,0.07990667833187519,0.11687756954455655,0.1196844024002848,0.07708838883407867,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4953964407980079,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.10111189338524651,1.2018342573076888,17.082091848727025,378504.9911840934,0.00011583707567493375,2.566717922805182,0.0,0.9650804765472001,1018.5436024955956,17.082091848727025,20.529843170276564,20.529843170276564,17.082091848727025,0.00011583707567493375,0.1008233181367221,5.0,0.0,0.0,3721.9691136065376,3.567377933657159,0.4446278992683178,0.5149049088727715,1.1918985379682814,1.170982488021045,22.915810482313034,507768.5286670922,0.11249302644563086,0.7454282213544831,0.08385547661814943
Kalinga,40658,80.65555800518746,225.65040645201398,0.20861720000000006,195.4019871546126,0.2225890120254657,0.21525360517155645,0.1239125447388509,0.11519985986340482,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4127673376288053,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.13653203335758587,1.2018342573076888,16.371317563644816,665625.029502671,0.00012486315891109206,5.076686315007182,0.0,0.9148128554016002,977.009935773063,16.37131756364482,19.675610285251395,19.675610285251395,16.371317563644816,0.00012486315891109206,0.10436756350193488,5.0,0.0,0.0,3570.196499908575,3.23340338902804,0.8671355888411194,0.6765686644731737,1.1918985379682812,1.1504815947115667,23.20603213177733,943510.8544138027,0.11876047152691167,0.705476811834051,0.08378275882471424
La Union,172794,70.32231853165321,236.0420855914361,0.1533975,210.62108762388297,0.0,0.10158727988625177,0.11414159411796382,0.26516174272629905,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3338807112098453,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2786599762108784,1.2018342573076888,18.49044688197576,3195038.27852412,0.00012532850548765745,21.65601377723428,0.0,0.9663257673800001,1053.1054381194149,18.49044688197576,22.222452495686603,22.222452495686603,18.49044688197576,0.00012532850548765745,0.10551259531405158,5.0,0.0,0.0,3848.265213632317,3.572637158605811,0.34401618047960186,1.3066107241387597,1.1918985379682812,1.17626543745259,26.06608547249893,4504063.17313498,0.12375819423668771,0.7093679985621216,0.08779010255134145
Laguna,679210,97.44907819414816,301.5304930912425,0.0462429,292.09317663029765,0.0837657996115763,0.2717269655341687,0.0882581230781723,0.18508136534855105,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3336232613111996,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.20548828320556434,1.2018342573076888,24.780666124895298,16831276.238690134,9.43444098211275e-05,64.07966659460801,0.0,1.0662872933912,1460.465883151489,24.780666124895298,29.782253467803336,29.782253467803336,24.780666124895298,9.43444098211275e-05,0.10328260886405818,5.0,0.0,0.0,5336.844584019111,4.4024994235821975,1.0521403845381077,1.0096486185319509,1.1918985379682812,1.1421652309527182,32.04582077237092,21765841.92680205,0.10971095299816372,0.7732885452027665,0.08483822323675912
Lanao del Norte,201860,66.6821074725012,275.19510622568095,0.41434659999999995,188.79845413649664,0.03862984218077475,0.2714599898494333,0.14271056200380192,0.2519750260567951,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3531920204404411,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.25544295408272694,1.2018342573076888,16.07637573121352,3245177.2051027617,0.00016348734938376148,33.001556346606094,0.0,0.7228936585648004,943.9922706824834,16.076375731213517,19.32113908712235,19.32113908712235,16.07637573121352,0.00016348734938376148,0.11441550255449698,4.999999999999999,0.0,0.0,3449.5431185811185,2.4794180628388283,0.699950439141707,1.1057977002345563,1.1918985379682814,1.1632834667806953,28.85724772897801,5825124.026571501,0.15284684326978085,0.5571001047015952,0.08515099238890322
Lanao del Sur,149982,89.66469527272007,212.89135170079123,0.6730543999999999,129.95310839458963,0.02053573197551166,0.12641732604617015,0.07863857802045364,0.09237999703560196,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.6899773032012607,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.099522737681976,1.2018342573076888,10.318017050809898,1547516.8333145701,0.0001743640625777202,26.151470833531626,0.0,0.4815523957632002,649.7655419729483,10.318017050809898,12.40054635914818,12.40054635914818,10.318017050809898,0.0001743640625777202,0.1098572619044689,4.999999999999999,0.0,0.0,2374.3777609359463,2.699471368032622,0.22061301311159814,0.4638116121023836,1.1918985379682812,1.1848936552585396,17.57559764776747,2636023.2864074605,0.1352456887325921,0.5870649327319198,0.07939800115808135
Leyte,408401,75.6982171150593,242.29813105080532,0.3140853,189.97154710232235,0.067847481543271,0.20187914096413068,0.15857161151260998,0.2095507574028785,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3984713409439507,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.22302398078264937,1.2018342573076888,16.08960169217958,6571009.420687836,0.00013998318393206526,57.169272301039385,0.0,0.8164246180184002,949.8577355116117,16.08960169217958,19.33703450009718,19.33703450009718,16.08960169217958,0.00013998318393206526,0.10789583672288644,4.999999999999999,0.0,0.0,3470.976740939035,2.745350393346463,0.6391270680217284,1.0493372471627882,1.1918985379682812,1.1635027952445385,24.939161691403346,10185178.573930819,0.1312784049601419,0.6451540709857039,0.08469479739254536
Maguindanao,161059,84.93135318906607,136.020116586358,0.5451403,108.16957278132925,0.08258542141230069,0.06900176087579682,0.08404659088464612,0.13895128289561892,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.7851686107770756,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.12965322038995014,1.2018342573076888,8.56976312736159,1380237.47952973,0.0001577626606088319,25.409096354997853,0.0,0.6008798780584,540.8478639066462,8.56976312736159,10.299434903475431,10.299434903475431,8.56976312736159,0.0001577626606088319,0.09796407232563376,4.999999999999999,0.0,0.0,1976.3700245020334,2.436759426431768,0.30562704662305884,0.6051906009125883,1.1918985379682814,1.1769624421162732,12.076330574885516,1945001.7260604862,0.1116425836246805,0.7096330358150064,0.07922526554381275
Manila,399003,136.9159917032699,385.4746798627359,0.035947900000000005,376.53951699664833,0.0,0.19502937659231528,0.12770775745838128,0.148081425335857,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3636165276763997,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.16975975994456066,1.2018342573076888,32.1788731014269,12839466.904088642,8.282720625356507e-05,33.04830377679123,0.0,1.0758912106312006,1882.6975849832418,32.17887310142691,38.673672054851764,38.673672054851764,32.1788731014269,8.282720625356507e-05,0.10233595632626115,4.999999999999999,0.0,0.0,6879.76660439487,4.4946744531106555,0.7520739202620496,0.8443342948649418,1.1918985379682814,1.1563883165233149,41.1776801928836,16430017.930001134,0.10935819040010648,0.7814639618039512,0.08545948472577804
Marinduque,53412,79.78056964608021,206.29932705500502,0.23857609999999999,176.11497533553765,0.1568704386722122,0.13172195037989626,0.1542804147866543,0.23723002052799766,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4530027585336268,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2484372949027613,1.2018342573076888,14.890742789872686,795344.35389268,0.0001320248218931991,7.051709786959551,0.0,0.8868650364408,880.5748766776882,14.890742789872686,17.89620480162646,17.89620480162646,14.890742789872686,0.0001320248218931991,0.10377290538076933,4.999999999999999,0.0,0.0,3217.8028365029295,3.0739084485684662,0.5508871145502908,1.1758876391125312,1.1918985379682812,1.1653387071742585,20.99535340242252,1121403.8159301917,0.11921390195479838,0.709239921065322,0.08455125841231023
Masbate,179704,83.88989665720203,165.61549354868916,0.405685,132.4606447737662,0.15349162585901815,0.1527996254681648,0.17714824964871265,0.14261762578512702,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.6333194044199338,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.16888441406698954,1.2018342573076888,10.586509791531324,1902438.1555773448,0.00014520129341765592,26.093253232326433,0.0,0.7309738226800001,662.303223868831,10.586509791531322,12.72323013278562,12.72323013278562,10.586509791531324,0.00014520129341765592,0.10129773379199095,4.999999999999999,0.0,0.0,2420.19304528741,2.5012356741026553,0.6123214385869126,0.8562282919041284,1.1918985379682814,1.162691697733809,15.061696736643329,2706647.1503617526,0.11370695622362163,0.702876307805056,0.07992192556221031
Misamis Occidental,131488,74.97652820628308,171.92244757300512,0.3377106999999999,139.18277328152584,0.10746537552077468,0.09683864818621317,0.12295992367972194,0.18078810659626796,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5386911500507868,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.18906222705006034,1.2018342573076888,11.59083389867504,1524055.5676689835,0.00014997914964909423,19.720458429060102,0.0,0.7943851438696005,695.913866407629,11.59083389867504,13.930261250190897,13.930261250190897,11.59083389867504,0.00014997914964909423,0.10322940195385033,4.999999999999999,0.0,0.0,2543.0132889287893,2.668629789821166,0.4017096308523082,0.8857330667059259,1.1918985379682814,1.1725697407711184,16.75646024861589,2203273.4451700062,0.12039176870489926,0.6917232951770026,0.08327779096074045
Misamis Oriental,332788,79.70204754932061,279.38905941880984,0.1908518,241.2784337668964,0.01550863602727001,0.15906044007055986,0.139525012787014,0.1599408089103435,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3303322485354089,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1796659761102463,1.2018342573076888,20.916823995456532,6960868.0237999875,0.00012003373871966004,39.94578784103821,0.0,0.9313856996304002,1206.3921688344822,20.916823995456532,25.13855563181515,25.13855563181515,20.916823995456532,0.00012003373871966004,0.10657808451161035,4.999999999999999,0.0,0.0,4408.4066507286925,3.33483089933744,0.5266532795026028,0.8733606573219055,1.1918985379682812,1.1681404218600688,30.609357307210708,10186426.799552036,0.1268632128836802,0.6833473759518993,0.08669164362889004
Mountain Province,34301,103.57907500521593,199.78927397426563,0.27947690000000003,172.90074581801244,0.0566451074483622,0.10965444687221818,0.10466988781377896,0.14966559843120392,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5990666755957121,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.16119697075934775,1.2018342573076888,14.217824151431568,487685.5862182541,0.0001264270880874275,4.336575548486851,0.0,0.8487098253432002,864.503729090062,14.21782415143157,17.08746812956708,17.08746812956708,14.217824151431568,0.0001264270880874275,0.09987572347329719,5.0,0.0,0.0,3159.0755372544777,2.886065071782638,0.37935824407596463,0.7703226661070643,1.1918985379682814,1.174542594587661,19.557284285412397,670834.4082739307,0.11311278151453155,0.7269835598819062,0.08223113257357842
NCR-2nd Dist.,1049727,100.63089611768274,411.987638018535,0.0188449,406.1201513530876,0.1272874330199171,0.2817898043099389,0.123276465475118,0.1315159314662563,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2477860204237749,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1535788562890572,1.2018342573076888,35.079775490565396,36824187.48638475,8.024941297425439e-05,84.23997553322512,0.0,1.0918461204472003,2030.600756765438,35.079775490565396,42.160075923224134,42.160075923224134,35.079775490565396,8.024941297425439e-05,0.10499419663675347,4.999999999999999,0.0,0.0,7420.23540300986,4.648114790090487,1.1155128902928624,0.7659879098127194,1.1918985379682814,1.1388589406616736,44.68859930416462,46910829.281762816,0.11003787710428486,0.7849826585926637,0.08637782531521433
NCR-3rd Dist.,661591,104.82467995182306,309.82853232658465,0.027609199999999997,304.1685399655993,0.032574181539472245,0.19606730657132865,0.1515037070515854,0.16262342963468024,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.34462696228767925,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.18452862366297088,1.2018342573076888,26.101455214932347,17268487.857102305,9.198451388699477e-05,60.85612652701076,0.0,1.0836701503776003,1520.8426998279965,26.10145521493234,31.369623042888115,31.369623042888115,26.101455214932347,9.198451388699477e-05,0.10267429845695278,5.0,0.0,0.0,5557.473967284832,4.56975143231845,0.7662135687347964,0.9199491299874554,1.1918985379682816,1.1555911036539934,33.201619638573234,21965892.738303304,0.10915533750574026,0.7861500583124563,0.08581247494525356
NCR-4th Dist.,806828,123.22645761869249,415.7507970256424,0.0299173,406.99925860630293,0.04693843731875052,0.2333542015357293,0.0981544442086107,0.1526721402428473,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3027682606613579,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.17419783921051127,1.2018342573076888,35.029171875746925,28262516.686165143,8.034071057329265e-05,64.82113483042855,0.0,1.0815169885144003,2034.996293031515,35.02917187574693,42.09925876539168,42.09925876539168,35.029171875746925,8.034071057329265e-05,0.10378158407737727,5.0,0.0,0.0,7436.297602193077,4.547641094974809,0.9111085807716828,0.8633572887278517,1.1918985379682814,1.1487355064282847,44.884795280138796,36214309.60628382,0.1102822531761823,0.7804240090017094,0.08606691814549769
Negros Occidental,661738,74.8561867787849,206.71811029719547,0.24908110000000003,173.87379733911393,0.08307548566366957,0.1939156228869498,0.1282870148860177,0.23585832222813424,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4305202274543387,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.24451077170214694,1.2018342573076888,14.67631216150292,9711873.457128622,0.00013624217319192696,90.15662320367937,0.0,0.8770652160808006,869.3689866955697,14.676312161502919,17.638494726635663,17.638494726635663,14.67631216150292,0.00013624217319192696,0.10478256967409581,5.0,0.0,0.0,3176.8541954219518,3.0212818144159046,0.665229758332897,1.1330282349426888,1.1918985379682816,1.1615440623758695,21.253763101546067,14064422.687290892,0.12223672242053753,0.6905277005009677,0.08440784284982886
Negros Oriental,298807,63.80098416808182,254.9196265090453,0.43947179999999997,170.92837274590588,0.07808585331678305,0.15837363424682072,0.1594269982178859,0.2518601877874853,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3732615196830159,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.25582563287836224,1.2018342573076888,14.684255240130307,4387758.255537617,0.00017168640830724063,51.30110060706165,0.0,0.6994550629904004,854.6418637295295,14.684255240130305,17.648040990638545,17.648040990638545,14.684255240130307,0.00017168640830724063,0.11483345898145905,5.0,0.0,0.0,3123.038240289953,2.4438213531712476,0.4923576745739656,1.126137544237001,1.1918985379682812,1.1701643012152387,26.105395871287485,7800475.024111799,0.15272710698588668,0.5624988532076262,0.08590882253327968
Northern Samar,118770,80.71985405415869,212.92396898982219,0.434986,155.41702985041766,0.05346185858351238,0.17175555456211722,0.12288401961501487,0.1688928332735196,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5193758633262271,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.17647187375374604,1.2018342573076888,12.867102341523367,1528225.7451027306,0.0001537164585061389,18.256903776774116,0.0,0.7036397402079999,777.0851492520882,12.86710234152337,15.464124386326763,15.464124386326763,12.867102341523367,0.0001537164585061389,0.10718872361225476,5.0,0.0,0.0,2839.6299550377908,2.452996328655272,0.4811978116926712,0.8147621912981062,1.1918985379682812,1.171493571262346,20.26475555404195,2406845.0171535625,0.13038954336951314,0.6349497928662126,0.08279081355439241
Nueva Ecija,464189,92.824413730695,235.18403018328732,0.19640320000000003,207.22414596122556,0.0210490522990523,0.102712715906075,0.10728498821167907,0.20023316555340331,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.44794207402868813,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.21260292950135606,1.2018342573076888,17.693618358344608,8213183.012141624,0.00012124253991750689,56.279453361767615,0.0,0.9262069540096004,1036.1207298061277,17.693618358344608,21.26479667878678,21.26479667878678,17.693618358344608,0.00012124253991750689,0.10299356677940888,5.0,0.0,0.0,3786.199574428674,3.304548019955757,0.34669484419972885,1.0025099258475658,1.1918985379682814,1.1761601973866833,24.60870249997404,11423089.00476045,0.11875403025947884,0.7189984257952353,0.08538396081340502
Nueva Vizcaya,101443,77.16578224488461,246.205641306619,0.150795,220.7152757594047,0.05903118258482056,0.12016808673647066,0.11149138493419647,0.18430755243039687,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3496168626271285,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2016735404115413,1.2018342573076888,19.191192038577842,1946812.0939694522,0.00012027760540347064,12.201321124944275,0.0,0.96875356676,1103.5763787970236,19.19119203857784,23.064632030533428,23.064632030533428,19.191192038577842,0.00012027760540347064,0.10497401258203083,4.999999999999999,0.0,0.0,4032.696475952812,3.5905280080764097,0.4437957890996902,0.9635115489400364,1.1918985379682814,1.1711946247363896,26.835298762503058,2722253.2123645977,0.12158333250914376,0.7151473217579257,0.0869499946143175
Occidental Mindoro,104345,72.34070038622465,229.9078975503241,0.2977628,182.99024773458981,0.1334084325716125,0.14415557830092118,0.15361131586632634,0.14605282632944394,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3953254410101027,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1669348532402866,1.2018342573076888,15.574563283588468,1625127.8058260388,0.00014106510703484716,14.719438593551127,0.0,0.8316514212383997,914.9512386729491,15.574563283588468,18.71804369682314,18.71804369682314,15.574563283588468,0.00014106510703484716,0.10746763690586572,5.0,0.0,0.0,3343.421177505736,2.8067235961688266,0.5638219123862167,0.8246824588124237,1.1918985379682812,1.165175550334635,23.75935365798864,2479169.7574428245,0.1298394529333025,0.6555129195760682,0.08511143886846861
Oriental Mindoro,182397,78.7653092534121,207.5621342532751,0.2153085,179.83108305779209,0.09609900183336728,0.1256593886462882,0.17737811335958745,0.2366695102841177,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4379960789542672,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2515071214373384,1.2018342573076888,15.286023721539777,2788124.8687376906,0.00013033753009708554,23.77317447711811,0.0,0.9085707289880002,899.1554152889605,15.286023721539777,18.37126696656447,18.37126696656447,15.286023721539777,0.00013033753009708554,0.10371849252400485,5.0,0.0,0.0,3285.699969876393,3.1966379941117213,0.4771791444087136,1.2103749156457624,1.191898537968281,1.1694623239213473,21.38650210909543,3900833.825192679,0.11892550356393326,0.7147509977818582,0.08500212233403123
Palawan,233128,74.5974588937775,215.46470306583674,0.2047371,186.6239520090575,0.05487115021998743,0.15849146161231512,0.14014327451761344,0.18120938023222236,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3997207115738127,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.198510265045988,1.2018342573076888,15.919210577001213,3711213.723395139,0.00013073826957066848,30.478751308470798,0.0,0.9184324920488001,933.1197600452873,15.919210577001213,19.13225262073496,19.13225262073496,15.919210577001213,0.00013073826957066848,0.10469192847748932,4.999999999999999,0.0,0.0,3409.812714620159,3.2551516264513287,0.5491061582270117,0.9558513734044796,1.1918985379682814,1.1667652006414282,22.67915944038361,5287147.0820177505,0.121523305000437,0.701931243036049,0.08530100453680566
Pampanga,523257,112.66825172910156,312.38010583417883,0.054434699999999996,301.50885096952516,0.07035775725871572,0.22231766422649527,0.1319795186072831,0.271894777607589,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3736814072515882,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.29085773302517576,1.2018342573076888,25.595013886288356,13392770.181097586,9.252270404653087e-05,48.41315255127561,0.0,1.0586453925416002,1507.5442548476258,25.59501388628836,30.760964504807347,30.760964504807347,25.595013886288356,9.252270404653087e-05,0.10239098146500389,5.0,0.0,0.0,5508.878697180869,4.332210196128352,0.8561830891147051,1.4272572015465848,1.1918985379682814,1.1514869762027846,32.958809949948375,17245928.017980136,0.1093129101980481,0.7765757903624929,0.08488975963387342
Pangasinan,646070,90.23663691225588,201.39996161182341,0.14875970000000002,184.8633387785132,0.04912131017906752,0.08907904378674124,0.12654975576080474,0.2567798026250148,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4881261882885792,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2681570803037397,1.2018342573076888,15.685526107819342,10133947.852478841,0.00012203445959179109,78.84280330846846,0.0,0.9706522411416002,924.3166938925658,15.685526107819342,18.851402620271422,18.851402620271422,15.685526107819342,0.00012203445959179109,0.10092614793938685,4.999999999999999,0.0,0.0,3377.644489082061,3.6074877338115137,0.3325397732903351,1.2840993237267058,1.1918985379682814,1.1763374129511943,20.870452123501114,13483773.003430365,0.11289665252939217,0.751566186252223,0.08484930658215767
