country,gdp_pc_pp,gdp_pc_pp_B,gdp_pc_pp_2015_1,gdp_pd_pp_2005,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Canada,43002.409309999995,43113.68397,43002.40931,42890.8811,35851774.0,0.81828,5,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.8333333333333333,0.3354838938558465,1.0,0.24351074284,1.4179403407042759,39.62615966960195,1420668120.9624836,9.984207461292759e-08,3.579515494713818,5.1307195920463835,0.6630452800000001,215012.04654999994,39.62615966960195,56.18753034271742,56.18753034271742,39.62615966960195,9.984207461292759e-08,0.0012939514413040283,0.9999999999999998,5.1307195920463835,7.104073281294994,5.130719592046384,640901.2488760134,3.398166034498495,3.2000000000000006,0.30450452799999994,1.506676456117858,1.3138218697347723,60.55875151820579,2171138673.1528707,0.0014082641528674338,0.6543424142039839,0.0009214869656242048
Central African Republic,626.4108725,647.8804448,626.4108725,562.1929716,4900274.0,0.40037,5,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.3147438330510679,1.0,0.009449621680880002,1.3864753139919979,3.3983389873761722,16652792.183025787,6.982017753597886e-06,34.213800065494134,0.0,0.031053149199999998,3132.0543624999987,3.398338987376172,4.711713114573627,4.711713114573627,3.3983389873761722,6.982017753597886e-06,0.002776997682454785,1.0,0.0,0.5144573835392825,0.0,9951.122257546556,3.3945555888966172,0.0,0.00922010472,3.239282221184365,3.239282221184365,7.44804948437875,36497483.239014596,0.011890038649319182,0.4562723427796387,0.005425095790265314
Chad,2047.6371790000003,1845.914679,2047.637179,2043.544231,14037472.0,0.22471,5,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.7532009944644721,1.0,0.0697252445332226,2.051664602775745,4.9160552795786705,69008988.3375378,2.0697747294672723e-06,29.05440481120441,0.0,0.052886108,10238.185895000002,4.9160552795786705,10.086096602400376,10.086096602400376,4.9160552795786705,2.0697747294672723e-06,0.002722649588433351,0.9999999999999998,0.0,1.0760322628051648,0.0,13592.900129240243,3.394574652934289,0.0,0.05905505271450291,3.393739601658168,3.393739601658168,13.049019655023766,183175248.03484577,0.0063727206112737635,0.3767375181848262,0.002400842947176566
Chile,22536.61769,22706.72054,22536.61769,22145.09481,17948141.0,0.8953,5,0.2,1.5,0.06,0.8,0.05,0.8,0.925,0.3473941118185529,1.0,0.16676778194910002,1.4360094934359433,216.4432319334384,3884753645.237056,1.77973290604859e-06,31.942897140099838,63.67014792885638,0.16560281999999998,112683.08845,216.4432319334384,310.81453584637535,310.81453584637535,216.4432319334384,1.77973290604859e-06,0.027696688979948272,0.9999999999999998,63.67014792885639,86.74985495162646,63.67014792885637,324366.71957426664,3.360903550919198,3.2000000000000006,0.18614685540000006,0.774316,0.6752035519999999,409.7752787576401,7354704481.456429,0.018182643216220797,0.5281998284270654,0.009604069027158369
China,13569.891529999999,14399.44766,13569.89153,13400.26697,1371220000.0,0.55614,5,0.2,1.5,0.06,0.8,0.05,0.8,0.8416666666666667,0.2292163791392399,1.0,0.19490442572626662,1.2567204570848887,42.95014585386323,58894098997.73434,5.970335530777685e-07,818.6643486512978,4.73992267914285,0.44824216000000006,67849.45764999998,42.95014585386323,53.976326929329645,53.976326929329645,42.95014585386323,5.970335530777685e-07,0.0015317549939861076,1.0,4.7399226791428495,8.136219642326022,4.73992267914285,296006.14888338384,3.3979114557550885,3.2,0.22259948206360694,2.8480322650000014,2.48348413508,64.21015133537246,88046243714.08942,0.004731810213325446,0.6688996203969794,0.003165106055483941
Colombia,12985.383129999997,13124.32484,12985.38313,12988.1677,48228704.0,0.76436,5,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,1.0,0.2797792564799715,1.0,0.10487935360549999,1.3334300820542229,174.25636873539398,8404158827.854171,3.34489463341898e-06,161.31993318635256,37.32985532334509,0.145318898,64926.91564999998,174.256368735394,232.35868406130737,232.3586840613074,174.25636873539398,3.34489463341898e-06,0.016674274589893328,0.9999999999999998,37.32985532334509,51.561395966412434,37.32985532334509,232064.79446287284,3.3757104516383802,3.2000000000000006,0.10893280159999996,1.4206400000000001,1.23879808,336.7776933749003,16242351687.580828,0.02593513722339438,0.5174225376661515,0.013419424516848587
Comoros,1413.0592769999998,1411.152339,1413.059277,1363.563075,788474.0,0.28296,5,0.2,1.5,0.06,0.8,0.05,0.26666666666666666,0.16666666666666666,0.197958724460889,1.0,0.0416307344804,1.2092990464788569,3.4772095315807876,2741689.3082036297,1.893185425156025e-06,1.4927274849144716,0.03817876668708915,0.125104594,5652.237107999999,3.4772095315807867,4.204986170947839,4.204986170947839,3.4772095315807876,1.893185425156025e-06,0.001183902044641268,0.9999999999999998,0.038178766687089145,0.859022250459506,0.03817876668708915,28552.60420268428,2.7178261356763698,1.8000000000000003,0.0413818028,1.9758310806870103,1.7980062834251793,6.8423770346012525,5395036.389980188,0.0048422434543071565,0.5081873614968699,0.0024607669247698432
"Congo, Dem. Rep.",750.497342,743.8943423999998,750.497342,736.6802449,77266814.0,0.42494,5,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.2370560018580905,1.0,0.035563049213099995,1.2686140547259324,6.3122430430861085,487726909.13292843,9.460001133224054e-06,730.9441480006121,0.2747482889757254,0.05676833400000001,3752.486709999999,6.312243043086108,8.007800241305027,8.007800241305027,6.3122430430861085,9.460001133224054e-06,0.003973334615014893,0.9999999999999998,0.2747482889757254,1.8316552598381692,0.2747482889757254,15829.536820781957,3.393758380321653,1.6000000000000005,0.03241328139999999,3.0999999999999988,2.9016,13.23390961992238,1022542033.0953532,0.01763351963999678,0.4769749245970089,0.00841074670066734
"Congo, Rep.",5542.892982000001,5301.395941,5542.892982,5993.153101,4620330.0,0.6538,5,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.3727534239023239,1.0,0.15418577443339995,1.4744824487291601,31.78658071144271,146864492.45850006,2.5698843398442337e-06,11.873713711912508,0.0,0.116462276,27714.464909999995,31.786580711442706,46.86875536413513,46.86875536413513,31.78658071144271,2.5698843398442337e-06,0.006783144964577048,0.9999999999999998,0.0,13.968232396640468,0.0,74350.66489761416,3.3874342098654235,0.0,0.1575621487999999,1.8343680960785826,1.8343680960785826,72.15992365676017,333402660.06903875,0.013018458752693298,0.4405018617070674,0.005734655317118064
Costa Rica,14914.206750000003,15401.4925,14914.20675,14471.78641,4807850.0,0.7682100000000001,5,0.2,1.5,0.06,0.8,0.05,0.9333333333333332,0.75,0.4818967549173638,1.0,0.19604667933720007,1.6400652721442184,57.463584713158944,276276295.7631612,1.0035544263178212e-06,4.824939148572138,12.371088752856538,0.26912722000000006,74571.03375000002,57.463584713158944,94.24402970096938,94.24402970096939,57.463584713158944,1.0035544263178212e-06,0.005709060098694536,0.9999999999999998,12.371088752856538,17.6729839326522,12.371088752856538,154744.83484078982,3.3921285740292744,4.0,0.20864231120000004,1.984168669323803,1.6667016822319942,124.37004238885392,597952508.2992513,0.008339031667832678,0.46203718845326086,0.0038529427462281173
Cote d'Ivoire,3241.612056,3424.7642100000007,3241.612056,3289.988043,22701556.0,0.5418,5,0.2,1.5,0.06,0.8,0.05,0.4,0.45,0.5759764393620561,1.0,0.10938885599898807,1.7827948336435215,6.225563564350753,141329979.88766825,1.0562534752353833e-06,23.97859741825067,0.23201511111057782,0.10841568400000001,16208.060279999994,6.225563564350753,11.098902559043871,11.098902559043868,6.225563564350753,1.0562534752353833e-06,0.0017744307847674674,0.9999999999999998,0.23201511111057785,1.2889728395032098,0.2320151111105778,28140.14458291356,3.3969020740372504,1.6000000000000003,0.11073971036073098,3.393739601658168,3.1765402671520446,13.264207560658237,301118150.7339064,0.004091855327384751,0.4693505839591829,0.0019205146873845266
Croatia,20759.048150000006,21527.96767,20759.04815,20429.99271,4224404.0,0.5896399999999999,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5583333333333333,0.23052247153165525,1.0,0.31890141082100004,1.2587019475155523,117.04101990759281,494428552.6617147,8.274056377156856e-07,3.495295685588692,12.022814277093506,0.28301458,103795.24075000001,117.04101990759281,147.31975969689358,147.3197596968936,117.04101990759281,8.274056377156856e-07,0.0031122720097561743,0.9999999999999998,12.022814277093506,32.30009805786315,12.022814277093506,450260.83600594616,3.3951374491593493,3.2000000000000006,0.354580658,2.4648051243999998,2.1493100684767996,168.38245466338046,711315515.009803,0.00811128012453598,0.6950903533362417,0.005638072567772949
Cyprus,30549.100970000007,31331.393,30549.10097,30309.634830000006,1165300.0,0.6692100000000001,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.20174778291418224,1.0,0.370757104957,1.21504747829733,55.61052377040683,64802943.349655084,2.723505936194384e-07,0.3173701467447316,0.0,0.24233095999999996,152745.50485,55.610523770406814,67.56942667402654,67.56942667402654,55.61052377040683,2.723505936194384e-07,0.002982042756649748,0.9999999999999998,0.0,53.29145523170535,0.0,757111.1942031779,3.3941506313831717,0.0,0.38700596600000003,0.8646689476190478,0.8646689476190478,98.91597031763195,115266780.2111365,0.0032379339220087013,0.562199648770914,0.0018203653136967199
Czech Republic,30605.420520000003,31338.87521,30605.42052,29805.33278,10551219.0,0.72992,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.9,0.23979983157078166,1.0,0.4870811628009999,1.2727767558875354,50.23563186772408,530047153.4397358,1.8669344991520396e-07,1.9698434759208485,19.47191499157429,0.40017238000000005,153027.10259999998,50.23563186772408,63.93874455856235,63.93874455856235,50.23563186772408,1.8669344991520396e-07,0.0010323529401134555,1.0,19.471914991574288,32.61319629087358,19.47191499157429,638145.1629786948,3.398394773404351,3.9999999999999996,0.48127090240000003,2.354,1.97736,67.99778014319652,717459469.8047179,0.0022217561133904824,0.7387834097220949,0.0016413965570215299
Denmark,45458.69715000001,45991.22478,45458.69715,43415.22942,5676002.0,0.87676,5,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.9166666666666669,0.2301060640275852,1.0,0.44932902274560005,1.2580702100600991,2.2494572386601583,12767923.785549538,4.422767654294911e-09,0.025103638051313232,0.3236510980131243,0.6707697200000001,227293.48575,2.2494572386601583,2.8299751407623965,2.8299751407623965,2.2494572386601583,4.422767654294911e-09,5.461344086676206e-05,1.0,0.3236510980131243,0.48146444332530897,0.3236510980131243,987777.0353881329,3.3999170136021646,3.200000000000001,0.4852476624000001,1.3,1.1336,2.9163066998285276,16552962.660840122,6.415288784466467e-05,0.7713376781641044,4.948353955762584e-05
Dominican Republic,13371.524989999998,14098.875869999998,13371.52499,13374.90875,10528391.0,0.7898,5,0.2,1.5,0.06,0.8,0.05,0.6,1.0,0.3771503990888722,1.0,0.1562343517891,1.4811531592444391,152.5956921697267,1606587112.078521,2.4018064936634985e-06,25.287157871628338,18.615071759567197,0.3039170199999999,66857.62495,152.59569216972665,226.0175915442826,226.0175915442826,152.5956921697267,2.4018064936634985e-06,0.015838090101924905,0.9999999999999998,18.615071759567194,31.02511959927866,18.615071759567197,177270.46056829335,3.376372904114776,3.2,0.16835893340000002,1.5489973692170456,1.350725705957264,252.69886298046885,2660512434.7138014,0.018898282968431178,0.6038637862075417,0.01141198870613835
Ecuador,10749.128870000004,10424.26415,10749.12887,10717.59861,16144363.0,0.63742,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041420960002,1.2995896744772957,204.56108143809703,3302508354.4092,4.216899119838449e-06,68.07915012505242,12.613100124629186,0.15908827,53745.64435,204.56108143809703,265.84546923686014,265.8454692368602,204.56108143809703,4.216899119838449e-06,0.007388698794421262,0.9999999999999998,12.613100124629186,34.502444160879776,12.613100124629188,208742.45402577668,3.3891837216846694,2.4000000000000004,0.21804457620000006,3.405685096709339,3.0787393274252426,319.74451224452247,5162071472.933516,0.02974608604208895,0.6397641667158945,0.019030479949776337
