country,gdp_pc_pp,gdp_pc_pp_B,gdp_pc_pp_2015_1,gdp_pd_pp_2005,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
"Egypt, Arab Rep.",10095.61017,10319.25693,10095.61017,10249.95791,91508084.0,0.43135,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262004249996,1.6565738748797865,8.039095209088856,735642199.6773007,2.3285292686159643e-07,21.30792519089682,1.1827012399678654,0.04771350199999999,50478.05085,8.039095209088856,13.317355101047854,13.317355101047857,8.039095209088856,2.3285292686159643e-07,0.0007470771966384096,0.9999999999999998,1.1827012399678654,3.870658603531195,1.1827012399678654,102435.61163248392,3.3988761663312563,2.4000000000000004,0.12022109019999994,2.9000000000000004,2.6216000000000004,16.071668270437012,1470687570.1112847,0.0015919462023400426,0.5002029082367478,0.0007962961201669356
El Salvador,7845.157575000001,7989.9972560000015,7845.157575,8095.558984,6126583.0,0.6672600000000001,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005559584001,1.1126359320865933,208.94259110730383,1280104126.6539593,6.535176033787413e-06,40.038298390609384,24.016194733901727,0.1740103,39225.787874999995,208.94259110730377,232.47703460926292,232.47703460926297,208.94259110730383,6.535176033787413e-06,0.007912011265968995,0.9999999999999998,24.01619473390173,73.51797452277066,24.01619473390173,292198.6231745169,3.387710505191359,2.4000000000000004,0.20973778440000013,2.46,2.22384,308.9792278679921,1892986884.8091667,0.03938470641464357,0.6762350742768125,0.026633319867676947
Estonia,27549.58137,28109.81704,27549.58137,26929.66404,1311998.0,0.67538,5,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.2800603915970392,1.0,0.39674203095000005,1.3338565959420827,63.00750658249614,82665722.62122178,3.7264757328964046e-07,0.4889128708608617,0.0,0.34059864000000006,137747.90685,63.00750658249615,84.04297824892667,84.04297824892667,63.00750658249614,3.7264757328964046e-07,0.004497984464085118,0.9999999999999998,0.0,41.52666543923992,0.0,491850.72571131913,3.3911826471146753,0.0,0.41693689999999994,0.9381249647231473,0.9381249647231473,115.94165611107042,152115220.93441215,0.004208472519198589,0.5434414920047016,0.0022870585848940666
Ethiopia,1533.1076319999997,1608.293476,1533.107632,1529.893783,99390750.0,0.19472,5,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5916666666666667,0.3781161653838428,1.0,0.11487916615796176,1.4826183363504808,4.554034246039189,452628879.23951954,1.8698637907749905e-06,185.8471645629694,1.1832653765480492,0.15016708999999998,7665.538159999996,4.554034246039189,6.751894677545737,6.751894677545738,4.554034246039189,1.8698637907749905e-06,0.0041061619634831055,0.9999999999999998,1.1832653765480492,2.7271161047202157,1.1832653765480494,20272.971276481567,3.393477738109181,3.2000000000000006,0.11764644148738257,1.7902401369303214,1.5610893994032404,7.637336239762231,759080576.8721479,0.0049816047356042595,0.5962856816922031,0.002970459575690893
France,37765.750869999996,38061.09426000001,37765.75087,37305.69062,66808385.0,0.7952,5,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.95,0.2234491797478895,1.0,0.44383191244,1.247970960899127,61.917807720699464,4136628736.560462,1.6755222673174034e-07,11.1938936711014,23.87007749517929,0.5603165199999999,188828.75435,61.91780772069946,77.2716259979687,77.2716259979687,61.917807720699464,1.6755222673174034e-07,0.001698326384561435,0.9999999999999998,23.870077495179295,34.76238224586107,23.870077495179295,845063.5377719862,3.397461155753591,3.9999999999999996,0.45615061599999995,1.528,1.2835199999999998,83.70362128387828,5592103756.627534,0.0022163897011344734,0.7397267498225328,0.0016395227499603389
Gabon,16836.605910000002,16786.00072,16836.60591,18831.90124,1725292.0,0.87156,5,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.5916666666666667,0.3299123735952057,1.0,0.14963545579460003,1.4094877119738594,108.88715050968601,187862129.6771572,1.8360644240936448e-06,3.1677472623733722,15.711461061065261,0.21147534399999998,84183.02955000004,108.88715050968601,153.47510063525058,153.4751006352506,108.88715050968601,1.8360644240936448e-06,0.007006579472979228,0.9999999999999998,15.711461061065258,50.007824964684104,15.711461061065261,255167.84542701172,3.3900356806833942,0.8000000000000002,0.16140047460000007,2.007962056253177,1.9437072704530751,272.90095894971495,470833841.2682716,0.016208786997124344,0.3989987830337734,0.0064672862863062635
Georgia,9025.133143000001,9276.766243,9025.133143,9109.256977,3679000.0,0.53641,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.6166666666666667,0.3632651483124993,1.0,0.56838731658534,1.4600876575230273,83.84247390982856,308456461.5142593,2.356503136222098e-06,8.6695750381611,0.8046125239529478,0.008780484399999998,45125.66571500001,83.84247390982858,122.41736133193714,122.41736133193714,83.84247390982856,2.356503136222098e-06,0.01713424140190906,0.9999999999999998,0.8046125239529479,1.9571655988044676,0.8046125239529478,124222.3921689856,3.3743566917947043,2.4000000000000004,0.63176699844,1.3442463,1.2151986551999998,137.4797156057678,505787873.71361977,0.01523298475794772,0.6098534139410966,0.009289887759147106
Germany,43937.94712999999,44356.85773,43937.94713,44053.06812,81413145.0,0.7530100000000001,5,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.2730174463967501,1.0,0.4657967021719,1.323171648537823,40.794296857342175,3321192005.2198424,8.823296340006306e-08,7.183323043069027,7.429581737671576,0.596566,219689.73565,40.794296857342175,53.97785702367078,53.97785702367078,40.794296857342175,8.823296340006306e-08,0.001130359720004317,0.9999999999999998,7.429581737671576,10.131247824097603,7.429581737671576,804672.8828118404,3.3983410875933844,3.2000000000000006,0.49507055040000003,1.262906775,1.1012547078,55.266473030642366,4499417382.482276,0.0012578301136173808,0.7381382349969008,0.0009284524999914847
Ghana,3929.681044,3980.202106,3929.681044,3953.21018,27409893.0,0.54042,5,0.2,1.5,0.06,0.8,0.05,0.8,0.5416666666666667,0.4079350165763704,1.0,0.19505694098120005,1.5278569187314033,6.9022338671295485,189189491.75899717,7.353788584750747e-07,20.15665582526394,0.2944376235612911,0.20917837999999994,19648.40522,6.9022338671295485,10.545625768596093,10.545625768596093,6.9022338671295485,7.353788584750747e-07,0.0012653678476834517,0.9999999999999998,0.29443762356129116,0.6794714389875948,0.2944376235612911,48165.527404097156,3.398173311681859,3.2000000000000006,0.26396411360000005,3.48959543980949,3.0429272235138747,12.32592189141571,337852200.17006224,0.003136621459452909,0.5599770895787158,0.001756436155974584
Greece,24170.301839999996,24223.99229,24170.30184,24617.037330000006,10823732.0,0.7800699999999999,5,0.2,1.5,0.06,0.8,0.05,0.8,0.4666666666666667,0.2367917503163358,1.0,0.506090727036,1.2682131551384943,447.9919676934809,4848944996.466895,2.965920269772141e-06,32.102326133381354,114.24386339992063,0.14366985999999998,120851.50919999997,447.9919676934808,568.1493068252519,568.149306825252,447.9919676934809,2.965920269772141e-06,0.027102536728434913,0.9999999999999998,114.24386339992063,330.2024506183265,114.24386339992063,510370.4374774525,3.362070548952006,3.9999999999999996,0.4885035384,1.01327721,0.8511528564000002,758.2922180957374,8207551746.353812,0.031372889884263754,0.5907906701436307,0.018534810639066517
Guatemala,7292.719103999999,7366.76848,7292.719104000002,7252.949965999999,16342897.0,0.51571,5,0.2,1.5,0.06,0.8,0.05,0.4666666666666667,0.5833333333333333,0.6475627728005022,1.0,0.0592150802147,1.8913994281563675,48.08194062799594,785798203.2434529,5.771811892908587e-06,94.32812726918004,9.336386945500571,0.177810088,36463.59551999999,48.08194062799594,90.94215500843995,90.94215500843997,48.08194062799594,5.771811892908587e-06,0.036645770269665916,0.9999999999999998,9.336386945500571,34.29693163653271,9.336386945500571,56308.97428261138,3.3403078617191566,1.6000000000000003,0.06908316920000002,0.9837106449697208,0.9207531636916586,244.57969411136347,3997140749.1535196,0.033537517436701136,0.19659007589609215,0.00659314309824759
Guinea,1753.0631159999998,1823.338788,1753.063116,1135.48655,12608590.0,0.37161,5,0.2,1.5,0.06,0.8,0.05,0.6,0.3333333333333333,0.3510694892836516,1.0,0.07730358340462812,1.441585458289932,7.676138707567649,96785285.74685037,2.7196098722937557e-06,34.29044583970433,0.5164737465534271,0.03659406579999999,8765.315579999997,7.676138707567649,11.06580993664599,11.065809936645994,7.676138707567649,2.7196098722937557e-06,0.0026178640307085495,0.9999999999999998,0.5164737465534271,2.5823687327671365,0.5164737465534271,24967.466121551617,3.395920605764808,2.4000000000000004,0.0695644249892488,3.4400000000000004,3.109759999999999,13.582365604434973,171254479.13642275,0.007747790413516962,0.5651547698775833,0.004378700708210925
Haiti,1651.2284450000002,1653.961848,1651.228445,1658.4132029999996,10711067.0,0.58645,5,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.25,0.1333669537730951,1.0,0.0268473990406,1.1113059977016566,79.80704382423478,854818593.4733152,7.425309359032848e-05,795.3298604032788,3.1381717088296517,0.11078163,8256.142225000003,79.8070438242348,88.69004646071107,88.69004646071107,79.80704382423478,7.425309359032848e-05,0.05870755143488285,0.9999999999999998,3.1381717088296517,26.63176799675019,3.1381717088296517,61905.45702233441,3.318719593043049,2.4000000000000004,0.024608323399999996,0.8974656833674846,0.8113353345050337,338.99964988038914,3631047962.8453903,0.20530148381763683,0.23541925147236428,0.04833192164651377
Honduras,4311.176396999999,4392.265947,4311.176397,4785.0863009999985,8075060.0,0.5473,5,0.2,1.5,0.06,0.8,0.05,0.33333333333333337,0.5666666666666667,0.3635926941047578,1.0,0.15803315811199997,1.4605845816738252,118.79328855681578,959262932.6936008,1.393149117758952e-05,112.49762714850601,4.212537218594223,0.17042607599999998,21555.881984999993,118.79328855681578,173.5076456724148,173.50764567241484,118.79328855681578,1.393149117758952e-05,0.02547204040185032,1.0,4.212537218594223,22.301667627851774,4.212537218594223,59285.795161740374,3.3555495057138085,1.6000000000000003,0.17661632239999997,2.265503315887336,2.120511103670546,268.32827317911904,2166766905.617777,0.06224015175204604,0.4427162562832761,0.02755472697416881
Hungary,25034.450730000008,25664.136,25034.45073,24474.48885,9844686.0,0.71227,5,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.6666666666666667,0.22126941170098394,1.0,0.5782193994400002,1.2446640053184255,225.40787212789115,2219069723.0272403,1.1120769195756664e-06,10.948048081069691,13.285961451975052,0.21281976,125172.25365000006,225.40787212789112,280.5570649530045,280.5570649530045,225.40787212789115,1.1120769195756664e-06,0.005777260860863133,0.9999999999999997,13.285961451975052,22.99493328226451,13.285961451975052,565700.6663856169,3.3923804712501138,3.9999999999999996,0.624313376,2.4404199999999996,2.0499528,299.7216756797307,2950665784.4607854,0.011972368753453798,0.752057293209424,0.00900390723802755
India,5754.064597,6092.648097,5754.064597,5730.137505,1311050527.0,0.32747,5,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.775,0.4525301642355351,1.0,0.1368029545491883,1.5955128202999418,15.712595288167835,20600006333.090157,9.374607598430444e-07,1229.0584232340439,4.134658797568131,0.165629104,28770.32298499999,15.712595288167833,25.06964722245624,25.06964722245624,15.712595288167835,9.374607598430444e-07,0.00274266637664782,0.9999999999999997,4.134658797568131,6.155819549729227,4.134658797568131,63576.58617874029,3.396078767682761,3.2000000000000006,0.14607166064116447,2.789261795,2.43223628524,27.84191459182008,36502156798.2947,0.004838651725657727,0.5643503874832004,0.0027306949762711946
Indonesia,10367.6953,10764.548,10367.6953,10385.32332,257563815.0,0.53742,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.6083333333333334,0.30997681866727844,1.0,0.15922145911533533,1.3792432120065887,33.89442414215015,8729977189.280294,7.354424096476335e-07,189.42335274163727,5.398903726814319,0.30853852000000004,51838.476500000004,33.89442414215015,46.74865442293282,46.74865442293283,33.89442414215015,7.354424096476335e-07,0.005535763422584927,0.9999999999999997,5.398903726814318,13.312365353788724,5.398903726814319,167233.39739686198,3.3913345907430723,3.2000000000000006,0.1707632207360449,1.0904061999999999,0.9508342064000002,52.82517004850944,13605852325.717827,0.005095169998727629,0.6416339807524489,0.003269234208894059
"Iran, Islamic Rep.",16500.900510000003,18497.67701,16500.90051,16507.02425,79109272.0,0.73375,5,0.2,1.5,0.06,0.8,0.05,0.6,0.4166666666666667,0.31799517747918205,1.0,0.16423114509018877,1.3914079725914297,113.44386852410237,8974461851.805452,1.5074588382657328e-06,119.25397126516788,15.33253128102329,0.23857387999999996,82504.50255000002,113.44386852410237,157.84670310604994,157.84670310604994,113.44386852410237,1.5074588382657328e-06,0.0074152942024746805,0.9999999999999998,15.332531281023291,61.33012512409316,15.332531281023291,259452.05585830394,3.388028039020602,1.6000000000000003,0.18194494408357897,1.791935434825248,1.6772515669964325,217.42165131432876,17200068552.514393,0.013176350659320999,0.5217689583274087,0.006875010758070582
Iraq,14928.886399999998,16086.91806,14928.8864,14017.77379,36423395.0,0.69471,5,0.2,1.5,0.06,0.8,0.05,0.2,0.25,0.5840924714508963,1.0,0.11759863028799995,1.7951077756776268,76.19412987511778,2775248889.122716,1.3140291136018623e-06,47.86140144622051,1.5446137293309032,0.035840168000000006,74644.43199999997,76.19412987511778,136.7766749998149,136.7766749998149,76.19412987511778,1.3140291136018623e-06,0.005410520204392187,0.9999999999999998,1.5446137293309035,30.892274586618058,1.5446137293309032,127795.57287321627,3.390042053144215,2.4000000000000004,0.11947359719999999,3.0999999999999988,2.8023999999999996,163.0938687163106,5940432402.332324,0.010924717647815354,0.46717960935522157,0.005103805323022472
Ireland,61543.20530000001,63301.15414,61543.2053,51899.19989,4640703.0,0.63241,5,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.31125054927451323,1.0,0.5612631499135999,1.3811756059353304,41.206565044471006,191227430.0215717,5.949284206111877e-08,0.2760886106315601,0.0,0.5254420200000002,307716.0265,41.206565044471006,56.91350244381085,56.91350244381085,41.206565044471006,5.949284206111877e-08,0.0007921560185872049,1.0000000000000002,0.0,6.275968932603646,0.0,988644.1235758401,3.3984305459454287,0.0,0.5966023244,1.3652174500000003,1.3652174500000003,61.8066762024605,286826427.6727871,0.0010042810721537197,0.6667008740203147,0.0006695550685669437
Israel,32024.352769999998,32688.4081,32024.35277,31670.69432,8380400.0,0.9214,5,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.3584782813615938,1.0,0.23826203277291555,1.4528254369395823,37.46127720433395,313940487.48320013,1.7623159212373422e-07,1.4768912346337422,0.0,0.5719240599999998,160121.76385,37.46127720433395,54.4246964227013,54.4246964227013,37.46127720433395,1.7623159212373422e-07,0.0007564767552057776,0.9999999999999998,0.0,5.5609514681356345,0.0,446670.75294440676,3.3984737181219713,0.0,0.28341440195226897,2.9000000000000004,2.9000000000000004,68.71658291076699,575872451.4253917,0.0021457602407858748,0.5451562871363946,0.0011697746859517235
Italy,34317.57186,34699.867360000004,34317.571860000004,33587.122639999994,60802085.0,0.6896399999999999,5,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.7166666666666667,0.2046119687179293,1.0,0.45754649168350003,1.2193927733122347,194.6253258262787,11833625604.042093,6.154206270926034e-07,37.41885727923777,63.78295155389977,0.39287779999999994,171587.8593,194.62532582627873,237.32471581610338,237.32471581610338,194.6253258262787,6.154206270926034e-07,0.004517683387137343,1.0,63.78295155389978,103.40398034422161,63.78295155389977,838601.2821006814,3.393537121302343,4.0,0.456810574,1.528,1.2835199999999998,266.11695697075044,16180465837.67691,0.007754539221375742,0.7313525903863032,0.005671302346805336
Jamaica,8095.261866999998,8179.62034,8095.261867,8528.896333,2725941.0,0.54788,5,0.2,1.5,0.06,0.8,0.05,0.6,0.4083333333333333,0.3810091134726805,1.0,0.1882031430992,1.4870072670170456,112.9656587678201,307937720.8272103,4.5105214635157455e-06,12.295415388777577,7.98746205632621,0.32461760000000006,40476.30933499998,112.9656587678201,167.98075551111634,167.98075551111634,112.9656587678201,4.5105214635157455e-06,0.015360298843119275,1.0,7.987462056326209,35.8029247867443,7.98746205632621,106234.49125949127,3.3787054176542863,3.2,0.2037106578,2.265503315887336,1.9755188914537567,223.5332355690359,609338411.7002933,0.02761284801425139,0.5053640389548777,0.013954540399529257
Japan,37818.09076,38252.30114,37818.09076,35804.2312,126958472.0,0.93498,5,0.2,1.5,0.06,0.8,0.05,0.8,0.8166666666666667,0.210442533555454,1.0,0.27309551297088785,1.2282384020732706,241.18709182200314,30620744643.845207,6.314296342052414e-07,80.1653415342164,35.990423080970174,0.6147284599999998,189090.45380000002,241.1870918220031,296.2352482601562,296.23524826015625,241.18709182200314,6.314296342052414e-07,0.00698146833731231,0.9999999999999998,35.990423080970174,55.087382266791074,35.99042308097018,898537.2424732405,3.3897271834391165,3.2000000000000006,0.32231825966226985,1.119753,0.9764246160000002,315.96736281304595,40114733584.61394,0.008354926345124832,0.7633291289161109,0.006377558649182404
Jordan,8491.050310999997,8389.604573999999,8491.050310999999,10239.66428,7594547.0,0.8367899999999999,5,0.2,1.5,0.06,0.8,0.05,0.4666666666666667,0.425,0.17572272222131016,1.0,0.2110293600175,1.1755645067864073,17.079202354394855,129708805.00296241,4.546336034717233e-07,3.452736269345366,1.3009789403289975,0.04409607199999999,42455.25155500001,17.079202354394862,20.077704092049444,20.077704092049444,17.079202354394855,4.546336034717233e-07,0.0006310220908442799,1.0,1.3009789403289975,6.613200554069553,1.3009789403289977,241603.6527224444,3.3989273409908387,2.4000000000000004,0.21595723899999997,2.9000000000000004,2.621600000000001,24.203413052607825,183813957.9884436,0.002850461623252044,0.7056526415209294,0.002011435774001841
Kazakhstan,23522.29052,23446.56506,23522.29052,24352.8462,17544126.0,0.53247,5,0.2,1.5,0.06,0.8,0.05,0.6,0.775,0.3305707553557686,1.0,0.05961049033700003,1.4104865518460266,65.61733963715159,1151198874.378982,5.179628963617456e-07,9.087206317095404,32.82352598764181,0.097463992,117611.45259999998,65.61733963715159,92.55237512611555,92.55237512611555,65.61733963715159,5.179628963617456e-07,0.006360509936218264,0.9999999999999998,32.82352598764181,70.84012541617234,32.82352598764181,355782.992580283,3.389942501512446,3.2000000000000006,0.06057474020000001,0.9381249647231472,0.8180449692385843,127.12247994803816,2230252805.640855,0.005404341037279143,0.5161741626183893,0.002789581209421759
Kenya,2835.6436620000004,2925.600917,2835.643662,2901.012941,46050302.0,0.25622,5,0.2,1.5,0.06,0.8,0.05,0.8,0.5083333333333333,0.4629602731517201,1.0,0.11136031304999996,1.6113364795817946,6.117955297326212,281733689.06437194,1.4281315816899867e-06,65.76589063256155,0.6125024908179928,0.35982758000000004,14178.218310000002,6.117955297326213,9.858084551032412,9.858084551032412,6.117955297326212,1.4281315816899867e-06,0.0019879173015490436,1.0000000000000002,0.6125024908179929,1.5061536659458838,0.6125024908179928,30625.129481366013,3.397322346859376,1.6000000000000003,0.10442404899999999,3.0999999999999988,2.9016,14.67309902046394,675700641.1682687,0.005174521473588432,0.41695045394253544,0.002157519077348094
Kyrgyz Republic,3237.602937,3293.700997,3237.602937,3224.877613,5957000.0,0.35707,5,0.2,1.5,0.06,0.8,0.05,0.6,0.4833333333333333,0.5202256666410198,1.0,0.2804908237132,1.6982145824374415,28.474870353500197,169624802.6958007,5.179422973503685e-06,30.85382265316146,9.30598548794681,0.052352737999999996,16188.014684999998,28.474870353500197,48.356440067329615,48.35644006732962,28.474870353500197,5.179422973503685e-06,0.02393373133160635,0.9999999999999998,9.30598548794681,32.665430063248984,9.30598548794681,31117.293365247388,3.3629366883551937,3.2000000000000006,0.2888084512,1.2990320004270242,1.1327559043723652,64.92171439476024,386738652.6495868,0.020052401624924842,0.4386031795210628,0.008795047109725363
Lao PDR,5755.059504999998,6073.2236950000015,5755.059504999998,5341.30792,6802023.0,0.38614,5,0.2,1.5,0.06,0.8,0.05,0.4,0.16666666666666666,0.2472988860728427,1.0,0.14958605238499997,1.2841536728814245,201.44188906610188,1370212362.5910733,1.0122958676074596e-05,68.85659774270896,5.4008932418866555,0.21732375999999998,28775.297524999987,201.44188906610185,258.68234171640717,258.68234171640717,201.44188906610188,1.0122958676074596e-05,0.03135711848217048,0.9999999999999998,5.4008932418866555,82.35320128059419,5.400893241886655,116358.37905280388,3.3488381690479883,2.4000000000000004,0.13596989719999997,1.5999999999999992,1.4463999999999997,300.7140458524223,2045463856.3112311,0.0522521175656241,0.6698785502189712,0.03500257276073151
Latvia,23034.536719999993,23728.51364,23034.53672,22628.43727,1978440.0,0.67382,5,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.2393699080806075,1.0,0.28388462077400006,1.2721245131467884,144.75974141793856,286398462.81090635,1.0106876167653312e-06,1.9995848085132015,0.0,0.27573411999999997,115172.68359999995,144.75974141793859,184.15241557455005,184.15241557455005,144.75974141793856,1.0106876167653312e-06,0.010850582741067647,0.9999999999999998,0.0,59.196496129621984,0.0,481149.38307623734,3.380024540974763,0.0,0.33506961200000007,0.9381249647231471,0.9381249647231471,240.38723920001692,475591729.52288145,0.010435948511666746,0.6021939513082456,0.006284465069890002
Lesotho,2708.1485390000007,2736.354895,2708.1485390000007,2517.010210000001,2135022.0,0.27312,5,0.2,1.5,0.06,0.8,0.05,0.4,0.16666666666666666,0.1992120956582078,1.0,0.09296403474328555,1.2112005528714973,25.409172526092668,54249142.34500344,4.694323458406978e-06,10.02248385881498,0.2113493228586958,0.09669290799999997,13540.742694999999,25.40917252609267,30.775603811610704,30.775603811610708,25.409172526092668,4.694323458406978e-06,0.0030051733423963603,1.0,0.21134932285869584,3.1702398428804375,0.21134932285869582,67971.48863004846,3.3946901350174534,1.6000000000000003,0.08792882277047558,3.266403415957444,3.0573535973361663,45.01464559738157,96107258.6726128,0.016621926363759754,0.5644645690061965,0.009382488500972383
Liberia,785.2468867000001,753.557379,785.2468867,786.916697,4503438.0,0.4970100000000001,5,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.4725120712732518,1.0,0.14476292046,1.6258276416797877,2.4197264153540976,10897087.888509426,3.173445286208592e-06,14.291414092832651,0.0,0.16959178000000003,3926.2344335,2.4197264153540976,3.9340580913854386,3.9340580913854386,2.4197264153540976,3.173445286208592e-06,0.0021571455823744846,0.9999999999999998,0.0,0.7126398614318715,0.0,8309.278581857596,3.3957077288356605,0.0,0.1310133168,3.393739601658168,3.393739601658168,4.751313419221001,21397245.402029786,0.0060507255739508815,0.509275268090149,0.003081484888813756
Lithuania,26970.960930000005,27943.81512,26970.96093,26396.86808,2910199.0,0.66508,5,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.3129644244946807,1.0,0.381791453049,1.3837757492083749,73.01387162787583,212484896.1975726,3.8933679842565015e-07,1.1330475614415287,0.0,0.32180107999999996,134854.80465000003,73.01387162787583,101.034824914468,101.034824914468,73.01387162787583,3.8933679842565015e-07,0.0032372524178686094,1.0,0.0,9.961427888609034,0.0,430894.9966685177,3.3937420943753445,0.0,0.446123508,1.5235871999999997,1.5235871999999997,117.32466111150083,341438111.4420286,0.00435003637489978,0.6223233115370882,0.0027071290421344218
Luxembourg,94088.59222999998,94920.95872,94088.59223,93552.60435,569676.0,0.9016,5,0.2,1.5,0.06,0.8,0.05,0.0,0.5,0.24723066038615735,1.0,0.4520133868032001,1.2840501667695463,34.47983458353124,19642334.246207736,2.5389526358109194e-08,0.014463803817582211,0.0,0.6311182399999998,470442.96114999976,34.47983458353123,44.27383734716965,44.27383734716965,34.47983458353124,2.5389526358109194e-08,0.000346883264758932,0.9999999999999997,0.0,9.905251350419022,0.0,1902850.4005741046,3.3993009695111036,0.0,0.4598118423999999,1.339348,1.339348,49.82320760152242,28383085.613604885,0.0005295350522381009,0.6920436528152729,0.0003664613718445817
"Macedonia, FYR",12759.816599999998,13054.89081,12759.8166,12724.67528,2078453.0,0.57104,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.3333333333333333,0.2639321665831752,1.0,0.2835784572974015,1.3093882476735021,41.70300786760645,86677741.81145024,7.279621442494268e-07,1.5130351026016542,2.8532955245258473,0.158569842,63799.082999999984,41.70300786760645,54.6054283944795,54.605428394479496,41.70300786760645,7.279621442494268e-07,0.004992606411152488,0.9999999999999998,2.8532955245258473,12.839829860366308,2.8532955245258473,241725.30323201226,3.392230230016941,2.4000000000000004,0.33167259155188833,1.1186880000000001,1.0112939520000002,71.3948179786922,148390773.61226675,0.005595285592011738,0.5841181341768071,0.0032683077801922682
Madagascar,1377.1682130000002,1396.669615,1377.1682130000004,1373.344023,24235390.0,0.35105,5,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.2940729838426214,1.0,0.09714162436999996,1.3551152891284555,48.457571743695866,1174388149.6614494,2.4521308867398994e-05,594.2834837118729,2.9261246147326103,0.039344661999999996,6885.841065000002,48.45757174369586,65.6655963439213,65.6655963439213,48.457571743695866,2.4521308867398994e-05,0.024344817003880477,1.0,2.9261246147326108,19.507497431550732,2.9261246147326103,23415.415367380658,3.361222446372733,1.6,0.09387020959999996,2.469788850858763,2.3117223644038014,85.27009866177772,2066554096.4066613,0.061916981423806444,0.5682832845767182,0.03518638557459637
Malawi,1088.7018050000001,1083.801421,1088.701805,1112.987302,17215232.0,0.16272,5,0.2,1.5,0.06,0.8,0.05,0.8,0.3333333333333333,0.25307656921941635,1.0,0.031744186933999996,1.2929190741140058,10.718287102184256,184517799.10670966,7.725442986618863e-06,132.9952933174166,0.9598912200212257,0.07857604799999998,5443.509025000002,10.718287102184256,13.85787783624416,13.85787783624416,10.718287102184256,7.725442986618863e-06,0.006331345907739773,1.0,0.9598912200212256,3.6093509993376953,0.9598912200212255,21509.33625262045,3.3908537925042643,3.2000000000000006,0.030201574399999997,2.469788850858763,2.153655877948841,18.882537199940693,325067258.64560944,0.01734408550920028,0.5676296034103891,0.009845016379103233
Malaysia,25001.61267,25668.88436,25001.61267,25308.0193,30331007.0,0.74705,5,0.2,1.5,0.06,0.8,0.05,0.8,0.7666666666666666,0.2505940745612133,1.0,0.10042580364080003,1.2891528478975691,75.27422804677605,2283143137.8063602,4.581128567082489e-07,13.895024263607898,13.319800086363994,0.36505271999999994,125008.06334999998,75.27422804677605,97.0399854597924,97.0399854597924,75.27422804677605,4.581128567082489e-07,0.004146057147226218,0.9999999999999998,13.31980008636399,21.71706535820216,13.319800086363994,498846.844518919,3.394064069395964,3.9999999999999996,0.11211837560000001,1.2867681875253634,1.0808852775213051,123.24712609109338,3738209444.198836,0.004929567053047758,0.6107584852821639,0.0030107749064163095
Mali,1919.228421,1971.08448,1919.228421,2285.307216,17599694.0,0.39916,5,0.2,1.5,0.06,0.8,0.05,0.6,0.3333333333333333,0.6438448659589122,1.0,0.054710804231729984,1.8857589414101836,4.846950574871861,85304846.95086884,2.536237596920429e-06,44.63700561709489,1.5394091487550556,0.03568771579999999,9596.142104999997,4.846950574871862,9.140180385137842,9.140180385137842,4.846950574871861,2.536237596920429e-06,0.01387235561152452,0.9999999999999998,1.5394091487550556,7.739272914719325,1.5394091487550559,14904.43212699686,3.3779619884794045,2.4000000000000004,0.05089281917999998,1.0492645999999999,0.9485351983999999,14.509538243964695,255363433.17507598,0.007560089296929339,0.33405271024996064,0.002525468319370965
