country,gdp_pc_pp,gdp_pc_pp_A,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Belarus,16752.098769999997,16742.2555,9507120,0.77046,4989.254611,4,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5541666666666667,0.3864445367538237,1.0,0.43531378962999995,1.4035495018199031,57.77818854926142,549304171.9204544,5.982198227506697e-07,5.687347641269345,9.83634650716596,0.172373852,83760.49385,57.77818854926142,81.0945477543723,81.0945477543723,57.77818854926142,5.982198227506697e-07,0.005079364424880539,0.9999999999999998,9.836346507165958,24.204270284208786,9.836346507165958,216746.48205301928,3.392419545436617,3.2000000000000006,0.4684550397999999,1.8799999999999992,1.6393599999999995,88.24574421308746,838962879.7231281,0.005267742593012868,0.6547419262479575,0.0034490119323276553
Belgium,42094.579050000015,41945.69212,11348159,0.97897,41096.1573,4,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.2166915174374668,1.0,0.48314774690999995,1.1937014612959478,24.834917022273196,281830587.12056273,5.665075012354308e-08,0.6428817198712365,0.0,0.5792287,210472.89525000003,24.834917022273203,29.645476740651123,29.645476740651123,24.834917022273196,5.665075012354308e-08,0.00045869702534638557,0.9999999999999998,0.0,8.537749154957634,0.0,971301.9583737914,3.39907686846634,0.0,0.5101755720000001,1.5400000000000003,1.5400000000000003,33.30708840034565,377974134.99417806,0.0007912441257764671,0.7456345845593476,0.0005899789850083603
Belize,7846.015831999998,7831.454486,366954,0.43845,4810.565902,4,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.9615481265045698,1.0,0.15088172973340003,2.1144903846007606,108.48841334840665,39810257.23185121,7.185918133892434e-06,2.6369014029043645,0.0,0.2545334,39230.07916,108.48841334840664,229.39770686579865,229.39770686579865,108.48841334840665,7.185918133892434e-06,0.04909535293183244,1.0,0.0,15.882915153999482,0.0,40798.87223389389,3.3185050108569087,0.0,0.19982794680000004,1.542047829611466,1.542047829611466,339.7994354274764,124690762.02785417,0.04330853298072678,0.3192719058285822,0.013827197863396649
Benin,2009.961384,2009.961384,10872298,0.44395,789.4404107,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.25,0.3302533219458435,1.0,0.08277983833600004,1.3340861345725725,4.921951817996697,53512926.90690186,2.043892239587471e-06,22.221805508682387,0.13547148001287865,0.08237205599999999,10049.806919999999,4.921951817996697,6.566307675423662,6.566307675423661,4.921951817996697,2.043892239587471e-06,0.0015740789657771451,0.9999999999999998,0.13547148001287865,0.8128288800772718,0.13547148001287865,30430.60054865402,3.3978551023466275,1.6000000000000003,0.07731285760000003,3.393739601658168,3.176540267152044,12.531819866840364,136249680.07460874,0.006234856035841316,0.3927563490615082,0.002448779293561143
Bhutan,8253.293783000005,8105.796967,797765,0.39377,2804.000223,4,0.2,1.5,0.06,0.8,0.05,0.6,0.4166666666666667,0.185575394278482,1.0,0.04401946709800002,1.1552358275186412,190.06650699281434,151628406.95112255,5.243046757335853e-06,4.182719196366038,12.5532083845141,0.24155477999999997,41266.468915000005,190.06650699281434,219.5716384894215,219.57163848942147,190.06650699281434,5.243046757335853e-06,0.006964584497811662,0.9999999999999998,12.5532083845141,51.773340364170615,12.5532083845141,222370.36906452087,3.389045776115463,2.4000000000000004,0.043738370800000016,3.395562306575224,3.069588325144003,267.48890878078544,213393289.3135033,0.03240995847400399,0.7105584596353454,0.023029170170133784
Bolivia,6707.956184000001,6707.9561840000015,10887882,0.68911,3104.956089,4,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.45,0.4218342004210295,1.0,0.17033220384600004,1.4472980702122258,32.67324050311209,355742387.15550506,1.7580717337012255e-06,19.141677584074372,1.4514062881269032,0.27343408,33539.780920000005,32.67324050311209,47.28791792773405,47.28791792773404,32.67324050311209,1.7580717337012255e-06,0.0055170758939250015,1.0,1.4514062881269032,6.047526200528763,1.4514062881269028,79509.39228380297,3.3909223012307446,2.4000000000000004,0.21263727540000002,2.2554168467144113,2.0388968294298278,65.72028391606094,715554696.2845694,0.00979736332697264,0.49715610700712903,0.004870819010572131
Bosnia and Herzegovina,11327.487410000002,11179.34991,3516816,0.3994,4708.718261,4,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.32393223235700314,1.0,0.14320037141799996,1.32627202752731,68.43944911218458,240688949.66891652,1.4192571509089651e-06,4.991266256431063,0.0,0.09976816199999997,56637.43705000001,68.43944911218458,90.76932693686919,90.76932693686919,68.43944911218458,1.4192571509089651e-06,0.004271980751463786,1.0,0.0,27.376693922010997,0.0,174843.47463015144,3.3914554137363293,0.0,0.15476007219999996,2.4680943740000005,2.4680943740000005,116.42560976277828,409447447.2234948,0.010278149562099426,0.5878384425182107,0.0060418914305537565
Botswana,15723.23706,15513.44193,2250260,0.5771,6788.042745000002,4,0.2,1.5,0.06,0.8,0.05,0.6,0.7083333333333333,0.2811780767140953,1.0,0.08310013303600002,1.2734195020049206,44.31097118241127,99711206.01293278,5.546353429714965e-07,1.2480737268750395,1.8733889543912146,0.30619332,78616.1853,44.310971182411265,56.42645485646054,56.42645485646055,44.31097118241127,5.546353429714965e-07,0.001384196503115524,0.9999999999999998,1.8733889543912143,4.4079740103322695,1.8733889543912148,279595.7146400775,3.3977668533368477,3.2000000000000006,0.1121983254,3.266403415957444,2.8483037787148904,74.40737336708189,167435935.9930097,0.0047323189927839125,0.595518551149591,0.002818183750160367
Brazil,14023.691619999994,14023.69162,207652865,0.8593299999999999,8649.948492,4,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.5458333333333333,0.26557501018758395,1.0,0.21376261367200006,1.2541310501709575,26.00506387892411,5400026018.966604,3.5150235637358765e-07,72.99047135522646,2.0017870450691246,0.14558476199999998,70118.45809999997,26.00506387892411,32.61375807223792,32.613758072237914,26.00506387892411,3.5150235637358765e-07,0.0008000046519291993,0.9999999999999998,2.0017870450691246,4.2316108997350845,2.0017870450691246,264025.06037926197,3.3988596309176033,0.8000000000000002,0.2071562594,3.302651539985098,3.1969666907055743,39.71963069085286,8247895109.697526,0.002832323454275507,0.6547156513444845,0.0018543664951842487
Bulgaria,17794.52661,17709.07519,7127822,0.74266,7350.795801,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.7166666666666667,0.3230784715072762,1.0,0.4390931068799999,1.3252166115935446,39.92521249545215,284579807.97975874,3.657242179513056e-07,2.606817126646111,4.655276664843287,0.17148750599999998,88972.63305,39.92521249545217,52.90955482037536,52.90955482037536,39.92521249545215,3.657242179513056e-07,0.0019272252620622793,1.0,4.655276664843287,9.743602321765017,4.655276664843286,275390.16337087075,3.39693356518817,3.2000000000000006,0.4733378346,2.2413224552,1.9544331809344002,59.06671872640724,421017057.2058975,0.003319375672135806,0.6759341530445062,0.0022436793835816544
Burkina Faso,1642.185834,1594.576777,18646433,0.30688000000000004,649.7304837,4,0.2,1.5,0.06,0.8,0.05,0.8,0.4166666666666667,0.40566509188102295,1.0,0.037206592051000006,1.4273098793817813,3.7386263827390276,69712046.35777563,1.2390128844558463e-06,23.103170736142683,0.41232189445061934,0.098161232,8210.929170000001,3.7386263827390276,5.336178371400786,5.336178371400787,3.7386263827390276,1.2390128844558463e-06,0.0014897494203290403,1.0,0.4123218944506194,1.236965683351858,0.41232189445061934,20240.659929418267,3.3976795530543136,2.4000000000000004,0.03620367940000001,3.393739601658168,3.067940599898984,5.610229048166972,104610760.06129922,0.003416318014692466,0.6663946071792822,0.002276615901400491
Burundi,721.1765615,721.1765615,10524117,0.12359,285.7274421,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.25,0.4629793127178333,1.0,0.10226863014962301,1.49816150243508,2.553823669491755,26876739.09510055,3.746363783160676e-06,39.42717077854558,0.16800439555106372,0.04666023,3605.8828074999997,2.553823669491755,3.8260403056400367,3.8260403056400367,2.553823669491755,3.746363783160676e-06,0.003783157378447453,0.9999999999999997,0.16800439555106372,1.0204020146711763,0.16800439555106372,7788.4318120659445,3.3941860648465294,2.4000000000000004,0.1032671897007356,2.469788850858763,2.2326891211763216,4.936797494703703,51955434.43956865,0.0068454769029590865,0.5173037120180742,0.003541190612434726
Cameroon,3346.8177930000006,3045.919165,23439189,0.54938,1032.648722,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5666666666666667,0.4197375746029477,1.0,0.018028650735000002,1.4447062293047224,8.572478026454084,200931932.66040424,1.6906116236461564e-06,39.62656537223914,1.2362878486640414,0.09980292199999999,16734.088965000003,8.572478026454082,12.384712405396066,12.384712405396067,8.572478026454084,1.6906116236461564e-06,0.004210478344019831,0.9999999999999998,1.2362878486640414,3.2725266582283448,1.2362878486640414,39867.97936979952,3.393883201652992,3.2000000000000006,0.0161419416,1.8343680960785826,1.599568979780524,22.272452474129178,522048223.03463143,0.006654814767840926,0.38489151728627746,0.0025613817532534203
Canada,43113.68397,43087.75737,36286425,0.82006,42157.92799,4,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.8333333333333333,0.3354838938558465,1.0,0.24114664264000005,1.3405521477872664,39.67989352202961,1439841480.2951136,9.448890581802111e-08,3.4286645942976857,4.767558086865026,0.6630452800000001,215568.41985,39.67989352202961,53.192966484926835,53.19296648492683,39.67989352202961,9.448890581802111e-08,0.0012939514413040283,0.9999999999999998,4.7675580868650265,6.601234274120807,4.767558086865026,642559.6691763307,3.398166034498495,3.2000000000000006,0.30450452800000005,1.5066764561178578,1.313821869734772,57.54431386513668,2088077429.2437422,0.0013347111303496592,0.6895536823155995,0.0009203549747602237
Central African Republic,647.8804448000001,647.8804448,4594621,0.40332,382.21317430000005,4,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.3147438330510679,1.0,0.0094500347288,1.314913363053079,3.514452148703961,16147575.645930344,6.472873523401347e-06,29.74040062096382,0.0,0.031053149199999998,3239.4022240000004,3.514452148703961,4.621200094141446,4.621200094141446,3.514452148703961,6.472873523401347e-06,0.002776997682454785,0.9999999999999997,0.0,0.52729599062102,0.0,10292.186482568508,3.3945555888966172,0.0,0.009220104719999999,3.239282221184365,3.239282221184365,7.262941202061107,33370462.168755207,0.011210310884291573,0.4838882831251085,0.005424538087098567
Chad,1845.9146790000002,1845.914679,14452543,0.22618,664.2956518999998,4,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.7532009944644721,1.0,0.035716833231,1.8569324478790572,4.429912898853631,64023506.65693675,1.9548165581652485e-06,28.25207036399526,0.0,0.052886108,9229.573395000001,4.4299128988536305,8.226049003159284,8.226049003159284,4.429912898853631,1.9548165581652485e-06,0.002722649588433351,0.9999999999999998,0.0,0.9193169139284421,0.0,12253.798737430308,3.394574652934289,0.0,0.03457689180000001,3.393739601658168,3.393739601658168,10.54867253340685,152455143.38198143,0.0057146046095269435,0.419949797931866,0.00239984705103135
Chile,22706.72054,22706.72054,17909754,0.89697,13792.92605,4,0.2,1.5,0.06,0.8,0.05,0.8,0.9,0.3473941118185529,1.0,0.166982124336,1.3552755141918977,218.412003327822,3911705250.248473,1.6524616673051612e-06,29.59518195586527,64.65918895882108,0.16560281999999998,113533.60269999999,218.412003327822,296.0084401157965,296.0084401157965,218.412003327822,1.6524616673051612e-06,0.027696688979948272,0.9999999999999998,64.65918895882108,90.62360739235542,64.65918895882106,326814.988618171,3.360903550919198,3.2000000000000006,0.1861468554,0.7738483999999999,0.6747958047999998,384.7002196494987,6889886297.6684885,0.016942130369368553,0.5677459803033585,0.009618826414984452
China,14399.447659999994,14400.88606,1378665000,0.5677800000000001,8123.180873,4,0.2,1.5,0.06,0.8,0.05,0.8,0.8166666666666667,0.2292163791392399,1.0,0.195861919520056,1.2091846479664152,45.4855298712923,62709308040.00521,5.472474003627922e-07,754.4708372211687,5.407098925467949,0.44824216000000006,71997.23829999998,45.4855298712923,55.00040442498446,55.00040442498445,45.4855298712923,5.472474003627922e-07,0.0015317549939861076,1.0,5.407098925467948,9.625314332656918,5.407098925467949,314101.6299549191,3.3979114557550885,3.2,0.22259948206360686,2.8398231549999995,2.47632579116,64.34103089292113,88704727355.9891,0.0044682985356204385,0.7069443749975208,0.0031588385155665285
Colombia,13124.32484,13124.32484,48653419,0.76708,5805.605335,4,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,1.0,0.2797792564799715,1.0,0.10494021618800002,1.2716902857214145,176.51749979470694,8588179878.344288,3.0799221655461162e-06,149.84874360770254,40.31857079112533,0.145318898,65621.6242,176.51749979470696,224.4755897487605,224.4755897487605,176.51749979470694,3.0799221655461162e-06,0.016674274589893328,0.9999999999999997,40.31857079112533,55.81219612463932,40.31857079112533,234547.85399609365,3.3757104516383802,3.2000000000000006,0.10893280159999999,1.41792,1.23642624,315.0649930058744,15328989116.946877,0.02400618674460319,0.5602574189872493,0.0134496442252573
Comoros,1411.152339,1411.152339,795601,0.28412,775.0800847,4,0.2,1.5,0.06,0.8,0.05,0.26666666666666666,0.16666666666666666,0.197958724460889,1.0,0.04162310617999998,1.170544053460098,3.483138421345033,2771188.4111605296,1.774315920590951e-06,1.411647520738081,0.04278826791943563,0.125104594,5644.609355999999,3.483138421345033,4.077166966483821,4.077166966483821,3.483138421345033,1.774315920590951e-06,0.001183902044641268,1.0000000000000002,0.04278826791943563,0.9627360281873019,0.04278826791943563,28514.07217020745,2.7178261356763698,1.8000000000000003,0.04138180279999999,1.9758310806870103,1.7980062834251793,6.399763351896065,5091658.122531861,0.004535132866258223,0.5442605030564263,0.002468293695217433
"Congo, Dem. Rep.",743.8943424,742.3079048999998,78736153,0.43015,444.50531680000006,4,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.2370560018580905,1.0,0.083440882175,1.2188759599243602,6.258033415400243,492733476.4740662,8.873800575607156e-06,698.688919812493,0.27322295395593743,0.05676833400000001,3719.4717119999996,6.258033415400243,7.627766486434693,7.627766486434695,6.258033415400243,8.873800575607156e-06,0.003973334615014893,0.9999999999999998,0.27322295395593743,1.8214863597062498,0.27322295395593743,15690.265940731579,3.393758380321653,1.6000000000000005,0.079148822,3.0999999999999988,2.9016,12.250379326562326,964547740.9642483,0.016467902265581643,0.5108440521373111,0.008412529923550932
"Congo, Rep.",5301.395941,5301.397271,5125821,0.65798,1528.24483,4,0.2,1.5,0.06,0.8,0.05,0.0,0.075,0.3727534239023239,1.0,0.15384201525799995,1.386624599888555,29.86409020672788,153077980.72754008,2.656298286338286e-06,13.6157095383768,0.0,0.116462276,26506.979704999994,29.864090206727873,41.41028213393976,41.41028213393976,29.86409020672788,2.656298286338286e-06,0.006783144964577049,1.0000000000000002,0.0,9.90803809895792,0.0,71111.29772464777,3.3874342098654235,0.0,0.15756214879999997,1.8343680960785826,1.8343680960785826,69.76471189699951,357601425.30059,0.01315968712267883,0.42806870973421585,0.0056332502871111025
Costa Rica,15401.492499999998,15401.4925,4857274,0.77675,11824.6381,4,0.2,1.5,0.06,0.8,0.05,0.9333333333333332,0.725,0.4818967549173638,1.0,0.196189450983,1.521547172942056,59.44950111429117,288762516.0754175,9.014640811058993e-07,4.378658043089578,12.89123782134611,0.26912722000000006,77007.46249999997,59.449501114291174,90.45522035326536,90.45522035326535,59.44950111429117,9.014640811058993e-07,0.005709060098694536,0.9999999999999998,12.89123782134611,19.051578208651712,12.891237821346108,159800.7492563533,3.3921285740292744,4.0,0.20864231119999999,1.9841686693238025,1.6667016822319938,117.2345740616926,569440448.4909339,0.007611896967887535,0.5070987086369839,0.0038599831226935424
Cote d'Ivoire,3424.7642100000003,3448.144013,23695919,0.54869,1526.197175,4,0.2,1.5,0.06,0.8,0.05,0.0,0.1875,0.5759764393620561,1.0,0.10944238212883546,1.6378481230714799,7.146065675727517,169332593.42071947,1.0310706484757562e-06,24.43216656955899,0.0,0.10841568399999998,17123.82105,7.146065675727517,11.704170254335837,11.704170254335837,7.146065675727517,1.0310706484757562e-06,0.0017744307847674672,0.9999999999999998,0.0,1.6504586528743421,0.0,29730.07206504161,3.3964323336621214,0.0,0.11073971036073096,3.393739601658168,3.393739601658168,14.060649169623229,333180003.8108093,0.0041055816714527125,0.508231560969884,0.0020865861815717573
Croatia,21527.96766999999,21408.55151,4170600,0.5928399999999999,12090.66656,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5708333333333333,0.23052247153165525,1.0,0.31920308009,1.2107992344426701,121.42831575478274,506428933.6868969,7.763138550144637e-07,3.2376945637233217,12.953478044577498,0.28301458,107639.83834999995,121.42831575478274,147.02531175555376,147.02531175555376,121.42831575478274,7.763138550144637e-07,0.0031122720097561743,0.9999999999999998,12.953478044577498,34.03833646750291,12.953478044577498,466938.5922977965,3.3951374491593493,3.2000000000000006,0.35458065799999994,2.4647497964000005,2.1492618224608,166.8435594447956,695837749.0204645,0.007750084076784368,0.7277974418602616,0.00564049136528561
Cyprus,31331.393,31195.50622,1170125,0.6684,23324.20174,4,0.2,1.5,0.06,0.8,0.05,0.0,0.2125,0.20174778291418224,1.0,0.3702294566799999,1.1752280731909783,56.508750195652574,66122301.32268797,2.625163807618998e-07,0.30717698003901805,0.0,0.24233095999999996,156656.96500000003,56.508750195652574,66.41066961086709,66.41066961086709,56.508750195652574,2.625163807618998e-07,0.002982042756649748,1.0,0.0,51.96901830557997,0.0,776499.0659978522,3.3941506313831717,0.0,0.38700596600000003,0.8649007619047622,0.8649007619047622,99.05895890891857,115911364.29329833,0.0031616519223680406,0.5704557247326868,0.001803582438726953
Czech Republic,31338.875210000013,31071.74837,10561633,0.7298,18266.54969,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.9,0.23979983157078166,1.0,0.4869977619340001,1.2222678718388493,51.50094388393684,543934068.4557354,1.7659426770384138e-07,1.8651238453917254,20.238309128543175,0.40017238000000005,156694.37605000008,51.50094388393685,62.94794907871149,62.947949078711495,51.50094388393684,1.7659426770384138e-07,0.0010323529401134555,0.9999999999999998,20.23830912854318,33.91522334205659,20.238309128543175,653438.2239703475,3.398394773404351,3.9999999999999996,0.4812709024000002,2.354,1.97736,66.66470060576577,704088101.8529757,0.0021272205897323827,0.7725369410791679,0.0016433564873924785
Denmark,45991.22478000002,45686.48453,5731118,0.8784700000000001,53417.66428000001,4,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.9166666666666669,0.2301060640275852,1.0,0.4512621439769999,1.2102844730608668,2.2783359632197646,13057412.248856133,4.20375981266266e-09,0.024092243530027594,0.3525242977072203,0.6707697200000001,229956.1239000001,2.2783359632197646,2.7574346407010553,2.7574346407010557,2.2783359632197646,4.20375981266266e-09,5.461344086676206e-05,1.0,0.3525242977072203,0.5244163106388402,0.3525242977072203,999348.3868918504,3.3999170136021646,3.200000000000001,0.48524766239999995,1.3,1.1336,2.821468126060003,16170166.763688754,6.134796669487613e-05,0.8075001599969561,4.9538492921600414e-05
Dominica,10151.342519999998,10174.03854,73543,0.6982,7144.454673,4,0.2,1.5,0.06,0.8,0.05,0.0,0.0,1.471708262030755,1.0,0.14597510012200005,2.7451484148658505,224.1530596935562,16484888.469043203,1.1489684954022276e-05,0.8449859005736602,0.0,0.43999999999999995,40605.37007999999,224.1530596935562,615.3334165050961,615.3334165050961,224.1530596935562,1.1489684954022276e-05,0.11509236986532795,1.0,0.0,23.73327830695948,0.0,27590.63812278268,2.554681980798765,0.0,0.22673247580000006,1.1842881578295288,1.1842881578295288,799.5818724799369,58803649.647792004,0.07876612092485448,0.28033784582726473,0.022081124664243546
Dominican Republic,14098.875869999998,14098.875869999998,10648791,0.7984100000000001,6722.223536,4,0.2,1.5,0.06,0.8,0.05,0.6,1.0,0.3771503990888722,1.0,0.15637112543700007,1.3920601239861266,160.9346893039184,1713759871.0473626,2.173531976375897e-06,23.145487748243863,20.30833869505203,0.3039170199999999,70494.37934999997,160.9346893039184,224.03076354608143,224.03076354608146,160.9346893039184,2.173531976375897e-06,0.015838090101924905,0.9999999999999998,20.30833869505203,33.84723115842006,20.30833869505203,186913.17713119695,3.376372904114776,3.2,0.16835893340000008,1.5489973692170458,1.350725705957264,247.59625139457057,2636600733.4842405,0.017561417922787245,0.6499883919787304,0.011414717796498938
Ecuador,10424.264149999999,10462.44133,16385068,0.63976,5968.984138000002,4,0.2,1.5,0.06,0.8,0.05,0.8,0.4708333333333333,0.25747347179967145,1.0,0.20485937472000004,1.2441159590534048,198.37132218602116,3250327603.267865,4.0685457332837856e-06,66.6633985009647,12.400929333923436,0.15908827,52121.32074999997,198.37132218602116,246.7969277501537,246.7969277501537,198.37132218602116,4.0685457332837856e-06,0.007388698794421262,0.9999999999999998,12.400929333923438,33.01715543622093,12.400929333923436,202433.7512742021,3.3891837216846694,2.4000000000000004,0.21804457620000006,3.405685096709339,3.0787393274252426,294.6309864665811,4827548748.162011,0.028263960144043462,0.6732873706361556,0.01902976740914812
"Egypt, Arab Rep.",10319.25693,10319.25693,95688681,0.43222,3514.490097,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4708333333333333,0.4927783418827425,1.0,0.12267640883099996,1.534998949597764,8.20863715412158,785473662.0854876,2.1193759266275874e-07,20.28002869621466,1.221772815948755,0.04771350199999999,51596.28465,8.20863715412158,12.600249409205805,12.600249409205807,8.20863715412158,2.1193759266275874e-07,0.0007470771966384096,0.9999999999999998,1.221772815948755,3.8923735729340856,1.221772815948755,104704.85462666182,3.3988761663312563,2.4000000000000004,0.12022109019999996,2.9000000000000004,2.6216000000000004,15.116915795720624,1446517733.280572,0.0014649229007733045,0.5430100468274967,0.0007954678529475843
El Salvador,7989.997256000003,7989.9972560000015,6344722,0.67189,4223.584579,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.13424357530792413,1.0,0.21603768251200006,1.091779627028757,213.5552055926318,1354948411.1380942,6.3071159107506775e-06,40.01689707548985,24.18354194401091,0.1740103,39949.98628000001,213.55520559263184,233.15522271197315,233.1552227119731,213.5552055926318,6.3071159107506775e-06,0.007912011265968995,0.9999999999999998,24.18354194401091,82.72546624975145,24.18354194401091,297593.2828693207,3.387710505191359,2.4000000000000004,0.20973778440000004,2.46,2.22384,306.49824510859753,1944646158.7019112,0.038360244101264984,0.6967583305965278,0.026727819641272695
Estonia,28109.817039999994,27735.13851,1316481,0.6746800000000001,17574.68736,4,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.2800603915970392,1.0,0.39647444500000006,1.2720378238899652,64.09709702766382,84382610.39207588,3.5304507641437983e-07,0.46477713524307923,0.0,0.34059864000000006,140549.08519999997,64.0970970276638,81.53393182073344,81.53393182073344,64.09709702766382,3.5304507641437983e-07,0.004497984464085118,0.9999999999999998,0.0,41.34786253637222,0.0,501852.7768190332,3.3911826471146753,0.0,0.41693689999999994,0.9381249647231472,0.9381249647231472,113.20567280774577,149033117.34361395,0.004027264661547075,0.5662003982478709,0.002280238855217531
Ethiopia,1608.293476,1608.293476,102403196,0.19922,706.7577541,4,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5791666666666667,0.3781161653838428,1.0,0.11487223063082036,1.3932540006277314,4.776898227827068,489169645.496228,1.7091969929429734e-06,175.0272346709499,1.2105183203471135,0.15016708999999998,8041.46738,4.7768982278270675,6.655432566511583,6.655432566511583,4.776898227827068,1.7091969929429734e-06,0.0041061619634831055,0.9999999999999998,1.2105183203471135,2.8501412382273426,1.2105183203471135,21267.187484133992,3.393477738109181,3.2000000000000006,0.11764644148738254,1.7902401369303214,1.5610893994032404,7.50086622802201,768112674.5179186,0.00466386660143488,0.6368462098392526,0.0029701657683196795
Fiji,8447.264216000001,8862.740443,898760,0.54099,5153.351544,4,0.2,1.5,0.06,0.8,0.05,1.0,0.7,0.33613901941237423,1.0,0.191434908688,1.341362011522758,230.1305973868898,206832175.7074411,6.942279618551811e-06,6.239443229969626,76.19945012331178,0.6000000000000001,33789.05686400001,230.13059738688975,308.6884410238124,308.6884410238124,230.1305973868898,6.942279618551811e-06,0.04628405772308931,0.9999999999999999,76.19945012331178,136.44607890750152,76.19945012331178,100521.07881753442,2.6654022985488233,2.9999999999999996,0.19973563460000007,1.1360000000000001,0.9655999999999999,366.72626711878155,329598899.83567613,0.04341361389219526,0.6275268995453527,0.027243210523828342
France,38061.09426000001,38058.87305,66896109,0.7975,36854.96828,4,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.95,0.2234491797478895,1.0,0.4440338584000001,1.2020552578886434,62.54778017366767,4184203120.2057114,1.5991668262013736e-07,10.697803831475113,24.659716131870077,0.5603165199999999,190305.4713,62.54778017366767,75.18588802702027,75.18588802702027,62.54778017366767,1.5991668262013736e-07,0.001698326384561435,1.0,24.659716131870077,35.94662965823217,24.659716131870077,851672.2751666197,3.397461155753591,3.9999999999999996,0.4561506160000001,1.528,1.2835199999999998,80.78527338848866,5404220454.191137,0.0021225157857163676,0.7742473046155499,0.0016433521260948538
Gabon,16786.00072,16785.99801,1979786,0.87366,7179.340661,4,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.5541666666666667,0.3299123735952057,1.0,0.14961886197400004,1.3336646555108782,108.50256062900047,214811850.49744636,1.7365879589357524e-06,3.4380725288695775,14.623099518415135,0.21147534399999998,83930.00359999998,108.50256062900048,144.7060301433241,144.7060301433241,108.50256062900047,1.7365879589357524e-06,0.007006579472979228,1.0000000000000002,14.623099518415135,49.685064242024566,14.623099518415135,254400.89647252826,3.3900356806833942,0.8000000000000002,0.16140047460000007,2.007962056253177,1.9437072704530751,256.9704907100097,508746579.92080724,0.015308619068736087,0.4222374340696,0.006463872034732075
Georgia,9276.766242999996,9267.299004,3719300,0.5382600000000001,3853.649904,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.6291666666666667,0.3632651483124993,1.0,0.5705029109726998,1.3748952294862218,86.15537363996933,320437681.1791379,2.159826129971796e-06,8.0330413252041,0.919431398572822,0.008780484399999998,46383.83121499996,86.15537363996933,118.45461221219679,118.45461221219679,86.15537363996933,2.159826129971796e-06,0.01713424140190906,0.9999999999999998,0.9194313985728219,2.192021877392158,0.919431398572822,127685.8829713503,3.3743566917947043,2.4000000000000004,0.6317669984399997,1.3431918000000005,1.2142453872000003,131.30388976952,488358557.21977574,0.014154058249403283,0.6561524855904829,0.009287220501538443
Germany,44356.857729999996,44072.39216,82667685,0.7551,41936.05858,4,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.2730174463967501,1.0,0.4651170857469999,1.2633313616676707,41.156574268588706,3402318717.314796,8.368670726248905e-08,6.918186354662657,7.2498967206767,0.596566,221784.28864999997,41.1565742685887,51.994391012312775,51.99439101231278,41.156574268588706,8.368670726248905e-08,0.001130359720004317,0.9999999999999998,7.249896720676701,9.886222800922772,7.249896720676702,812344.7478433378,3.3983410875933844,3.2000000000000006,0.4950705503999999,1.26275525,1.1011225779999998,53.195684353311144,4397564077.478954,0.0011992662933229636,0.7736825791212315,0.0009278514388712699
