country,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Belarus,16742.2554956,9507120.0,0.77046,4989.25461056,1.5,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.516666666667,0.386444536754,1,0.435313789819,1.15868739143,21.0767610568,200379296.578,1.72109733572e-07,1.63626789024,0.0,0.86186926,83711.277478,21.0767610568,24.4213772886,24.4213772886,21.0767610568,1.72109733572e-07,0.00251239588056,5.0,0.0,0.0,216619.125169,3.39616105263,0.0,2.34227519986,0.94,0.94,25.3678066431,241174781.893,0.00151519648292,0.830846803323,0.00125889615424
Belgium,41945.6921229,11348159.0,0.97897,41096.1573022,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.216691517437,1,0.48314774691,1.07616904362,5.98922078448,67966629.7484,1.16930888265e-08,0.132695031204,0.0,2.8961435,209728.460615,5.98922078448,6.44541400368,6.44541400368,5.98922078448,1.16930888265e-08,0.000200879860258,5.0,0.0,0.0,967866.500246,3.39959144706,0.0,2.55087786,0.77,0.77,6.8346515875,77560712.9246,0.000162940489037,0.876302282245,0.000142785122413
Belize,7831.45448606,366954.0,0.43845,4810.56590199,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.075,0.961548126505,1,0.150881730148,1.43825000676,26.1957990367,9612653.23973,9.96171127717e-07,0.36554898,0.0,1.272667,39157.2724303,26.1957990367,37.6761081418,37.6761081418,26.1957990367,9.96171127717e-07,0.0179377661608,5.0,0.0,0.0,40723.1539961,3.36390120748,0.0,0.999139735417,0.903115762654,0.903115762654,46.9750894674,17237696.9804,0.00599825863139,0.557652988717,0.00334494685289
Benin,2009.96138386,10872298.0,0.44395,789.440410686,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.330253321946,1,0.0827798384973,1.13137237679,1.11370231784,12108503.4828,3.51380553063e-07,3.8203140843,0.0,0.41186028,10049.8069193,1.11370231784,1.26001203837,1.26001203837,1.11370231784,3.51380553063e-07,0.000639397376912,5.0,0.0,0.0,30430.6005465,3.39911316768,0.0,0.386564288883,1.69686980083,1.69686980083,2.15443735751,23423684.9732,0.00107187997481,0.51693418421,0.000554091400351
Bhutan,8105.79696745,797765.0,0.39377,2804.00022299,1.5,0.2,1.5,0.06,0.8,0.05,0.6,0.416666666667,0.185575394278,1,0.0440194671464,1.0610432386,40.2609386202,32118767.6983,9.91594478828e-07,0.791059369402,0.0,1.2077739,40528.9848373,40.2609386202,42.7185967025,42.7185967025,40.2609386202,9.91594478828e-07,0.00267552928357,5.0,0.0,0.0,218396.328861,3.39559012248,0.0,0.218691854431,1.69778115329,1.69778115329,49.2364335761,39279103.4318,0.00607422487558,0.817706232885,0.0049669315407
Bolivia,6707.95618416,10887882.0,0.68911,3104.95608914,1.5,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.45,0.421834200421,1,0.170332203809,1.17589059987,11.5792263325,126073249.96,4.08499060133e-07,4.44768956384,0.0,1.3671704,33539.7809208,11.5792263325,13.6159033982,13.6159033982,11.5792263325,4.08499060133e-07,0.00303557927481,5.0,0.0,0.0,79509.3922856,3.39494272811,0.0,1.0631863771,1.12770842336,1.12770842336,15.2705226395,166263648.578,0.00227647918685,0.75827308638,0.00172619289909
Bosnia and Herzegovina,11179.3499097,3516816.0,0.3994,4708.71826066,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.323932232357,1,0.143200371171,1.12829964282,19.5011449911,68581938.723,2.77383025062e-07,0.975505060667,0.0,0.49884081,55896.7495485,19.5011449911,22.003134928,22.003134928,19.5011449911,2.77383025062e-07,0.00215313122645,5.0,0.0,0.0,172556.923841,3.39561935147,0.0,0.773800359916,1.234047187,1.234047187,22.3095292135,78458509.2904,0.00199560165785,0.874117279863,0.00174438989285
Botswana,15513.4419328,2250260.0,0.5771,6788.04274538,1.5,0.2,1.5,0.06,0.8,0.05,0.6,0.708333333333,0.281178076714,1,0.0831001334421,1.10751649387,15.3789440302,34606622.5934,1.55790134489e-07,0.350568308035,0.0,1.5309666,77567.209664,15.3789440302,17.0324341718,17.0324341718,15.3789440302,1.55790134489e-07,0.00081170878166,5.0,0.0,0.0,275865.069462,3.39868538979,0.0,0.560991628245,1.63320170798,1.63320170798,20.4821600243,46090185.4162,0.00132028469975,0.750845809816,0.000991330234569
Brazil,14023.6916227,207652865.0,0.85933,8649.94849175,1.5,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.558333333333,0.265575010188,1,0.213762613761,1.09993171408,8.88789212355,1845596263.27,1.01666319864e-07,21.1113025938,0.0,0.72792381,70118.4581136,8.88789212355,9.776074418,9.776074418,8.88789212355,1.01666319864e-07,0.000495522083894,5.0,0.0,0.0,264025.06043,3.39929205211,0.0,1.03578129715,1.65132576999,1.65132576999,11.4882549305,2385569050.18,0.000819203333873,0.773650321767,0.000633776922843
Bulgaria,17709.075186,7127822.0,0.74266,7350.7958009,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.716666666667,0.323078471507,1,0.43909310688,1.1278846226,14.2955037729,101895806.294,1.07707969224e-07,0.767723232608,0.0,0.85743753,88545.37593,14.2955037729,16.1236788779,16.1236788779,14.2955037729,1.07707969224e-07,0.00107693883142,5.0,0.0,0.0,274067.707195,3.39827894553,0.0,2.366689173,1.1206612276,1.1206612276,17.26855002,123087150.74,0.000975124326854,0.827834633273,0.000807241689517
Burkina Faso,1594.57677663,18646433.0,0.30688,649.730483656,1.5,0.2,1.5,0.06,0.8,0.05,0.8,0.416666666667,0.405665091881,1,0.0372065918619,1.16803066237,1.21898706008,22729760.5437,3.28087270808e-07,6.11765731327,0.0,0.49080616,7972.88388314,1.21898706008,1.42381426321,1.42381426321,1.21898706008,3.28087270808e-07,0.000856128170276,5.0,0.0,0.0,19653.8574374,3.39865872399,0.0,0.181018396331,1.69686980083,1.69686980083,1.42144784249,26504931.9581,0.000891426404378,0.857567209744,0.000764458054295
Burundi,721.176561507,10524117.0,0.12359,285.727442065,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.462979312718,1,0.10226863015,1.19589157953,0.710186939224,7474090.44026,6.4686519373e-07,6.80768498204,0.0,0.23330115,3605.88280754,0.710186939224,0.849306580511,0.849306580511,0.710186939224,6.4686519373e-07,0.0017419422474,5.0,0.0,0.0,7788.43181214,3.39725085848,0.0,0.516335948504,1.23489442543,1.23489442543,0.852411205279,8970875.25647,0.00118197297413,0.833150637656,0.00098476153709
Cameroon,3045.91916487,23439189.0,0.54938,1032.64872204,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.566666666667,0.419737574603,1,0.018028650423,1.1748714127,1.83473162249,43004621.2639,2.34829420215e-07,5.50421116318,0.0,0.49901461,15229.5958243,1.83473162249,2.15557373325,2.15557373325,1.83473162249,2.34829420215e-07,0.00143873429969,5.0,0.0,0.0,36283.6132523,3.39784482751,0.0,0.0807097064271,0.91718404804,0.91718404804,2.68597980743,62957188.3565,0.000881828985616,0.683077220991,0.000602357292884
Canada,43087.7573653,36286425.0,0.82006,42157.927991,1.5,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.833333333333,0.335483893856,1,0.24114664264,1.13391500109,13.7902906462,500400347.262,2.84100964701e-08,1.0309008348,0.0,3.3152264,215438.786827,13.7902906462,15.6370174332,15.6370174332,13.7902906462,2.84100964701e-08,0.000723659497383,5.0,0.0,0.0,642173.263075,3.39896387461,0.0,1.52252264,0.75333822806,0.75333822806,17.290229713,627400623.713,0.000401279406733,0.79757706376,0.000320051250969
Central African Republic,647.880444823,4594621.0,0.40332,382.213174318,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.314743833051,1,0.00945003463381,1.12383308586,0.778083292643,3574997.83612,1.10747448323e-06,5.0884255176,0.0,0.155265746,3239.40222411,0.778083292643,0.874435747828,0.874435747828,0.778083292643,1.10747448323e-06,0.00121953111506,5.0,0.0,0.0,10292.1864829,3.39756387271,0.0,0.0461005231262,1.61964111059,1.61964111059,1.24265089151,5709509.88179,0.00191802500205,0.626147937414,0.00120096739894
Chad,1845.91467919,14452543.0,0.22618,664.295651899,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.753200994464,1,0.0357168332084,1.33697074131,1.30558887143,18869079.3047,3.71354861953e-07,5.36702211064,0.0,0.26443054,9229.57339594,1.30558887143,1.74553412128,1.74553412128,1.30558887143,3.71354861953e-07,0.00156090752876,5.0,0.0,0.0,12253.7987387,3.39685386454,0.0,0.172884459244,1.69686980083,1.69686980083,2.00392247348,28961775.7166,0.00108559864444,0.651516657312,0.000707285600007
Chile,22706.720537,17909754.0,0.89697,13792.9260544,1.5,0.2,1.5,0.06,0.8,0.05,0.8,0.925,0.347394111819,1,0.166982123967,1.13970465663,87.3417390294,1564269059.95,6.53214609885e-07,11.6989129722,0.0,0.8280141,113533.602685,87.3417390294,99.5437866899,99.5437866899,87.3417390294,6.53214609885e-07,0.0212437623175,5.0,0.0,0.0,326814.988575,3.36877509305,0.0,0.93073427567,0.3869242,0.3869242,152.071184992,2723557513.7,0.0066971883828,0.574347724284,0.00384651490677
China,14400.8860587,1378665000.0,0.56778,8123.18087255,1.5,0.2,1.5,0.06,0.8,0.05,0.8,0.841666666667,0.229216379139,1,0.19586191952,1.08225748257,21.4894748747,29626786878.2,2.35115077699e-07,324.144928596,0.0,2.2412108,72004.4302934,21.4894748747,23.2571449797,23.2571449797,21.4894748747,2.35115077699e-07,0.0012211103332,5.0,0.0,0.0,314133.006393,3.39819047512,0.0,1.11299741032,1.4199115775,1.4199115775,27.646584238,38115378058.5,0.00191978355535,0.777292221337,0.00149223282423
Colombia,13124.3248436,48653419.0,0.76708,5805.60533452,1.5,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.716666666667,0.27977925648,1,0.104940216041,1.10683651577,61.6541145559,2999683468.56,8.4738208802e-07,41.2280357815,0.0,0.72659449,65621.624218,61.6541145559,68.2410253383,68.2410253383,61.6541145559,8.4738208802e-07,0.00943726743167,5.0,0.0,0.0,234547.854061,3.38562109935,0.0,0.54466400711,0.70896,0.70896,86.6939949079,4217959259.04,0.00660559655,0.711169379395,0.00469769799899
Comoros,1411.15233854,795601.0,0.28412,775.080084705,1.5,0.2,1.5,0.06,0.8,0.05,0.266666666667,0.166666666667,0.197958724461,1,0.0416231060007,1.0670628779,0.893036470543,710500.709001,2.79919157606e-07,0.222703961711,0.0,0.500418376,5644.60935416,0.893036470543,0.952926066327,0.952926066327,0.893036470543,2.79919157606e-07,0.000475029881513,4.0,0.0,0.0,28514.0721609,2.71912132802,0.0,0.165527210688,0.987915540342,0.987915540342,1.00963776831,803268.818105,0.000715470428483,0.884511751218,0.000632842001642
"Congo, Dem. Rep.",742.307904932,78736153.0,0.43015,444.505316816,1.5,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.237056001858,1,0.0834408819573,1.08606838807,1.4252982873,112222504.019,1.25642240925e-06,98.9258670472,0.0,0.28384167,3711.53952466,1.4252982873,1.5479714134,1.5479714134,1.4252982873,1.25642240925e-06,0.00154752949853,5.0,0.0,0.0,15656.8047026,3.39749010345,0.0,0.395744109312,1.55,1.55,1.72895865205,136131552.958,0.00232916642886,0.824368058546,0.00192009040699
"Congo, Rep.",5301.39727121,5125821.0,0.65798,1528.24483012,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.372753423902,1,0.153842015674,1.15203202814,6.38712048349,32739236.3038,3.21431675903e-07,1.64760123441,0.0,0.58231138,26506.986356,6.38712048349,7.35816736458,7.35816736458,6.38712048349,3.21431675903e-07,0.00240695698356,5.0,0.0,0.0,71111.3155677,3.39515212679,0.0,0.787810745794,0.91718404804,0.91718404804,8.44204447191,43272408.8371,0.00159241876057,0.756584557774,0.00120479944376
Costa Rica,15401.4925047,4857274.0,0.77675,11824.638102,1.5,0.2,1.5,0.06,0.8,0.05,0.933333333333,0.75,0.481896754917,1,0.196189451166,1.20508750477,21.4323731854,104102909.032,2.1805520641e-07,1.05915388466,0.0,1.3456361,77007.4625234,21.4323731854,25.8278851234,25.8278851234,21.4323731854,2.1805520641e-07,0.00322098047873,5.0,0.0,0.0,159800.749305,3.39548439654,0.0,1.04321155668,0.99208433466,0.99208433466,28.3578789008,137741987.88,0.00184124226221,0.755781956063,0.00139157767852
Cote d'Ivoire,3448.14401279,23695919.0,0.54869,1526.19717484,1.5,0.2,1.5,0.06,0.8,0.05,0.4,0.45,0.575976439362,1,0.109442382129,1.25082041811,1.42821304924,33842820.7295,1.41735916084e-07,3.35856278692,0.0,0.54207842,17240.7200639,1.42821304924,1.7864380434,1.7864380434,1.42821304924,1.41735916084e-07,0.000684888949482,5.0,0.0,0.0,29933.0300438,3.39878661545,0.0,0.553698551804,1.69686980083,1.69686980083,1.95268149975,46270582.6509,0.000566299288113,0.731411164298,0.00041419762166
Croatia,21408.5515146,4170600.0,0.59284,12090.6665636,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.558333333333,0.230522471532,1,0.319203080089,1.08289238489,41.6429119631,173675928.633,2.22492099347e-07,0.927925549537,0.0,1.4150729,107042.757573,41.6429119631,45.0947922496,45.0947922496,41.6429119631,2.22492099347e-07,0.00170337871814,5.0,0.0,0.0,464348.472674,3.3973130442,0.0,1.77290329,1.2323748982,1.2323748982,47.4214546007,197775918.558,0.0022150706725,0.878144972855,0.00194515317558
Cyprus,31195.5062212,1170125.0,0.6684,23324.2017354,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.201747782914,1,0.37022945668,1.06890477058,17.8241117389,20856438.7485,7.43772385158e-08,0.0870306662183,0.0,1.2116548,155977.531106,17.8241117389,19.052278069,19.052278069,17.8241117389,7.43772385158e-08,0.00188939917041,5.0,0.0,0.0,773131.326913,3.39615249286,0.0,1.93502983,0.432450380952,0.432450380952,27.8789266471,32621829.0429,0.000893684059793,0.63933995611,0.000571367927564
Czech Republic,31071.7483717,10561633.0,0.7298,18266.5496886,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.9,0.239799831571,1,0.486997761933,1.0874021864,16.1683556029,170764238.091,4.98782134804e-08,0.526795385476,0.0,2.0008619,155358.741858,16.1683556029,17.5815052331,17.5815052331,16.1683556029,4.98782134804e-08,0.000531128227789,5.0,0.0,0.0,647868.436106,3.39916381886,0.0,2.406354512,1.177,1.177,18.5876295941,196315722.113,0.000598216404553,0.869844942898,0.000520355514259
Denmark,45686.4845315,5731118.0,0.87847,53417.6642756,1.5,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.916666666667,0.230106064028,1,0.451262143978,1.08268996576,0.513363996287,2942149.63967,8.96215596203e-10,0.00513631733528,0.0,3.3538486,228432.422658,0.513363996287,0.555814047562,0.555814047562,0.513363996287,8.96215596203e-10,2.08210567669e-05,5.0,0.0,0.0,992726.652479,3.39996835224,0.0,2.426238312,0.65,0.65,0.595309177744,3411787.14413,1.30303126592e-05,0.862348533299,1.12366710101e-05
Djibouti,3139.27353523,942333.0,0.7743,1862.16727373,1.5,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.260598620673,1,0.0997042200049,1.09751264994,1.83396022249,1728201.23834,1.8794733094e-07,0.177108972206,0.0,0.19268074,15696.3676762,1.83396022249,2.01279454367,2.01279454367,1.83396022249,1.8794733094e-07,0.000824409793639,5.0,0.0,0.0,60231.9675968,3.39865651085,0.0,0.647745423723,0.895120068464,0.895120068464,2.24931447367,2119603.25591,0.000716507959062,0.815341849242,0.000584198924339
Dominica,10174.0385414,73543.0,0.6982,7144.45467278,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.0,1.47170826203,1,0.145975100282,1.68624307144,57.6675063911,4241041.42252,1.68031191871e-06,0.123575179438,0.0,1.76,40696.1541656,57.6675063911,97.2414330992,97.2414330992,57.6675063911,1.68031191871e-06,0.0262515060953,4.0,0.0,0.0,27652.3243197,2.66726626856,0.0,0.906929903566,1.28868019733,1.28868019733,117.32483924,8628420.65222,0.0115317863956,0.491520012,0.00566810378755
Dominican Republic,14098.8758698,10648791.0,0.79841,6722.22353581,1.5,0.2,1.5,0.06,0.8,0.05,0.6,0.508333333333,0.377150399089,1,0.156371125704,1.15416943418,44.1818633126,470483428.407,5.09324039764e-07,5.42368525072,0.0,1.5195851,70494.379349,44.1818633126,50.9933561804,50.9933561804,44.1818633126,5.09324039764e-07,0.00757752694795,5.0,0.0,0.0,186913.177129,3.3876590813,0.0,0.841794668456,0.774498684608,0.774498684608,58.0119260418,617756875.926,0.00411464903851,0.761599662815,0.00313371532033
Ecuador,10462.4413269,16385068.0,0.63976,5968.98413849,1.5,0.2,1.5,0.06,0.8,0.05,0.8,0.458333333333,0.2574734718,1,0.204859374659,1.09599348921,74.6165135906,1222596649.11,1.31476807305e-06,21.5425642811,0.0,0.79544135,52312.2066346,74.6165135906,81.7792130827,81.7792130827,74.6165135906,1.31476807305e-06,0.00529865485056,5.0,0.0,0.0,203175.132059,3.39213302204,0.0,1.09022288084,1.70284254836,1.70284254836,95.7346645734,1568618988.99,0.00915031794034,0.779409568343,0.00713184535608
"Egypt, Arab Rep.",10319.2569275,95688681.0,0.43222,3514.49009689,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.458333333333,0.492778341883,1,0.122676409209,1.21037713427,2.60283530534,249061877.228,4.38527661349e-08,4.19621334965,0.0,0.23856751,51596.2846375,2.60283530534,3.15041233784,3.15041233784,2.60283530534,4.38527661349e-08,0.000418249615789,5.0,0.0,0.0,104704.854601,3.39935597541,0.0,0.601105452802,1.45,1.45,3.12764749741,299280463.661,0.000303088441289,0.832202256644,0.000252230884803
El Salvador,7989.99725603,6344722.0,0.67189,4223.58457943,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.508333333333,0.134243575308,1,0.216037682101,1.0360904165,80.1581810833,508581374.999,1.79060454921e-06,11.3608880767,0.0,0.8700515,39949.9862802,80.1581810833,83.0511232245,83.0511232245,80.1581810833,1.79060454921e-06,0.00514033805391,5.0,0.0,0.0,297593.28287,3.39189000256,0.0,1.0486889202,1.23,1.23,87.0155487519,552089466.508,0.0108905605301,0.921193766321,0.010032316472
Estonia,27735.1385141,1316481.0,0.67468,17574.6873553,1.5,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.280060391597,1,0.396474445,1.10697317788,13.9503180169,18365328.6132,5.8970637751e-08,0.077633724157,0.0,1.7029932,138675.69257,13.9503180169,15.4426278677,15.4426278677,13.9503180169,5.8970637751e-08,0.00169577896083,5.0,0.0,0.0,495163.531622,3.39656095959,0.0,2.0846845,0.469062482362,0.469062482362,18.5331571669,24398549.2802,0.000668219383777,0.752722155827,0.000502983535122
Ethiopia,1608.29347612,102403196.0,0.19922,706.757754078,1.5,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.591666666667,0.378116165384,1,0.114872230631,1.15463890117,1.7210400918,176240005.844,4.4315598626e-07,45.3805893195,0.0,0.75083545,8041.4673806,1.7210400918,1.98717984046,1.98717984046,1.7210400918,4.4315598626e-07,0.00209150118152,5.0,0.0,0.0,21267.1874857,3.39662264605,0.0,0.588232207438,0.895120068464,0.895120068464,1.94481383978,199155152.818,0.0012092406446,0.884938217015,0.00107010325998
Fiji,8862.74044256,898760.0,0.54099,5153.35154432,1.5,0.2,1.5,0.06,0.8,0.05,1.0,0.675,0.336139019412,1,0.191434908248,1.13423346305,79.6187941571,71558187.4367,1.72949325453e-06,1.55439935744,0.0,2.4,35450.9617702,79.6187941571,90.3063006205,90.3063006205,79.6187941571,1.72949325453e-06,0.0213359477124,4.0,0.0,0.0,105465.178759,2.69116510904,0.0,0.798942536808,0.568,0.568,98.184106601,88243947.6487,0.0110783010331,0.810913261967,0.00898354122781
France,38058.8730457,66896109.0,0.7975,36854.9682805,1.5,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.95,0.223449179748,1,0.444033858401,1.07945399921,17.505970615,1171081318.41,4.03396716426e-08,2.69856707123,0.0,2.8015826,190294.365228,17.505970615,18.8968899904,18.8968899904,17.505970615,4.03396716426e-08,0.000676898577209,5.0,0.0,0.0,851622.572268,3.39896582544,0.0,2.28075308,0.764,0.764,20.3898687069,1364002879.51,0.00053574546683,0.85856220394,0.000459970808752
Gabon,16785.9980144,1979786.0,0.87366,7179.34066115,1.5,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.591666666667,0.329912373595,1,0.149618862052,1.13120663898,21.0314006866,41637672.6396,2.00077612022e-07,0.396110855194,0.0,1.05737672,83929.9900719,21.0314006866,23.7908600836,23.7908600836,21.0314006866,2.00077612022e-07,0.00229986262076,5.0,0.0,0.0,254400.855468,3.39654134567,0.0,0.80700237359,1.00398102813,1.00398102813,29.6063564629,58614250.0362,0.00176375312552,0.710367745283,0.00125291333101
Georgia,9267.29900371,3719300.0,0.53826,3853.64990353,1.5,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.616666666667,0.363265148312,1,0.570502910751,1.14741969884,29.6586983457,110309596.757,6.19047571718e-07,2.30242363349,0.0,0.043902422,46336.4950186,29.6586983457,34.0309747239,34.0309747239,29.6586983457,6.19047571718e-07,0.00892301937285,5.0,0.0,0.0,127555.575408,3.38594348708,0.0,3.15883499158,0.6715959,0.6715959,37.5758799557,139755970.319,0.00405467439225,0.789301498214,0.00320036057257
