province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,assets,eff_prod_k_gar,protection,gdp_pc_pp_nat,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Abra,51167,92.82897218628722,203.89142050304676,0.27193649999999997,173.68948702635626,0.02968233433951416,0.06316269830617667,0.17353081756401578,0.20345720788135574,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14533744227769949,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,32475558.338250034,0.17731872965773066,1,234.60257722888613,0.21858467824697989,1.2018342573076888,4.241025107040294,217000.5316519307,3.59101613347833e-05,1.8374152250168572,0.0,0.5134464320232001,521.0684610790688,4.241025107040294,5.097009259743032,5.097009259743032,4.241025107040294,3.59101613347833e-05,0.04768607071000806,3.0,0.0,0.0,1904.0919931743128,1.784073477711749,0.10811633062071271,0.6373020333247934,0.4305081310338128,0.42745334661519374,8.779901161631326,449241.20273719006,0.050549410398679065,0.48303790999081153,0.02441728155024573
Agusan del Norte,141357,82.34842550798723,234.81632362665314,0.2767785,192.61648748721595,0.05712460063897764,0.2491000860787229,0.14733560328849124,0.2265208726341895,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11832981686458785,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,99495609.79134291,0.17731872965773066,1,234.60257722888613,0.23713168275577798,1.2018342573076888,1.5889450110172547,224608.49992236609,1.2684487616854437e-05,1.7930411160556925,0.0,0.6809816697184002,770.4659499488637,1.5889450110172545,1.9096485472186795,1.9096485472186795,1.5889450110172547,1.2684487616854437e-05,0.016183852070331035,4.0,0.0,0.0,2815.4420309243374,2.3963076359898934,0.5878961975458151,0.8865145372222046,0.5905099624724333,0.5742901076244833,3.101310142375903,438391.8977958305,0.016100958868236752,0.512346375586922,0.00824926791961521
Agusan del Sur,141595,83.30408110359977,216.087522244498,0.37295759999999994,166.5649287168474,0.07623700505595637,0.1391886108170207,0.12644386776901576,0.11333413685486968,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.18652720232252248,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,86183597.91633473,0.17731872965773066,1,234.60257722888613,0.13448785819978615,1.2018342573076888,0.9117119905026823,129093.85929522727,8.921107338119583e-06,1.2631841935410424,0.0,0.4569025786636802,499.6947861505421,0.9117119905026823,1.0957267029843056,1.0957267029843056,0.9117119905026823,8.921107338119583e-06,0.009826306765562313,3.0,0.0,0.0,1825.9881616512187,1.590634921283389,0.23142066203245595,0.4003607897661343,0.4806186081699383,0.47343746034916034,2.18117763244704,308843.84686633863,0.013095059381647744,0.4179907115037863,0.005473613188119272
Aklan,123269,79.44585903031265,211.61951034517918,0.2044606,184.5952062931508,0.07756705284875416,0.12851680008157856,0.18418347295253293,0.2395421529618196,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.08799550286835289,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,83150991.309774,0.17731872965773066,1,234.60257722888613,0.25521758726123794,1.2018342573076888,1.1023044733533176,135879.97012579013,8.81954107949152e-06,1.08717600932784,0.0,0.7349523449254404,738.3808251726035,1.1023044733533176,1.3247872780595276,1.3247872780595276,1.1023044733533176,8.81954107949152e-06,0.009419503817420988,4.0,0.0,0.0,2698.1963448969004,2.690645899188957,0.35429875257752086,0.9863891706201952,0.7218030327763378,0.7092387264661375,2.1563450591874114,265810.499100973,0.011681479180791815,0.5111911327256249,0.0059714685743397725
Albay,267030,76.58221031242061,224.00858474710728,0.33910619999999997,174.01538713278356,0.08152311956797828,0.17277507678010856,0.20180436413230068,0.21355415229826646,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14923681609161135,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,169801236.05770588,0.17731872965773066,1,234.60257722888613,0.23120479438060665,1.2018342573076888,8.638880059959035,2306840.142410862,8.309437986330417e-05,22.18869225489811,0.0,0.6344666567948803,696.0615485311342,8.638880059959035,10.382502000831067,10.382502000831067,8.638880059959035,8.309437986330417e-05,0.09526147795132853,4.0,0.0,0.0,2543.552949971253,2.144214081790583,0.4254929169820213,0.9017255708094915,0.6329801126686511,0.6202665983495355,20.31626746216236,5425052.900421215,0.11674983343087875,0.42521984296812143,0.049644345838032594
Antique,121378,73.00738257920132,204.4395375188618,0.23561100000000001,173.47267606137342,0.023393244282816982,0.1722569519292951,0.2431943617591732,0.3512885692024434,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.09915880014892076,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,76942128.24189499,0.17731872965773066,1,234.60257722888613,0.3609085479250696,1.2018342573076888,1.0996024233911654,133467.54294637285,1.0112795295433691e-05,1.2274708673691508,0.0,0.7117048761664003,693.8907042454939,1.0996024233911652,1.321539861850056,1.321539861850056,1.0996024233911654,1.0112795295433691e-05,0.010682194580641811,4.0,0.0,0.0,2535.620235689993,2.5561583804424983,0.41154907472100233,1.3744520271867482,0.6868279085079493,0.6737554368537242,2.472540914922455,300112.07117145776,0.014253200971245106,0.44472567339725977,0.006338764400003457
Apayao,24614,67.65457836874164,181.0193100789096,0.5469357,119.01609118569668,0.0,0.04779411764705882,0.0970280339888075,0.11781716855981995,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3109050533392038,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,10704860.657431092,0.17731872965773066,1,234.60257722888613,0.12774154918877045,1.2018342573076888,4.856493377968176,119537.7280053087,7.951248844384869e-05,1.9571203905568915,0.0,0.35952299980176017,357.04827355709006,4.856493377968176,5.836700112030092,5.836700112030092,4.856493377968176,7.951248844384869e-05,0.08913526564242961,3.0,0.0,0.0,1304.728283590366,1.4606181166343297,0.0433076169117647,0.3552928460526631,0.39658009457824556,0.3955638490375676,19.44050830471038,478508.6714121413,0.16334352868620117,0.24981308625512952,0.04080535102090319
Aurora,47135,67.26519313472515,202.1915723228324,0.27132540000000005,165.58261851906752,0.0,0.07072148139521342,0.08244081427735074,0.1351519451347849,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11022144471797267,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,28520123.19845494,0.17731872965773066,1,234.60257722888613,0.14947411814742156,1.2018342573076888,5.101441195505335,240456.430750144,5.6069240972656415e-05,2.64282367324616,0.0,0.6850513051609601,662.3304740762702,5.101441195505336,6.131086790399003,6.131086790399003,5.101441195505335,5.6069240972656415e-05,0.06504876112320501,4.0,0.0,0.0,2420.2926231848905,2.361814977225359,0.15459884150119377,0.5519054363978529,0.5796238848295543,0.5759085342861578,13.708721310332242,646160.5789625102,0.08279082329377238,0.37213107481150604,0.030809038056840987
Basilan,52418,102.81856749049429,142.411081804131,0.3211191,129.69716924099885,0.0,0.042012083743150214,0.10088407543954113,0.09404484786987756,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2545699805867445,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,24843002.517119274,0.17731872965773066,1,234.60257722888613,0.11322480576091679,1.2018342573076888,0.04472175347471176,2344.224873637441,5.734477792098693e-07,0.030058985690622937,0.0,0.6478903863558401,518.7886769639956,0.04472175347471175,0.05374813537277776,0.05374813537277776,0.04472175347471176,5.734477792098693e-07,0.0005854078695242083,4.0,0.0,0.0,1895.7611902109415,2.2553022472533106,0.08556360366727554,0.44975325652255654,0.6595841382060074,0.6570618332953154,0.1402058535989593,7349.310433950248,0.00108102477810008,0.31897208516437947,0.0003448167275849431
Bataan,159358,109.54218999437886,289.07467826880884,0.0446542,281.05779863090487,0.0,0.16199209153847166,0.03139821189272194,0.2760261249819631,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.017403960624023496,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,163667576.04902256,0.17731872965773066,1,234.60257722888613,0.29363243706391595,1.2018342573076888,11.758309021862374,1873780.609105944,4.666803179456382e-05,7.436924210718102,0.0,0.8542154777100802,1124.2311945236197,11.758309021862372,14.131538590484261,14.131538590484261,11.758309021862374,4.666803179456382e-05,0.11131496427812858,4.0,0.0,0.0,4108.173447182385,3.8305007977657666,0.4642753928534834,1.1458313926721826,0.4250944436970026,0.4153192634773097,11.41016055996539,1818300.3665149647,0.04059720319289066,1.0305121439849432,0.041835910902098136
