country,hazard,rp,gdp_pc_pp,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid
Albania,earthquake,20.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,148.79183073172544,0.0072937292580642,0,0,87.15823135086856,125.26225789392723,37.19795768293136
Albania,earthquake,50.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,315.2677742890509,0.015454328225874402,0,0,87.15823135086856,265.41210666224583,78.81694357226273
Albania,earthquake,100.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,544.1194476488279,0.026672566065495614,0,0,87.15823135086856,458.07374128878246,136.02986191220697
Albania,earthquake,250.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1078.4012009144362,0.05286289141251955,0,0,87.15823135086856,907.8654969009834,269.60030022860906
Albania,earthquake,500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1725.3944473347067,0.08457829909302526,0,0,87.15823135086856,1452.5448283546623,431.34861183367667
Albania,earthquake,1000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,2628.194122234461,0.1288332583243534,0,0,87.15823135086856,2212.5779911144123,657.0485305586152
Albania,earthquake,1500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,3290.8670182816054,0.16131727755212827,0,0,87.15823135086856,2770.457431106235,822.7167545704012
Albania,earthquake,2000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,2.321472504290513e-11,1.1379786002407858e-15,0,0,87.15823135086856,1.9543605727279782e-11,5.803681260726282e-12
Albania,flood,20.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,274.3678790001878,0.01338774610088443,0,0,87.15823135086856,230.23527320463464,68.59196975004696
Albania,flood,50.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,613.4505782153493,0.02993324370372896,0,0,87.15823135086856,514.775862202351,153.36264455383733
Albania,flood,100.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,741.1692924714862,0.03616526228047861,0,0,87.15823135086856,621.9507734101103,185.29232311787155
Albania,flood,250.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1306.2413910201508,0.06373788416184066,0,0,87.15823135086856,1096.129928286979,326.5603477550377
Albania,flood,500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1526.17323419747,0.0744694307506287,0,0,87.15823135086856,1280.685307673406,381.54330854936745
Albania,flood,1000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1778.7316282167371,0.08679298577863823,0,0,87.15823135086856,1492.6191938813827,444.6829070541843
Albania,flood,1500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1900.5206711388116,0.0927356667894476,0,0,87.15823135086856,1594.8182328967173,475.1301677847029
Albania,flood,2000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1.1722908869944656e-11,5.717648576819556e-16,0,0,87.15823135086856,9.834201461656946e-12,2.930727217486164e-12
Albania,surge,20.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0,0,87.15823135086856,0.0,0.0
Albania,surge,50.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0,0,87.15823135086856,0.0,0.0
Albania,surge,100.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.25,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0,0,87.15823135086856,0.0,0.0
