country,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,11424.6283187,2876101.0,0.58376,4146.89625046,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,1.0,0.183943312586,1.1183474946,109.247878443,314207932.438,1.78118747096e-06,5.12287506641,0.0,0.086087198,57123.1415934,109.247878443,122.177091147,122.177091147,109.247878443,1.78118747096e-06,0.0044676867198,1.0,0.0,50.3124920963,0.0,308307.134608,3.39099980367,0.0,0.191790901534,2.08336906918,2.08336906918,147.98921189,425631920.306,0.0129535252931,0.738215151281,0.00956248863385
Algeria,13974.6662247,40606052.0,0.71304,3843.75232202,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.288910450329,1.0,0.145444582109,1.21624346508,58.6793964216,2382738622.43,9.31877860907e-07,37.8398808776,30.7815978347,0.15218446,69873.3311234,58.6793964216,71.3684324324,71.3684324324,58.6793964216,9.31877860907e-07,0.00886564477349,1.0,30.7815978347,78.1596909979,30.7815978347,241851.172375,3.38701467529,0.0,0.15626269646,0.943423586912,0.943423586912,104.749901089,4253479930.62,0.00749569967575,0.560185697662,0.00419898375233
Angola,6024.72613816,28813463.0,0.44819,3110.80818263,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.432397390525,1.0,0.127358535734,1.3517904141,7.77599555684,224053360.265,4.97769746812e-07,14.3424701823,0.0,0.18571632,30123.6306908,7.77599555684,10.5115162538,10.5115162538,7.77599555684,4.97769746812e-07,0.00135713673424,1.0,0.0,1.17390143154,0.0,69666.5413596,3.39782268509,0.0,0.130048432798,3.08958459515,3.08958459515,15.8383188234,456356813.399,0.00262888610372,0.490960918489,0.00129068033609
Antigua and Barbuda,20777.613083,100963.0,0.23393,14353.3788139,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.416666666667,0.400510641609,1.0,0.139014907013,1.32166814984,1642.0086002,165782114.302,1.880604517e-05,1.8987147385,20.7956742746,0.153,83110.4523321,1642.0086002,2170.19046864,2170.19046864,1642.0086002,1.880604517e-05,0.0557421055739,1.0,20.7956742746,74.8644273885,20.7956742746,207511.221171,2.64974680723,0.0,0.163904959972,2.41182279835,2.41182279835,3832.3483267,386925384.108,0.184446033882,0.428460165992,0.0790277782936
Argentina,10405.0,43847430.0,0.91893,12449.2168521,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.375,0.269549514885,1.0,0.154097673055,1.19795388607,47.6036763095,2087298864.72,1.08015662288e-06,47.3620919106,4.04038074945,0.050750804,52024.9999999,47.6036763095,57.0270090259,57.0270090259,47.6036763095,1.08015662288e-06,0.00303831805133,1.0,4.04038074945,14.6922936344,4.04038074945,193007.21065,3.39536372916,0.0,0.161626621754,2.27239534446,2.27239534446,78.0082258545,3420460222.58,0.00749718653095,0.610239186804,0.00457507701197
Armenia,8174.36673173,2924816.0,0.62558,3606.15205715,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.366695721222,1.0,0.353665438477,1.28972441138,57.9477802371,169486594.802,1.60377436099e-06,4.69074491142,1.66021405917,0.0209314598,40871.8336587,57.9477802371,74.7366667572,74.7366667572,57.9477802371,1.60377436099e-06,0.0110167469849,1.0,1.66021405917,9.76596505393,1.66021405917,111459.80521,3.38129832025,0.0,0.402563319538,1.23018985454,1.23018985454,80.6471372772,235878037.463,0.00986585749379,0.718534869228,0.00708896262412
Australia,44414.029479,24127159.0,0.89554,49927.8195095,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.916666666667,0.27360239086,1.0,0.22769110058,1.20178249216,113.045731634,2727472341.39,2.26046933379e-07,5.45387030309,5.93314079097,0.65936592,222070.147395,113.045731634,135.85638109,135.85638109,113.045731634,2.26046933379e-07,0.00113865080466,1.0,5.93314079097,8.09064653313,5.93314079097,811652.802803,3.3983264356,0.0,0.282336592,2.84242306894,2.84242306894,143.8904431,3471667599.26,0.00323975205105,0.785637525315,0.00254527078402
Austria,44143.7001647,8747358.0,0.66032,44176.515216,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.891666666667,0.232278518207,1.0,0.4838857587,1.1627453167,109.540187339,958187234.042,2.02805715433e-07,1.77401419733,20.6418194321,0.64525414,220718.500823,109.540187339,127.367339819,127.367339819,109.540187339,2.02805715433e-07,0.00190179793424,1.0,20.6418194321,28.9937677126,20.6418194321,950232.085718,3.39724770935,0.0,0.49449017,1.52269727337,1.52269727337,128.010615901,1119754685.08,0.00289986148472,0.855711743659,0.00248144552746
Azerbaijan,15994.0097416,9762274.0,0.54895,3876.93643264,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.25,0.598221283185,1.0,0.4315486726,1.50843827831,40.9248704799,399519799.039,4.81370130948e-07,4.69926711373,0.0,0.0571493,79970.048708,40.9248704799,61.732641167,61.732641167,40.9248704799,4.81370130948e-07,0.00648120839168,1.0,0.0,4.30442266698,0.0,133679.711765,3.38708457338,0.0,0.485983358847,1.23841230215,1.23841230215,66.2459386513,646711004.502,0.0041419218646,0.617771765531,0.00255876238299
Bangladesh,3319.35355607,162951560.0,0.35035,1358.77975225,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.616666666667,0.289708907625,1.0,0.147886692351,1.21699773895,83.3041196553,13574536252.3,7.77733246104e-06,1267.32845717,8.77202312846,0.087379278,16596.7677804,83.3041196553,101.380925266,101.380925266,83.3041196553,7.77733246104e-06,0.0154348257708,1.0,8.77202312846,19.5972013481,8.77202312846,57287.7372547,3.37725451234,0.0,0.138046064324,2.24887525096,2.24887525096,101.200478391,16490775826.5,0.0304880081863,0.823159346476,0.025096488894
Belarus,16742.2554956,9507120.0,0.77046,4989.25461056,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.516666666667,0.386444536754,1.0,0.435313789819,1.30838040675,73.0113232238,694127411.247,6.6914584724e-07,6.36164986721,4.00615348417,0.172373852,83711.277478,73.0113232238,95.5265847772,95.5265847772,73.0113232238,6.6914584724e-07,0.00439646807559,1.0,4.00615348417,10.573425618,4.00615348417,216619.125169,3.39341559618,0.0,0.468455039971,1.86079422582,1.86079422582,98.6275564812,937664014.774,0.00589093605143,0.740273061897,0.00436090126823
Belgium,41945.6921229,11348159.0,0.97897,41096.1573022,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.216691517437,1.0,0.48314774691,1.14802083797,25.2911611562,287008118.095,5.32317280676e-08,0.604082113956,0.0,0.5792287,209728.460615,25.2911611562,29.0347800239,29.0347800239,25.2911611562,5.32317280676e-08,0.000424923131024,1.0,0.0,5.13584137223,0.0,967866.500246,3.39914428672,0.0,0.510175572,1.53879180716,1.53879180716,31.114132471,353088122.428,0.000741771821999,0.812851239858,0.000602950145204
Belize,7831.45448606,366954.0,0.43845,4810.56590199,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.075,0.961548126505,1.0,0.150881730148,1.85166007287,100.29485727,36803599.0545,4.96233604584e-06,1.82094906137,0.0,0.2545334,39157.2724303,100.29485727,185.711982721,185.711982721,100.29485727,4.96233604584e-06,0.0373110945579,1.0,0.0,8.33181920256,0.0,40723.1539961,3.33504106118,0.0,0.199827947083,1.6611191102,1.6611191102,234.002144044,85868022.7656,0.0298797808837,0.42860657401,0.0128066705167
Benin,2009.96138386,10872298.0,0.44395,789.440410686,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.330253321946,1.0,0.0827798384973,1.25529858817,5.28117599511,57418519.2093,1.85094757218e-06,20.1240535871,0.120308215743,0.082372056,10049.8069193,5.28117599511,6.62945277053,6.62945277053,5.28117599511,1.85094757218e-06,0.00152537215379,1.0,0.120308215743,0.72184929446,0.120308215743,30430.6005465,3.39792032986,0.0,0.0773128577767,3.37597731458,3.37597731458,11.3488084686,123387627.616,0.00564628184389,0.465350702651,0.00262750122342
Bhutan,8105.79696745,797765.0,0.39377,2804.00022299,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.416666666667,0.185575394278,1.0,0.0440194671464,1.11862655614,202.404005824,161470831.706,5.53934663244e-06,4.41909686623,12.6335574729,0.24155478,40528.9848373,202.404005824,226.414495983,226.414495983,202.404005824,5.53934663244e-06,0.0069210585576,1.0,12.6335574729,52.7493424949,12.6335574729,218396.328861,3.38911082494,0.0,0.0437383708861,3.29837295805,3.29837295805,275.049607825,219424950.386,0.0339324570957,0.735881819371,0.0249702782633
Bolivia,6707.95618416,10887882.0,0.68911,3104.95608914,3.0,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.45,0.421834200421,1.0,0.170332203809,1.34181174852,34.4264444627,374831064.99,1.38518779491e-06,15.0817612588,0.538723057746,0.27343408,33539.7809208,34.4264444627,46.19380764,46.19380764,34.4264444627,1.38518779491e-06,0.0045757696314,1.0,0.538723057746,2.24467940727,0.538723057746,79509.3922857,3.39245373776,0.0,0.212637275419,2.22572920179,2.22572920179,51.7811266817,563786797.137,0.00771935970662,0.664845411232,0.00513218087859
Bosnia and Herzegovina,11179.3499097,3516816.0,0.3994,4708.71826066,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.323932232357,1.0,0.143200371171,1.2493272823,67.2602021727,236541755.164,1.09797750756e-06,3.86138486621,0.0,0.099768162,55896.7495485,67.2602021727,84.0300055873,84.0300055873,67.2602021727,1.09797750756e-06,0.00375847931083,1.0,0.0,10.067001354,0.0,172556.923841,3.39246593662,0.0,0.154760071983,2.43888788167,2.43888788167,88.3087971049,310565790.599,0.00789927838544,0.761647812877,0.00601646810558
Botswana,15513.4419328,2250260.0,0.5771,6788.04274538,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.708333333333,0.281178076714,1.0,0.0831001334421,1.20893896997,48.3295440521,108754039.799,5.26807028555e-07,1.18545278408,1.26218612218,0.30619332,77567.209664,48.3295440521,58.4274692055,58.4274692055,48.3295440521,5.26807028555e-07,0.00128399374478,1.0,1.26218612218,2.96984969924,1.26218612218,275865.069462,3.39792845402,0.0,0.112198325649,3.24914477829,3.24914477829,69.2607776236,155854757.455,0.00446456549898,0.697790953412,0.00311533341611
Brazil,14023.6916227,207652865.0,0.85933,8649.94849175,3.0,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.558333333333,0.265575010188,1.0,0.213762613761,1.1941993145,26.9333365073,5592784489.76,3.15457375468e-07,65.5056278012,1.43741115402,0.145584762,70118.4581136,26.9333365073,32.1637719943,32.1637719943,26.9333365073,3.15457375468e-07,0.000753112095286,1.0,1.43741115402,2.97053969832,1.43741115402,264025.06043,3.39892672772,0.0,0.20715625943,3.29251326028,3.29251326028,35.6465617515,7402110675.11,0.00254188146107,0.755566180409,0.00192055966659
Bulgaria,17709.075186,7127822.0,0.74266,7350.7958009,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.716666666667,0.323078471507,1.0,0.43909310688,1.24852076515,43.5673869653,310540579.294,3.57547391818e-07,2.54853416544,1.79466526459,0.171487506,88545.37593,43.5673869653,54.3947873093,54.3947873093,43.5673869653,3.57547391818e-07,0.00164648529932,1.0,1.79466526459,3.75627613519,1.79466526459,274067.707195,3.39737797707,0.0,0.4733378346,2.23058217669,2.23058217669,57.3246814011,408600125.234,0.00323702287099,0.760010974339,0.00246017290614
Burkina Faso,1594.57677663,18646433.0,0.30688,649.730483656,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.416666666667,0.405665091881,1.0,0.0372065918619,1.32653737353,4.11811043194,76788070.2557,1.29648084024e-06,24.1747431234,0.374601311955,0.098161232,7972.88388314,4.11811043194,5.46282739629,5.46282739629,4.11811043194,1.29648084024e-06,0.00145533759266,1.0,0.374601311955,1.12380393587,0.374601311955,19653.8574374,3.39773280392,0.0,0.0362036792661,3.37227088814,3.37227088814,5.61704173606,104737792.39,0.00352259095855,0.733145777696,0.00258257268781
Burundi,721.176561507,10524117.0,0.12359,285.727442065,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.462979312718,1.0,0.10226863015,1.3806800555,2.69354171159,28347148.1172,2.88802507501e-06,30.3939137884,0.0672737135615,0.04666023,3605.88280754,2.69354171159,3.71891931986,3.71891931986,2.69354171159,2.88802507501e-06,0.00334461959471,1.0,0.0672737135615,0.403642281369,0.0672737135615,7788.43181214,3.39484502247,0.0,0.103267189701,2.44389286639,2.44389286639,3.8057155632,40051795.8558,0.00527709269314,0.707762224177,0.00373492686169
