country,gdp_pc_pp,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Benin,1985.6138532373304,10879829.0,0.4395,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.25,0.3302533219458435,1.0,0.0818491501128251,1.255298588167888,5.053962752542685,54986250.52003375,1.6297071321272138e-06,17.73093491762449,0.2532282144720175,0.06622713302399999,7982.167690014064,5.053962752542686,6.344232307919926,6.344232307919928,5.053962752542685,1.6297071321272138e-06,0.0015740789657771451,0.8039999999999999,0.2532282144720175,1.5193692868321051,0.2532282144720175,24169.83315408716,2.731455102346627,1.2080000000000002,0.06215953765251161,2.7285666397331667,2.564581142181044,9.811246777356763,106744687.21444266,0.0049411655551055795,0.5151193183935251,0.00254528983281555
Bhutan,7601.368909759971,774830.0,0.38644,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.4166666666666667,0.185575394278482,1.0,0.04401798769239925,1.1186265561403412,175.04540067703073,135630427.8065837,5.247842077744573e-06,4.066185477098827,11.647720503421361,0.19421004311999995,30557.503017235074,175.04540067703073,195.8104337275531,195.81043372755306,175.04540067703073,5.247842077744573e-06,0.006964584497811662,0.8039999999999999,11.647720503421361,48.182188540852344,11.647720503421361,164663.5489367693,2.7226457761154625,1.8120000000000003,0.035165650192417346,2.73003209448648,2.4839217385059085,236.649440530987,183363086.00662464,0.031132476707864412,0.7396822924418036,0.023028141740664202
Bolivia,6475.741503268547,10724705.0,0.68512,3.0,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.45,0.4218342004210295,1.0,0.1693398626234736,1.3418117485225833,31.47023922498048,337509031.9673443,1.68415188058618e-06,18.06203209448201,1.2594811410800524,0.21984100032000004,26032.480843139554,31.470239224980475,42.22713672089505,42.22713672089505,31.47023922498048,1.68415188058618e-06,0.0055170758939250015,0.8039999999999999,1.2594811410800524,5.247838087833552,1.2594811410800524,61712.58948932243,2.7245223012307442,1.8120000000000003,0.17096036943766102,1.8133551447583867,1.6498825317085262,59.715354736395234,640429563.5181917,0.009221392593613362,0.5270041409600811,0.004859712082252864
Bosnia and Herzegovina,10023.560173912598,3810416.0,0.39766999999999997,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.32393223235700314,1.0,0.1433642094508296,1.2493272822979196,60.6200088124799,230987451.49921438,1.408838950665133e-06,5.368262479037632,0.0,0.08021360224799999,40294.71189912864,60.620008812479895,75.73423086257142,75.73423086257142,60.6200088124799,1.408838950665133e-06,0.004271980751463786,0.8039999999999999,0.0,24.827636003840944,0.0,124392.41259177985,2.725055413736329,0.0,0.12442709787501631,1.9843719257027994,1.9843719257027994,96.19962964506912,366560607.9936457,0.00959735143760987,0.6301480477226253,0.0060477522717177915
Botswana,14876.3317411501,2262485.0,0.57444,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.7083333333333333,0.2811780767140953,1.0,0.0831678036567826,1.2089389699717095,41.92640954693165,94857872.70378965,5.345623758704074e-07,1.2094393569711586,1.7979461789187092,0.24617942928,59802.8535994234,41.92640954693165,50.6864703722796,50.68647037227961,41.92640954693165,5.345623758704074e-07,0.001384196503115524,0.8039999999999999,1.7979461789187092,4.230461597455787,1.7979461789187092,212686.75815089076,2.7313668533368474,2.4160000000000004,0.09020745382212494,2.626188346429785,2.310523120311657,65.99382995548942,149310050.3668455,0.004436162832598098,0.6353080216015585,0.0028183298326802633
Brazil,14454.937321134597,207847528.0,0.8568700000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.5583333333333333,0.26557501018758395,1.0,0.21389151823691213,1.1941993145009573,26.787631612408436,5567743011.613748,3.291611860975895e-07,68.41533884393195,1.923212472875604,0.11705014864799997,58108.848030961075,26.787631612408436,31.989771308642336,31.989771308642336,26.787631612408436,3.291611860975895e-07,0.0008000046519291993,0.8039999999999999,1.923212472875604,3.9744919072056106,1.9232124728756037,218803.90022358272,2.732459630917603,0.6040000000000001,0.16655363258248956,2.655331838148019,2.5755397769419783,38.91861893026869,8089138737.830352,0.002692410078690946,0.6882986176977245,0.0018531821354383995
Bulgaria,16956.4090650942,7177991.0,0.73948,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.7166666666666667,0.3230784715072762,1.0,0.43948447519679995,1.2485207651457937,38.1109745589278,273560232.3852128,3.5050295053022434e-07,2.5159070243793953,4.557559630386686,0.137875954824,68164.76444167872,38.11097455892781,47.58234311676442,47.582343116764434,38.1109745589278,3.5050295053022434e-07,0.0019272252620622793,0.8039999999999999,4.557559630386687,9.53907829615818,4.557559630386686,210985.1644514281,2.7305335651881695,2.4160000000000004,0.38056361901839997,1.8034557330624004,1.586682148431616,52.66138306589417,378002933.69454074,0.00310569194596165,0.7236987017838152,0.002247585229432897
Burkina Faso,1561.5219147031503,18105570.0,0.29859,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.4166666666666667,0.40566509188102295,1.0,0.3268912310910764,1.3265373735307222,3.594793674842238,65085788.51541339,1.1961485242215914e-06,21.656950835690726,0.233251131231309,0.07892163052799997,6277.318097106664,3.594793674842238,4.768628159810077,4.768628159810076,3.594793674842238,1.1961485242215914e-06,0.0014897494203290405,0.8039999999999999,0.23325113123130903,0.6997533936939269,0.233251131231309,15474.139192010463,2.7312795530543132,1.8120000000000003,0.28267474106815194,2.7285666397331667,2.482588393404983,5.022047002525604,90927023.54751751,0.0032161232930761076,0.7158024751728537,0.002302109013644947
Burundi,692.6739311921752,11178921.0,0.12057000000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.25,0.4629793127178333,1.0,0.10244151508683055,1.3806800555012047,2.488094891513297,27814216.232730716,3.338967864834341e-06,37.32605798252177,0.21587353968770573,0.03751482492000001,2784.549203392544,2.4880948915132963,3.435262992906842,3.4352629929068423,2.488094891513297,3.338967864834341e-06,0.003783157378447453,0.8039999999999999,0.21587353968770573,1.3249589357707854,0.21587353968770573,6014.413877471912,2.727786064846529,1.8120000000000003,0.08302682051939145,1.9857102360904453,1.8066999401802022,4.1416944889512575,46299675.49812148,0.00597928448357065,0.6007432219229966,0.003592014625454413
Cambodia,3278.2212146387606,15577899.0,0.20723000000000005,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.4592944496539701,1.0,0.04037829368036412,1.377199097964687,61.4893988750867,957875645.2468144,9.09705919701942e-06,141.7130693681896,0.0,0.031581237384,13178.44928284782,61.489398875086685,84.68314466516024,84.68314466516024,61.4893988750867,9.09705919701942e-06,0.03525457852475751,0.8039999999999997,0.0,63.441701964878845,0.0,28692.8119701346,2.670904406214705,0.0,0.03279885985286867,1.2183921404399995,1.2183921404399995,116.17942493722778,1809831347.5502157,0.035439775820629,0.5292623793611448,0.018756940074851677
Cameroon,2938.776214142891,23344179.0,0.54381,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5666666666666667,0.4197375746029477,1.0,0.04841621271452503,1.3398311415593882,7.622751480032636,177946875.02239677,1.4517927576159326e-06,33.89091000468995,1.2400395405040854,0.080241549288,11813.880380854423,7.622751480032634,10.21319981731564,10.21319981731564,7.622751480032636,1.4517927576159326e-06,0.004210478344019831,0.8039999999999997,1.2400395405040854,3.2824576072166964,1.2400395405040856,28145.87279213639,2.7274832016529915,2.4160000000000004,0.05133930347320885,1.4748319492471804,1.2975586164421462,15.737100927186798,367369700.9853146,0.005354984449462956,0.4843809234815206,0.002593852312860049
Canada,42890.8811043239,35851774.0,0.81828,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.8333333333333333,0.3354838938558465,1.0,0.24351074284,1.260239721228972,38.58262897562352,1383255694.3599062,8.589628123973947e-08,3.0795340624475793,4.99729111372423,0.53308840512,172421.34203938209,38.58262897562352,48.62336158452064,48.62336158452064,38.58262897562352,8.589628123973947e-08,0.0012629002762261391,0.8039999999999997,4.99729111372423,6.919326157464319,4.99729111372423,513948.1960152445,2.7318110783658804,2.4160000000000004,0.244821640512,1.2113678707187578,1.065762657999528,51.92516244077879,1861609188.7400897,0.0012106340812743093,0.7430430096319376,0.0008995531913130585
Central African Republic,562.1929716282191,4900274.0,0.40037,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.3147438330510679,1.0,0.009449621585915923,1.2406473321184426,3.0499507236969596,14945594.232613394,6.489213804394311e-06,31.798925686114526,0.0,0.0249667319568,2260.0157459454417,3.0499507236969596,3.7839132284473456,3.7839132284473456,3.0499507236969596,6.489213804394311e-06,0.002776997682454785,0.8039999999999997,0.0,0.4617166430611397,0.0,7180.492542259748,2.728155588896617,0.0,0.007412964118707066,2.6043829058322294,2.6043829058322294,5.885639831152635,28841247.837961648,0.010469074015825365,0.5182020665881727,0.005425095790265244
Chad,2043.5442307367,14037472.0,0.22471,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.7532009944644721,1.0,0.06972524453322258,1.654842034610844,4.906228753607568,68871048.75436114,1.64405167458706e-06,23.078329348568964,0.0,0.042520430832,8215.047807561534,4.906228753607568,8.119033572886174,8.119033572886174,4.906228753607568,1.64405167458706e-06,0.002722649588433351,0.8039999999999999,0.0,1.0738814206410987,0.0,10906.846735382305,2.7281746529342885,0.0,0.047480262382460336,2.7285666397331667,2.7285666397331667,10.33392023482271,145062115.94655722,0.005056861544463522,0.4747693655574012,0.002400842947176566
Chile,22145.094809787406,17948141.0,0.8953,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.925,0.3473941118185529,1.0,0.16676778157887234,1.2714908755487702,212.68301915510196,3817264816.1014705,1.5421517853437727e-06,27.678757686751762,62.564022725771295,0.13314466728,89023.28113534536,212.68301915510196,270.4245182398764,270.4245182398764,212.68301915510196,1.5421517853437727e-06,0.027696688979948272,0.8039999999999997,62.56402272577129,85.24277189691804,62.5640227257713,256260.19010317317,2.6945035509191975,2.4160000000000004,0.14966207152735633,0.622550064,0.5477201657599999,345.8781975011434,6207870657.576369,0.015618727328648717,0.6149072728251362,0.009604069026658807
China,13400.266968759397,1371220000.0,0.55614,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8416666666666667,0.2292163791392399,1.0,0.19490442572626662,1.159852624116077,40.85277318866827,56018139651.76572,5.264365124970064e-07,721.860274666145,4.483791037664086,0.36038669664000006,53869.07321441277,40.85277318866827,47.383196185295816,47.383196185295816,40.85277318866827,5.264365124970064e-07,0.0014732260288651568,0.8039999999999999,4.483791037664086,7.742116909819199,4.483791037664086,235014.06582157657,2.731599010022954,2.4160000000000004,0.17896998357913996,2.289817941060001,2.0145841029704,55.56267357665201,76188649261.77676,0.004146385568749309,0.7352557132138259,0.003048653678610288
Colombia,12988.167696911103,48228704.0,0.76436,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.7166666666666667,0.2797792564799715,1.0,0.10487935345894879,1.2076175548331232,174.29373602257633,8405961003.686972,3.20771614779705e-06,154.7039926081242,26.75879987568199,0.116836393992,52212.434141582635,174.29373602257638,210.48017531831348,210.48017531831348,174.29373602257633,3.20771614779705e-06,0.016674274589893328,0.8039999999999997,26.758799875681987,51.57245272909044,26.758799875681984,186620.1047157346,2.70931045163838,2.4160000000000004,0.0875819723434865,1.14219456,1.0049039104000002,323.0382211075384,15579714746.482021,0.024871731613410306,0.5395452445998782,0.013419424516979986
Comoros,1363.56307523138,788474.0,0.28296,3.0,0.2,1.5,0.06,0.8,0.05,0.26666666666666666,0.16666666666666666,0.197958724460889,1.0,0.041630734299593845,1.1303246425491325,2.9518959376660074,2327493.1975552677,1.5716106595345533e-06,1.2391741431658474,0.032435616765499796,0.09445396847,4117.960487198768,2.951895937666008,3.336600720584566,3.336600720584566,2.9518959376660074,1.5716106595345533e-06,0.0010368441287138144,0.7549999999999999,0.032435616765499796,0.7298013772237455,0.032435616765499796,20802.116695858786,2.051699840586635,1.2120000000000002,0.03124326101742435,1.4917524659186927,1.37201710242906,5.384320888410633,4245397.028168686,0.00394871420780955,0.5482392299500115,0.0021648400365821773
"Congo, Dem. Rep.",736.6802449029582,77266814.0,0.42494,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.2370560018580905,1.0,0.035563049346367226,1.1672584335895029,6.196030939461244,478747570.1375971,8.644413375472769e-06,667.9262804217665,0.2696900116518424,0.045641740536,2961.454584509891,6.196030939461243,7.232369368867627,7.2323693688676265,6.196030939461244,8.644413375472769e-06,0.003973334615014893,0.8039999999999997,0.2696900116518424,1.7979334110122824,0.2696900116518424,12492.637019512023,2.7273583803216526,1.2080000000000004,0.02606027829335736,2.492399999999999,2.342608,11.760540752775256,908699514.8841057,0.015964240705714127,0.5268491534285192,0.008410746700934594
"Congo, Rep.",5993.153100883521,4620330.0,0.6537999999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.3727534239023239,1.0,0.15418577484376506,1.29544690511866,34.36866729722039,158794584.57336628,2.1527070100418993e-06,9.946216779706889,0.0,0.093635669904,24092.475465551757,34.36866729722039,44.522783683237044,44.522783683237044,34.36866729722039,2.1527070100418993e-06,0.006783144964577048,0.8039999999999999,0.0,15.102899443838,0.0,64633.81399245023,2.721034209865423,0.0,0.12667996792306907,1.4748319492471804,1.4748319492471804,67.95829586613313,313989753.1391709,0.011339322510568703,0.5057317411978828,0.005734655317274257
Costa Rica,14471.7864115698,4807850.0,0.7682100000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.9333333333333332,0.75,0.4818967549173638,1.0,0.19604667952045915,1.3985506824023444,55.67113517054714,267658467.22971514,8.363470923010714e-07,4.021031367719706,11.9851999808606,0.21637828488000008,58176.581374510584,55.67113517054714,77.85890408288188,77.85890408288188,55.67113517054714,8.363470923010714e-07,0.005698146828165228,0.8039999999999997,11.985199980860603,17.121714258372286,11.985199980860603,120724.16089310827,2.7257435861416663,3.02,0.16774841831392653,1.5952716101363378,1.355584034882022,99.06818656600481,476304980.7813662,0.00684560867252729,0.5619476554509847,0.0038468737436616386
Cote d'Ivoire,3289.9880433869193,22701556.0,0.5418,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.45,0.5759764393620561,1.0,0.10938885599898805,1.4874243748368206,6.318470358644062,143439108.68109822,8.604464243178042e-07,19.533472686650395,0.235477573581337,0.08716620993600001,13225.751934415417,6.3184703586440625,9.398246823131123,9.398246823131123,6.318470358644062,8.604464243178042e-07,0.0017744307847674674,0.8039999999999999,0.235477573581337,1.3082087421185387,0.235477573581337,22962.314134001877,2.73050207403725,1.2080000000000002,0.0890347271300277,2.7285666397331667,2.564581142181044,11.048057579272811,250808097.82708615,0.0033580844165923625,0.5719078049066383,0.001920514687384527
Croatia,20429.9927083351,4224404.0,0.5896399999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5583333333333333,0.23052247153165525,1.0,0.31890141082099993,1.1610864425994154,115.1857814486655,486591275.89486825,7.633930026067826e-07,3.2248804537841034,11.832238464878142,0.22754372232,82128.57068750709,115.1857814486655,133.74064922026474,133.74064922026474,115.1857814486655,7.633930026067826e-07,0.0031122720097561743,0.8039999999999999,11.832238464878138,31.788103338478578,11.83223846487814,356271.43046758993,2.728737449159349,2.4160000000000004,0.285082849032,1.9817033200176,1.7435045527955837,151.68834952910436,640792870.5041466,0.007424787257374694,0.7593581300491694,0.0056380725677729485
Cyprus,30309.634830138104,1165300.0,0.6692100000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.20174778291418224,1.0,0.37075710495700004,1.13390402972057,55.174607915597356,64294970.60404561,2.5455498692030055e-07,0.2966329262582262,0.0,0.19483409183999997,121844.7320171552,55.17460791559736,62.56271025374834,62.56271025374834,55.174607915597356,2.5455498692030055e-07,0.002982042756649748,0.8039999999999997,0.0,52.87371792793029,0.0,603945.8290799876,2.7277506313831714,0.0,0.3111527966640001,0.6951938338857144,0.6951938338857144,91.38411671897704,106489911.21262394,0.003015018730219412,0.6037658391476214,0.001820365313696719
Czech Republic,29805.332783263806,10551219.0,0.72992,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.9,0.23979983157078166,1.0,0.4870811628009999,1.1698504307822832,48.92237061133014,516190646.31930804,1.7253505953878922e-07,1.8204551983718038,18.96287965957002,0.32173859352000006,119817.43778872052,48.92237061133012,57.231856334555076,57.23185633455506,48.92237061133014,1.7253505953878922e-07,0.0010323529401134555,0.8039999999999999,18.96287965957002,31.760621225255804,18.96287965957002,499656.05481817864,2.7319947734043506,3.0199999999999996,0.3869418055296,1.892616,1.6082527999999998,60.3986653592878,637279545.5135592,0.002026438214882226,0.8099909214932199,0.0016413965570215299
Denmark,43415.22941703161,5676002.0,0.87676,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.9166666666666669,0.2301060640275852,1.0,0.4493290227456,1.1606930774147577,2.148339222261085,12193977.722232366,4.1532704681699166e-09,0.023573971483873392,0.30910227420175784,0.5392988548800001,174529.2222564671,2.148339222261085,2.493562463217046,2.493562463217046,2.148339222261085,4.1532704681699166e-09,5.461344086676206e-05,0.8039999999999999,0.30910227420175784,0.4598215649282348,0.30910227420175784,758472.937225785,2.7335170136021643,2.416000000000001,0.3901391205696,1.0452000000000001,0.9195679999999999,2.555282422516246,14503788.140767058,5.885682183021748e-05,0.840744335471758,4.948353955762585e-05
Djibouti,3120.04432799787,887861.0,0.7734300000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.2605986206727131,1.0,0.09845903690637878,1.1894982984017932,7.201471239998563,6393905.4566163635,1.087045357878334e-06,0.9651451784912155,0.2956404075086264,0.03098306299200001,12542.578198551437,7.201471239998562,8.56613778596774,8.56613778596774,7.201471239998563,1.087045357878334e-06,0.002004540315045055,0.804,0.29564040750862647,1.9936741547709929,0.2956404075086264,48129.87177819224,2.730490835075012,1.8120000000000003,0.10415746413457408,1.4393530700919783,1.309596464967269,12.890326413743628,11444818.10003283,0.004131456177744545,0.5586725276654263,0.0023081310657594857
Dominican Republic,13374.9087462587,10528391.0,0.7898000000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.5083333333333333,0.3771503990888722,1.0,0.15623435205592393,1.2996005693521007,120.48479444823238,1268511025.50562,1.7238537006607908e-06,18.149405787353768,7.469974848824419,0.24434928407999995,53767.133159959965,120.48479444823235,156.5821074631936,156.5821074631936,120.48479444823238,1.7238537006607908e-06,0.012266307221933313,0.8039999999999999,7.469974848824421,24.491720815817768,7.469974848824419,142561.51734122972,2.7159547876368615,2.4160000000000004,0.1353605826881671,1.2453938848505046,1.0956987790893695,181.4336733801633,1910204653.9126508,0.01356522700993492,0.6640707438898459,0.009008270391522112
Ecuador,10717.598614963397,16144363.0,0.63742,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.4583333333333333,0.25747347179967145,1.0,0.20491041414823452,1.186546082720012,203.961045551667,3292821157.2456474,3.7987866305285663e-06,61.32899032280006,12.576102308149874,0.12790696908000002,43084.74643215286,203.961045551667,242.00917962680845,242.0091796268084,203.961045551667,3.7987866305285663e-06,0.007388698794421262,0.8039999999999999,12.57610230814987,34.40123866139116,12.576102308149874,167336.6429986044,2.722783721684669,1.8120000000000003,0.17530783923988302,2.7381708177543085,2.4913267619448156,286.7859199347661,4629975994.7158,0.02675841205084592,0.7111961619247593,0.019030479949762848
"Egypt, Arab Rep.",10249.957913624397,91508084.0,0.43135,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4583333333333333,0.4927783418827425,1.0,0.12264262042069907,1.408830126034286,8.162001718584117,746889138.8723397,1.9337085324686237e-07,17.694996282065556,1.2007830861159823,0.038361655608000006,41204.83081277008,8.162001718584115,11.498873909884919,11.498873909884919,8.162001718584117,1.9337085324686237e-07,0.0007470771966384096,0.8039999999999999,1.2007830861159825,3.929835554561397,1.2007830861159823,83617.37379800435,2.732476166331256,1.8120000000000003,0.09665775681077389,2.3316000000000003,2.121408,13.653130087432535,1249371774.9037037,0.0013320181607072348,0.5978117593779536,0.0007962961201757778
