country,gdp_pc_pp,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
El Salvador,8095.558984044226,6126583.0,0.6672600000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5083333333333333,0.13424357530792413,1.0,0.2163005555448388,1.0701352339359869,215.61161192651028,1320962436.231555,6.128864474497119e-06,37.54899689875798,24.782742615901263,0.1399042812,32544.14711585779,215.61161192651028,230.73358276829134,230.73358276829134,215.61161192651028,6.128864474497119e-06,0.007912011265968995,0.8039999999999999,24.78274261590126,75.86451810392498,24.782742615901263,242426.10524346467,2.721310505191359,1.8120000000000003,0.16862917836805733,1.97784,1.7995392000000001,303.7687972657183,1861064749.2585964,0.0375228934610229,0.709788542691916,0.026633319867283473
Estonia,26929.664035348,1311998.0,0.67538,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.2800603915970392,1.0,0.39674203095,1.2078831330615611,61.58971932035564,80805588.56886797,3.406025382716444e-07,0.44686984900732085,0.0,0.2738413065600001,108257.24942209895,61.58971932035564,74.39318313705334,74.39318313705334,61.58971932035564,3.406025382716444e-07,0.004497984464085118,0.804,0.0,40.59223745609417,0.0,386549.660966922,2.724782647114675,0.0,0.33521726760000004,0.7542524716374105,0.7542524716374105,102.43321966221187,134392179.33038265,0.003803731807710544,0.6012670452364625,0.002287058584894067
Ethiopia,1529.8937825545595,99390750.0,0.19472,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.5916666666666667,0.3781161653838428,1.0,0.11487916615796173,1.3005128940178288,4.544487636179152,451680034.5255732,1.6244249146014538e-06,161.45281058092445,1.180784900490888,0.12073434035999997,6150.173005869331,4.544487636179152,5.910164767555591,5.910164767555591,4.544487636179152,1.6244249146014538e-06,0.0041061619634831055,0.8039999999999997,1.180784900490888,2.721399258493724,1.180784900490888,16265.300373037508,2.727077738109181,2.4160000000000004,0.09458773895585557,1.4393530700919783,1.2663442632590323,6.614012693328322,657371682.0994219,0.004323184242427922,0.6870999266093428,0.002970459575690893
France,37305.69061692321,66808385.0,0.7951999999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.95,0.2234491797478895,1.0,0.44383191244000003,1.1544045583839209,54.78428164277667,3660049379.9390554,1.3807799365476033e-07,9.224767760114785,21.094243650909117,0.45049448207999987,149968.8762800313,54.784281642776655,63.24322445620993,63.24322445620994,54.78428164277667,1.3807799365476033e-07,0.001515066536091035,0.8039999999999999,21.094243650909117,30.771851583809422,21.094243650909117,671154.2931114642,2.7313437231079813,3.0199999999999996,0.36674509526400006,1.2285119999999998,1.0439295999999998,67.70255860333634,4523098600.656756,0.001814805127146581,0.8091907126251049,0.001468523454111436
Gabon,18831.9012408662,1725292.0,0.8715600000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.5916666666666667,0.3299123735952057,1.0,0.14963545587271881,1.2549765065300778,121.79129663362778,210125549.75162494,1.5148981245759359e-06,2.6136416151458652,17.573416194140307,0.170026176576,75704.24298828213,121.79129663362777,152.8452159750386,152.8452159750386,121.79129663362778,1.5148981245759359e-06,0.007006579472979228,0.8039999999999999,17.573416194140314,55.93422009817311,17.57341619414031,229467.72854651805,2.723635680683394,0.6040000000000001,0.1297659816732531,1.6144014932275543,1.5658891299484774,266.3996341016965,459617157.5185842,0.014146188995702438,0.4571751648395082,0.006467286285961099
Georgia,9109.256976975172,3679000.0,0.53641,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.6166666666666667,0.3632651483124993,1.0,0.5683873163610318,1.28648367260485,84.62397487692867,311331603.5722205,2.0630473471266754e-06,7.589951190079038,0.8121123461620412,0.007059509457599998,36619.21304744019,84.62397487692867,108.86736199009174,108.86736199009175,84.62397487692867,2.0630473471266754e-06,0.01713424140190906,0.8039999999999997,0.8121123461620412,1.9754084095833433,0.8121123461620412,100805.74263055499,2.707956691794704,1.8120000000000003,0.5079406666469669,1.0807740252,0.9833430533759999,122.04307452735303,448996471.1861318,0.01339769805987829,0.6933943216742073,0.00928988775822515
Germany,44053.06812194559,81413145.0,0.7530100000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.2730174463967501,1.0,0.4657967021719001,1.201229916171454,40.901181230115554,3329893798.1586766,7.943384831284124e-08,6.4669594106013495,7.449047845563485,0.479639064,177093.33385022127,40.90118123011556,49.13172250036516,49.13172250036516,40.901181230115554,7.943384831284124e-08,0.001130359720004317,0.8039999999999997,7.449047845563485,10.157792516677478,7.449047845563484,648652.0776876233,2.731941087593384,2.4160000000000004,0.3980367225216,1.0153770471,0.8933297363639999,49.99835774455853,4070523548.819617,0.0011349574473713269,0.8180504935598,0.0009284524999914846
Ghana,3953.2101802917887,27409893.0,0.54042,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5416666666666667,0.4079350165763704,1.0,0.19505694077507496,1.3286816897071048,6.943561292818453,190322272.07509547,6.29842648437312e-07,17.263919600503336,0.2962005815328346,0.16817941751999999,15891.904924772994,6.943561292818452,9.225782751126868,9.225782751126868,6.943561292818453,6.29842648437312e-07,0.0012653678476834517,0.8039999999999999,0.2962005815328346,0.6835398035373104,0.2962005815328346,38956.95215906486,2.7317733116818586,2.4160000000000004,0.21222714720101857,2.8056347336068304,2.4684002303036405,10.651942833340184,291968613.3039713,0.0026945045539050897,0.6518586704282118,0.0017564361559713336
Greece,24617.037326979404,10823732.0,0.7800699999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.4666666666666667,0.2367917503163358,1.0,0.506090727036,1.1670088046671074,456.27212535039536,4938567203.863086,2.6683534161446865e-06,28.88154225763456,116.35541286621273,0.11551056743999996,98960.4900544572,456.27212535039524,532.4735876080855,532.4735876080854,456.27212535039536,2.6683534161446865e-06,0.027102536728434913,0.8039999999999999,116.35541286621275,336.3055251084698,116.35541286621273,417922.03453985834,2.695670548952006,3.0199999999999996,0.3927568448736,0.81467487684,0.6922709898720001,701.119921274329,7588734127.734436,0.028481084541636795,0.6507761532735975,0.018534810639066514
Guatemala,7252.94996595345,16342897.0,0.51571,3.0,0.2,1.5,0.06,0.8,0.05,0.4666666666666667,0.5833333333333333,0.6475627728005022,1.0,0.05921508060733802,1.5550494079996444,47.819737011894965,781513036.5524874,4.632961051550585e-06,75.71600527050288,9.285473145280312,0.14295931075200002,29156.858863132868,47.81973701189496,74.36205373104599,74.36205373104599,47.819737011894965,4.632961051550585e-06,0.036645770269665916,0.8039999999999997,9.285473145280312,34.10990135000931,9.28547314528031,45025.532794355626,2.6739078617191563,1.2080000000000002,0.055542868317055884,0.7909033585556555,0.7433704601907186,194.71794750954444,3182255360.1998916,0.026846724218915444,0.2455846398522201,0.006593143098514224
Guinea,1135.4865498846402,12608590.0,0.37161,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.3333333333333333,0.3510694892836516,1.0,0.07730358340462809,1.274962872381474,4.971955760143852,62689351.67779218,2.941186199236889e-06,37.08421089983624,0.3345281679977715,0.029421628903199992,4564.655930536254,4.971955760143852,6.339058997306623,6.339058997306623,4.971955760143852,2.941186199236889e-06,0.0026178640307085495,0.8039999999999999,0.3345281679977715,1.6726408399888577,0.3345281679977715,13002.143649253936,2.7295206057648076,1.8120000000000003,0.05592979769135602,2.76576,2.5164287999999995,7.6571573500458125,96545957.59221414,0.006743503347374517,0.6493213516258883,0.004378700708210924
Honduras,4785.08630117149,8075060.0,0.5473,3.0,0.2,1.5,0.06,0.8,0.05,0.33333333333333337,0.5666666666666667,0.3635926941047578,1.0,0.1580331576321017,1.286793093328051,130.7009638398942,1055418125.0649762,1.1380026150138017e-05,91.89439396393348,4.634922445252215,0.137022565104,19236.04693070939,130.7009638398942,168.18509756049528,168.18509756049528,130.7009638398942,1.1380026150138017e-05,0.02523420074230327,0.8039999999999999,4.634922445252215,24.537824710158784,4.634922445252214,52905.482542966405,2.689584569163334,1.2080000000000002,0.14199952288583667,1.8214646659734182,1.7119955457497418,256.3066689799364,2069691730.413125,0.05356364605528371,0.5099397700421343,0.02731423335204965
Hungary,24474.4888457372,9844686.0,0.7122700000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.6666666666666667,0.22126941170098394,1.0,0.5782193994400001,1.1523454099490313,220.3660272651578,2169434343.492917,1.0372224568744871e-06,10.211129400077866,12.988785688499016,0.17110708704,98387.44515986358,220.3660272651578,253.93778002770762,253.93778002770762,220.3660272651578,1.0372224568744871e-06,0.005777260860863133,0.8039999999999999,12.988785688499016,22.480590614709836,12.988785688499018,444650.0056357588,2.7259804712501134,3.0199999999999996,0.501947954304,1.9620976799999998,1.667294944,270.24788373041656,2660505557.49046,0.0110420236121698,0.8154218424333047,0.009003907238027553
India,5730.13750491843,1311050527.0,0.32747,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.775,0.4525301642355351,1.0,0.13680295454918828,1.3708091209429167,14.260476618612481,18696205386.103077,7.22813965799703e-07,947.6456307846607,3.7555186662852313,0.13316579961599997,23035.15276977209,14.260476618612481,19.548391417787194,19.548391417787194,14.260476618612481,7.22813965799703e-07,0.002499202387167989,0.8039999999999997,3.7555186662852313,5.591342927471809,3.7555186662852313,50903.02169952729,2.7300315547042318,2.4160000000000004,0.11744161515549623,2.24256648318,1.9730122233112002,21.333407870985862,27969175631.961964,0.0037230184882429884,0.6684575059387112,0.0024886796532146193
Indonesia,10385.3233228547,257563815.0,0.53742,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.6083333333333334,0.30997681866727844,1.0,0.1592214591153353,1.2361441051712403,33.952054277501894,8744820626.800457,6.529657317410948e-07,168.18034493150293,5.4080833945739,0.24806497008000003,41748.999757875885,33.952054277501894,41.96963175358797,41.96963175358797,33.952054277501894,6.529657317410948e-07,0.005535763422584927,0.8039999999999999,5.4080833945739,13.335000151004136,5.4080833945739,134684.26425360623,2.724934590743072,2.4160000000000004,0.1372936294717801,0.8766865848,0.7713097296320002,47.02104614894304,12110920031.412828,0.004527643934345799,0.72206080166647,0.003269234208894058
"Iran, Islamic Rep.",16507.024248116002,79109272.0,0.73375,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.4166666666666667,0.31799517747918205,1.0,0.16423114509018874,1.24371876019995,113.48596928952944,8977792412.70903,1.33060472241209e-06,105.2631709097825,15.338221419338069,0.19181339951999996,66358.23747742632,113.48596928952946,141.14462902486315,141.14462902486318,113.48596928952944,1.33060472241209e-06,0.0074152942024746805,0.8039999999999999,15.338221419338069,61.352885677352276,15.338221419338069,208676.86737724365,2.721628039020602,1.2080000000000002,0.1462837350431975,1.4407160895994995,1.3541297693887437,192.00611765563957,15189464187.283993,0.01163178261385021,0.5910539240893616,0.0068750107580705785
Iraq,14017.7737871676,36423395.0,0.69471,3.0,0.2,1.5,0.06,0.8,0.05,0.2,0.25,0.5840924714508963,1.0,0.11759863010514421,1.495091298295476,71.54398847013127,2605874951.9230375,1.1155934986730063e-06,40.63370266159888,1.450345675510326,0.028815495072000003,56351.450624413745,71.54398847013128,106.96479460704515,106.96479460704518,71.54398847013127,1.1155934986730063e-06,0.005410520204392187,0.8039999999999997,1.450345675510326,29.00691351020651,1.450345675510326,96476.93366845787,2.7236420531442147,1.8120000000000003,0.09605677206517091,2.492399999999999,2.2677119999999995,125.98260945137159,4588714347.1780405,0.008987347874503499,0.5678878123075134,0.005103805322898372
Ireland,51899.19989266831,4640703.0,0.63241,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.31125054927451323,1.0,0.5612631499135999,1.2373473526406586,34.74937234270505,161261516.47890836,5.7979570266442216e-08,0.2690659656741892,0.0,0.42245538408000005,208634.78356852653,34.74937234270506,42.99704387417062,42.99704387417062,34.74937234270505,5.7979570266442216e-08,0.0007921560185872049,0.8039999999999999,0.0,5.2925057212347175,0.0,670311.3747263371,2.7320305459454284,0.0,0.47966826881759994,1.0976348298000003,1.0976348298000003,46.62799482983048,216386675.49077877,0.0008984337894661361,0.745246980264182,0.0006695550685669439
Israel,31670.694322627594,8380400.0,0.9214,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.3584782813615938,1.0,0.23826203277291552,1.2819616916518886,37.047576505124724,310473510.1435473,1.5533978858511785e-07,1.301809564258722,0.0,0.45982694423999987,127316.19117696291,37.047576505124724,47.49357384811245,47.49357384811245,37.047576505124724,1.5533978858511785e-07,0.0007564767552057776,0.8039999999999999,0.0,5.4995395334040005,0.0,355157.33531577664,2.732073718121971,0.0,0.22786517916962418,2.3316000000000003,2.3316000000000003,59.5901374776617,499389188.1177961,0.0018815545017933707,0.6217065117363185,0.001169774685951723
Italy,33587.12263567969,60802085.0,0.6896399999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.7166666666666667,0.2046119687179293,1.0,0.45754649168350003,1.1366097229815528,190.48272742616885,11581746983.997753,5.716026957826555e-07,34.754635695206154,62.425331974126685,0.31587375120000005,135020.23299543236,190.48272742616885,216.5045200526285,216.5045200526285,190.48272742616885,5.716026957826555e-07,0.004517683387137343,0.8039999999999999,62.42533197412669,101.2030275046034,62.425331974126685,659884.3354152287,2.7271371213023428,3.02,0.3672757014959999,1.2285119999999998,1.0439295999999998,239.46694769588262,14560089708.49561,0.00712972499292024,0.7954447545223544,0.005671302346805336
Jamaica,8528.896333093431,2725941.0,0.54788,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.4083333333333333,0.3810091134726805,1.0,0.18820314286302245,1.3032457579745251,83.1697119070942,226715727.64573628,2.682309759157368e-06,7.311818147187195,5.473053219543642,0.2609925504,34286.1632590356,83.1697119070942,108.39057423488387,108.39057423488387,83.1697119070942,2.682309759157368e-06,0.010658896031632129,0.8039999999999997,5.473053219543642,26.393344817580882,5.473053219543642,89987.7773172846,2.720430921960849,2.4160000000000004,0.1637833687585463,1.8214646659734182,1.6025264255260658,143.75876748581896,391877918.39906085,0.016855494764077834,0.5785366232727228,0.00975152102440065
Japan,35804.231196870205,126958472.0,0.9349799999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8166666666666667,0.210442533555454,1.0,0.27309551297088797,1.1421176477705022,214.53545430677113,27237093468.61347,5.633107916149177e-07,71.51707736454034,32.02327594622394,0.49424168183999984,143933.0094114182,214.53545430677113,245.0247284362254,245.0247284362254,214.53545430677113,5.633107916149177e-07,0.006518511853894984,0.8039999999999999,32.02327594622394,49.01521828503663,32.02327594622394,683953.9848701273,2.7240194669227904,2.4160000000000004,0.25914388076846506,0.900281412,0.7920684820800001,259.6649202876891,32966661511.726807,0.007252352909350766,0.8262011444175135,0.005991902273425286
Jordan,10239.664275505498,7594547.0,0.8367899999999999,3.0,0.2,1.5,0.06,0.8,0.05,0.4666666666666667,0.425,0.17572272222131016,1.0,0.2110293598466637,1.109319091396647,20.596427037561206,156420533.16882935,3.8722089190707657e-07,2.9407672629702124,1.5688974969771994,0.03545324188799999,41163.45038753209,20.5964270375612,22.84800972732473,22.848009727324733,20.596427037561206,3.8722089190707657e-07,0.0006310220908442799,0.8039999999999999,1.5688974969771996,7.975097424506876,1.5688974969771994,234252.2917195062,2.7325273409908384,1.8120000000000003,0.17362962001226362,2.3316000000000003,2.1214080000000006,27.2994343222101,207326837.03343776,0.002666047790991899,0.7544635099198556,0.002011435774005826
Kazakhstan,24352.846199855,17544126.0,0.53247,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.775,0.3305707553557686,1.0,0.05961049065049449,1.2555984560873927,67.93424216002822,1191846904.1700475,4.472759190806142e-07,7.8470650811160985,33.9825018189515,0.078361049568,97898.44172341711,67.93424216002822,85.29812957159851,85.29812957159851,67.93424216002822,4.472759190806142e-07,0.006360509936218264,0.8039999999999999,33.9825018189515,73.34144088382075,33.9825018189515,296149.7353813296,2.7235425015124455,2.4160000000000004,0.048702091343870206,0.7542524716374104,0.6635920750465654,115.66762345697676,2029287360.0497558,0.00474965523568516,0.5873228837047626,0.002789581209626032
Kenya,2901.012941307161,46050302.0,0.25622,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5083333333333333,0.4629602731517201,1.0,0.11136031308920989,1.380662069508237,6.258990764656641,288228414.9276492,1.1755500153439899e-06,54.13443322269536,0.6266223352011925,0.2893013743200001,11662.07202405479,6.25899076465664,8.641551142163781,8.64155114216378,6.258990764656641,1.1755500153439899e-06,0.0019879173015490436,0.8039999999999999,0.6266223352011925,1.5408745947570306,0.6266223352011925,25190.221926953385,2.7309223468593755,1.2080000000000002,0.08395693537021855,2.492399999999999,2.342608,12.497979511711556,575535730.9041296,0.004308143315651712,0.5008002100492717,0.002157519077400743
Kyrgyz Republic,3224.8776134237796,5957000.0,0.35707,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.4833333333333333,0.5202256666410198,1.0,0.28049082348073107,1.4347586260405798,28.362950530076404,168958096.3076651,4.331845883145495e-06,25.804805925897714,9.269408522462676,0.042091601352,12964.008005963595,28.362950530076404,40.69398793298935,40.69398793298935,28.362950530076404,4.331845883145495e-06,0.02393373133160635,0.8039999999999999,9.269408522462676,32.53703932864776,9.26940852246268,24919.970000075697,2.6965366883551933,2.4160000000000004,0.2322019946098215,1.0444217283433275,0.9188832758220599,53.9777256835041,321545311.8966339,0.01673791447427897,0.5254565688147229,0.008795047108768914
Lao PDR,5341.307919639489,6802023.0,0.38614,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.16666666666666666,0.2472988860728427,1.0,0.1495860521556789,1.1769345177166666,186.7472788407278,1270259285.8620439,9.563842908621497e-06,65.05347943283034,5.006730471005527,0.17472830303999998,21472.05783695075,186.7472788407278,219.7893185573118,219.7893185573118,186.7472788407278,9.563842908621497e-06,0.031320862280525996,0.8039999999999997,5.006730471005527,76.34443656343335,5.006730471005527,86826.34272208605,2.6825022633622733,1.8120000000000003,0.10931979718913107,1.2863999999999993,1.1704319999999997,254.02801073101787,1727904371.6366303,0.04755913992469535,0.7351444366443058,0.03496283712722788
Latvia,22628.4372652248,1978440.0,0.6738200000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.2393699080806075,1.0,0.28388462077399995,1.1694442975319261,142.2076235795025,281349250.7946309,9.356734091516491e-07,1.8511736996019883,0.0,0.22169023248,90966.31780620369,142.2076235795025,166.30389446061585,166.30389446061585,142.2076235795025,9.356734091516491e-07,0.010850582741067647,0.8039999999999997,0.0,58.152860431840885,0.0,380024.0328269287,2.7136245409747626,0.0,0.269395968048,0.7542524716374103,0.7542524716374103,216.70858404709944,428744931.0221434,0.009576825014785066,0.6562159233553716,0.006284465069890002
Lesotho,2517.010210086731,2135022.0,0.27312,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.16666666666666666,0.1992120956582078,1.0,0.09296403474328556,1.1315086572166373,23.615819352968845,50420293.866614245,4.488850794496009e-06,9.58379520096646,0.1964325057763215,0.07774109803199995,10118.381044548654,23.615819352968845,26.721504045148457,26.72150404514845,23.615819352968845,4.488850794496009e-06,0.0030051733423963603,0.8039999999999999,0.19643250577632151,2.946487586644823,0.1964325057763215,50792.00141495911,2.728290135017453,1.2080000000000002,0.07069477350746237,2.626188346429785,2.4683557333707205,38.568718729028596,82345062.9982881,0.015323226967640944,0.6123050008190832,0.009382488500972386
Liberia,786.9166969611558,4503438.0,0.4970100000000001,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.4725120712732518,1.0,0.14476292021270507,1.38968530947189,2.424871910439584,10920260.306606222,2.6727912493858552e-06,12.03674967855174,0.0,0.13635179112,3163.4051217838455,2.424871910439584,3.3698088712889263,3.3698088712889263,2.424871910439584,2.6727912493858552e-06,0.0021571455823744846,0.8039999999999999,0.0,0.7141552743095804,0.0,6694.866256558475,2.72930772883566,0.0,0.10533470652724226,2.7285666397331667,2.7285666397331667,4.014501504881149,18079058.628138956,0.005101558424651542,0.6040281483245759,0.0030814848888119114
Lithuania,26396.86807945201,2910199.0,0.66508,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.3129644244946807,1.0,0.38179145304900003,1.2389663888872968,71.45972819927562,207962029.54580367,3.5168481698489014e-07,1.0234728027046103,0.0,0.25872806831999995,106115.40967939707,71.45972819927562,88.5362013979242,88.5362013979242,71.45972819927562,3.5168481698489014e-07,0.003237252417868608,0.8039999999999999,0.0,9.749393006094374,0.0,339065.4060784492,2.727342094375344,0.0,0.358683300432,1.2249641087999998,1.2249641087999998,102.6140337366383,298627258.36633104,0.0038873563874236906,0.6963933255238649,0.0027071290421344218
Luxembourg,93552.60435358036,569676.0,0.9016,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.5,0.24723066038615735,1.0,0.4520133868031999,1.1768700673655583,34.283415731046446,19530439.139999613,2.3298269616831125e-08,0.013272465042237891,0.0,0.5074190649599999,376081.469501393,34.283415731046446,40.34712578091808,40.34712578091808,34.283415731046446,2.3298269616831125e-08,0.000346883264758932,0.8039999999999999,0.0,9.84882480060164,0.0,1521176.495318095,2.7329009695111033,0.0,0.36968872128959995,1.076835792,1.076835792,45.32443989837495,25820245.623546645,0.00048448079250762547,0.7564002072152609,0.0003664613718445817
"Macedonia, FYR",12724.675281577,2078453.0,0.57104,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.3333333333333333,0.2639321665831752,1.0,0.28357845729740155,1.1926473792656516,41.58815522319837,86439025.9881223,6.596887672784463e-07,1.3711320974161891,2.845437373446914,0.12749015296799998,51153.19463193952,41.588155223198356,49.60000433544062,49.60000433544063,41.58815522319837,6.596887672784463e-07,0.004992606411152488,0.8039999999999997,2.8454373734469143,12.804468180511112,2.845437373446914,193811.8998307817,2.725830230016941,1.8120000000000003,0.26666476360771824,0.8994251520000002,0.8183426457600002,64.42532986003931,133905020.1235883,0.005063023490533813,0.6455249094346351,0.00326830778019227
Madagascar,1373.3440227542203,24235390.0,0.35105,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.2940729838426214,1.0,0.09714162431539544,1.2211203247123867,16.610658519013914,402565787.3651246,7.290545702572687e-06,176.68921841467312,0.9931950210238896,0.031633108247999996,5520.842971471966,16.610658519013914,20.283612724424838,20.283612724424838,16.610658519013914,7.290545702572687e-06,0.008283465564982386,0.8039999999999997,0.9931950210238896,6.621300140159264,0.9931950210238896,18773.716984578718,2.720541023729143,1.2080000000000002,0.07547164848740576,1.9857102360904453,1.8663700388169495,25.246592831662664,611861023.446549,0.018383298294793616,0.6579366423726646,0.012095045555811642
Malawi,1112.98730187659,17215232.0,0.16272000000000006,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.3333333333333333,0.25307656921941635,1.0,0.031744186967320204,1.1823924870751237,10.957378216606411,188633808.1106256,6.882978722720103e-06,118.49207556269025,0.9813033595153245,0.063175142592,4474.208953543893,10.957378216606413,12.955921681356037,12.955921681356037,10.957378216606411,6.882978722720103e-06,0.006331345907739773,0.8039999999999997,0.9813033595153244,3.68986421317822,0.9813033595153244,17679.269824717634,2.724453792504264,2.4160000000000004,0.024282065880335327,1.9857102360904453,1.7470298415434542,17.389454309803632,299363490.2966694,0.01562412642128401,0.6301162774515002,0.00984501637901111
Malaysia,25308.019304820406,30331007.0,0.74705,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.7666666666666666,0.2505940745612133,1.0,0.10042580371935185,1.1800473637041682,76.19674945422362,2311124141.0733027,4.089310891285842e-07,12.403291726876713,13.483040561867895,0.29350238687999997,101738.237605378,76.19674945422362,89.91577331628358,89.9157733162836,76.19674945422362,4.089310891285842e-07,0.004146057147226218,0.8039999999999999,13.483040561867895,21.98321830739331,13.483040561867897,405988.2013711627,2.7276640693959635,3.0199999999999996,0.09014317403815289,1.0345616227703922,0.8791200257173282,112.02322996470211,3397777372.2219896,0.004426392623438733,0.6801870422610808,0.003010774906423058
Mali,2285.30721649845,17599694.0,0.39916,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.3333333333333333,0.6438448659589122,1.0,0.05471080441005166,1.5515372351953896,5.771470975767842,101576123.10339545,1.8866065278998212e-06,33.203697589439315,1.8330401946326726,0.02869292350319999,9186.935010323768,5.771470975767842,8.954652120753275,8.954652120753275,5.771470975767842,1.8866065278998212e-06,0.01387235561152452,0.8039999999999999,1.8330401946326726,9.215482668522736,1.8330401946326724,14268.864280902793,2.711561988479404,1.8120000000000003,0.040917826717064586,0.8436087384,0.7675580401919999,14.023900663592876,246816360.36563155,0.006136549415478725,0.41154534064484816,0.002525468319577136
Mauritania,3693.5420412279705,4067564.0,0.59859,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.3333333333333333,0.2381059708580064,1.0,0.10097044750216044,1.1682503015205559,20.04694329216273,81542224.84524257,3.358108209199062e-06,13.659320059842571,4.354661012717206,0.104081307048,14848.039005736442,20.046943292162727,23.41984754563459,23.419847545634596,20.04694329216273,3.358108209199062e-06,0.011034948432810453,0.8039999999999997,4.354661012717205,23.004248149067312,4.354661012717206,62358.9528319347,2.7178895869540574,1.8120000000000003,0.07791117316984254,0.7931010965999998,0.7216036246080001,51.28982713994099,208624654.44064692,0.01388635260339123,0.3908561289837444,0.0054275660242648375
Mauritius,18333.420203351594,1262605.0,0.39671,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.7416666666666667,0.29481279169257346,1.0,0.37546917568772664,1.2218191945662276,69.41429724662999,87642838.77508128,5.191998300149544e-07,0.6555443013760314,10.183647985402004,0.2988403401,55366.9290141218,69.41429724662999,84.81172075325819,84.81172075325819,69.41429724662999,5.191998300149544e-07,0.004468493026077172,0.7549999999999999,10.183647985402004,18.72376544813443,10.183647985402004,187803.6861842062,2.0470447026925287,1.616,0.2883129956028178,0.9059999999999999,0.8090399999999999,87.69053669552498,110718510.08445331,0.004783097519332153,0.7915825340155813,0.0037862164547965865
Mexico,16501.941101905602,127017224.0,0.79246,3.0,0.2,1.5,0.06,0.8,0.05,0.5333333333333333,0.7666666666666666,0.3682630449767729,1.0,0.2953851748357226,1.2912050057341198,20.247746440821604,2571812545.16904,2.245164230155998e-07,28.5174527938512,2.239390459543397,0.13712128022400003,66337.80322966051,20.2477464408216,26.143991559224062,26.143991559224062,20.247746440821604,2.245164230155998e-07,0.0014362462414438605,0.8039999999999997,2.239390459543397,5.47677014562244,2.239390459543397,180137.0084088795,2.7311852612148697,2.4160000000000004,0.2666837211745226,1.5987414575999999,1.4065743251839997,32.38731835463203,4113747270.209608,0.0019626368894803546,0.6251751447623565,0.0012269918014968218
Moldova,4741.824602550151,3554150.0,0.44995,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.375,0.25670477375728673,1.0,0.37752489618151475,1.1858199213409946,41.725070877748955,148297160.66015148,2.427755648909585e-06,8.628607739572,4.267361909725329,0.063904494408,19062.134902251608,41.72507087774895,49.47842026619969,49.478420266199684,41.725070877748955,2.427755648909585e-06,0.005744342323224491,0.8039999999999997,4.267361909725329,19.75548691054094,4.26736190972533,74257.03317958071,2.724456736286119,1.8120000000000003,0.31376201811053905,1.8984315446945312,1.7272893576802777,53.93867657815951,191706147.3602656,0.011375088937104783,0.7735649727573033,0.008799370363743363
