country,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,11424.6283187,2876101.0,0.58376,4146.89625046,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,1.0,0.183943312586,1.1183474946,66.260760632,190572639.914,1.04370952914e-06,3.00181402048,0.0,0.086087198,57123.1415934,66.260760632,74.102555643,74.102555643,66.260760632,1.04370952914e-06,0.0044676867198,1.0,0.0,30.5154117691,0.0,308307.134608,3.39099980367,0.0,0.191790901534,1.2636,1.2636,86.7161672639,249404455.384,0.00759028345125,0.764110807969,0.00579981762065
Algeria,13974.6662247,40606052.0,0.71304,3843.75232202,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.288910450329,1.0,0.145444582109,1.21624346508,35.4677070847,1440203558.2,5.55592163765e-07,22.5604042926,18.8503284657,0.15218446,69873.3311234,35.4677070847,43.137366963,43.137366963,35.4677070847,5.55592163765e-07,0.00886564477349,1.0,18.8503284657,47.2422212088,18.8503284657,241851.172375,3.38701467529,0.0,0.15626269646,0.57023544,0.57023544,62.4526310172,2535954782.62,0.00446898909878,0.567913737292,0.00253800030101
Angola,6024.72613816,28813463.0,0.44819,3110.80818263,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.432397390525,1.0,0.127358535734,1.3517904141,4.68132568968,134885204.551,2.92797657968e-07,8.43651448436,0.0,0.18571632,30123.6306908,4.68132568968,6.32817119258,6.32817119258,4.68132568968,2.92797657968e-07,0.00135713673424,1.0,0.0,0.706715286611,0.0,69666.5413596,3.39782268509,0.0,0.130048432798,1.86,1.86,9.31640118215,268437780.755,0.00154636094131,0.502482192228,0.000777018835766
Antigua and Barbuda,20777.613083,100963.0,0.23393,14353.3788139,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.416666666667,0.400510641609,1.0,0.139014907013,1.32166814984,1322.183318,133491594.335,1.49371403353e-05,1.50809849967,16.7451581004,0.153,83110.4523321,1322.183318,1747.48757965,1747.48757965,1322.183318,1.49371403353e-05,0.0557421055739,1.0,16.7451581004,60.2825691613,16.7451581004,207511.221171,2.64974680723,0.0,0.163904959972,1.94205552247,1.94205552247,3043.93211077,307324517.7,0.146500567635,0.434366887922,0.0636349956425
Argentina,10405.0,43847430.0,0.91893,12449.2168521,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.375,0.269549514885,1.0,0.154097673055,1.19795388607,28.77673204,1261785743.75,6.35814234469e-07,27.8788201389,2.44243644989,0.050750804,52024.9999999,28.77673204,34.4731979756,34.4731979756,28.77673204,6.35814234469e-07,0.00303831805133,1.0,2.44243644989,8.88158709051,2.44243644989,193007.21065,3.39536372916,0.0,0.161626621754,1.37367777,1.37367777,45.9181005361,2013390698.99,0.00441308030141,0.626696916991,0.00276566381933
Armenia,8174.36673173,2924816.0,0.62558,3606.15205715,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.366695721222,1.0,0.353665438477,1.28972441138,35.3285592605,103329535.382,9.72441359795e-07,2.84421204819,1.01216941416,0.0209314598,40871.8336587,35.3285592605,45.5641052972,45.5641052972,35.3285592605,9.72441359795e-07,0.0110167469849,1.0,1.01216941416,5.95393773035,1.01216941416,111459.80521,3.38129832025,0.0,0.402563319538,0.75,0.75,48.9000284236,143023585.534,0.00598211825189,0.72246500461,0.00432187109043
Australia,44414.029479,24127159.0,0.89554,49927.8195095,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.916666666667,0.27360239086,1.0,0.22769110058,1.20178249216,68.113238997,1643378947.29,1.32696197197e-07,3.20158224846,3.57488452557,0.65936592,222070.147395,68.113238997,81.8572981107,81.8572981107,68.113238997,1.32696197197e-07,0.00113865080466,1.0,3.57488452557,4.87484253487,3.57488452557,811652.802803,3.3983264356,0.0,0.282336592,1.71264,1.71264,84.4679214486,2037970971.19,0.00190182972451,0.806379958556,0.00153359737443
Austria,44143.7001647,8747358.0,0.66032,44176.515216,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.891666666667,0.232278518207,1.0,0.4838857587,1.1627453167,65.9529937494,576914447.498,1.21548344213e-07,1.06322688114,12.4525475388,0.64525414,220718.500823,65.9529937494,76.6865346046,76.6865346046,65.9529937494,1.21548344213e-07,0.00190179793424,1.0,12.4525475388,17.4568423441,12.4525475388,950232.085718,3.39724770935,0.0,0.49449017,0.9168,0.9168,76.7211040934,671106963.66,0.00173798534802,0.859646045619,0.00149405223177
Azerbaijan,15994.0097416,9762274.0,0.54895,3876.93643264,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.25,0.598221283185,1.0,0.4315486726,1.50843827831,24.7846801962,241954839.078,2.90635560269e-07,2.83726397349,0.0,0.0571493,79970.048708,24.7846801962,37.3861603238,37.3861603238,24.7846801962,2.90635560269e-07,0.00648120839168,1.0,0.0,2.60681922702,0.0,133679.711765,3.38708457338,0.0,0.485983358847,0.75,0.75,39.9971337182,390462978.572,0.00250075711872,0.619661408011,0.00154962267728
Bangladesh,3319.35355607,162951560.0,0.35035,1358.77975225,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.616666666667,0.289708907625,1.0,0.147886692351,1.21699773895,52.3768081025,8534882588.13,4.78397306798e-06,779.555874425,5.57093714712,0.087379278,16596.7677804,52.3768081025,63.7424570342,63.7424570342,52.3768081025,4.78397306798e-06,0.0154348257708,1.0,5.57093714712,12.3215857584,5.57093714712,57287.7372547,3.37725451234,0.0,0.138046064324,1.41396257416,1.41396257416,62.2501822461,10143764307.3,0.0187537064656,0.841392044371,0.0157792194226
