,d_gdp_pc,d_pop,d_shew,d_fa,d_v,d_urb,d_avg_prod_k,d_tau_tax,d_axfin,d_share1,d_resilience,d_dWtot,d_dKtot
0,0.146942706836,-0.00733942484312,,-0.0719395497386,-0.031339031339,0.0168794746285,1.67314391507e-10,-0.060793968004,-0.806719700699,0.00564971751412,0.0620732284719,0.0355159679629,0.0997937866157
1,,,,,,,,,,,,,
2,-0.195417110524,0.341932545559,,-0.120304696374,-0.258064516129,0.0174574347333,-1.09852647976e-09,0.0134521462662,-0.792927740105,-0.00552486187845,0.190603239846,-0.413807006461,-0.302076722957
3,,,,,,,,,,,,,
4,-0.424731182796,0.0579348971678,-1.0,-0.015778276137,-0.0871783904142,0.0015476670554,-4.26637790519e-10,0.0200961786819,-0.79357098551,0.0105263157895,0.143111711068,-0.455060566963,-0.377073352689
5,0.0860295450254,-0.0173858063285,-1.0,-0.0259486290909,0.0,-0.00183492093884,6.05406351192e-10,0.311730979503,-0.593328855146,-0.0330188679245,0.00177023199699,0.0545969957216,0.0564638773491
6,0.0368868679331,0.043142637261,-1.0,-0.117431686819,-0.194226457399,0.00146494749673,-5.11691477081e-10,0.0112400980036,-0.797866210312,0.0296191819464,0.0890527938687,-0.0150020268618,0.0727147943669
7,0.00198486569173,0.0315495972027,-1.0,-0.19045179282,0.0,0.000970167353869,8.91171522258e-10,0.0228482761899,-0.761867330489,0.0411311053985,0.157199648825,-0.0599169987198,0.0878637195
8,-0.0361099380663,0.036686874874,,-0.0241821609071,0.0,0.00503478579275,3.09250139646e-10,0.00780143840085,-0.427739805092,-0.371727748691,-0.00245011837273,-0.0224389471201,-0.0248340875833
9,0.16327820179,0.0405926085924,-1.0,-0.124550514102,-0.02630697978,0.0221139539633,-1.29440264059e-09,1.01464670081,-0.900126793615,0.00112485939258,0.223019854119,0.116059773375,0.364963262141
10,-0.0183119863164,0.00434396788506,-1.0,-0.149131847765,0.0,0.00494345676758,-6.36572729351e-10,0.298034285868,-0.552841521362,-0.0155440414508,0.134112338449,0.0562083365222,0.197858906001
11,0.0329168665794,0.0147853622213,,-0.17270094636,0.0,0.000398536655154,2.0166918648e-09,0.038582146858,-0.725188404095,-0.00232018561485,0.0280835765974,-0.0677812885773,-0.0416012524458
12,,,,,,,,,,,,,
13,0.159609118024,0.0531627240985,-1.0,-0.061979623303,-0.26334949254,0.0101251422071,-1.63510926538e-10,-0.00178649578371,-0.813307305345,-0.471947194719,-0.196800471542,0.101796429041,-0.115037628404
14,,,,,,,,,,,,,
15,0.130353493797,0.0203053077442,-1.0,-0.187428799854,-1.24145378913e-10,0.00582379729099,9.9802234413e-10,-0.326726096399,-0.724440221558,0.111111111111,0.288541994506,-0.0661148796062,0.203350194767
16,0.190895180464,-0.081605105049,,-0.139526325733,-0.0681182414328,0.00435034073478,1.1020824894e-09,0.0227654950999,-0.713940410542,-0.024064171123,0.166369174299,-0.145647980537,-0.00351014067779
17,0.0175011465851,0.113359562703,-1.0,-0.0928999685763,-0.244917696363,0.0046305967551,-1.01714900575e-09,0.179960204906,-0.67915727384,-0.0140845070423,0.109983196716,-0.203773946826,-0.116202459757
18,-0.036508936568,0.0363888498276,-1.0,-0.0734417618891,-0.243032463546,0.00287091390759,7.07897947374e-10,-0.0240723394565,-0.749998519754,0.0975609756098,0.125254793466,-0.344158675282,-0.262011405162
19,0.128324632576,-0.0188975673475,-1.0,-0.167451960907,-0.000794296958158,0.00430031914318,-1.52594515703e-09,0.0266143506442,-0.419965995016,-0.025974025974,0.092446875917,0.0842449656956,0.184480025634
20,-0.0219987372578,0.101069399006,-1.0,-0.0310855564972,-0.26334949254,0.0277638233029,-2.93345370075e-10,-0.892235979056,-0.789255850191,0.238805970149,0.0403802345724,-0.164651670647,-0.130920109519
21,-0.0345180259894,0.0355802077671,-1.0,-0.155865284826,-0.068746302313,0.0250476901385,-6.09098443506e-10,0.00132797577668,-0.779804448815,-0.260089686099,0.16185724489,-0.203435649335,-0.0745059385393
22,,,,,,,,,,,,,
23,0.111915563087,0.0532592874823,-1.0,-0.175562565295,4.36116310293e-11,0.0102425479487,-9.45829041965e-10,-0.621294790615,-0.801361663744,-0.228130360206,0.283608048366,0.0101068625969,0.29658129834
24,0.0283748620222,0.032205069545,-1.0,-0.103861753251,7.96456541785e-11,0.00217529452021,-4.29230675998e-10,0.0171195031924,-0.774122940609,-0.0704225352113,0.0591153778408,0.11482201579,0.180725139715
25,0.108670627921,-0.00472141056581,,-0.0240128241032,-0.228224085017,0.0073681844294,1.62036477504e-10,-0.862436514738,-0.8,-0.00900900900901,0.0647596961847,-0.207616307762,-0.156301780941
26,-0.086901147143,0.126876347823,,-0.042480133527,-0.26334949254,0.00654176494148,6.16037356921e-10,-0.503309808753,-0.858887720738,0.0082304526749,0.0287493368956,-0.291563020634,-0.271195926665
27,0.0457164749885,0.0164614532772,-1.0,-0.0420626864178,-0.00060388781841,0.00186529654864,-5.21022051092e-10,-0.103532882863,-0.767578114529,0.036717062635,0.154447786852,-0.0648400034107,0.079593387441
28,0.249581474576,0.0156809441719,-1.0,-0.0506283189874,-0.122200955824,0.0209299816593,6.06413933229e-10,0.0405906965229,-0.758047844588,0.113490364026,0.146958342051,0.0955539628841,0.256554756426
