country,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,11424.6283187,2876101.0,0.58376,4146.89625046,5.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,1.0,0.183943312586,1.19006396095,-154.608441475,-444669493.134,-2.21751891254e-06,-6.37780836188,0.0,0.086087198,57123.1415934,-154.608441475,-183.993934258,-183.993934258,-154.608441475,-2.21751891254e-06,0.0044676867198,1.0,0.0,-71.2026274611,0.0,308307.134608,3.39099980367,0.0,0.191790901534,-2.9484,-2.9484,-184.241626201,-529897525.357,-0.0161267063629,0.839161294128,-0.0135329077815
Algeria,13974.6662247,40606052.0,0.71304,3843.75232202,5.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.288910450329,1.0,0.145444582109,1.34728313972,-82.7579831977,-3360474969.14,-1.3596478106e-06,-55.2099296987,-44.0927397948,0.15218446,69873.3311234,-82.7579831977,-111.49843544,-111.49843544,-82.7579831977,-1.3596478106e-06,0.00886564477349,1.0,-44.0927397948,-110.231849487,-44.0927397948,241851.172375,3.38701467529,0.0,0.15626269646,-1.33054936,-1.33054936,-152.834378464,-6206000719.29,-0.0109365315784,0.541488008323,-0.00592200070235
Angola,6024.72613816,28813463.0,0.44819,3110.80818263,5.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.432397390525,1.0,0.127358535734,1.56496911705,-10.9230932759,-314732143.952,-7.05926643217e-07,-20.340191215,0.0,0.18571632,30123.6306908,-10.9230932759,-17.0943036395,-17.0943036395,-10.9230932759,-7.05926643217e-07,0.00135713673424,1.0,0.0,-1.64900233543,0.0,69666.5413596,3.39782268509,0.0,0.130048432798,-4.34,-4.34,-22.4615724696,-647195687.273,-0.00372823128462,0.486301361614,-0.00181304395012
Antigua and Barbuda,20777.613083,100963.0,0.23393,14353.3788139,5.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.416666666667,0.400510641609,1.0,0.139014907013,1.51659329907,-3085.09440866,-311480386.782,-3.38393971217e-05,-3.41652705159,-39.0720355675,0.153,83110.4523321,-3085.09440866,-4678.83350718,-4678.83350718,-3085.09440866,-3.38393971217e-05,0.0557421055739,1.0,-39.0720355675,-140.659328043,-39.0720355675,207511.221171,2.64974680723,0.0,0.163904959972,-4.53146288576,-4.53146288576,-6895.88670894,-696229409.795,-0.33189022634,0.447381829035,-0.148481656499
Argentina,10405.0,43847430.0,0.91893,12449.2168521,5.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.375,0.269549514885,1.0,0.154097673055,1.31791040274,-67.1457080934,-2944166735.43,-1.4457638916e-06,-63.3930310335,-5.69901838307,0.050750804,52024.9999999,-67.1457080934,-88.492027196,-88.492027196,-67.1457080934,-1.4457638916e-06,0.00303831805133,1.0,-5.69901838307,-20.7237032112,-5.69901838307,193007.21065,3.39536372916,0.0,0.161626621754,-3.20524813,-3.20524813,-104.412150794,-4578204473.07,-0.0100348054583,0.643083277024,-0.00645321557843
Armenia,8174.36673173,2924816.0,0.62558,3606.15205715,5.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.366695721222,1.0,0.353665438477,1.46529222608,-82.4333049411,-241102249.225,-2.50570835142e-06,-7.32873587757,-2.36172863304,0.0209314598,40871.8336587,-82.4333049411,-120.7888809,-120.7888809,-82.4333049411,-2.50570835142e-06,0.0110167469849,1.0,-2.36172863304,-13.8925213708,-2.36172863304,111459.80521,3.38129832025,0.0,0.402563319538,-1.75,-1.75,-126.001643566,-368531623.128,-0.0154142391333,0.654224045086,-0.0100843658777
Australia,44414.029479,24127159.0,0.89554,49927.8195095,5.0,0.2,1.5,0.06,0.8,0.05,0.8,0.916666666667,0.27360239086,1.0,0.22769110058,1.32405907569,-158.930890993,-3834550877.0,-3.04462052291e-07,-7.34580434509,-8.34139722633,0.65936592,222070.147395,-158.930890993,-210.433888627,-210.433888627,-158.930890993,-3.04462052291e-07,0.00113865080466,1.0,-8.34139722633,-11.3746325814,-8.34139722633,811652.802803,3.3983264356,0.0,0.282336592,-3.99616,-3.99616,-193.805679893,-4675980453.89,-0.00436361397889,0.820052802789,-0.00357839387367
Austria,44143.7001647,8747358.0,0.66032,44176.515216,5.0,0.2,1.5,0.06,0.8,0.05,0.8,0.891666666667,0.232278518207,1.0,0.4838857587,1.26136606967,-153.890318749,-1346133710.83,-3.02426263888e-07,-2.64543079883,-29.0559442572,0.64525414,220718.500823,-153.890318749,-194.112026521,-194.112026521,-153.890318749,-3.02426263888e-07,0.00190179793424,1.0,-29.0559442572,-40.7326321362,-29.0559442572,950232.085718,3.39724770935,0.0,0.49449017,-2.1392,-2.1392,-190.890933336,-1669791332.85,-0.00432430749177,0.806168821426,-0.00348612187412
Azerbaijan,15994.0097416,9762274.0,0.54895,3876.93643264,5.0,0.2,1.5,0.06,0.8,0.05,0.0,0.25,0.598221283185,1.0,0.4315486726,1.81654278702,-57.8309204579,-564561291.182,-8.02719657235e-07,-7.83636923911,0.0,0.0571493,79970.048708,-57.8309204579,-105.052341425,-105.052341425,-57.8309204579,-8.02719657235e-07,0.00648120839168,1.0,0.0,-6.08257819638,0.0,133679.711765,3.38708457338,0.0,0.485983358847,-1.75,-1.75,-110.469914414,-1078437573.27,-0.00690695555392,0.523499278193,-0.00361578624699
Bangladesh,3319.35355607,162951560.0,0.35035,1358.77975225,5.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.616666666667,0.289708907625,1.0,0.147886692351,1.34849449008,-122.212552239,-19914726038.9,-1.10388980275e-05,-1798.80565426,-13.0015547502,0.087379278,16596.7677804,-122.212552239,-164.802953313,-164.802953313,-122.212552239,-1.10388980275e-05,0.0154348257708,1.0,-13.0015547502,-28.7503667695,-13.0015547502,57287.7372547,3.37725451234,0.0,0.138046064324,-3.29924600637,-3.29924600637,-143.640736318,-23406482062.5,-0.0432737079347,0.850820981373,-0.0368181786527
