country,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Bosnia and Herzegovina,11327.487410000002,11179.34991,3516816,0.077,0.3994,4708.718261,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.32393223235700314,1.0,0.14356445648199992,1.2493272822979196,68.50043656070973,240903431.30368894,1.3171784048950714e-06,4.632274089189465,0.0,0.09976816199999997,56637.43705000001,68.50043656070973,85.57946424461252,85.57946424461252,68.50043656070973,1.3171784048950714e-06,0.0042667317534458675,0.9999999999999997,0.0,28.854181497379635,0.0,174843.47463015144,3.391465720388851,0.0,0.1547600721999999,2.468094374,2.468094374,108.05180643835898,379998321.71132386,0.009538903247243508,0.6339591980795585,0.0060472754531809905
Botswana,15723.23706,15513.44193,2250260,0.028,0.5771,6788.042745000002,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.7083333333333333,0.2811780767140953,1.0,0.08310013303600002,1.2089389699717095,44.3125803726649,99714827.10939294,5.21250197316392e-07,1.1729484690131842,1.8734569880895569,0.30619332,78616.1853,44.3125803726649,53.5712052725181,53.57120527251811,44.3125803726649,5.21250197316392e-07,0.0013842467713778188,1.0,1.8734569880895566,4.408134089622487,1.8734569880895569,279595.7146400775,3.39776677252884,3.2000000000000006,0.1121983254,3.266403415957444,2.8483037787148904,69.92857296398273,157357470.59793177,0.004447466682409909,0.6336834643470909,0.002818286094877774
Brazil,14023.691619999994,14023.69162,207652865,0.036000000000000004,0.8593299999999999,8649.948492,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.5458333333333333,0.26557501018758395,1.0,0.21376261367200006,1.1941993145009573,25.99877111084269,5398719307.645719,3.3105056120354727e-07,68.74359749377446,2.0013026478116656,0.14558476199999998,70118.45809999997,25.998771110842686,31.047714638435636,31.04771463843564,25.99877111084269,3.3105056120354727e-07,0.0007998110648739211,0.9999999999999998,2.0013026478116656,4.230586924322958,2.001302647811665,264025.06037926197,3.398859905995655,0.8000000000000002,0.2071562594,3.302651539985098,3.1969666907055743,37.408585725181005,7768000001.431938,0.0026675276909134587,0.6949947614122718,0.0018539177711070275
Bulgaria,17794.52661,17709.07519,7127822,0.06,0.74266,7350.795801,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.7166666666666667,0.3230784715072762,1.0,0.4390931068799999,1.2485207651457937,39.974820185716254,284933402.7657924,3.431685100531227e-07,2.4460440556638687,4.661060917661215,0.17148750599999996,88972.63305,39.974820185716254,49.90939308483598,49.909393084835976,39.974820185716254,3.431685100531227e-07,0.0019296198690760906,0.9999999999999998,4.661060917661215,9.755708897430448,4.6610609176612146,275390.16337087075,3.3969297778611525,3.2000000000000006,0.4733378346,2.2413224551999997,1.9544331809344,55.423832669913274,395051213.82892656,0.0031146562021361506,0.7212568719993359,0.002246467189706051
Burkina Faso,1642.185834,1594.576777,18646433,0.083,0.30688000000000004,649.7304837,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.4166666666666667,0.40566509188102295,1.0,0.037206592051000006,1.3265373735307222,3.7362744317348544,69668190.86095703,1.1417145151015142e-06,21.28890321096787,0.41206250482608453,0.098161232,8210.92917,3.736274431734855,4.956307671463544,4.956307671463546,3.7362744317348544,1.1417145151015142e-06,0.001488812226481245,0.9999999999999998,0.4120625048260845,1.2361875144782533,0.4120625048260845,20240.659929418267,3.3976810031036933,2.4000000000000004,0.03620367940000001,3.393739601658168,3.067940599898984,5.169663703819735,96395787.88580653,0.0031480381798371635,0.7227306544087606,0.0022751836938174766
Burundi,721.1765615,721.1765615,10524117,0.069,0.12359,285.7274421,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.25,0.4629793127178333,1.0,0.10229098596046879,1.3806800555012047,2.5874855453054124,27231000.614602964,3.4406285673872826e-06,36.20957759672614,0.1773746810090599,0.04666023,3605.8828074999997,2.5874855453054124,3.572489686300842,3.5724896863008424,2.5874855453054124,3.4406285673872826e-06,0.0038259243104510135,1.0,0.1773746810090599,1.0788829390963741,0.1773746810090599,7788.431812065945,3.394122108120251,2.4000000000000004,0.10326718970073563,2.469788850858763,2.2326891211763216,4.533912741744823,47715428.1619133,0.0062868276421998255,0.5706959292537354,0.0035878669433232996
Cameroon,3346.8177930000006,3045.919165,23439189,0.045,0.54938,1032.648722,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5666666666666667,0.4197375746029477,1.0,0.018028650735000002,1.3398311415593882,8.69348436106282,203768223.0074957,1.5681198793742641e-06,36.75545822731056,1.2537388891480772,0.09980292199999999,16734.088965000003,8.69348436106282,11.64780107561149,11.647801075611488,8.69348436106282,1.5681198793742641e-06,0.0042699120981556865,0.9999999999999998,1.2537388891480772,3.3187205889213804,1.2537388891480772,39867.97936979952,3.393799593760064,3.2000000000000006,0.0161419416,1.8343680960785826,1.599568979780524,20.658721967009516,484223688.6831878,0.006172646150686194,0.4208142388936589,0.002597537391860884
Canada,43113.68397,43087.75737,36286425,0.066,0.82006,42157.92799,3.0,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.8333333333333333,0.3354838938558465,1.0,0.24114664264000005,1.260239721228972,39.759128001527806,1442716616.2928386,8.851701079878448e-08,3.211965873574283,4.777078147277498,0.66304528,215568.41985,39.759128001527806,50.10603238895242,50.106032388952414,39.759128001527806,8.851701079878448e-08,0.0012965352579387861,0.9999999999999998,4.777078147277498,6.6144158962303825,4.777078147277498,642559.6691763307,3.398162413504443,3.2,0.30450452800000005,1.5066764561178578,1.313821869734772,53.907393759209725,1956106600.5890317,0.0012503546158737066,0.7375449864840705,0.0009221927782648681
Central African Republic,647.8804448000001,647.8804448,4594621,0.033,0.40332,382.21317430000005,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.3147438330510679,1.0,0.0094500347288,1.2406473321184426,3.514560035814032,16148071.346311904,6.057703462541537e-06,27.832851540766065,0.0,0.031053149199999998,3239.4022240000004,3.5145600358140316,4.360329532002778,4.360329532002778,3.514560035814032,6.057703462541537e-06,0.0027770829310915434,0.9999999999999998,0.0,0.5273121776220581,0.0,10292.186482568508,3.3945554250634453,0.0,0.009220104719999999,3.2392822211843653,3.2392822211843653,6.797096206020394,31230080.96720163,0.010491281625452748,0.5170678668195221,0.005424704610275701
Chad,1845.9146790000002,1845.914679,14452543,0.049,0.22618,664.2956518999998,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.7532009944644721,1.0,0.035716833231,1.654842034610844,4.4298431346944,64022498.3874256,1.72734618026984e-06,24.964544946235613,0.0,0.052886108,9229.573395000001,4.4298431346944,7.330690626024557,7.330690626024557,4.4298431346944,1.72734618026984e-06,0.002722606710985474,0.9999999999999998,0.0,0.9193024361332728,0.0,12253.798737430308,3.3945747372335626,0.0,0.03457689180000001,3.3937396016581673,3.3937396016581673,9.32118624194577,134714844.97272962,0.005049630054946742,0.475244568632252,0.002399809257215619
