country,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Belarus,16742.2554956,9507120.0,0.77046,4989.25461056,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.516666666667,0.386444536754,1.0,0.435313789819,1.30838040675,36.8824466876,350645846.552,3.40576319092e-07,3.23789993476,0.0,0.86186926,83711.277478,36.8824466876,48.2562705992,48.2562705992,36.8824466876,3.40576319092e-07,0.00439646807559,5.0,0.0,0.0,216619.125169,3.39341559618,0.0,2.34227519986,0.94,0.94,50.1986379889,477244475.197,0.00299831990989,0.734730027848,0.00220295567089
Belgium,41945.6921229,11348159.0,0.97897,41096.1573022,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.216691517437,1.0,0.48314774691,1.14802083797,12.6555093416,143616732.235,2.63911202351e-08,0.299490628616,0.0,2.8961435,209728.460615,12.6555093416,14.5287884393,14.5287884393,12.6555093416,2.63911202351e-08,0.000424923131024,5.0,0.0,0.0,967866.500246,3.39914428672,0.0,2.55087786,0.77,0.77,15.4257026939,175053326.857,0.000367754158132,0.820417039841,0.000301711777804
Belize,7831.45448606,366954.0,0.43845,4810.56590199,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.075,0.961548126505,1.0,0.150881730148,1.85166007287,54.5282189819,20009348.0683,2.67520034188e-06,0.981675466255,0.0,1.272667,39157.2724303,54.5282189819,100.967725934,100.967725934,54.5282189819,2.67520034188e-06,0.0373110945579,5.0,0.0,0.0,40723.1539961,3.33504106118,0.0,0.999139735417,0.903115763478,0.903115763478,126.150790669,46291537.2392,0.0161082198579,0.432246351313,0.00696271925974
Benin,2009.96138386,10872298.0,0.44395,789.440410686,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.330253321946,1.0,0.0827798384973,1.25529858817,2.6544811247,28860309.8231,9.3547614086e-07,10.1707753753,0.0,0.41186028,10049.8069193,2.6544811247,3.33216640816,3.33216640816,2.6544811247,9.3547614086e-07,0.00152537215379,5.0,0.0,0.0,30430.6005465,3.39792032986,0.0,0.386564288883,1.69686980083,1.69686980083,5.73573217801,62360589.4875,0.00285365292292,0.462797258017,0.00132066274806
Bhutan,8105.79696745,797765.0,0.39377,2804.00022299,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.416666666667,0.185575394278,1.0,0.0440194671464,1.11862655614,104.18400551,83114353.1559,2.71779035413e-06,2.16815802186,0.0,1.2077739,40528.9848373,104.18400551,116.542995289,116.542995289,104.18400551,2.71779035413e-06,0.0069210585576,5.0,0.0,0.0,218396.328861,3.38911082494,0.0,0.218691854431,1.69778115329,1.69778115329,134.948617708,107657284.006,0.0166484083243,0.772027215096,0.0128530243144
Bolivia,6707.95618416,10887882.0,0.68911,3104.95608914,3.0,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.45,0.421834200421,1.0,0.170332203809,1.34181174852,17.4428189088,189915354.026,7.0430710366e-07,7.66841263641,0.0,1.3671704,33539.7809208,17.4428189088,23.4049793392,23.4049793392,17.4428189088,7.0430710366e-07,0.0045757696314,5.0,0.0,0.0,79509.3922857,3.39245373776,0.0,1.0631863771,1.12770842336,1.12770842336,26.3284267242,286660803.419,0.00392495508339,0.662508971445,0.00260031795527
Bosnia and Herzegovina,11179.3499097,3516816.0,0.3994,4708.71826066,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.323932232357,1.0,0.143200371171,1.2493272823,34.0328327154,119687210.619,5.37861677838e-07,1.89156055441,0.0,0.49884081,55896.7495485,34.0328327154,42.5181464052,42.5181464052,34.0328327154,5.37861677838e-07,0.00375847931083,5.0,0.0,0.0,172556.923841,3.39246593662,0.0,0.773800359916,1.234047187,1.234047187,43.2594633786,152135572.961,0.003869586669,0.786714167429,0.0030442586546
Botswana,15513.4419328,2250260.0,0.5771,6788.04274538,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.708333333333,0.281178076714,1.0,0.0831001334421,1.20893896997,24.293129201,54665856.9159,2.7019543886e-07,0.60800998825,0.0,1.5309666,77567.209664,24.293129201,29.3689105937,29.3689105937,24.293129201,2.7019543886e-07,0.00128399374478,5.0,0.0,0.0,275865.069462,3.39792845402,0.0,0.560991628245,1.63320170798,1.63320170798,35.5233419287,79936755.4085,0.00228984271077,0.683863845067,0.00156594064078
Brazil,14023.6916227,207652865.0,0.85933,8649.94849175,3.0,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.558333333333,0.265575010188,1.0,0.213762613761,1.1941993145,13.5081347076,2805002872.84,1.6834108248e-07,34.9565080742,0.0,0.72792381,70118.4581136,13.5081347076,16.131405208,16.131405208,13.5081347076,1.6834108248e-07,0.000753112095286,5.0,0.0,0.0,264025.06043,3.39892672772,0.0,1.03578129715,1.65132576999,1.65132576999,19.0224773887,3950071929.17,0.00135645291557,0.710114378457,0.000963236719048
Bulgaria,17709.075186,7127822.0,0.74266,7350.7958009,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.716666666667,0.323078471507,1.0,0.43909310688,1.24852076515,21.8885822141,156017917.855,1.82684766692e-07,1.30214449909,0.0,0.85743753,88545.37593,21.8885822141,27.3283494139,27.3283494139,21.8885822141,1.82684766692e-07,0.00164648529932,5.0,0.0,0.0,274067.707195,3.39737797707,0.0,2.366689173,1.1206612276,1.1206612276,29.2893929228,208769579.242,0.00165391995997,0.747321129934,0.00123600933331
Burkina Faso,1594.57677663,18646433.0,0.30688,649.730483656,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.416666666667,0.405665091881,1.0,0.0372065918619,1.32653737353,2.07216367256,38638461.0854,6.37147222239e-07,11.8805229906,0.0,0.49080616,7972.88388314,2.07216367256,2.74880255572,2.74880255572,2.07216367256,6.37147222239e-07,0.00145533759266,5.0,0.0,0.0,19653.8574374,3.39773280392,0.0,0.181018396331,1.69686980083,1.69686980083,2.76045925882,51472718.6188,0.00173115481128,0.750659031079,0.00129950699329
Burundi,721.176561507,10524117.0,0.12359,285.727442065,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.462979312718,1.0,0.10226863015,1.3806800555,1.36104151293,14323760.1239,1.43914801004e-06,15.145762038,0.0,0.23330115,3605.88280754,1.36104151293,1.87916287161,1.87916287161,1.36104151293,1.43914801004e-06,0.00334461959471,5.0,0.0,0.0,7788.43181214,3.39484502247,0.0,0.516335948504,1.23489442543,1.23489442543,1.89644751597,19958435.5424,0.00262965772487,0.717679504163,0.0018872514521
Cameroon,3045.91916487,23439189.0,0.54938,1032.64872204,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.566666666667,0.419737574603,1.0,0.018028650423,1.33983114156,4.51082146023,105729996.752,6.6176636965e-07,15.5112670121,0.0,0.49901461,15229.5958243,4.51082146023,6.04373906643,6.04373906643,4.51082146023,6.6176636965e-07,0.00354163646963,5.0,0.0,0.0,36283.6132523,3.39482933858,0.0,0.0807097064271,0.91718404804,0.91718404804,7.56928626952,177417931.466,0.00248505815808,0.595937489957,0.00148093932113
Canada,43087.7573653,36286425.0,0.82006,42157.927991,3.0,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.833333333333,0.335483893856,1.0,0.24114664264,1.26023972123,23.4394432972,850533601.246,5.3735958736e-08,1.94988583648,0.0,3.3152264,215438.786827,23.4394432972,29.5393174867,29.5393174867,23.4394432972,5.3735958736e-08,0.00122976245077,5.0,0.0,0.0,642173.263075,3.39825665257,0.0,1.52252264,0.75333822806,0.75333822806,32.7034113162,1186689881.97,0.000758995438981,0.71672777713,0.000543993113833
Central African Republic,647.880444823,4594621.0,0.40332,382.213174318,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.314743833051,1.0,0.00945003463381,1.24064733212,1.75667170888,8071240.72374,2.77863585156e-06,12.7667786349,0.0,0.155265746,3239.40222411,1.75667170888,2.17941006903,2.17941006903,1.75667170888,2.77863585156e-06,0.00275438123247,5.0,0.0,0.0,10292.1864829,3.39459906097,0.0,0.0461005231262,1.61964111059,1.61964111059,3.11779130843,14325069.4193,0.00481229420234,0.563434667399,0.00271141338332
Chad,1845.91467919,14452543.0,0.22618,664.295651899,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.753200994464,1.0,0.0357168332084,1.65484203461,2.21153008845,31962233.6991,7.83378547101e-07,11.3218121372,0.0,0.26443054,9229.57339594,2.21153008845,3.65973295117,3.65973295117,2.21153008845,7.83378547101e-07,0.00264401301257,5.0,0.0,0.0,12253.7987387,3.39473086501,0.0,0.172884459244,1.69686980083,1.69686980083,4.22730395266,61095292.1499,0.0022900863189,0.523153790977,0.0011980673394
Chile,22706.720537,17909754.0,0.89697,13792.9260544,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.925,0.347394111819,1.0,0.166982123967,1.27149087555,111.396434263,1995082734.12,9.3193126323e-07,16.6906596694,0.0,0.8280141,113533.602685,111.396434263,141.639549734,141.639549734,111.396434263,9.3193126323e-07,0.0271039195418,5.0,0.0,0.0,326814.988575,3.36169230298,0.0,0.93073427567,0.3869242,0.3869242,216.957626767,3885657723.83,0.00955477592697,0.513447883453,0.00490587947657
China,14400.8860587,1378665000.0,0.56778,8123.18087255,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.841666666667,0.229216379139,1.0,0.19586191952,1.15985262412,25.8820655681,35682697926.4,3.05353341281e-07,420.979964258,0.0,2.2412108,72004.4302934,25.8820655681,30.0193816667,30.0193816667,25.8820655681,3.05353341281e-07,0.00147210807041,5.0,0.0,0.0,314133.006393,3.39798661903,0.0,1.11299741032,1.4199115775,1.4199115775,35.9057230812,49501963711.8,0.00249329957441,0.720833988206,0.00179725507601
Colombia,13124.3248436,48653419.0,0.76708,5805.60533452,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.716666666667,0.27977925648,1.0,0.104940216041,1.20761755483,90.2594763794,4391432123.01,1.36482493091e-06,66.4033992253,0.0,0.72659449,65621.624218,90.2594763794,108.998928166,108.998928166,90.2594763794,1.36482493091e-06,0.0138590107569,5.0,0.0,0.0,234547.854061,3.37963826453,0.0,0.54466400711,0.70896,0.70896,139.632554527,6793601181.45,0.0106392181077,0.646407112476,0.00687726625598
Comoros,1411.15233854,795601.0,0.28412,775.080084705,3.0,0.2,1.5,0.06,0.8,0.05,0.266666666667,0.166666666667,0.197958724461,1.0,0.0416231060007,1.13032464255,1.8966266532,1508958.06191,6.31644078163e-07,0.502536660231,0.0,0.500418376,5644.60935416,1.8966266532,2.14380384383,2.14380384383,1.8966266532,6.31644078163e-07,0.00100847401681,4.0,0.0,0.0,28514.0721609,2.71814632437,0.0,0.165527210688,0.987915540342,0.987915540342,2.27827106546,1812594.73795,0.00161447563331,0.832485072542,0.00134402686471
"Congo, Dem. Rep.",742.307904932,78736153.0,0.43015,444.505316816,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.237056001858,1.0,0.0834408819573,1.16725843359,3.25289947105,256120790.446,3.10783668088e-06,244.699104405,0.0,0.28384167,3711.53952466,3.25289947105,3.7969743412,3.7969743412,3.25289947105,3.10783668088e-06,0.00354863319975,5.0,0.0,0.0,15656.8047026,3.3944072379,0.0,0.395744109312,1.55,1.55,4.27668360498,336729614.655,0.00576133377614,0.760612608157,0.00438214310993
"Congo, Rep.",5301.39727121,5125821.0,0.65798,1528.24483012,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.372753423902,1.0,0.153842015674,1.29544690512,15.103411255,77417382.5827,8.57126806042e-07,4.39347858207,0.0,0.58231138,26506.986356,15.103411255,19.5656673671,19.5656673671,15.103411255,8.57126806042e-07,0.0056917214795,5.0,0.0,0.0,71111.3155677,3.38930574372,0.0,0.787810745794,0.91718404804,0.91718404804,22.5114795994,115389814.871,0.00424632949536,0.670920415887,0.00284894915102
Costa Rica,15401.4925047,4857274.0,0.77675,11824.638102,3.0,0.2,1.5,0.06,0.8,0.05,0.933333333333,0.75,0.481896754917,1.0,0.196189451166,1.3985506824,30.754498649,149383026.671,3.63970986909e-07,1.76790681147,0.0,1.3456361,77007.4625234,30.754498649,43.0117250725,43.0117250725,30.754498649,3.63970986909e-07,0.00462196318273,5.0,0.0,0.0,159800.749305,3.39360403347,0.0,1.04321155668,0.99208433466,0.99208433466,47.3340918572,229914653.692,0.00307334447248,0.649732517141,0.00199685184015
Cote d'Ivoire,3448.14401279,23695919.0,0.54869,1526.19717484,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.45,0.575976439362,1.0,0.109442382129,1.48742437484,3.59827753318,85264492.9657,4.26830976675e-07,10.11415225,0.0,0.54207842,17240.7200639,3.59827753318,5.35216571028,5.35216571028,3.59827753318,4.26830976675e-07,0.00172546173919,5.0,0.0,0.0,29933.0300438,3.39698628672,0.0,0.553698551804,1.69686980083,1.69686980083,5.88040755443,139341661.097,0.00170538339832,0.611909548764,0.00104354038574
Croatia,21408.5515146,4170600.0,0.59284,12090.6665636,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.558333333333,0.230522471532,1.0,0.319203080089,1.1610864426,66.5811843446,277683487.427,3.82386510198e-07,1.59478117943,0.0,1.4150729,107042.757573,66.5811843446,77.3065104747,77.3065104747,66.5811843446,3.82386510198e-07,0.00272760929662,5.0,0.0,0.0,464348.472673,3.3957341281,0.0,1.77290329,1.2323748982,1.2323748982,81.5009817719,339907994.578,0.00380693582732,0.816937206118,0.00311002751864
Cyprus,31195.5062212,1170125.0,0.6684,23324.2017354,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.201747782914,1.0,0.37022945668,1.13390402972,28.4411819622,33279738.0435,1.26065239312e-07,0.14751208815,0.0,1.2116548,155977.531106,28.4411819622,32.2495708369,32.2495708369,28.4411819622,1.26065239312e-07,0.0030148343471,5.0,0.0,0.0,773131.326913,3.39408891145,0.0,1.93502983,0.432450380952,0.432450380952,47.253213882,55292166.8936,0.00151474425665,0.601888837302,0.000911707659445
Czech Republic,31071.7483717,10561633.0,0.7298,18266.5496886,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.9,0.239799831571,1.0,0.486997761933,1.16985043078,29.2527523428,308956834.485,9.73611171483e-08,1.02829238779,0.0,2.0008619,155358.741858,29.2527523428,34.2213449298,34.2213449298,29.2527523428,9.73611171483e-08,0.000962282232317,5.0,0.0,0.0,647868.436106,3.39850296432,0.0,2.406354512,1.177,1.177,36.2826223342,383203741.372,0.00116770456236,0.806246915488,0.000941458201607
Denmark,45686.4845315,5731118.0,0.87847,53417.6642756,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.916666666667,0.230106064028,1.0,0.451262143978,1.16069307742,1.34490917706,7707833.193,2.51840749317e-09,0.0144332905154,0.0,3.3538486,228432.422658,1.34490917706,1.56102677156,1.56102677156,1.34490917706,2.51840749317e-09,5.45469306854e-05,5.0,0.0,0.0,992726.652479,3.39991714751,0.0,2.426238312,0.65,0.65,1.67284646723,9587280.49956,3.66157843918e-05,0.803964502067,2.94377908664e-05
Djibouti,3139.27353523,942333.0,0.7743,1862.16727373,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.260598620673,1.0,0.0997042200049,1.1894982984,3.69751626747,3484291.59687,4.11870907852e-07,0.388119548209,0.0,0.19268074,15696.3676762,3.69751626747,4.39818930846,4.39818930846,3.69751626747,4.11870907852e-07,0.00166256776913,5.0,0.0,0.0,60231.9675968,3.39739881262,0.0,0.647745423723,0.895120068464,0.895120068464,4.92918515885,4644933.83829,0.00157016746184,0.750127282362,0.00117782545101
Dominica,10174.0385414,73543.0,0.6982,7144.45467278,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.0,1.47170826203,1.0,0.145975100282,2.33358999477,113.352957685,8336316.567,4.5915235145e-06,0.337674413827,0.0,1.76,40696.1541656,113.352957685,264.519327931,264.519327931,113.352957685,4.5915235145e-06,0.051552163808,4.0,0.0,0.0,27652.3243197,2.63312594781,0.0,0.906929903566,1.28868019713,1.28868019713,320.595094403,23577525.0277,0.0315110949401,0.353570468368,0.0111413925968
Dominican Republic,14098.8758698,10648791.0,0.79841,6722.22353581,3.0,0.2,1.5,0.06,0.8,0.05,0.6,0.508333333333,0.377150399089,1.0,0.156371125704,1.29960056935,89.6174613018,954317615.353,1.16626778175e-06,12.4193418579,0.0,1.5195851,70494.379349,89.6174613018,116.466903732,116.466903732,89.6174613018,1.16626778175e-06,0.0153700466953,5.0,0.0,0.0,186913.177129,3.3770069872,0.0,0.841794668456,0.774498684608,0.774498684608,132.837712375,1414561036.0,0.00942186551623,0.674638697847,0.00635635508315
Ecuador,10462.4413269,16385068.0,0.63976,5968.98413849,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.458333333333,0.2574734718,1.0,0.204859374659,1.18654608272,101.14082919,1657199363.85,1.94098714666e-06,31.8032063852,0.0,0.79544135,52312.2066346,101.14082919,120.008254678,120.008254678,101.14082919,1.94098714666e-06,0.00719479032177,5.0,0.0,0.0,203175.132059,3.38946288687,0.0,1.09022288084,1.70284254836,1.70284254836,141.332724178,2315746296.29,0.0135085798584,0.71562215883,0.00966703908099
"Egypt, Arab Rep.",10319.2569275,95688681.0,0.43222,3514.49009689,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.458333333333,0.492778341883,1.0,0.122676409209,1.40883012603,4.15823258702,397895791.543,8.29215127744e-08,7.93465018391,0.0,0.23856751,51596.2846375,4.15823258702,5.85824333966,5.85824333966,4.15823258702,8.29215127744e-08,0.000681482090519,5.0,0.0,0.0,104704.854601,3.39897408856,0.0,0.601105452802,1.45,1.45,5.91409128247,565911594.134,0.000573112126583,0.703105919137,0.00040295852853
El Salvador,7989.99725603,6344722.0,0.67189,4223.58457943,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.508333333333,0.134243575308,1.0,0.216037682101,1.07013523394,106.595150568,676316596.904,2.46744843053e-06,15.655274341,0.0,0.8700515,39949.9862802,106.595150568,114.07122639,114.07122639,106.595150568,2.46744843053e-06,0.00684261866666,5.0,0.0,0.0,297593.28287,3.38934356053,0.0,1.0486889202,1.23,1.23,119.90720078,760777854.747,0.0150071642001,0.888980393796,0.0133410747404
Estonia,27735.1385141,1316481.0,0.67468,17574.6873553,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.280060391597,1.0,0.396474445,1.20788313306,32.3506828756,42589059.3428,1.49365578861e-07,0.196636946624,0.0,1.7029932,138675.69257,32.3506828756,39.0758441885,39.0758441885,32.3506828756,1.49365578861e-07,0.00393267260781,5.0,0.0,0.0,495163.531622,3.39225578808,0.0,2.0846845,0.469062482362,0.469062482362,46.9422725261,61798609.8774,0.00169251985175,0.689158856927,0.00116641504636
Ethiopia,1608.29347612,102403196.0,0.19922,706.757754078,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.591666666667,0.378116165384,1.0,0.114872230631,1.30051289402,2.93427433906,300479070.26,8.53142538952e-07,87.3645226323,0.0,0.75083545,8041.4673806,2.93427433906,3.81606161253,3.81606161253,2.93427433906,8.53142538952e-07,0.00356569202517,5.0,0.0,0.0,21267.1874857,3.39432234685,0.0,0.588232207438,0.895120068464,0.895120068464,3.7440618394,383403898.376,0.0023279717881,0.78371417592,0.00182446449148
Fiji,8862.74044256,898760.0,0.54099,5153.35154432,3.0,0.2,1.5,0.06,0.8,0.05,1.0,0.675,0.336139019412,1.0,0.191434908248,1.26085859477,149.203192714,134097861.483,3.61514695315e-06,3.24914947561,0.0,2.4,35450.9617702,149.203192714,188.1241279,188.1241279,149.203192714,3.61514695315e-06,0.0400073824825,4.0,0.0,0.0,105465.178759,2.67178387898,0.0,0.798942536808,0.568,0.568,205.233511548,184455670.839,0.0231568906793,0.726992349292,0.0168348823573
France,38058.8730457,66896109.0,0.7975,36854.9682805,3.0,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.95,0.223449179748,1.0,0.444033858401,1.15440455838,37.9933800127,2541609290.61,9.3769311593e-08,6.27280208918,0.0,2.8015826,190294.365228,37.9933800127,43.8597310751,43.8597310751,37.9933800127,9.3769311593e-08,0.00146965707023,5.0,0.0,0.0,851622.572268,3.39779701144,0.0,2.28075308,0.764,0.764,47.3961208473,3170616066.38,0.00124533694916,0.80161370453,0.000998279165207
Gabon,16785.9980144,1979786.0,0.87366,7179.34066115,3.0,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.591666666667,0.329912373595,1.0,0.149618862052,1.25497650653,53.2183740395,105360991.866,5.63557286066e-07,1.11572282515,0.0,1.05737672,83929.9900719,53.2183740395,66.7878091353,66.7878091353,53.2183740395,5.63557286066e-07,0.00582232123676,5.0,0.0,0.0,254400.855468,3.3916372063,0.0,0.80700237359,1.00398102813,1.00398102813,83.3920283729,165098370.284,0.00496795175964,0.638170998809,0.00317040273649
Georgia,9267.29900371,3719300.0,0.53826,3853.64990353,3.0,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.616666666667,0.363265148312,1.0,0.570502910751,1.2864836726,47.6261381985,177135895.802,1.1158373208e-06,4.15013374726,0.0,0.043902422,46336.4950186,47.6261381985,61.2702491816,61.2702491816,47.6261381985,1.1158373208e-06,0.0143404746951,5.0,0.0,0.0,127555.575408,3.3783318981,0.0,3.15883499158,0.6715959,0.6715959,67.7307708359,251911055.97,0.00730857726817,0.703168406482,0.00513916063131
