province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,assets,eff_prod_k_gar,protection,gdp_pc_pp_nat,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Abra,51167,92.82897218628722,203.89142050304676,0.27193649999999997,173.68948702635626,0.02968233433951416,0.06316269830617667,0.17353081756401578,0.20345720788135574,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14533744227769949,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,32475558.338250034,0.17731872965773066,1,234.60257722888613,0.21858467824697989,1.2018342573076888,2.7201921504236424,139184.0717607265,2.283013976011806e-05,1.168149761105961,0.0,0.5134464320232001,521.0684610790688,2.720192150423643,3.2692201128386036,3.2692201128386036,2.7201921504236424,2.283013976011806e-05,0.043732998398200135,3.0,0.0,0.0,1904.0919931743128,1.773086356776799,0.10811633062071273,0.6373020333247934,0.4305081310338128,0.42745334661519374,3.5558382220459075,181941.57430742294,0.020472385997123314,0.7649932253831664,0.015661236595228535
Agusan del Norte,141357,82.34842550798723,234.81632362665314,0.2767785,192.61648748721595,0.05712460063897764,0.2491000860787229,0.14733560328849124,0.2265208726341895,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11832981686458785,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,99495609.79134291,0.17731872965773066,1,234.60257722888613,0.23713168275577798,1.2018342573076888,0.8955276677683054,126589.10453272436,7.063721482068516e-06,0.998506477540759,0.0,0.6809816697184002,770.4659499488637,0.8955276677683055,1.0762758294908084,1.0762758294908084,0.8955276677683054,7.063721482068516e-06,0.01305046642742076,4.0,0.0,0.0,2815.4420309243374,2.389695574160984,0.5878961975458151,0.8865145372222046,0.5905099624724333,0.5742901076244833,1.2848336750636007,181620.2338059654,0.006670424177207965,0.696998907445336,0.004649278363710906
Agusan del Sur,141595,83.30408110359977,216.087522244498,0.37295759999999994,166.5649287168474,0.07623700505595637,0.1391886108170207,0.12644386776901576,0.11333413685486968,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.18652720232252248,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,86183597.91633473,0.17731872965773066,1,234.60257722888613,0.13448785819978615,1.2018342573076888,0.6339455042304867,89763.51367151576,6.1481599065779305e-06,0.870548701971902,0.0,0.4569025786636802,499.6947861505421,0.6339455042304865,0.7618974242503951,0.7618974242503951,0.6339455042304867,6.1481599065779305e-06,0.009761712993277423,3.0,0.0,0.0,1825.9881616512187,1.590528895827348,0.23142066203245595,0.4003607897661343,0.4806186081699383,0.47343746034916034,0.899277273380713,127333.16552434205,0.005398959314595225,0.704949989281118,0.0038059963109530956
Aklan,123269,79.44585903031265,211.61951034517918,0.2044606,184.5952062931508,0.07756705284875416,0.12851680008157856,0.18418347295253293,0.2395421529618196,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.08799550286835289,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,83150991.309774,0.17731872965773066,1,234.60257722888613,0.25521758726123794,1.2018342573076888,0.7236477398003346,89203.33323744744,5.732822886382393e-06,0.7066793443814712,0.0,0.7349523449254404,738.3808251726035,0.7236477398003346,0.8697046439153229,0.8697046439153229,0.7236477398003346,5.732822886382393e-06,0.00884262666091402,4.0,0.0,0.0,2698.1963448969004,2.689430674325548,0.35429875257752086,0.9863891706201952,0.7218030327763378,0.7092387264661375,0.978300527902979,120594.12777407232,0.005299707113462988,0.7396988135654987,0.003920187064073206
Albay,267030,76.58221031242061,224.00858474710728,0.33910619999999997,174.01538713278356,0.08152311956797828,0.17277507678010856,0.20180436413230068,0.21355415229826646,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14923681609161135,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,169801236.05770588,0.17731872965773066,1,234.60257722888613,0.23120479438060665,1.2018342573076888,5.54514601615376,1480720.3406935385,5.2926643399962635e-05,14.13300158709202,0.0,0.6344666567948803,696.0615485311342,5.54514601615376,6.664346443986842,6.664346443986842,5.54514601615376,5.2926643399962635e-05,0.08746624257839392,4.0,0.0,0.0,2543.552949971253,2.1200294407840135,0.4254929169820214,0.9017255708094915,0.6329801126686511,0.6202665983495355,8.266639643977532,2207440.7841313207,0.04750522226904923,0.6707859849913196,0.03186583731197576
Antique,121378,73.00738257920132,204.4395375188618,0.23561100000000001,173.47267606137342,0.023393244282816982,0.1722569519292951,0.2431943617591732,0.3512885692024434,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.09915880014892076,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,76942128.24189499,0.17731872965773066,1,234.60257722888613,0.3609085479250696,1.2018342573076888,0.640392547325966,77729.56660933109,5.800534910697207e-06,0.7040573263906056,0.0,0.7117048761664003,693.8907042454939,0.640392547325966,0.7696457015008813,0.7696457015008813,0.640392547325966,5.800534910697207e-06,0.008902429032855017,4.0,0.0,0.0,2535.620235689993,2.5516577555165703,0.41154907472100233,1.3744520271867482,0.6868279085079493,0.6737554368537242,0.9017534122555546,109453.02567275471,0.005198244661519608,0.710163708417973,0.0036916047060886956
Apayao,24614,67.65457836874164,181.0193100789096,0.5469357,119.01609118569668,0.0,0.04779411764705882,0.0970280339888075,0.11781716855981995,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3109050533392038,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,10704860.657431092,0.17731872965773066,1,234.60257722888613,0.12774154918877045,1.2018342573076888,3.1682204770855598,77982.57882298395,5.1481285448533304e-05,1.2671603600301986,0.0,0.35952299980176017,357.04827355709006,3.1682204770855598,3.807675904065134,3.807675904065134,3.1682204770855598,5.1481285448533304e-05,0.08310312871132544,3.0,0.0,0.0,1304.728283590366,1.4455867707348626,0.0433076169117647,0.3552928460526631,0.39658009457824556,0.3955638490375676,4.5481104924239295,111947.1916605226,0.03821424857020107,0.6966014749120676,0.026620101916658437
Aurora,47135,67.26519313472515,202.1915723228324,0.27132540000000005,165.58261851906752,0.0,0.07072148139521342,0.08244081427735074,0.1351519451347849,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11022144471797267,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,28520123.19845494,0.17731872965773066,1,234.60257722888613,0.14947411814742156,1.2018342573076888,3.454973485377163,162850.1752332526,3.7698371992028656e-05,1.7769127638442703,0.0,0.6850513051609602,662.3304740762702,3.4549734853771636,4.15230549281602,4.15230549281602,3.454973485377163,3.7698371992028656e-05,0.06297257188232548,4.0,0.0,0.0,2420.2926231848905,2.3579621843301926,0.15459884150119377,0.5519054363978529,0.5796238848295543,0.5759085342861578,5.465348529745829,257609.20294956965,0.03300677678989882,0.6321597728988456,0.02086555651962533
Basilan,52418,102.81856749049429,142.411081804131,0.3211191,129.69716924099885,0.0,0.042012083743150214,0.10088407543954113,0.09404484786987756,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2545699805867445,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,24843002.517119274,0.17731872965773066,1,234.60257722888613,0.11322480576091679,1.2018342573076888,0.03130522628111543,1640.9573512035083,3.9800046750273517e-07,0.020862388505558372,0.0,0.6478903863558401,518.7886769639956,0.03130522628111543,0.0376236933774135,0.0376236933774135,0.03130522628111543,3.9800046750273517e-07,0.0005854078695242083,4.0,0.0,0.0,1895.7611902109415,2.255302248768002,0.08556360366727554,0.44975325652255654,0.6595841382060074,0.6570618332953154,0.039999307259052895,2096.6836879050347,0.00030840539923217253,0.7826442112701898,0.00024137170043353167
Bataan,159358,109.54218999437886,289.07467826880884,0.0446542,281.05779863090487,0.0,0.16199209153847166,0.03139821189272194,0.2760261249819631,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.017403960624023496,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,163667576.04902256,0.17731872965773066,1,234.60257722888613,0.29363243706391595,1.2018342573076888,6.0025414819341485,956553.005478062,2.33685008768382e-05,3.723957562731182,0.0,0.8542154777100801,1124.2311945236197,6.0025414819341485,7.214059983898922,7.214059983898922,6.0025414819341485,2.33685008768382e-05,0.08116170653562801,3.999999999999999,0.0,0.0,4108.173447182384,3.557674570349823,0.4642753928534834,1.1458313926721826,0.4250944436970026,0.4153192634773097,7.491994683760494,1193909.2888147046,0.02665641985476179,0.8011940391448947,0.021356964692578768
