province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,assets,eff_prod_k_gar,protection,gdp_pc_pp_nat,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Abra,51167,92.82897218628722,203.89142050304676,0.27193649999999997,173.68948702635626,0.02968233433951416,0.06316269830617667,0.17353081756401578,0.20345720788135574,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14533744227769949,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,32475558.338250034,0.17731872965773066,1,234.60257722888613,0.21858467824697989,1.2018342573076888,3.885988786319489,198834.38822960932,3.283752761068647e-05,1.6801977752559945,0.0,0.5134464320232001,521.0684610790688,3.8859887863194893,4.67031444691229,4.67031444691229,3.885988786319489,3.283752761068647e-05,0.043732998398200135,3.0,0.0,0.0,1904.0919931743128,1.773086356776799,0.10811633062071273,0.6373020333247934,0.4305081310338128,0.42745334661519374,5.114508146793883,261694.03834700258,0.029446273544568583,0.7597971642210576,0.02237319513604076
Agusan del Norte,141357,82.34842550798723,234.81632362665314,0.2767785,192.61648748721595,0.05712460063897764,0.2491000860787229,0.14733560328849124,0.2265208726341895,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11832981686458785,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,99495609.79134291,0.17731872965773066,1,234.60257722888613,0.23713168275577798,1.2018342573076888,1.279325239669008,180841.577903892,1.0172479016688591e-05,1.4379511163620489,0.0,0.6809816697184002,770.4659499488637,1.279325239669008,1.5375368992725833,1.5375368992725833,1.279325239669008,1.0172479016688591e-05,0.01305046642742076,4.0,0.0,0.0,2815.4420309243374,2.389695574160984,0.5878961975458151,0.8865145372222046,0.5905099624724333,0.5742901076244833,1.8502914692627443,261551.65122057375,0.009606090804586753,0.6914182229780046,0.006641826233872723
Agusan del Sur,141595,83.30408110359977,216.087522244498,0.37295759999999994,166.5649287168474,0.07623700505595637,0.1391886108170207,0.12644386776901576,0.11333413685486968,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.18652720232252248,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,86183597.91633473,0.17731872965773066,1,234.60257722888613,0.13448785819978615,1.2018342573076888,0.9056364346149809,128233.59095930823,8.862346565222759e-06,1.2548639619027164,0.0,0.4569025786636802,499.6947861505421,0.905636434614981,1.0884248917862789,1.0884248917862789,0.9056364346149809,8.862346565222759e-06,0.009761712993277423,3.0,0.0,0.0,1825.9881616512187,1.590528895827348,0.23142066203245595,0.4003607897661343,0.4806186081699383,0.47343746034916034,1.296275141835794,183546.07870823925,0.00778240144442052,0.6986452222885429,0.005437137587075851
Aklan,123269,79.44585903031265,211.61951034517918,0.2044606,184.5952062931508,0.07756705284875416,0.12851680008157856,0.18418347295253293,0.2395421529618196,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.08799550286835289,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,83150991.309774,0.17731872965773066,1,234.60257722888613,0.25521758726123794,1.2018342573076888,1.0337824854290494,127433.33319635352,8.258273014948622e-06,1.0179890562797016,0.0,0.7349523449254404,738.3808251726035,1.0337824854290496,1.2424352055933183,1.2424352055933183,1.0337824854290494,8.258273014948622e-06,0.00884262666091402,4.0,0.0,0.0,2698.1963448969004,2.689430674325548,0.35429875257752086,0.9863891706201952,0.7218030327763378,0.7092387264661375,1.409266082383601,173718.82070934412,0.007634359042593893,0.733560892688578,0.005600267234390294
Albay,267030,76.58221031242061,224.00858474710728,0.33910619999999997,174.01538713278356,0.08152311956797828,0.17277507678010856,0.20180436413230068,0.21355415229826646,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.14923681609161135,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,169801236.05770588,0.17731872965773066,1,234.60257722888613,0.23120479438060665,1.2018342573076888,7.921637165933943,2115314.7724193404,7.61614290685055e-05,20.337386404163023,0.0,0.6344666567948803,696.0615485311342,7.921637165933944,9.520494919981207,9.520494919981207,7.921637165933943,7.61614290685055e-05,0.08746624257839392,4.0,0.0,0.0,2543.552949971253,2.1200294407840135,0.4254929169820214,0.9017255708094915,0.6329801126686511,0.6202665983495355,11.895692763318804,3176506.83858902,0.06836000516575996,0.6659248287212715,0.045522624731393936
Antique,121378,73.00738257920132,204.4395375188618,0.23561100000000001,173.47267606137342,0.023393244282816982,0.1722569519292951,0.2431943617591732,0.3512885692024434,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.09915880014892076,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,76942128.24189499,0.17731872965773066,1,234.60257722888613,0.3609085479250696,1.2018342573076888,0.9148464961799514,111042.23801333015,8.353360251479004e-06,1.0139141606040187,0.0,0.7117048761664003,693.8907042454939,0.9148464961799515,1.0994938592869734,1.0994938592869734,0.9148464961799514,8.353360251479004e-06,0.008902429032855017,4.0,0.0,0.0,2535.620235689993,2.5516577555165703,0.41154907472100233,1.3744520271867482,0.6868279085079493,0.6737554368537242,1.2986166321798251,157623.48958072282,0.007486001032925691,0.7044777292312305,0.005273721008698137
Apayao,24614,67.65457836874164,181.0193100789096,0.5469357,119.01609118569668,0.0,0.04779411764705882,0.0970280339888075,0.11781716855981995,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3109050533392038,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,10704860.657431092,0.17731872965773066,1,234.60257722888613,0.12774154918877045,1.2018342573076888,4.52602925297937,111403.68403283422,7.407135701502472e-05,1.8231923815678184,0.0,0.35952299980176017,357.04827355709006,4.52602925297937,5.4395370058073365,5.4395370058073365,4.52602925297937,7.407135701502472e-05,0.08310312871132544,3.0,0.0,0.0,1304.728283590366,1.4455867707348626,0.0433076169117647,0.3552928460526631,0.39658009457824556,0.3955638490375676,6.543828754332525,161069.80095914076,0.05498272283301941,0.6916484863670654,0.03802871702379776
Aurora,47135,67.26519313472515,202.1915723228324,0.27132540000000005,165.58261851906752,0.0,0.07072148139521342,0.08244081427735074,0.1351519451347849,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.11022144471797267,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,28520123.19845494,0.17731872965773066,1,234.60257722888613,0.14947411814742156,1.2018342573076888,4.9356764076816635,232643.10747607518,5.4338189460152e-05,2.5612305602042644,0.0,0.6850513051609602,662.3304740762702,4.9356764076816635,5.931864989737173,5.931864989737173,4.9356764076816635,5.4338189460152e-05,0.06297257188232548,4.0,0.0,0.0,2420.2926231848905,2.3579621843301926,0.15459884150119377,0.5519054363978529,0.5796238848295543,0.5759085342861578,7.877718006970912,371316.2382585739,0.047575754492998064,0.6265363146172703,0.029807937885179048
Basilan,52418,102.81856749049429,142.411081804131,0.3211191,129.69716924099885,0.0,0.042012083743150214,0.10088407543954113,0.09404484786987756,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2545699805867445,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,24843002.517119274,0.17731872965773066,1,234.60257722888613,0.11322480576091679,1.2018342573076888,0.0447217518301649,2344.2247874335835,5.734488035256944e-07,0.030059039383209855,0.0,0.6478903863558401,518.7886769639956,0.04472175183016489,0.053748133396305006,0.053748133396305006,0.0447217518301649,5.734488035256944e-07,0.0005854078695242083,4.0,0.0,0.0,1895.7611902109415,2.255302248768002,0.08556360366727554,0.44975325652255654,0.6595841382060074,0.6570618332953154,0.057631979764955606,3020.953115319443,0.00044435803882400727,0.7759884705081561,0.0003448167149050453
Bataan,159358,109.54218999437886,289.07467826880884,0.0446542,281.05779863090487,0.0,0.16199209153847166,0.03139821189272194,0.2760261249819631,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.017403960624023496,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,163667576.04902256,0.17731872965773066,1,234.60257722888613,0.29363243706391595,1.2018342573076888,8.575059259905927,1366504.2935400892,3.354128272331904e-05,5.345071732222675,0.0,0.8542154777100801,1124.2311945236197,8.575059259905927,10.305799976998461,10.305799976998461,8.575059259905927,3.354128272331904e-05,0.08116170653562801,3.999999999999999,0.0,0.0,4108.173447182384,3.557674570349823,0.4642753928534834,1.1458313926721826,0.4250944436970026,0.4153192634773097,10.75341174746397,1713642.1892523633,0.038260499441204736,0.7974268503136436,0.030509949560826814
