country,hazard,0
South Sudan,flood,0.00150363507914
South Sudan,surge,0.0
South Sudan,wind,0.0
Spain,earthquake,1.16266386053e-05
Spain,tsunami,0.0
Spain,flood,0.000119639843695
Spain,surge,0.0
Spain,wind,0.0
Sri Lanka,earthquake,0.0
Sri Lanka,tsunami,8.40239300153e-06
Sri Lanka,flood,0.00061481509934
Sri Lanka,surge,8.91613931648e-05
Sri Lanka,wind,8.16232463005e-06
West Bank and Gaza,earthquake,0.000385145340173
West Bank and Gaza,tsunami,0.0
West Bank and Gaza,flood,2.1596934963e-06
West Bank and Gaza,surge,0.0
West Bank and Gaza,wind,0.0
Sudan,earthquake,2.68584941053e-05
Sudan,tsunami,0.0
Sudan,flood,0.00171098555041
Sudan,surge,0.0
Sudan,wind,0.0
Suriname,earthquake,0.0
Suriname,tsunami,0.0
Suriname,flood,0.00548847420417
Suriname,surge,0.0
Suriname,wind,0.0
Swaziland,earthquake,0.000510174291303
Swaziland,tsunami,0.0
Swaziland,flood,0.000613814848334
Swaziland,surge,0.0
Swaziland,wind,0.0
Sweden,earthquake,0.0
Sweden,tsunami,0.0
Sweden,flood,3.97081545064e-05
Sweden,surge,0.0
Sweden,wind,0.0
Switzerland,earthquake,0.000229944382907
Switzerland,tsunami,0.0
Switzerland,flood,0.000227986240396
Switzerland,surge,0.0
Switzerland,wind,0.0
Syrian Arab Republic,earthquake,0.000728634744409
Syrian Arab Republic,tsunami,0.0
Syrian Arab Republic,flood,0.000435685559731
Syrian Arab Republic,surge,0.0
Syrian Arab Republic,wind,0.0
Taiwan,earthquake,0.00160796238991
Taiwan,tsunami,8.95620090455e-06
Taiwan,flood,2.67138776482e-05
Taiwan,surge,0.000889121637705
Taiwan,wind,0.00173380147584
Tajikistan,earthquake,0.00313776665417
Tajikistan,tsunami,0.0
Tajikistan,flood,0.00206165487488
Tajikistan,surge,0.0
Tajikistan,wind,0.0
Thailand,earthquake,2.36113125453e-05
Thailand,tsunami,0.0
Thailand,flood,0.00166049311095
Thailand,surge,0.0
Thailand,wind,1.45032632342e-08
"Macedonia, FYR",earthquake,0.000795844395146
"Macedonia, FYR",tsunami,0.0
"Macedonia, FYR",flood,0.000147591858506
"Macedonia, FYR",surge,0.0
"Macedonia, FYR",wind,0.0
Timor-Leste,earthquake,0.00116494466712
Timor-Leste,tsunami,1.99613548171e-05
Timor-Leste,flood,5.50933392951e-05
Timor-Leste,surge,0.0
Timor-Leste,wind,0.0
Togo,earthquake,0.0
Togo,tsunami,0.0
Togo,flood,0.00126581266931
Togo,surge,0.0
Togo,wind,0.0
Tonga,earthquake,0.00257035877605
Tonga,tsunami,0.000138108829758
Tonga,flood,0.0
Tonga,surge,0.0
Tonga,wind,0.0138339011141
Trinidad and Tobago,earthquake,0.00868358682494
Trinidad and Tobago,tsunami,0.0
Trinidad and Tobago,flood,5.68116431821e-06
Trinidad and Tobago,surge,0.000165482119628
Trinidad and Tobago,wind,0.000183836650502
Tunisia,earthquake,0.000543428424455
Tunisia,tsunami,0.0
Tunisia,flood,0.000125526989701
Tunisia,surge,0.0
Tunisia,wind,0.0
Turkey,earthquake,0.00112999871614
Turkey,tsunami,0.0
Turkey,flood,0.000118305302349
Turkey,surge,0.0
Turkey,wind,0.0
Turkmenistan,earthquake,0.000532842472389
Turkmenistan,tsunami,0.0
Turkmenistan,flood,0.00198494201013
Turkmenistan,surge,0.0
Turkmenistan,wind,0.0
Turks and Caicos Islands,earthquake,9.53034461726e-05
Turks and Caicos Islands,tsunami,9.53034461726e-06
Turks and Caicos Islands,flood,0.0
Turks and Caicos Islands,surge,0.0
Turks and Caicos Islands,wind,0.0196420402562
Tuvalu,earthquake,0.0
Tuvalu,tsunami,0.0
Tuvalu,flood,0.0
Tuvalu,surge,0.0
Tuvalu,wind,0.0
Uganda,earthquake,0.000506669779001
Uganda,tsunami,0.0
Uganda,flood,0.000649928713805
Uganda,surge,0.0
Uganda,wind,0.0
Ukraine,earthquake,1.28096401777e-05
Ukraine,tsunami,0.0
Ukraine,flood,0.00150457867069
Ukraine,surge,0.0
Ukraine,wind,0.0
United Arab Emirates,earthquake,0.000587386516083
United Arab Emirates,tsunami,0.0
United Arab Emirates,flood,0.000521862228185
United Arab Emirates,surge,0.0
United Arab Emirates,wind,0.0
Tanzania,earthquake,0.000520114552837
Tanzania,tsunami,0.0
Tanzania,flood,0.000758035051892
Tanzania,surge,0.0
Tanzania,wind,0.0
United States,earthquake,0.000263261504848
United States,tsunami,0.0
United States,flood,0.000109029268515
United States,surge,0.000159759297191
United States,wind,0.000360113796714
Virgin Islands (U.S.),earthquake,0.00237443024901
Virgin Islands (U.S.),tsunami,0.0
Virgin Islands (U.S.),flood,0.0
Virgin Islands (U.S.),surge,0.0128600938545
Virgin Islands (U.S.),wind,0.0176388920074
Uruguay,earthquake,0.0
Uruguay,tsunami,0.0
Uruguay,flood,0.00020264468487
Uruguay,surge,0.0
Uruguay,wind,0.0
Uzbekistan,earthquake,0.00148165460758
Uzbekistan,tsunami,0.0
Uzbekistan,flood,0.000422342337597
Uzbekistan,surge,0.0
Uzbekistan,wind,0.0
Vanuatu,earthquake,0.00272279782603
Vanuatu,tsunami,2.13552770669e-05
Vanuatu,flood,0.0
Vanuatu,surge,0.00847804499557
Vanuatu,wind,0.0124750410199
"Venezuela, RB",earthquake,0.00177062527609
"Venezuela, RB",tsunami,0.0
"Venezuela, RB",flood,0.000138324686236
"Venezuela, RB",surge,1.33647458273e-05
"Venezuela, RB",wind,1.86742657185e-05
Vietnam,earthquake,8.10133436155e-06
Vietnam,tsunami,0.0
Vietnam,flood,0.00462046786744
Vietnam,surge,8.39462317515e-05
Vietnam,wind,7.2071111257e-05
esh,earthquake,3.79313334489e-05
esh,tsunami,0.0
esh,flood,0.0
esh,surge,0.0
esh,wind,0.0
"Yemen, Rep.",earthquake,0.000579799174857
"Yemen, Rep.",tsunami,0.0
"Yemen, Rep.",flood,0.000582074384177
"Yemen, Rep.",surge,0.0
"Yemen, Rep.",wind,0.0
Zambia,earthquake,0.000355636356208
Zambia,tsunami,0.0
Zambia,flood,0.000700242061506
Zambia,surge,0.0
Zambia,wind,0.0
Zimbabwe,earthquake,0.000189671523407
Zimbabwe,tsunami,0.0
Zimbabwe,flood,0.000363007700301
Zimbabwe,surge,0.0
Zimbabwe,wind,0.0
