province,hazard,rp,fa
Camiguin,wind,25,0.010903607758275242
Camiguin,wind,30,0.01644495604263412
Camiguin,wind,50,0.03568275741100995
Camiguin,wind,100,0.08684993047043534
Camiguin,wind,200,0.214005051794584
Camiguin,wind,250,0.2679994203093176
Camiguin,wind,500,0.5453044069427165
Camiguin,wind,1000,1.0293586703854656
Capiz,earthquake,10,5.6362641512048385e-05
Capiz,earthquake,25,0.004043011504438077
Capiz,earthquake,30,0.006084705187299897
Capiz,earthquake,50,0.021986034354106853
Capiz,earthquake,100,0.073741070634358
Capiz,earthquake,200,0.18035333153895358
Capiz,earthquake,250,0.20212384236473002
Capiz,earthquake,500,0.30731720129106793
Capiz,earthquake,1000,0.5634479715523738
Capiz,flood,10,0.0035994772277199447
Capiz,flood,25,0.00709183750535286
Capiz,flood,30,0.008345088057222784
Capiz,flood,50,0.013176659718719971
Capiz,flood,100,0.02552722176166553
Capiz,flood,200,0.04917739312070635
Capiz,flood,250,0.05500248473655467
Capiz,flood,500,0.06708928030985489
Capiz,flood,1000,0.1080994419517237
Capiz,surge,10,0.0051093460920455585
Capiz,surge,25,0.009295087073359506
Capiz,surge,30,0.01064310805948149
Capiz,surge,50,0.01573849565984592
Capiz,surge,100,0.020977543433147828
Capiz,surge,200,0.027339948855804173
Capiz,surge,250,0.02888327256585068
Capiz,surge,500,0.036870602559855616
Capiz,surge,1000,0.04671007198516404
Capiz,wind,10,0.004041801162922329
Capiz,wind,25,0.017357262721084447
Capiz,wind,30,0.02166087704713377
Capiz,wind,50,0.03876794600465623
Capiz,wind,100,0.07302999164251295
Capiz,wind,200,0.09962538477366989
Capiz,wind,250,0.11575810791233536
Capiz,wind,500,0.19307858381920084
Capiz,wind,1000,0.2349370685571541
Catanduanes,earthquake,10,0.0007950341130541915
Catanduanes,earthquake,25,0.017278330749442374
Catanduanes,earthquake,30,0.028412902754509296
Catanduanes,earthquake,50,0.08894633587083697
Catanduanes,earthquake,100,0.27671033628499314
Catanduanes,earthquake,200,0.6762036639215414
Catanduanes,earthquake,250,0.7747279140774578
Catanduanes,earthquake,500,1.0474083021352198
Catanduanes,earthquake,1000,1.3684309071275778
Catanduanes,flood,10,0.004315280382547136
Catanduanes,flood,25,0.036091410733749614
Catanduanes,flood,30,0.04495028513751627
Catanduanes,flood,50,0.090463375318262
Catanduanes,flood,100,0.1627720486961417
Catanduanes,flood,200,0.21574045996657273
Catanduanes,flood,250,0.2343753656590931
Catanduanes,flood,500,0.3015913510948883
Catanduanes,flood,1000,0.32462777697858125
Catanduanes,surge,10,0.10061815753347886
Catanduanes,surge,25,0.1395910256918
Catanduanes,surge,30,0.14547570720719724
Catanduanes,surge,50,0.1646583071109009
Catanduanes,surge,100,0.19603675166030596
Catanduanes,surge,200,0.22165358454416226
Catanduanes,surge,250,0.23002894832517853
Catanduanes,surge,500,0.2542621956842976
Catanduanes,surge,1000,0.2759519730748753
Catanduanes,wind,10,0.12915015682864986
Catanduanes,wind,25,0.4642543441270708
Catanduanes,wind,30,0.5584723745499595
Catanduanes,wind,50,0.8712249677329758
Catanduanes,wind,100,1.710215785900135
Catanduanes,wind,200,2.841551905181337
Catanduanes,wind,250,3.1887209721413265
Catanduanes,wind,500,4.482909772548652
Catanduanes,wind,1000,5.542254711388666
Cavite,earthquake,10,0.0012231640252131192
Cavite,earthquake,25,0.03453019519173752
Cavite,earthquake,30,0.05306324655485254
Cavite,earthquake,50,0.19007407003195226
Cavite,earthquake,100,0.6446343692825779
Cavite,earthquake,200,1.1883027270599793
Cavite,earthquake,250,1.385607196918636
Cavite,earthquake,500,2.11085787163896
Cavite,earthquake,1000,2.4798695763912684
Cavite,flood,10,0.03590045540770194
Cavite,flood,25,0.07853665689416514
Cavite,flood,30,0.09405142472622154
Cavite,flood,50,0.13870427003380653
Cavite,flood,100,0.20456995225128632
Cavite,flood,200,0.3020358471463646
Cavite,flood,250,0.334002256407913
Cavite,flood,500,0.4401168907433035
Cavite,flood,1000,0.5159373365163108
Cavite,surge,10,0.034818417492635374
Cavite,surge,25,0.04904684015543253
Cavite,surge,30,0.054102235491392266
Cavite,surge,50,0.06873457550864773
Cavite,surge,100,0.08257988941695878
Cavite,surge,200,0.10101112891239529
Cavite,surge,250,0.10994140652750918
Cavite,surge,500,0.12300335326796476
Cavite,surge,1000,0.13315295063437255
Cavite,wind,10,0.05261963539410764
Cavite,wind,25,0.24057675266738646
Cavite,wind,30,0.30972838761415783
Cavite,wind,50,0.5443569105673255
Cavite,wind,100,1.0246648268942988
Cavite,wind,200,1.7017553114104822
Cavite,wind,250,2.0249282530402426
Cavite,wind,500,3.2528885802994987
Cavite,wind,1000,5.475655594380992
Cebu,earthquake,10,0.0005274749943116235
Cebu,earthquake,25,0.009172961803267349
Cebu,earthquake,30,0.015954079766054098
Cebu,earthquake,50,0.044265832684872455
Cebu,earthquake,100,0.11868457558689434
Cebu,earthquake,200,0.32735818851625115
Cebu,earthquake,250,0.45435959489802863
Cebu,earthquake,500,0.7186505162703072
Cebu,earthquake,1000,1.556465630581479
Cebu,flood,10,0.08824104998557959
Cebu,flood,25,0.1626005138543824
Cebu,flood,30,0.1771454402217191
Cebu,flood,50,0.2188088158107717
Cebu,flood,100,0.27804189314843425
Cebu,flood,200,0.3345294448969964
Cebu,flood,250,0.35669760379453236
Cebu,flood,500,0.4124398525936288
Cebu,flood,1000,0.437592961731104
Cebu,surge,10,0.006703002467104218
Cebu,surge,25,0.11436212287915702
Cebu,surge,30,0.13020700367532825
Cebu,surge,50,0.15882340973448456
Cebu,surge,100,0.19050096101515065
Cebu,surge,200,0.21577544581195857
Cebu,surge,250,0.23218361052612488
Cebu,surge,500,0.26879413143123476
Cebu,surge,1000,0.3099914083241465
Cebu,wind,10,0.015226979427211823
Cebu,wind,25,0.06439293432754972
Cebu,wind,30,0.08153697931919716
Cebu,wind,50,0.14633375332143805
Cebu,wind,100,0.2710084644791757
Cebu,wind,200,0.4777965881299301
Cebu,wind,250,0.5540804354205907
Cebu,wind,500,0.8157435808781031
Cebu,wind,1000,1.6873081877126608
Compostela Valley,earthquake,10,0.0038943121325941527
Compostela Valley,earthquake,25,0.024614973674445647
Compostela Valley,earthquake,30,0.036058518559642705
Compostela Valley,earthquake,50,0.09989080287200723
Compostela Valley,earthquake,100,0.28450684453889813
Compostela Valley,earthquake,200,0.7184656383166177
Compostela Valley,earthquake,250,0.7971761136089383
Compostela Valley,earthquake,500,0.9494924860917355
Compostela Valley,earthquake,1000,1.0111961383965884
Compostela Valley,flood,10,1.808433481457819e-05
Compostela Valley,flood,25,0.00023762982787265733
Compostela Valley,flood,30,0.0004477076193180428
Compostela Valley,flood,50,0.0023563346544948063
Compostela Valley,flood,100,0.009943776687587128
Compostela Valley,flood,200,0.030445180407454277
Compostela Valley,flood,250,0.03862650661439171
Compostela Valley,flood,500,0.07792807393833286
Compostela Valley,flood,1000,0.12313526978342304
Compostela Valley,surge,10,0.0
Compostela Valley,surge,25,0.0
Compostela Valley,surge,30,0.0
Compostela Valley,surge,50,0.0
Compostela Valley,surge,100,0.0
Compostela Valley,surge,200,0.0
Compostela Valley,surge,250,0.0
Compostela Valley,surge,500,0.0
Compostela Valley,surge,1000,9.975283817168352e-05
Compostela Valley,wind,10,0.0
Compostela Valley,wind,25,0.00026456201817200793
Compostela Valley,wind,30,0.0004927593185606897
Compostela Valley,wind,50,0.002022191140171231
Compostela Valley,wind,100,0.007675229968802404
Compostela Valley,wind,200,0.02433490274795823
Compostela Valley,wind,250,0.02894688048896826
Compostela Valley,wind,500,0.05160862778017204
Compostela Valley,wind,1000,0.09504932580812638
Cotabato,earthquake,10,0.0030763095330681987
Cotabato,earthquake,25,0.02278075626953264
Cotabato,earthquake,30,0.02851333732680771
Cotabato,earthquake,50,0.05709696351827877
Cotabato,earthquake,100,0.14436849795625237
Cotabato,earthquake,200,0.24911486708178882
Cotabato,earthquake,250,0.2767480212704098
Cotabato,earthquake,500,0.38142708513774093
Cotabato,earthquake,1000,0.4892421600674204
Cotabato,flood,10,0.0
Cotabato,flood,25,4.78069034554593e-05
Cotabato,flood,30,9.515584014049882e-05
Cotabato,flood,50,0.0002803376652827894
Cotabato,flood,100,0.0010210840974438304
Cotabato,flood,200,0.00583403157010608
Cotabato,flood,250,0.008101229629706712
Cotabato,flood,500,0.020294449890650983
Cotabato,flood,1000,0.06277679975842716
Cotabato,wind,10,0.0
Cotabato,wind,25,8.660152634306536e-06
Cotabato,wind,30,3.0587365568299716e-05
Cotabato,wind,50,0.0002361367566702116
Cotabato,wind,100,0.0015780333523015095
Cotabato,wind,200,0.0048274799596849955
Cotabato,wind,250,0.008344702289950675
Cotabato,wind,500,0.026013584184390277
Cotabato,wind,1000,0.05407564561709131
Davao,earthquake,10,0.009620682914748156
Davao,earthquake,25,0.0752554069133784
Davao,earthquake,30,0.12297252921177441
Davao,earthquake,50,0.3017245794052151
Davao,earthquake,100,0.7184890694052788
Davao,earthquake,200,1.092305829685811
Davao,earthquake,250,1.26784078545068
Davao,earthquake,500,1.8452865244081489
Davao,earthquake,1000,3.007239807965407
Davao,flood,10,7.512610240244006e-07
Davao,flood,25,0.0062482613263719665
Davao,flood,30,0.008083564842863027
Davao,flood,50,0.015393248014924301
Davao,flood,100,0.026346333677603268
Davao,flood,200,0.045986468863332707
Davao,flood,250,0.05303640228801106
Davao,flood,500,0.07799141581517516
Davao,flood,1000,0.22173611177725056
Davao,surge,10,0.0
Davao,surge,25,0.0
Davao,surge,30,0.0
Davao,surge,50,0.0
Davao,surge,100,0.0
Davao,surge,200,0.0
Davao,surge,250,0.0
Davao,surge,500,0.0
Davao,surge,1000,0.02809521388058687
Davao,wind,10,0.0
Davao,wind,25,0.0002469524166311941
Davao,wind,30,0.0006104597899665953
Davao,wind,50,0.003436081442376814
Davao,wind,100,0.013603221573027721
Davao,wind,200,0.04867719286638534
Davao,wind,250,0.06481824300251626
Davao,wind,500,0.1338126788063269
Davao,wind,1000,0.22668018635140108
Davao Oriental,earthquake,10,0.006070635184721232
Davao Oriental,earthquake,25,0.033703020496730234
Davao Oriental,earthquake,30,0.048301311704176626
Davao Oriental,earthquake,50,0.11585771832356856
Davao Oriental,earthquake,100,0.27879923253900935
Davao Oriental,earthquake,200,0.5033641934044722
Davao Oriental,earthquake,250,0.5725912212559185
Davao Oriental,earthquake,500,0.7552025150492581
Davao Oriental,earthquake,1000,0.8371609935355582
Davao Oriental,flood,10,0.0
Davao Oriental,flood,25,1.7033785602975564e-05
Davao Oriental,flood,30,4.130567726501426e-05
Davao Oriental,flood,50,0.0005349551266335562
Davao Oriental,flood,100,0.004055855711954402
Davao Oriental,flood,200,0.012011547994014507
Davao Oriental,flood,250,0.017580672289167633
Davao Oriental,flood,500,0.04043599946116138
Davao Oriental,flood,1000,0.05257291614400417
Davao Oriental,surge,10,0.0
Davao Oriental,surge,25,0.0021935262875430878
Davao Oriental,surge,30,0.0023385641739013456
Davao Oriental,surge,50,0.0024483315179771852
Davao Oriental,surge,100,0.0026590978678023057
Davao Oriental,surge,200,0.0029999234699981474
Davao Oriental,surge,250,0.0031775565678433507
Davao Oriental,surge,500,0.004727636908451622
Davao Oriental,surge,1000,0.005679984287569645
Davao Oriental,wind,10,0.0
Davao Oriental,wind,25,0.00014265174842166065
Davao Oriental,wind,30,0.0002531804103257279
Davao Oriental,wind,50,0.001078644906515946
Davao Oriental,wind,100,0.005235359203705133
Davao Oriental,wind,200,0.01687775752278978
Davao Oriental,wind,250,0.022205492854156544
Davao Oriental,wind,500,0.0421757183505095
Davao Oriental,wind,1000,0.08216130935786183
Davao del Sur,earthquake,10,0.005651153321746529
Davao del Sur,earthquake,25,0.04101670528689195
Davao del Sur,earthquake,30,0.05869225023983984
Davao del Sur,earthquake,50,0.14540320295896988
Davao del Sur,earthquake,100,0.2929984459706464
Davao del Sur,earthquake,200,0.4645981165156884
Davao del Sur,earthquake,250,0.5283122545298712
Davao del Sur,earthquake,500,0.7138811506466043
Davao del Sur,earthquake,1000,0.9758526039264205
Davao del Sur,flood,10,0.0
Davao del Sur,flood,25,0.004303863907263833
Davao del Sur,flood,30,0.006885720075604611
Davao del Sur,flood,50,0.0145034506645957
Davao del Sur,flood,100,0.026688607266327376
Davao del Sur,flood,200,0.03696827047672221
Davao del Sur,flood,250,0.041135753615324205
Davao del Sur,flood,500,0.049242603032005006
Davao del Sur,flood,1000,0.09319895977018258
Davao del Sur,surge,10,0.0
Davao del Sur,surge,25,0.0
Davao del Sur,surge,30,0.0
Davao del Sur,surge,50,0.0
Davao del Sur,surge,100,0.0
Davao del Sur,surge,200,0.0
Davao del Sur,surge,250,0.0
Davao del Sur,surge,500,0.0
Davao del Sur,surge,1000,0.008806649032128532
Davao del Sur,wind,10,0.0
Davao del Sur,wind,25,2.474709646313881e-06
Davao del Sur,wind,30,1.5133308596508672e-05
Davao del Sur,wind,50,0.0005610326312978472
Davao del Sur,wind,100,0.0031389960900651357
Davao del Sur,wind,200,0.011586445535764392
Davao del Sur,wind,250,0.017398455358866347
Davao del Sur,wind,500,0.055078883356193646
Davao del Sur,wind,1000,0.1318036209865796
Eastern Samar,earthquake,10,0.013818568919697093
Eastern Samar,earthquake,25,0.09194749581540733
Eastern Samar,earthquake,30,0.12704343462544743
Eastern Samar,earthquake,50,0.26473375993726
Eastern Samar,earthquake,100,0.49199448335015367
Eastern Samar,earthquake,200,0.8390906960060447
Eastern Samar,earthquake,250,0.9613072616272114
Eastern Samar,earthquake,500,1.4207653278560317
Eastern Samar,earthquake,1000,1.7667835874640025
Eastern Samar,flood,10,0.0015160050806704872
Eastern Samar,flood,25,0.012112542182515028
Eastern Samar,flood,30,0.015776485471047947
Eastern Samar,flood,50,0.030215529463274438
Eastern Samar,flood,100,0.05706679803512622
Eastern Samar,flood,200,0.10401377250175582
Eastern Samar,flood,250,0.11248276775511316
Eastern Samar,flood,500,0.1346557446717875
Eastern Samar,flood,1000,0.15590505475521813
Eastern Samar,surge,10,0.05249159647386581
Eastern Samar,surge,25,0.07338964137876942
Eastern Samar,surge,30,0.07728906788929561
Eastern Samar,surge,50,0.08739424912017238
Eastern Samar,surge,100,0.10371406732132599
Eastern Samar,surge,200,0.12246966882515363
Eastern Samar,surge,250,0.1275574051533062
Eastern Samar,surge,500,0.14579544438683442
Eastern Samar,surge,1000,0.16517817385573502
Eastern Samar,wind,10,0.1748974828581945
Eastern Samar,wind,25,0.4239148586392815
Eastern Samar,wind,30,0.4873777645089485
Eastern Samar,wind,50,0.7494158710990775
Eastern Samar,wind,100,1.1542967880076203
Eastern Samar,wind,200,1.715258750829274
Eastern Samar,wind,250,1.8327748359173397
Eastern Samar,wind,500,2.562921313329909
Eastern Samar,wind,1000,3.047133836904015
Guimaras,earthquake,10,1.1823034151540928e-05
Guimaras,earthquake,25,0.0036138191766188848
Guimaras,earthquake,30,0.006107582651106772
Guimaras,earthquake,50,0.0231854194334083
Guimaras,earthquake,100,0.09049568353001973
Guimaras,earthquake,200,0.2825850441333029
Guimaras,earthquake,250,0.3376559872705575
Guimaras,earthquake,500,0.49795824546531464
Guimaras,earthquake,1000,0.7154792379287237
Guimaras,surge,10,0.000828388128294992
Guimaras,surge,25,0.011283090833158017
Guimaras,surge,30,0.012553807936138658
Guimaras,surge,50,0.015519632742879928
Guimaras,surge,100,0.018502713353456487
Guimaras,surge,200,0.021960268309339486
Guimaras,surge,250,0.023530830391592695
Guimaras,surge,500,0.029992304652090847
Guimaras,surge,1000,0.03936360936810715
Guimaras,wind,10,0.0015752908290605934
Guimaras,wind,25,0.008556595361922529
Guimaras,wind,30,0.011253240195706204
Guimaras,wind,50,0.02240912109478531
Guimaras,wind,100,0.04732003432124065
Guimaras,wind,200,0.07923342368153977
Guimaras,wind,250,0.0937817112488977
Guimaras,wind,500,0.15414454963742213
Guimaras,wind,1000,0.23348561029514464
Ifugao,earthquake,10,0.00017017302858234753
Ifugao,earthquake,25,0.0053100365300903785
Ifugao,earthquake,30,0.00829549081137669
Ifugao,earthquake,50,0.025516623082394222
Ifugao,earthquake,100,0.08526237717953282
Ifugao,earthquake,200,0.15042950120091908
Ifugao,earthquake,250,0.18772652502122344
Ifugao,earthquake,500,0.31257265625279573
Ifugao,earthquake,1000,0.5046742456701927
Ifugao,flood,10,0.027534452381835314
Ifugao,flood,25,0.12183186636691166
Ifugao,flood,30,0.13990483171051105
Ifugao,flood,50,0.22114334980549682
Ifugao,flood,100,0.8256420096852238
Ifugao,flood,200,1.8464551392687225
Ifugao,flood,250,1.900255806590424
Ifugao,flood,500,1.9688305569219124
Ifugao,flood,1000,2.074500142537624
Ifugao,wind,10,0.12306730994933882
Ifugao,wind,25,0.3153799683753635
Ifugao,wind,30,0.3539139710524936
Ifugao,wind,50,0.5231532402165615
Ifugao,wind,100,0.7484622403225367
Ifugao,wind,200,1.0327718911441415
Ifugao,wind,250,1.1028863571439553
Ifugao,wind,500,1.3963343344311223
Ifugao,wind,1000,1.8890670251731172
Ilocos Norte,earthquake,10,0.0034990120488904526
Ilocos Norte,earthquake,25,0.06853135546628675
Ilocos Norte,earthquake,30,0.10862723125721672
Ilocos Norte,earthquake,50,0.3365166543545302
Ilocos Norte,earthquake,100,0.8070947499637123
Ilocos Norte,earthquake,200,1.4722324954007195
Ilocos Norte,earthquake,250,1.7342574429539346
Ilocos Norte,earthquake,500,2.814171281681705
Ilocos Norte,earthquake,1000,4.171406544758404
Ilocos Norte,flood,10,0.03071747094119602
Ilocos Norte,flood,25,0.06531268371659091
Ilocos Norte,flood,30,0.07876733030840108
Ilocos Norte,flood,50,0.1418597783153707
Ilocos Norte,flood,100,0.29790627403589226
Ilocos Norte,flood,200,0.4023220768223027
Ilocos Norte,flood,250,0.4375450904611785
Ilocos Norte,flood,500,0.5268028473129927
Ilocos Norte,flood,1000,0.6827785190572329
Ilocos Norte,surge,10,0.0
Ilocos Norte,surge,25,0.004599194383394331
Ilocos Norte,surge,30,0.005478416152504238
Ilocos Norte,surge,50,0.01258971066731099
Ilocos Norte,surge,100,0.018440768539472806
Ilocos Norte,surge,200,0.02334459138952961
Ilocos Norte,surge,250,0.024326380026624798
Ilocos Norte,surge,500,0.026533069988888273
Ilocos Norte,surge,1000,0.02879005106370195
Ilocos Norte,wind,10,0.21061269789445422
Ilocos Norte,wind,25,0.49583783808797893
Ilocos Norte,wind,30,0.5622104153986137
Ilocos Norte,wind,50,0.8323236405443983
Ilocos Norte,wind,100,1.3585439250006386
Ilocos Norte,wind,200,1.9950416323933307
Ilocos Norte,wind,250,2.381813162491523
Ilocos Norte,wind,500,3.9526698372547986
Ilocos Norte,wind,1000,4.742709054911674
Ilocos Sur,earthquake,10,0.002329794430446831
Ilocos Sur,earthquake,25,0.04060334711081177
Ilocos Sur,earthquake,30,0.06202652096049385
Ilocos Sur,earthquake,50,0.17160729185918042
Ilocos Sur,earthquake,100,0.5584643230430688
Ilocos Sur,earthquake,200,1.2302899899776065
Ilocos Sur,earthquake,250,1.4627941575541488
Ilocos Sur,earthquake,500,2.836878109873603
Ilocos Sur,earthquake,1000,3.68502057511937
Ilocos Sur,flood,10,0.012128216003575077
Ilocos Sur,flood,25,0.05160554755476394
Ilocos Sur,flood,30,0.06445891386480324
Ilocos Sur,flood,50,0.10848730942473331
Ilocos Sur,flood,100,0.16762239662300207
Ilocos Sur,flood,200,0.22937369633512375
Ilocos Sur,flood,250,0.255249228373468
Ilocos Sur,flood,500,0.3334407635999949
Ilocos Sur,flood,1000,0.43975935279284145
Ilocos Sur,surge,10,0.0
Ilocos Sur,surge,25,0.0
Ilocos Sur,surge,30,0.0
Ilocos Sur,surge,50,0.011269087323382379
Ilocos Sur,surge,100,0.014132140851334652
Ilocos Sur,surge,200,0.015672047876756714
Ilocos Sur,surge,250,0.015936360808500808
Ilocos Sur,surge,500,0.01719140903595851
Ilocos Sur,surge,1000,0.01864484040198227
Ilocos Sur,wind,10,0.13613348815472226
Ilocos Sur,wind,25,0.32978532380006575
Ilocos Sur,wind,30,0.380112352848177
Ilocos Sur,wind,50,0.5166110340157536
Ilocos Sur,wind,100,0.7708140768628141
Ilocos Sur,wind,200,1.1683293582211691
Ilocos Sur,wind,250,1.2451649975857384
Ilocos Sur,wind,500,1.8342971103130465
Ilocos Sur,wind,1000,2.516130713254218
Iloilo,earthquake,10,0.0008062976222725125
Iloilo,earthquake,25,0.017930471046983223
Iloilo,earthquake,30,0.02642883677473192
Iloilo,earthquake,50,0.07767931977835851
Iloilo,earthquake,100,0.3011808624088175
Iloilo,earthquake,200,0.6664494216037813
Iloilo,earthquake,250,0.855635406503159
Iloilo,earthquake,500,1.2241179460888862
Iloilo,earthquake,1000,1.3896413267346948
Iloilo,flood,10,0.014824956383101747
Iloilo,flood,25,0.030017653117605323
Iloilo,flood,30,0.0333377888627746
Iloilo,flood,50,0.04330075750374924
Iloilo,flood,100,0.06372687859220864
Iloilo,flood,200,0.08576728548993154
Iloilo,flood,250,0.0936674000888808
Iloilo,flood,500,0.1209045394742219
Iloilo,flood,1000,0.13488174528618932
Iloilo,surge,10,0.008976564545088916
Iloilo,surge,25,0.01714959877098773
Iloilo,surge,30,0.018643116145153616
Iloilo,surge,50,0.023052409775366677
Iloilo,surge,100,0.032642936717148456
Iloilo,surge,200,0.05768034995542467
Iloilo,surge,250,0.06522483776870237
Iloilo,surge,500,0.0910440325118304
Iloilo,surge,1000,0.10066718139340287
Iloilo,wind,10,0.004247286333238493
Iloilo,wind,25,0.016799256491959475
Iloilo,wind,30,0.021505062491800248
Iloilo,wind,50,0.036214705047211616
Iloilo,wind,100,0.07172966174780206
Iloilo,wind,200,0.11659974338519095
Iloilo,wind,250,0.13310087474156224
Iloilo,wind,500,0.2290252739630827
Iloilo,wind,1000,0.4615229894416381
Isabela,earthquake,10,0.0026789096762545074
Isabela,earthquake,25,0.03885080223535432
Isabela,earthquake,30,0.05269691558990995
Isabela,earthquake,50,0.12430015291604964
Isabela,earthquake,100,0.27976488097899976
Isabela,earthquake,200,0.4908229490902289
Isabela,earthquake,250,0.5555321653184927
Isabela,earthquake,500,0.8756738076503894
Isabela,earthquake,1000,1.066635985722898
Isabela,flood,10,0.007295272502286007
Isabela,flood,25,0.026079449817986915
Isabela,flood,30,0.03388046255720591
Isabela,flood,50,0.06887944318030291
Isabela,flood,100,0.15193543970180284
Isabela,flood,200,0.26827838939323817
Isabela,flood,250,0.29695063593110477
Isabela,flood,500,0.4438327781544937
Isabela,flood,1000,0.5441911574198847
Isabela,surge,10,0.0005184705663135295
Isabela,surge,25,0.0006867983157385788
Isabela,surge,30,0.0007188160491067401
Isabela,surge,50,0.0007945870206570684
Isabela,surge,100,0.000888714607074524
Isabela,surge,200,0.0009985123667060204
Isabela,surge,250,0.001024643145269294
Isabela,surge,500,0.0011448365732797533
Isabela,surge,1000,0.0012007738573852646
Isabela,wind,10,0.21961224996952344
Isabela,wind,25,0.45386934076909263
Isabela,wind,30,0.5132717679656353
Isabela,wind,50,0.6908410982577616
Isabela,wind,100,0.982144581463541
Isabela,wind,200,1.396867129095195
Isabela,wind,250,1.4737873900485634
Isabela,wind,500,1.8275123252992342
Isabela,wind,1000,2.5222134475365183
Kalinga,earthquake,10,9.363136480265378e-05
Kalinga,earthquake,25,0.006869387987809218
Kalinga,earthquake,30,0.01164004043450729
Kalinga,earthquake,50,0.03869358137381548
Kalinga,earthquake,100,0.13023790396359838
Kalinga,earthquake,200,0.23005907953918153
Kalinga,earthquake,250,0.3272654770827184
Kalinga,earthquake,500,0.5554331249629468
Kalinga,earthquake,1000,0.8158287395108638
Kalinga,flood,10,0.017997836295908825
Kalinga,flood,25,0.1293377057353823
Kalinga,flood,30,0.16344936590339795
Kalinga,flood,50,0.2704188357207557
Kalinga,flood,100,0.3872750191786821
Kalinga,flood,200,0.4781307015134641
Kalinga,flood,250,0.508213871852723
Kalinga,flood,500,0.573938759133794
Kalinga,flood,1000,0.6394041096609596
Kalinga,wind,10,0.16144302741839292
Kalinga,wind,25,0.37453818903495745
Kalinga,wind,30,0.4167239199188959
Kalinga,wind,50,0.5760127240482186
Kalinga,wind,100,0.8366250008467488
Kalinga,wind,200,1.2777785501214494
Kalinga,wind,250,1.4286560255111727
Kalinga,wind,500,1.7665739023488134
Kalinga,wind,1000,2.2074381963051097
La Union,earthquake,10,0.0005737327165519743
La Union,earthquake,25,0.02313569209076517
La Union,earthquake,30,0.04113993120825664
La Union,earthquake,50,0.15907290703472196
La Union,earthquake,100,0.5097775557841904
La Union,earthquake,200,1.7935695997241892
La Union,earthquake,250,2.467086673105765
La Union,earthquake,500,3.6233936020434157
La Union,earthquake,1000,4.982677407699936
La Union,flood,10,0.020530017609131535
La Union,flood,25,0.07493704240843144
La Union,flood,30,0.09615580540871367
La Union,flood,50,0.15032902517241248
La Union,flood,100,0.2209336288986944
La Union,flood,200,0.2708036600537222
La Union,flood,250,0.29179112692675246
La Union,flood,500,0.32647143454501415
La Union,flood,1000,0.38332100514352485
La Union,surge,10,0.0
La Union,surge,25,0.0005425351229681183
La Union,surge,30,0.0006058464765478292
La Union,surge,50,0.0008387088127312247
La Union,surge,100,0.0011765658554363228
La Union,surge,200,0.001466154559382629
La Union,surge,250,0.0015179676669190216
La Union,surge,500,0.0018109642514858154
La Union,surge,1000,0.0021395100655770822
La Union,wind,10,0.08311769382601437
La Union,wind,25,0.2236452455810895
La Union,wind,30,0.2535314691643342
La Union,wind,50,0.3835412577274891
La Union,wind,100,0.5641960339775047
La Union,wind,200,0.7667099681519177
La Union,wind,250,0.8708056279429736
La Union,wind,500,1.1838265183497203
La Union,wind,1000,1.5141645644145307
Laguna,earthquake,10,0.0031772231922362728
Laguna,earthquake,25,0.0632406485016753
Laguna,earthquake,30,0.10045886206913254
Laguna,earthquake,50,0.3455617847281486
Laguna,earthquake,100,0.9202504195312101
Laguna,earthquake,200,1.8069070030536367
Laguna,earthquake,250,2.203807805840208
Laguna,earthquake,500,5.264722859313606
Laguna,earthquake,1000,6.14328735957609
Laguna,flood,10,0.07226666625660277
Laguna,flood,25,0.1268996197731228
Laguna,flood,30,0.13558573194678686
Laguna,flood,50,0.1733684163044581
Laguna,flood,100,0.24440927240667484
Laguna,flood,200,0.3370363109923874
Laguna,flood,250,0.39568653099591083
Laguna,flood,500,0.5076234887359508
Laguna,flood,1000,0.6362663982187462
Laguna,wind,10,0.07739025082572228
Laguna,wind,25,0.35871621446525026
Laguna,wind,30,0.47958531138299804
Laguna,wind,50,0.7649361260606916
Laguna,wind,100,1.4646110879190382
Laguna,wind,200,3.249180406872812
Laguna,wind,250,3.654990319751493
Laguna,wind,500,5.641026412520023
Laguna,wind,1000,7.909347531825857
Lanao del Norte,earthquake,10,0.0010707323897352027
Lanao del Norte,earthquake,25,0.014801833669427078
Lanao del Norte,earthquake,30,0.023636001455341105
Lanao del Norte,earthquake,50,0.06702388431234638
Lanao del Norte,earthquake,100,0.20377308340268366
Lanao del Norte,earthquake,200,0.4727150797689395
Lanao del Norte,earthquake,250,0.5598436688923449
Lanao del Norte,earthquake,500,0.8116947468919734
Lanao del Norte,earthquake,1000,1.2344369766376384
Lanao del Norte,flood,10,4.414100484661854e-08
Lanao del Norte,flood,25,2.8549634621495695e-05
Lanao del Norte,flood,30,8.138822071814133e-05
Lanao del Norte,flood,50,0.0008880265630343753
Lanao del Norte,flood,100,0.008022741240674248
Lanao del Norte,flood,200,0.04578473649702858
Lanao del Norte,flood,250,0.07355375567343725
Lanao del Norte,flood,500,0.18843646406685727
Lanao del Norte,flood,1000,0.3239406703458038
Lanao del Norte,surge,10,0.0
Lanao del Norte,surge,25,0.0
Lanao del Norte,surge,30,0.0
Lanao del Norte,surge,50,0.0
Lanao del Norte,surge,100,0.0006764339177062217
