province,hazard,rp,fa
Quezon,earthquake,25,0.03758440474224993
Quezon,earthquake,30,0.054084535730852756
Quezon,earthquake,50,0.11393023639781813
Quezon,earthquake,100,0.2638805440453063
Quezon,earthquake,200,0.5164595994413307
Quezon,earthquake,250,0.5403289571496089
Quezon,earthquake,500,0.6474473082056073
Quezon,earthquake,1000,0.8011581701461599
Quezon,flood,10,0.013878521483580488
Quezon,flood,25,0.029802001379942968
Quezon,flood,30,0.0342865749026102
Quezon,flood,50,0.05003417342976112
Quezon,flood,100,0.08937207808553896
Quezon,flood,200,0.1430888361579068
Quezon,flood,250,0.16093914217127686
Quezon,flood,500,0.24057812864457112
Quezon,flood,1000,0.28523390925770353
Quezon,surge,10,0.02333137470200188
Quezon,surge,25,0.033405132871025436
Quezon,surge,30,0.035732840470154084
Quezon,surge,50,0.04235571810431421
Quezon,surge,100,0.05102602043414576
Quezon,surge,200,0.06222544638720401
Quezon,surge,250,0.06632335869659317
Quezon,surge,500,0.07422155548674811
Quezon,surge,1000,0.08893588197932137
Quezon,wind,10,0.0589157715511698
Quezon,wind,25,0.23185680737727615
Quezon,wind,30,0.2776049924195105
Quezon,wind,50,0.4577387344043867
Quezon,wind,100,0.763292913075056
Quezon,wind,200,1.2248887996351745
Quezon,wind,250,1.4737524618408955
Quezon,wind,500,2.003752817208098
Quezon,wind,1000,2.8021959179617704
Quirino,earthquake,10,0.0004838565845338866
Quirino,earthquake,25,0.013247590296377586
Quirino,earthquake,30,0.022598642235525504
Quirino,earthquake,50,0.06522900057597783
Quirino,earthquake,100,0.17862985167027653
Quirino,earthquake,200,0.4421765937275651
Quirino,earthquake,250,0.5476278576410221
Quirino,earthquake,500,0.7619326560939073
Quirino,earthquake,1000,1.051796093339828
Quirino,flood,10,0.012060398611656408
Quirino,flood,25,0.10132571755785272
Quirino,flood,30,0.12816164304490943
Quirino,flood,50,0.2494993000480071
Quirino,flood,100,0.39251083042029455
Quirino,flood,200,0.5517129367272957
Quirino,flood,250,0.5982880241507783
Quirino,flood,500,0.7041328603420657
Quirino,flood,1000,0.8142825222999176
Quirino,wind,10,0.11683090486228112
Quirino,wind,25,0.3158420761241141
Quirino,wind,30,0.36685958002513
Quirino,wind,50,0.5181737140745775
Quirino,wind,100,0.7809538064540876
Quirino,wind,200,0.9883654100561807
Quirino,wind,250,1.193505673978903
Quirino,wind,500,1.6246258722039166
Quirino,wind,1000,1.9767696553578542
Rizal,earthquake,10,0.0003293788632588683
Rizal,earthquake,25,0.016116265908403718
Rizal,earthquake,30,0.02755028893733007
Rizal,earthquake,50,0.12930586922139778
Rizal,earthquake,100,0.3620393562587611
Rizal,earthquake,200,1.0231156184321837
Rizal,earthquake,250,1.7834828470798698
Rizal,earthquake,500,3.5473010420313984
Rizal,earthquake,1000,4.055018216827838
Rizal,flood,10,0.11939495515532612
Rizal,flood,25,0.20481417205890118
Rizal,flood,30,0.2254791075396559
Rizal,flood,50,0.2753285589407716
Rizal,flood,100,0.3479105136233912
Rizal,flood,200,0.41273533535634777
Rizal,flood,250,0.43342317332896163
Rizal,flood,500,0.47896963559794836
Rizal,flood,1000,0.5661707517901903
Rizal,wind,10,0.030894482358836156
Rizal,wind,25,0.14879030319057937
Rizal,wind,30,0.1914420491522998
Rizal,wind,50,0.3308877131478532
Rizal,wind,100,0.6289318503522675
Rizal,wind,200,0.9657236468046378
Rizal,wind,250,1.1345311733260672
Rizal,wind,500,1.687053531686408
Rizal,wind,1000,2.395607276451108
Romblon,earthquake,10,0.0002639834207950984
Romblon,earthquake,25,0.005328155502051034
Romblon,earthquake,30,0.008222994211574658
Romblon,earthquake,50,0.020874920311600282
Romblon,earthquake,100,0.05752250064769773
Romblon,earthquake,200,0.1360243144966321
Romblon,earthquake,250,0.15886639183609053
Romblon,earthquake,500,0.2655305686735464
Romblon,earthquake,1000,0.49530054743164054
Romblon,flood,10,0.0005038236514895531
Romblon,flood,25,0.008250170845803019
Romblon,flood,30,0.011994590169885088
Romblon,flood,50,0.025769572155737625
Romblon,flood,100,0.049459053257023496
Romblon,flood,200,0.08435109674778539
Romblon,flood,250,0.09102433061566102
Romblon,flood,500,0.11542901910528543
Romblon,flood,1000,0.13429827509144615
Romblon,surge,10,0.0
Romblon,surge,25,0.00019304372566911963
Romblon,surge,30,0.00023677123446060792
Romblon,surge,50,0.008070281780775021
Romblon,surge,100,0.019577244733754523
Romblon,surge,200,0.025341482556911585
Romblon,surge,250,0.026205734908282007
Romblon,surge,500,0.028658917552110655
Romblon,surge,1000,0.03135136609747045
Romblon,wind,10,0.022786696413072672
Romblon,wind,25,0.09699173407508829
Romblon,wind,30,0.11950895729900655
Romblon,wind,50,0.2046975121537661
Romblon,wind,100,0.3652562871033361
Romblon,wind,200,0.5821159500152149
Romblon,wind,250,0.6920448203056593
Romblon,wind,500,1.0016916235444149
Romblon,wind,1000,1.4865296424418948
Samar (Western),earthquake,10,0.00432473065870273
Samar (Western),earthquake,25,0.027256503883786944
Samar (Western),earthquake,30,0.03795879823470405
Samar (Western),earthquake,50,0.07272113810419902
Samar (Western),earthquake,100,0.15850522538424708
Samar (Western),earthquake,200,0.34331146391932177
Samar (Western),earthquake,250,0.4278453932799984
Samar (Western),earthquake,500,0.5709493857480127
Samar (Western),earthquake,1000,0.747983604014433
Samar (Western),flood,10,0.0031354439024654014
Samar (Western),flood,25,0.014762161553991194
Samar (Western),flood,30,0.018652431450811746
Samar (Western),flood,50,0.031581054430219704
Samar (Western),flood,100,0.05437460796709519
Samar (Western),flood,200,0.07984137412406599
Samar (Western),flood,250,0.08786447207213428
Samar (Western),flood,500,0.11466875503920232
Samar (Western),flood,1000,0.14585972897212449
Samar (Western),surge,10,0.013560099332477166
Samar (Western),surge,25,0.02578576034209259
Samar (Western),surge,30,0.0276661558012149
Samar (Western),surge,50,0.03565827747691325
Samar (Western),surge,100,0.0493570155958349
Samar (Western),surge,200,0.06595257732082654
Samar (Western),surge,250,0.07160206033956482
Samar (Western),surge,500,0.09200267221435214
Samar (Western),surge,1000,0.11657679632775143
Samar (Western),wind,10,0.07384568318641252
Samar (Western),wind,25,0.21231264634186137
Samar (Western),wind,30,0.25436703206047007
Samar (Western),wind,50,0.39984266645207384
Samar (Western),wind,100,0.650363892732826
Samar (Western),wind,200,0.9009119599242009
Samar (Western),wind,250,1.0148748560477805
Samar (Western),wind,500,1.5305155350711845
Samar (Western),wind,1000,1.7399014835874178
Sarangani,earthquake,10,0.00210728713354506
Sarangani,earthquake,25,0.013374200105803645
Sarangani,earthquake,30,0.017786797716926737
Sarangani,earthquake,50,0.03905661647611922
Sarangani,earthquake,100,0.10603704030625717
Sarangani,earthquake,200,0.24177935969812592
Sarangani,earthquake,250,0.32094107833446256
Sarangani,earthquake,500,0.5131630558088127
Sarangani,earthquake,1000,0.6890278102621699
Sarangani,flood,10,0.0
Sarangani,flood,25,0.0
Sarangani,flood,30,0.0
Sarangani,flood,50,3.0156369765452806e-07
Sarangani,flood,100,5.365050185646653e-05
Sarangani,flood,200,0.00034158938074942634
Sarangani,flood,250,0.0004945467711415679
Sarangani,flood,500,0.0014475894093442495
Sarangani,flood,1000,0.005091295422787189
Sarangani,wind,10,0.0
Sarangani,wind,25,0.0
Sarangani,wind,30,0.0
Sarangani,wind,50,0.0
Sarangani,wind,100,0.0
Sarangani,wind,200,3.662271386645292e-05
Sarangani,wind,250,6.849745411773267e-05
Sarangani,wind,500,0.0005217035969481053
Sarangani,wind,1000,0.0013230740679385585
Siquijor,earthquake,10,0.0
Siquijor,earthquake,25,0.0006366731641067677
Siquijor,earthquake,30,0.0014130645774261229
Siquijor,earthquake,50,0.0062213759160850484
Siquijor,earthquake,100,0.027184261385187064
Siquijor,earthquake,200,0.07523444509194809
Siquijor,earthquake,250,0.08512303573992737
Siquijor,earthquake,500,0.18262943797051998
Siquijor,earthquake,1000,0.3936722809737581
Siquijor,flood,10,0.0
Siquijor,flood,25,5.090509704576673e-06
Siquijor,flood,30,6.516203647868887e-06
Siquijor,flood,50,0.00021011807552158914
Siquijor,flood,100,0.003692383891931112
Siquijor,flood,200,0.018527060792603946
Siquijor,flood,250,0.025488310887568318
Siquijor,flood,500,0.03878275291438411
Siquijor,flood,1000,0.058172327796265494
Siquijor,surge,10,0.0
Siquijor,surge,25,0.0
Siquijor,surge,30,0.0
Siquijor,surge,50,0.0
Siquijor,surge,100,0.0035924278632654383
Siquijor,surge,200,0.005957854738498056
Siquijor,surge,250,0.00624539488920402
Siquijor,surge,500,0.007604497706068401
Siquijor,surge,1000,0.008830946294904897
Siquijor,wind,10,0.0002487893637396762
Siquijor,wind,25,0.003003042951392174
Siquijor,wind,30,0.004531059939800202
Siquijor,wind,50,0.010544323266998348
Siquijor,wind,100,0.02777397335835306
Siquijor,wind,200,0.0603269497682526
Siquijor,wind,250,0.07232722721965769
Siquijor,wind,500,0.14257719272994976
Siquijor,wind,1000,0.197613420412687
Sorsogon,earthquake,10,0.0023336138472626806
Sorsogon,earthquake,25,0.02812472495295404
Sorsogon,earthquake,30,0.04110371197074157
Sorsogon,earthquake,50,0.09699332028140666
Sorsogon,earthquake,100,0.20460303540085537
Sorsogon,earthquake,200,0.37403859733793815
Sorsogon,earthquake,250,0.4724369654170729
Sorsogon,earthquake,500,0.6107030219062479
Sorsogon,earthquake,1000,0.8063494498095599
Sorsogon,flood,10,0.002849105478897914
Sorsogon,flood,25,0.0147997508229232
Sorsogon,flood,30,0.01987049763447949
Sorsogon,flood,50,0.03689132647893741
Sorsogon,flood,100,0.07529946407644852
Sorsogon,flood,200,0.11163932976778838
Sorsogon,flood,250,0.1212478559381178
Sorsogon,flood,500,0.15165513477700682
Sorsogon,flood,1000,0.17559730022662612
Sorsogon,surge,10,0.018691908309519473
Sorsogon,surge,25,0.03032530694381546
Sorsogon,surge,30,0.033076005305099056
Sorsogon,surge,50,0.04401082494353496
Sorsogon,surge,100,0.057316721841385136
Sorsogon,surge,200,0.07170828275814807
Sorsogon,surge,250,0.0737537918085842
Sorsogon,surge,500,0.0801021973731344
Sorsogon,surge,1000,0.09115105483387105
Sorsogon,wind,10,0.058226614576543864
Sorsogon,wind,25,0.20755486730445505
Sorsogon,wind,30,0.24871431417395237
Sorsogon,wind,50,0.43382079340863616
Sorsogon,wind,100,0.6969384540649104
Sorsogon,wind,200,1.2556878918265744
Sorsogon,wind,250,1.4652305406238242
Sorsogon,wind,500,1.9589428924326893
Sorsogon,wind,1000,2.858015199504079
South Cotabato,earthquake,10,0.004561302133724039
South Cotabato,earthquake,25,0.031100747043597405
South Cotabato,earthquake,30,0.04301901293883122
South Cotabato,earthquake,50,0.09360035519437689
South Cotabato,earthquake,100,0.24656542482573135
South Cotabato,earthquake,200,0.5366227374982341
South Cotabato,earthquake,250,0.648115012763243
South Cotabato,earthquake,500,1.0605293260381292
South Cotabato,earthquake,1000,1.3953408272523686
South Cotabato,flood,10,0.0
South Cotabato,flood,25,2.8798866271052878e-08
South Cotabato,flood,30,1.0165232827274475e-05
South Cotabato,flood,50,0.00043977602509410394
South Cotabato,flood,100,0.00268080800188469
South Cotabato,flood,200,0.004804981893326966
South Cotabato,flood,250,0.005566880848255318
South Cotabato,flood,500,0.008292478085031913
South Cotabato,flood,1000,0.013908800228122745
South Cotabato,wind,10,0.0
South Cotabato,wind,25,0.0
South Cotabato,wind,30,0.0
South Cotabato,wind,50,0.0
South Cotabato,wind,100,0.0
South Cotabato,wind,200,0.00014830753339104794
South Cotabato,wind,250,0.0002923069571950726
South Cotabato,wind,500,0.0017376223612003989
South Cotabato,wind,1000,0.005727053548264256
Southern Leyte,earthquake,10,0.0017063453048793509
Southern Leyte,earthquake,25,0.019443475389896048
Southern Leyte,earthquake,30,0.02808917066288141
Southern Leyte,earthquake,50,0.06950763502678002
Southern Leyte,earthquake,100,0.24000323637007623
Southern Leyte,earthquake,200,0.5400313607120584
Southern Leyte,earthquake,250,0.6180380448593381
Southern Leyte,earthquake,500,0.8510513775055547
Southern Leyte,earthquake,1000,1.2396164060950758
Southern Leyte,flood,10,0.0006861745426826267
Southern Leyte,flood,25,0.008775711436531537
Southern Leyte,flood,30,0.012982078006470868
Southern Leyte,flood,50,0.03126510842381383
Southern Leyte,flood,100,0.0662428601088391
Southern Leyte,flood,200,0.10757818001593768
Southern Leyte,flood,250,0.12068996368612606
Southern Leyte,flood,500,0.14496548226106476
Southern Leyte,flood,1000,0.17929119412117256
Southern Leyte,surge,10,0.0025873929871530776
Southern Leyte,surge,25,0.00499300190076069
Southern Leyte,surge,30,0.011739265210643985
Southern Leyte,surge,50,0.020172038011904474
Southern Leyte,surge,100,0.02497485483655095
Southern Leyte,surge,200,0.028743490559044828
Southern Leyte,surge,250,0.03005924308683277
Southern Leyte,surge,500,0.032485649447904684
Southern Leyte,surge,1000,0.03908300933775381
Southern Leyte,wind,10,0.016977847465134928
Southern Leyte,wind,25,0.08668870172296489
Southern Leyte,wind,30,0.11327649007547476
Southern Leyte,wind,50,0.20164309915388762
Southern Leyte,wind,100,0.35016863039473906
Southern Leyte,wind,200,0.5922029867027191
Southern Leyte,wind,250,0.6757602525771754
Southern Leyte,wind,500,1.285684317599545
Southern Leyte,wind,1000,2.266923277246368
Sultan Kudarat,earthquake,10,0.007125406994008725
Sultan Kudarat,earthquake,25,0.04259982448139945
Sultan Kudarat,earthquake,30,0.06125769895458071
Sultan Kudarat,earthquake,50,0.1486191091287657
Sultan Kudarat,earthquake,100,0.3106016933491472
Sultan Kudarat,earthquake,200,0.52192884025238
Sultan Kudarat,earthquake,250,0.6307491611214038
Sultan Kudarat,earthquake,500,0.7937338367031511
Sultan Kudarat,earthquake,1000,1.0303795173581427
Sultan Kudarat,flood,10,0.0
Sultan Kudarat,flood,25,0.0
Sultan Kudarat,flood,30,7.277012780755206e-08
Sultan Kudarat,flood,50,0.00014707795068359827
Sultan Kudarat,flood,100,0.00039925723299849504
Sultan Kudarat,flood,200,0.0017930616848203698
Sultan Kudarat,flood,250,0.0024136610057149677
Sultan Kudarat,flood,500,0.005341209817038662
Sultan Kudarat,flood,1000,0.012541839809297527
Sultan Kudarat,wind,10,0.0
Sultan Kudarat,wind,25,0.0
Sultan Kudarat,wind,30,0.0
Sultan Kudarat,wind,50,0.0
Sultan Kudarat,wind,100,3.415327946978687e-05
Sultan Kudarat,wind,200,0.0007263254797871686
Sultan Kudarat,wind,250,0.0016503606672128286
Sultan Kudarat,wind,500,0.0060488822589218096
Sultan Kudarat,wind,1000,0.01607112944751693
Sulu,earthquake,10,0.0
Sulu,earthquake,25,1.0351747818951945e-05
Sulu,earthquake,30,3.388777158158234e-05
Sulu,earthquake,50,0.0003230281096998193
Sulu,earthquake,100,0.0016869409568448467
Sulu,earthquake,200,0.00543877895100035
Sulu,earthquake,250,0.007944697227922501
Sulu,earthquake,500,0.020789074896953547
Sulu,earthquake,1000,0.04337774691782104
Sulu,flood,10,0.0
Sulu,flood,25,0.0
Sulu,flood,30,0.0
Sulu,flood,50,0.0
Sulu,flood,100,1.5332903102888319e-06
Sulu,flood,200,0.0007086814481870207
Sulu,flood,250,0.0008650438258086443
Sulu,flood,500,0.0014682937902554083
Sulu,flood,1000,0.002503957907190122
Sulu,surge,10,0.0
Sulu,surge,25,0.0
Sulu,surge,30,0.0
Sulu,surge,50,0.0
Sulu,surge,100,0.0
Sulu,surge,200,0.0
Sulu,surge,250,0.0
Sulu,surge,500,0.0
Sulu,surge,1000,0.0
Sulu,wind,10,0.0
Sulu,wind,25,0.0
Sulu,wind,30,0.0
Sulu,wind,50,0.0
Sulu,wind,100,0.0
Sulu,wind,200,0.0
Sulu,wind,250,0.0
Sulu,wind,500,1.701295669952327e-08
Sulu,wind,1000,3.0580938393844304e-07
Surigao del Norte,earthquake,10,0.0049371822280848444
Surigao del Norte,earthquake,25,0.03192172364267878
Surigao del Norte,earthquake,30,0.04527541211416808
Surigao del Norte,earthquake,50,0.1145961323829113
Surigao del Norte,earthquake,100,0.3796012995591896
Surigao del Norte,earthquake,200,0.7155636385499968
Surigao del Norte,earthquake,250,0.8061871452435472
Surigao del Norte,earthquake,500,1.0517784756127857
Surigao del Norte,earthquake,1000,1.3955555893144673
Surigao del Norte,flood,10,7.494027444223438e-06
Surigao del Norte,flood,25,0.0010419208219582152
Surigao del Norte,flood,30,0.0015785324288525135
Surigao del Norte,flood,50,0.004549415570929927
Surigao del Norte,flood,100,0.011532021900318719
Surigao del Norte,flood,200,0.02276468855159794
Surigao del Norte,flood,250,0.028333243545838917
Surigao del Norte,flood,500,0.04733733247222557
Surigao del Norte,flood,1000,0.06793417005036513
Surigao del Norte,surge,10,0.0023732428765868637
Surigao del Norte,surge,25,0.0031632766596331897
Surigao del Norte,surge,30,0.003306111334707067
Surigao del Norte,surge,50,0.0036634607780712696
Surigao del Norte,surge,100,0.004366858429648332
Surigao del Norte,surge,200,0.005655450045886094
Surigao del Norte,surge,250,0.005879690324900782
Surigao del Norte,surge,500,0.006509232517730519
Surigao del Norte,surge,1000,0.0072591671837065825
Surigao del Norte,wind,10,0.005226764543110347
Surigao del Norte,wind,25,0.02694284114748838
Surigao del Norte,wind,30,0.03543403766049444
Surigao del Norte,wind,50,0.07737617090638939
Surigao del Norte,wind,100,0.1683759135307664
Surigao del Norte,wind,200,0.2939985949623948
Surigao del Norte,wind,250,0.33889590872070163
Surigao del Norte,wind,500,0.4736658206309617
Surigao del Norte,wind,1000,0.6075633191727086
Surigao del Sur,earthquake,10,0.008643875256511606
Surigao del Sur,earthquake,25,0.049572753460935606
Surigao del Sur,earthquake,30,0.066119505313808
Surigao del Sur,earthquake,50,0.130644188493632
Surigao del Sur,earthquake,100,0.22710299463888015
Surigao del Sur,earthquake,200,0.3822209194952111
Surigao del Sur,earthquake,250,0.4209523008181938
Surigao del Sur,earthquake,500,0.6316999447716554
Surigao del Sur,earthquake,1000,0.7913486885229913
Surigao del Sur,flood,10,3.835831341157695e-05
Surigao del Sur,flood,25,0.0005213072075775459
Surigao del Sur,flood,30,0.0008923600812217534
Surigao del Sur,flood,50,0.0026975407021099596
Surigao del Sur,flood,100,0.007401460652619519
Surigao del Sur,flood,200,0.014895060741024676
Surigao del Sur,flood,250,0.017762101756307002
Surigao del Sur,flood,500,0.028373823786329355
Surigao del Sur,flood,1000,0.04082461751141412
Surigao del Sur,surge,10,0.008531077414596149
Surigao del Sur,surge,25,0.012785903776188092
Surigao del Sur,surge,30,0.014054646922977823
Surigao del Sur,surge,50,0.018004078470206523
Surigao del Sur,surge,100,0.022928886372271702
Surigao del Sur,surge,200,0.025855789402707323
Surigao del Sur,surge,250,0.02662652119040199
Surigao del Sur,surge,500,0.02913835730642426
Surigao del Sur,surge,1000,0.03121594219146363
Surigao del Sur,wind,10,0.001323708346058315
Surigao del Sur,wind,25,0.008764782141845192
Surigao del Sur,wind,30,0.012336332953280956
Surigao del Sur,wind,50,0.031174930996496483
Surigao del Sur,wind,100,0.06623722168694363
Surigao del Sur,wind,200,0.12903835468065394
Surigao del Sur,wind,250,0.14985920875702766
Surigao del Sur,wind,500,0.2144973652690936
Surigao del Sur,wind,1000,0.27335024958356824
Tarlac,earthquake,10,0.002170500614559372
Tarlac,earthquake,25,0.04130590722964447
Tarlac,earthquake,30,0.061510528312812104
Tarlac,earthquake,50,0.14210439498889346
Tarlac,earthquake,100,0.37990385246223174
Tarlac,earthquake,200,0.7216121212482565
Tarlac,earthquake,250,0.8724064789135914
Tarlac,earthquake,500,1.6066175336180553
Tarlac,earthquake,1000,2.4715252443536198
Tarlac,flood,10,0.010301519476738793
Tarlac,flood,25,0.029749386992217373
Tarlac,flood,30,0.03577066666762342
Tarlac,flood,50,0.053368486503170276
Tarlac,flood,100,0.1038489810042213
Tarlac,flood,200,0.15138680614864158
Tarlac,flood,250,0.17249885795201494
Tarlac,flood,500,0.2295239297505468
Tarlac,flood,1000,0.2791903403974073
Tarlac,wind,10,0.04696556720582293
Tarlac,wind,25,0.1530707993882019
Tarlac,wind,30,0.18876532807440985
Tarlac,wind,50,0.29816995293396875
Tarlac,wind,100,0.4701095606077209
Tarlac,wind,200,0.6735876463775886
Tarlac,wind,250,0.8176781252242246
Tarlac,wind,500,1.1030477999209907
Tarlac,wind,1000,1.4119090282339928
Tawi-tawi,earthquake,10,0.0
Tawi-tawi,earthquake,25,0.0
Tawi-tawi,earthquake,30,2.8913901421095637e-06
Tawi-tawi,earthquake,50,0.00010578928252207965
Tawi-tawi,earthquake,100,0.0016224784215855335
Tawi-tawi,earthquake,200,0.006372586336340795
Tawi-tawi,earthquake,250,0.009155014859062019
Tawi-tawi,earthquake,500,0.02174271004878545
Tawi-tawi,earthquake,1000,0.054494741075249716
Tawi-tawi,flood,10,0.0
Tawi-tawi,flood,25,0.0
Tawi-tawi,flood,30,0.0
Tawi-tawi,flood,50,0.0
Tawi-tawi,flood,100,0.0
Tawi-tawi,flood,200,2.2296177449632087e-07
Tawi-tawi,flood,250,3.269962157050887e-07
Tawi-tawi,flood,500,8.836839900636817e-06
Tawi-tawi,flood,1000,0.0002021148594040936
Tawi-tawi,wind,10,0.0
Tawi-tawi,wind,25,0.0
Tawi-tawi,wind,30,0.0
Tawi-tawi,wind,50,0.0
Tawi-tawi,wind,100,0.0
Tawi-tawi,wind,200,1.3470020394186915e-05
Tawi-tawi,wind,250,2.3178510044979864e-05
Tawi-tawi,wind,500,6.907096133587331e-05
Tawi-tawi,wind,1000,0.00015242964175751577
Zambales,earthquake,10,0.003050591136403574
Zambales,earthquake,25,0.045279508938393054
Zambales,earthquake,30,0.07045933095554557
Zambales,earthquake,50,0.24809757873780955
Zambales,earthquake,100,1.0184467605796228
Zambales,earthquake,200,2.701564305254996
Zambales,earthquake,250,3.2280781971689496
Zambales,earthquake,500,5.219582427694578
Zambales,earthquake,1000,10.874120872908746
Zambales,flood,10,0.18466383964675406
Zambales,flood,25,0.31331480665974437
Zambales,flood,30,0.3489483528271597
Zambales,flood,50,0.4647733491351684
Zambales,flood,100,0.6457461725048133
Zambales,flood,200,0.8668966796692287
Zambales,flood,250,0.9375248044183387
Zambales,flood,500,1.1557210823404178
Zambales,flood,1000,1.3064670240714071
Zambales,surge,10,0.02129404156243987
Zambales,surge,25,0.034925966401104055
Zambales,surge,30,0.03729283077787268
Zambales,surge,50,0.04449908623680639
Zambales,surge,100,0.054280617626295956
Zambales,surge,200,0.07212115518320662
Zambales,surge,250,0.07739218000746043
Zambales,surge,500,0.0889750112678247
Zambales,surge,1000,0.10942034375670331
Zambales,wind,10,0.12946070620992053
Zambales,wind,25,0.4921317127991801
Zambales,wind,30,0.5864398237059507
Zambales,wind,50,0.9905094584400818
Zambales,wind,100,1.6175870857806238
Zambales,wind,200,2.7007125079680416
Zambales,wind,250,3.139416247884429
Zambales,wind,500,4.814816270643518
Zambales,wind,1000,5.853024198767221
Zamboanga Sibugay,earthquake,10,0.00035941048651370693
Zamboanga Sibugay,earthquake,25,0.0074754445780262245
Zamboanga Sibugay,earthquake,30,0.010998905094252616
Zamboanga Sibugay,earthquake,50,0.030419427746022652
Zamboanga Sibugay,earthquake,100,0.08044294232774186
Zamboanga Sibugay,earthquake,200,0.15833692299084917
Zamboanga Sibugay,earthquake,250,0.18184064920344356
Zamboanga Sibugay,earthquake,500,0.29961633559566675
Zamboanga Sibugay,earthquake,1000,0.38757161927667
Zamboanga Sibugay,flood,10,0.0
Zamboanga Sibugay,flood,25,5.804623392761089e-06
Zamboanga Sibugay,flood,30,1.0369373571298523e-05
Zamboanga Sibugay,flood,50,4.2893059910300093e-05
Zamboanga Sibugay,flood,100,0.0006808107147006442
Zamboanga Sibugay,flood,200,0.0035372258777664495
Zamboanga Sibugay,flood,250,0.005188921674948994
Zamboanga Sibugay,flood,500,0.011919963669360606
Zamboanga Sibugay,flood,1000,0.030916283210159257
Zamboanga Sibugay,surge,10,0.0
Zamboanga Sibugay,surge,25,0.0
Zamboanga Sibugay,surge,30,0.0
Zamboanga Sibugay,surge,50,0.0
Zamboanga Sibugay,surge,100,0.0
Zamboanga Sibugay,surge,200,0.0
Zamboanga Sibugay,surge,250,0.0
Zamboanga Sibugay,surge,500,0.0006303031814795795
Zamboanga Sibugay,surge,1000,0.007497123457607598
Zamboanga Sibugay,wind,10,0.0
Zamboanga Sibugay,wind,25,0.0
Zamboanga Sibugay,wind,30,0.0
Zamboanga Sibugay,wind,50,4.464990625921991e-05
Zamboanga Sibugay,wind,100,0.0003870078083426312
Zamboanga Sibugay,wind,200,0.002462913665538969
Zamboanga Sibugay,wind,250,0.0032619369325180532
Zamboanga Sibugay,wind,500,0.007634951158836373
Zamboanga Sibugay,wind,1000,0.020041301371929783
Zamboanga del Norte,earthquake,10,0.0008696409367907423
Zamboanga del Norte,earthquake,25,0.010800173838172193
Zamboanga del Norte,earthquake,30,0.01575742606337492
Zamboanga del Norte,earthquake,50,0.05217348193745515
Zamboanga del Norte,earthquake,100,0.13789178420411627
Zamboanga del Norte,earthquake,200,0.2631073362586219
Zamboanga del Norte,earthquake,250,0.30371469221795755
Zamboanga del Norte,earthquake,500,0.3909638979563064
Zamboanga del Norte,earthquake,1000,0.5067424564822878
Zamboanga del Norte,flood,10,9.189121031245015e-06
Zamboanga del Norte,flood,25,0.0002898038476600557
Zamboanga del Norte,flood,30,0.0003824145552645589
Zamboanga del Norte,flood,50,0.001159396004967135
Zamboanga del Norte,flood,100,0.004995934862254508
Zamboanga del Norte,flood,200,0.012929314531657757
Zamboanga del Norte,flood,250,0.019824195846919593
Zamboanga del Norte,flood,500,0.03480646578823003
Zamboanga del Norte,flood,1000,0.04716662270939738
Zamboanga del Norte,surge,10,0.0
Zamboanga del Norte,surge,25,0.0
Zamboanga del Norte,surge,30,0.0
Zamboanga del Norte,surge,50,0.0
Zamboanga del Norte,surge,100,1.0769762890482454e-05
Zamboanga del Norte,surge,200,2.772323144733786e-05
Zamboanga del Norte,surge,250,3.572382101469964e-05
Zamboanga del Norte,surge,500,0.008426915606049771
Zamboanga del Norte,surge,1000,0.011849442136720777
Zamboanga del Norte,wind,10,1.5352567074931527e-07
Zamboanga del Norte,wind,25,0.00045337671915315106
Zamboanga del Norte,wind,30,0.0007034060473189752
Zamboanga del Norte,wind,50,0.0023524192156225434
Zamboanga del Norte,wind,100,0.006676796506444945
Zamboanga del Norte,wind,200,0.019750608319533954
Zamboanga del Norte,wind,250,0.025445840813375593
Zamboanga del Norte,wind,500,0.04499400006242173
Zamboanga del Norte,wind,1000,0.07486045767926805
Zamboanga del Sur,earthquake,10,0.0008393402421105473
Zamboanga del Sur,earthquake,25,0.009424022411822868
Zamboanga del Sur,earthquake,30,0.01328282092446257
Zamboanga del Sur,earthquake,50,0.0361549234396131
Zamboanga del Sur,earthquake,100,0.11143643527936614
Zamboanga del Sur,earthquake,200,0.22121568984762424
Zamboanga del Sur,earthquake,250,0.25744402307297876
Zamboanga del Sur,earthquake,500,0.35661377654726023
Zamboanga del Sur,earthquake,1000,0.40147243088534385
Zamboanga del Sur,flood,10,1.4364116181913281e-06
Zamboanga del Sur,flood,25,0.00045681303356483145
Zamboanga del Sur,flood,30,0.0006834776483620839
Zamboanga del Sur,flood,50,0.0020604147970620487
Zamboanga del Sur,flood,100,0.004723812918067115
Zamboanga del Sur,flood,200,0.011731242709197185
Zamboanga del Sur,flood,250,0.01373571413720716
Zamboanga del Sur,flood,500,0.022992549265962337
Zamboanga del Sur,flood,1000,0.032624869041449324
Zamboanga del Sur,surge,10,0.0
Zamboanga del Sur,surge,25,0.0
Zamboanga del Sur,surge,30,0.0
Zamboanga del Sur,surge,50,0.0
Zamboanga del Sur,surge,100,3.212497643215624e-05
Zamboanga del Sur,surge,200,0.000637527453105684
Zamboanga del Sur,surge,250,0.0006901879021386844
