country,hazard,rp,income_cat,fa,shew,v
Albania,earthquake,1.0,nonpoor,0.00215386785003,0.0,1.48784694636e-19
Albania,earthquake,20.0,nonpoor,0.00695247639774,0.0,0.299635205125
Albania,earthquake,50.0,nonpoor,0.0147312641355,0.0,0.34856866499
Albania,earthquake,100.0,nonpoor,0.0254246325132,0.0,0.366383367462
Albania,earthquake,250.0,nonpoor,0.0503895869805,0.0,0.377455112938
Albania,earthquake,500.0,nonpoor,0.0806211208834,0.0,0.381211014693
Albania,earthquake,1000.0,nonpoor,0.122805516362,0.0,0.383101355896
Albania,earthquake,1500.0,nonpoor,0.153769700663,0.0,0.383733313134
Albania,earthquake,2000.0,nonpoor,1.08120453292e-15,0.0,0.384049638079
Albania,flood,1.0,nonpoor,0.000594876537214,0.0,1.48784694636e-19
Albania,flood,20.0,nonpoor,0.0129873607649,0.0,0.299635205125
Albania,flood,50.0,nonpoor,0.0290380346261,0.0,0.34856866499
Albania,flood,100.0,nonpoor,0.035083673148,0.0,0.366383367462
Albania,flood,250.0,nonpoor,0.0618316847183,0.0,0.377455112938
Albania,flood,500.0,nonpoor,0.0722422845357,0.0,0.381211014693
Albania,flood,1000.0,nonpoor,0.0841972808322,0.0,0.383101355896
Albania,flood,1500.0,nonpoor,0.0899622349639,0.0,0.383733313134
Albania,flood,2000.0,nonpoor,5.50175712466e-16,0.0,0.384049638079
Albania,surge,1.0,nonpoor,0.0,0.0,1.48784694636e-19
Albania,surge,20.0,nonpoor,0.0,0.0,0.299635205125
Albania,surge,50.0,nonpoor,0.0,0.0,0.34856866499
Albania,surge,100.0,nonpoor,0.0,0.0,0.366383367462
Albania,surge,250.0,nonpoor,0.0,0.0,0.377455112938
Albania,surge,500.0,nonpoor,0.0,0.0,0.381211014693
Albania,surge,1000.0,nonpoor,0.0,0.0,0.383101355896
Albania,surge,1500.0,nonpoor,0.0,0.0,0.383733313134
Albania,surge,2000.0,nonpoor,0.0,0.0,0.384049638079
Albania,tsunami,1.0,nonpoor,0.0,0.0,1.48784694636e-19
Albania,tsunami,20.0,nonpoor,0.0,0.0,0.299635205125
Albania,tsunami,50.0,nonpoor,0.0,0.0,0.34856866499
Albania,tsunami,100.0,nonpoor,0.0,0.0,0.366383367462
Albania,tsunami,250.0,nonpoor,0.0,0.0,0.377455112938
Albania,tsunami,500.0,nonpoor,0.0,0.0,0.381211014693
Albania,tsunami,1000.0,nonpoor,0.0,0.0,0.383101355896
Albania,tsunami,1500.0,nonpoor,0.0,0.0,0.383733313134
Albania,tsunami,2000.0,nonpoor,0.0,0.0,0.384049638079
Albania,wind,1.0,nonpoor,0.0,0.0,1.48784694636e-19
Albania,wind,20.0,nonpoor,0.0,0.0,0.299635205125
Albania,wind,50.0,nonpoor,0.0,0.0,0.34856866499
Albania,wind,100.0,nonpoor,0.0,0.0,0.366383367462
Albania,wind,250.0,nonpoor,0.0,0.0,0.377455112938
Albania,wind,500.0,nonpoor,0.0,0.0,0.381211014693
Albania,wind,1000.0,nonpoor,0.0,0.0,0.383101355896
Albania,wind,1500.0,nonpoor,0.0,0.0,0.383733313134
Albania,wind,2000.0,nonpoor,0.0,0.0,0.384049638079
Albania,earthquake,1.0,poor,0.00215386785003,0.0,2.18732823803e-19
Albania,earthquake,20.0,poor,0.00695247639774,0.0,0.440502665197
Albania,earthquake,50.0,poor,0.0147312641355,0.0,0.512441206193
Albania,earthquake,100.0,poor,0.0254246325132,0.0,0.538631132425
Albania,earthquake,250.0,poor,0.0503895869805,0.0,0.554908036164
Albania,earthquake,500.0,poor,0.0806211208834,0.0,0.560429699523
Albania,earthquake,1000.0,poor,0.122805516362,0.0,0.56320874659
Albania,earthquake,1500.0,poor,0.153769700663,0.0,0.564137805803
Albania,earthquake,2000.0,poor,1.08120453292e-15,0.0,0.564602844552
Albania,flood,1.0,poor,0.000543120177556,0.0,2.18732823803e-19
Albania,flood,20.0,poor,0.011857414511,0.0,0.440502665197
Albania,flood,50.0,poor,0.0265116230602,0.0,0.512441206193
Albania,flood,100.0,poor,0.0320312696794,0.0,0.538631132425
Albania,flood,250.0,poor,0.0564521097773,0.0,0.554908036164
Albania,flood,500.0,poor,0.0659569506436,0.0,0.560429699523
Albania,flood,1000.0,poor,0.0768718200409,0.0,0.56320874659
Albania,flood,1500.0,poor,0.0821352028031,0.0,0.564137805803
Albania,flood,2000.0,poor,5.0230848243e-16,0.0,0.564602844552
Albania,surge,1.0,poor,0.0,0.0,2.18732823803e-19
Albania,surge,20.0,poor,0.0,0.0,0.440502665197
Albania,surge,50.0,poor,0.0,0.0,0.512441206193
Albania,surge,100.0,poor,0.0,0.0,0.538631132425
Albania,surge,250.0,poor,0.0,0.0,0.554908036164
Albania,surge,500.0,poor,0.0,0.0,0.560429699523
Albania,surge,1000.0,poor,0.0,0.0,0.56320874659
Albania,surge,1500.0,poor,0.0,0.0,0.564137805803
Albania,surge,2000.0,poor,0.0,0.0,0.564602844552
Albania,tsunami,1.0,poor,0.0,0.0,2.18732823803e-19
Albania,tsunami,20.0,poor,0.0,0.0,0.440502665197
Albania,tsunami,50.0,poor,0.0,0.0,0.512441206193
Albania,tsunami,100.0,poor,0.0,0.0,0.538631132425
Albania,tsunami,250.0,poor,0.0,0.0,0.554908036164
Albania,tsunami,500.0,poor,0.0,0.0,0.560429699523
Albania,tsunami,1000.0,poor,0.0,0.0,0.56320874659
Albania,tsunami,1500.0,poor,0.0,0.0,0.564137805803
Albania,tsunami,2000.0,poor,0.0,0.0,0.564602844552
Albania,wind,1.0,poor,0.0,0.0,2.18732823803e-19
Albania,wind,20.0,poor,0.0,0.0,0.440502665197
Albania,wind,50.0,poor,0.0,0.0,0.512441206193
Albania,wind,100.0,poor,0.0,0.0,0.538631132425
Albania,wind,250.0,poor,0.0,0.0,0.554908036164
Albania,wind,500.0,poor,0.0,0.0,0.560429699523
Albania,wind,1000.0,poor,0.0,0.0,0.56320874659
Albania,wind,1500.0,poor,0.0,0.0,0.564137805803
Albania,wind,2000.0,poor,0.0,0.0,0.564602844552
Algeria,earthquake,1.0,nonpoor,0.00588843282212,0.0,3.86453752302e-20
Algeria,earthquake,20.0,nonpoor,0.0231717774287,0.0,0.0778273260065
Algeria,earthquake,50.0,nonpoor,0.0446897561251,0.0,0.0905373155818
Algeria,earthquake,100.0,nonpoor,0.069024904042,0.0,0.0951645110292
Algeria,earthquake,250.0,nonpoor,0.113191416906,0.0,0.0980402890749
Algeria,earthquake,500.0,nonpoor,0.153331292775,0.0,0.0990158479722
Algeria,earthquake,1000.0,nonpoor,0.198274583973,0.0,0.0995068456873
Algeria,earthquake,1500.0,nonpoor,0.226240635404,0.0,0.0996709904245
Algeria,earthquake,2000.0,nonpoor,-3.04686214797e-15,0.0,0.0997531527477
Algeria,flood,1.0,nonpoor,0.000664278159363,0.0,3.86453752302e-20
Algeria,flood,20.0,nonpoor,0.00560451198672,0.0,0.0778273260065
Algeria,flood,50.0,nonpoor,0.0133492194195,0.0,0.0905373155818
Algeria,flood,100.0,nonpoor,0.018761097294,0.0,0.0951645110292
Algeria,flood,250.0,nonpoor,0.0399375482109,0.0,0.0980402890749
Algeria,flood,500.0,nonpoor,0.0497175843781,0.0,0.0990158479722
