country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Albania,nonpoor,0.8,12935.255293,0.09645449,1.094743098803578,70385.98354829606,0.019647835158194182,0.0
Albania,poor,0.2,5054.830828,0.04461803,0.6210276047856879,24996.74090361007,0.018865034135988532,0.0
Algeria,nonpoor,0.8,15765.736372649999,0.1647805,1.0434668433871528,55208.17433685575,0.02403723510500498,0.6000000000000002
Algeria,poor,0.2,6542.954609399999,0.10180030000000001,0.8261326264513882,20092.821340769053,0.024662645918497657,0.6000000000000002
Angola,nonpoor,0.8,7076.837299014998,0.22208070000000002,1.160475742156355,16402.70600862844,0.0025013245537822528,0.0
Angola,poor,0.2,1615.85291394,0.040258800000000004,0.358097031374579,3592.1886702125244,0.011065528371385058,0.0
Antigua and Barbuda,nonpoor,0.8,25995.729435513753,0.153,1.2236108957535194,65006.56469537087,0.2771483662530562,0.4000000000000002
Antigua and Barbuda,poor,0.2,1082.170407945,0.153,0.10555641698592254,2301.5728287279408,0.2905355316131461,0.4000000000000002
Argentina,nonpoor,0.8,22002.427519099998,0.06069045,1.169002932289736,81877.38131137173,0.0076083589721786995,0.8000000000000004
Argentina,poor,0.2,4437.4643736,0.01099222,0.32398827084105636,15459.648671895602,0.007982847915511909,0.8000000000000004
Armenia,nonpoor,0.8,9398.2995841275,0.02506004,1.0359629836137951,26978.964826862546,0.04721784450584201,0.4000000000000002
Armenia,poor,0.2,3357.9981084899996,0.0044171390000000005,0.8561480655448194,3760.3727155466026,0.047069894746031044,0.4000000000000002
Australia,nonpoor,0.8,51286.942405237496,0.702807,0.9182778183098946,194805.08605236717,0.004859699782336582,1.0
Australia,poor,0.2,16155.110229049997,0.48560159999999997,1.3268887267604212,29628.142656137006,0.005233491243751848,1.0
Austria,nonpoor,0.8,51048.985136974996,0.6850328,1.1244270734124566,223103.201141807,0.02126328197509567,1.0
Austria,poor,0.2,17997.683552099996,0.48613950000000006,0.5022917063501725,64169.94710036243,0.022879758958942127,1.0
Azerbaijan,nonpoor,0.8,18321.515293,0.06077156,1.0385490136674986,32736.606153153327,0.022530678465729738,0.0
Azerbaijan,poor,0.2,6720.555828,0.04266026,0.8458039453300048,2794.415522669797,0.02285831327168632,0.0
Bangladesh,nonpoor,0.8,3779.9138618949996,0.09956344,1.199177707670383,12936.000823165492,0.05716154930697205,0.8000000000000004
Bangladesh,poor,0.2,1477.11233242,0.03864263,0.2032891693184677,5543.733960838115,0.05704275714015244,0.8000000000000004
Belarus,nonpoor,0.8,18950.8117335625,0.1958292,1.046852147882383,51654.0863262812,0.014297524206729343,0.8000000000000004
Belarus,poor,0.2,7957.24691575,0.07855246,0.8125914084704687,10130.136747894478,0.015038024043062138,0.8000000000000004
Belgium,nonpoor,0.8,48093.056564625,0.6023575,1.084866627560227,230180.756779416,0.006229660380791619,0.0
Belgium,poor,0.2,18100.6689915,0.4867135,0.6605334897590918,50578.9312561272,0.00650051818612728,0.0
Belize,nonpoor,0.8,9492.698404740997,0.2864756,1.1125850827568646,9983.385958959147,0.1976961431109093,0.0
Belize,poor,0.2,1259.2855410359996,0.1267646,0.5496596689725407,865.3283980573058,0.20874446435319358,0.0
Benin,nonpoor,0.8,2432.05327464,0.09291302,1.2243358144014043,7357.267779813516,0.007679026503155802,0.4000000000000002
Benin,poor,0.2,321.59382144,0.0402082,0.10265674239438313,1001.5294293999627,0.017170204052523154,0.4000000000000002
Bhutan,nonpoor,0.8,9625.40387442375,0.2584666,1.1398036483700025,51890.35029825778,0.030319272204421377,0.6000000000000002
Bhutan,poor,0.2,2764.8534173049998,0.1739075,0.44078540651998993,14808.967871489716,0.028333430498590446,0.6000000000000002
Bolivia,nonpoor,0.8,8066.31731126,0.3135603,1.1105448127531017,19359.534493063984,0.018098992660867716,0.6000000000000002
Bolivia,poor,0.2,1274.51167496,0.1129292,0.5578207489875928,2071.2543115470467,0.01868105104344218,0.6000000000000002
Bosnia and Herzegovina,nonpoor,0.8,13125.726036337499,0.11128210000000001,1.0969626923466322,40849.96195662334,0.015812386234699164,0.0
Bosnia and Herzegovina,poor,0.2,4134.532904649999,0.05371241,0.612149230613471,11443.626803658111,0.016048545079449115,0.0
Botswana,nonpoor,0.8,19103.733027899998,0.3458668,1.0839556918065747,68319.8839868128,0.004730442552345373,0.8000000000000004
Botswana,poor,0.2,2201.2531883999995,0.1474994,0.6641772327737004,6316.178692826256,0.004991901010441628,0.8000000000000004
Brazil,nonpoor,0.8,16898.548402099997,0.1676081,1.2114325556981178,63546.49813667091,0.002210342670133197,0.2000000000000001
Brazil,poor,0.2,2524.2644916000004,0.05749141,0.15426977720752866,9839.067832578332,0.002454043180773615,0.2000000000000001
Bulgaria,nonpoor,0.8,20908.56876675,0.199541,1.1315847765002909,66448.1273747596,0.007948876527283124,0.8000000000000004
Bulgaria,poor,0.2,5338.357983,0.05927353,0.47366089399883593,9597.653871832343,0.0075484951608062074,0.8000000000000004
Burkina Faso,nonpoor,0.8,1882.3555122224998,0.1090839,1.1573123974878676,4638.940373439092,0.003195184254779624,0.6000000000000002
Burkina Faso,poor,0.2,681.50712111,0.05447056,0.37075041004852866,1684.8984356618994,0.002080585096135569,0.6000000000000002
Burundi,nonpoor,0.8,841.9736355512499,0.05378873,1.1587602079190085,1820.0633117115954,0.023729558157775627,0.6000000000000002
Burundi,poor,0.2,237.98826529500002,0.01814623,0.36495916832396613,508.178565219562,0.024241471727202337,0.6000000000000002
Cameroon,nonpoor,0.8,3995.2637403937497,0.1220212,1.2027776008659807,9518.021782443884,0.017442919342660183,0.8000000000000004
Cameroon,poor,0.2,753.0340034249999,0.01092981,0.1888895965360776,1795.8922400239749,0.02461963671382283,0.8000000000000004
Canada,nonpoor,0.8,50335.226034974985,0.6994052,0.9480528519889098,155912.69048265088,0.009280730042706964,0.8000000000000004
Canada,poor,0.2,14227.5157101,0.5176056,1.2077885920443607,18908.90724572721,0.010129224120246468,0.8000000000000004
Central African Republic,nonpoor,0.8,783.125487652,0.03726327,1.1969176919665334,2488.2788164411277,0.008844292218730631,0.0
Central African Republic,poor,0.2,106.900273392,0.0062126659999999995,0.21232923213386592,339.071216803996,0.010503225381202614,0.0
Chad,nonpoor,0.8,2194.33107466125,0.05942366,1.1970792830140142,2912.7107356809856,0.0071837521881060505,0.0
Chad,poor,0.2,452.249096355,0.026735900000000003,0.21168286794394292,602.9557947063653,0.00797579411907514,0.0
Chile,nonpoor,0.8,27020.9974426,0.1811644,1.138764501160066,78369.42721288448,0.08276712001956048,0.8000000000000004
Chile,poor,0.2,5449.6129296,0.1033565,0.4449419953597357,13337.279766633104,0.08406526159487791,0.8000000000000004
China,nonpoor,0.8,17063.345477099996,0.4840392,1.1025467859810107,75344.62797916123,0.014292262081700284,0.8000000000000004
China,poor,0.2,3743.8563916000003,0.305054,0.5898128560759575,12723.118038274242,0.014598016425722444,0.8000000000000004
Colombia,nonpoor,0.8,15814.8114322,0.1673623,1.187684022209672,56604.99829758425,0.060171412648249725,0.8000000000000004
Colombia,poor,0.2,2362.3784712000006,0.05714529,0.24926391116131208,8127.860805756687,0.06524897092170368,0.8000000000000004
Comoros,nonpoor,0.8,1684.5631046812498,0.1475529,1.1747780139957908,8513.47456893836,0.00891334544827687,0.6000000000000002
Comoros,poor,0.2,317.509276275,0.03531137,0.30088794401683605,1588.6919370058736,0.009095949915965955,0.6000000000000002
"Congo, Dem. Rep.",nonpoor,0.8,878.7251919599998,0.06591558,1.2023387285734228,3701.296720972511,0.015354737909832298,0.4000000000000002
