country,income_cat,n,c,axfin,gamma_SP,k,fa,v,shew
Benin,nonpoor,0.8,2432.05327447,0.09291302,1.22433581432,7357.26777932,0.0083591261915,0.7,0.0
Benin,poor,0.2,321.593821418,0.0402082,0.102656742712,1001.52942924,0.018689737388,0.593739601658,0.0
Bhutan,nonpoor,0.8,9453.38571332,0.2584666,1.13980364726,50963.0040025,0.0338277863962,0.680307768572,0.0
Bhutan,poor,0.2,2715.44198411,0.1739075,0.440785410974,14544.3128511,0.0316143639867,0.674331232286,0.0
Bolivia,nonpoor,0.8,8066.31731143,0.3135603,1.11054481261,19359.5344938,0.0168121974625,0.488854211679,0.0
Bolivia,poor,0.2,1274.51167499,0.1129292,0.557820749541,2071.25431045,0.017351725624,0.3,0.0
Bosnia and Herzegovina,nonpoor,0.8,12954.0717079,0.1112821,1.09696269208,40315.7383442,0.0155970016066,0.5420235935,0.0
Bosnia and Herzegovina,poor,0.2,4080.46271704,0.05371241,0.612149231681,11293.9704642,0.0158299236677,0.3,0.0
Botswana,nonpoor,0.8,18848.8319484,0.3458668,1.08395569352,67408.2918813,0.00491486909826,0.7,0.0
Botswana,poor,0.2,2171.88187059,0.1474994,0.664177225901,6231.9019371,0.00519442557006,0.466403415957,0.0
Brazil,nonpoor,0.8,16898.5484054,0.1676081,1.21143255577,63546.4981479,0.00232726138845,0.7,0.0
Brazil,poor,0.2,2524.26449209,0.05749141,0.154269776902,9839.06783863,0.00259150941169,0.502651539985,0.0
Bulgaria,nonpoor,0.8,20808.1633436,0.199541,1.1315847765,66129.0355984,0.00761256067007,0.4853306138,0.0
Bulgaria,poor,0.2,5312.7225558,0.05927353,0.473660893999,9551.56480139,0.00722947156223,0.3,0.0
Burkina Faso,nonpoor,0.8,1827.78363021,0.1090839,1.15731239589,4504.45158812,0.00348854233178,0.7,0.0
Burkina Faso,poor,0.2,661.749362301,0.05447056,0.370750416446,1636.05108488,0.00227160896023,0.593739601658,0.0
Burundi,nonpoor,0.8,841.973635559,0.05378873,1.15876020792,1820.06331173,0.0235550237762,0.542447212715,0.0
Burundi,poor,0.2,237.988265297,0.01814623,0.364959168324,508.178565224,0.0240774187319,0.3,0.0
Cameroon,nonpoor,0.8,3636.06600306,0.1220212,1.20277760145,8662.29557504,0.0164733872998,0.38359202402,0.0
Cameroon,poor,0.2,685.331812096,0.01092981,0.188889594201,1634.43095213,0.0232483210643,0.3,0.0
Canada,nonpoor,0.8,50304.9567241,0.6994052,0.948052851989,155818.931696,0.00989984472739,0.301669114029,0.0
Canada,poor,0.2,14218.9599306,0.5176056,1.20778859204,18897.5362907,0.0108318059531,0.3,0.0
Central African Republic,nonpoor,0.8,783.125487681,0.03726327,1.19691769176,2488.27881653,0.00983958825723,0.641107907847,0.0
Central African Republic,poor,0.2,106.900273396,0.006212666,0.212329232942,339.071216816,0.0116842832407,0.674850589798,0.0
Chad,nonpoor,0.8,2194.33107489,0.05942366,1.1970792821,2912.71073605,0.00780509623008,0.7,0.0
Chad,poor,0.2,452.249096402,0.0267359,0.211682871601,602.95579449,0.00869132296004,0.593739601658,0.0
Chile,nonpoor,0.8,27020.997439,0.1811644,1.13876450078,78369.4272052,0.0905908966997,0.1184621,0.0
Chile,poor,0.2,5449.61292888,0.1033565,0.444941996899,13337.279754,0.0920172415352,0.3,0.0
China,nonpoor,0.8,17065.0499796,0.4840392,1.10254678598,75352.1543522,0.0154270445018,0.56623771375,0.0
China,poor,0.2,3744.23037526,0.305054,0.589812856076,12724.388984,0.015765109526,0.5748723,0.0
Colombia,nonpoor,0.8,15814.8114365,0.1673623,1.18768402227,56604.9983127,0.0560300010495,0.27948,0.0
Colombia,poor,0.2,2362.37847185,0.05714529,0.249263910909,8127.86080971,0.0607692589633,0.3,0.0
Comoros,nonpoor,0.8,1684.56310413,0.1475529,1.17477801322,8513.47456629,0.0106610853401,0.542447212715,0.0
Comoros,poor,0.2,317.509276172,0.03531137,0.30088794711,1588.69193597,0.0108855351729,0.3,0.0
"Congo, Dem. Rep.",nonpoor,0.8,876.851212701,0.06591558,1.20233872817,3693.40329395,0.0153948205362,0.7,0.0
"Congo, Dem. Rep.",poor,0.2,204.134673856,0.02017935,0.19064508733,883.191526766,0.0294788192935,0.3,0.0
"Congo, Rep.",nonpoor,0.8,6348.42323227,0.1345048,1.1858645476,17058.2716193,0.0360642779171,0.38359202402,0.0
"Congo, Rep.",poor,0.2,1113.29342695,0.04429218,0.256541809619,2878.22909048,0.0401172164687,0.3,0.0
Costa Rica,nonpoor,0.8,18424.0354087,0.2962873,1.16766076835,38415.7017819,0.01937071916,0.421042167331,0.0
Costa Rica,poor,0.2,3311.32088851,0.1604869,0.329356926611,6137.94217743,0.01937071916,0.3,0.0
Cote d'Ivoire,nonpoor,0.8,4064.49975508,0.1283048,1.16560191967,7065.18435125,0.00704636927274,0.7,0.0
Cote d'Ivoire,poor,0.2,982.721043645,0.02885922,0.337592321328,1672.29263879,0.00688409509704,0.593739601658,0.0
Croatia,nonpoor,0.8,24860.6804462,0.292387,1.08202939391,110854.321558,0.0121664258543,0.5411874491,0.0
Croatia,poor,0.2,7600.03578765,0.2455249,0.671882424344,20931.1864415,0.0126597924261,0.3,0.0
Cyprus,nonpoor,0.8,36030.8096855,0.2639375,1.11779064341,181619.228321,0.0263406849114,0.1,0.0
Cyprus,poor,0.2,11854.2923641,0.1559048,0.528837426367,46654.4136294,0.0263455584432,0.464900761905,0.0
Czech Republic,nonpoor,0.8,35072.2359744,0.4227365,1.13963420387,145121.760271,0.00833589912364,0.475,0.0
Czech Republic,poor,0.2,15069.7979602,0.3099159,0.441463184501,67381.3950224,0.00912151494484,0.454,0.0
Denmark,nonpoor,0.8,51911.2680489,0.6937743,1.04895393561,236352.911893,0.000406211061761,0.25,0.0
Denmark,poor,0.2,20787.3504618,0.5787514,0.804184257579,47315.0049071,0.000452334144722,0.3,0.0
Djibouti,nonpoor,0.8,3731.811415,0.04367659,1.06658195146,14475.4679849,0.020311631407,0.372560034233,0.0
Djibouti,poor,0.2,769.122016131,0.01797438,0.733672194164,2330.09565722,0.0203563236015,0.3,0.0
Dominica,nonpoor,0.8,12234.281346,0.44,0.979121318495,8488.3353953,0.294417551606,0.641942351243,0.0
Dominica,poor,0.2,1933.06732287,0.44,1.08351472602,612.063818385,0.305601087298,0.653931087854,0.0
Dominican Republic,nonpoor,0.8,16724.7915006,0.3398572,1.13795714207,44599.0569716,0.0993270352464,0.312249342304,0.0
Dominican Republic,poor,0.2,3595.2133468,0.1601563,0.448171431702,8516.94924211,0.0984944604956,0.3,0.0
Ecuador,nonpoor,0.8,12489.539334,0.1761092,1.1669591741,48759.5055255,0.0231439406949,0.7,0.0
Ecuador,poor,0.2,2354.04929855,0.09100455,0.332163303585,8137.1099566,0.0246416346775,0.605685096709,0.0
"Egypt, Arab Rep.",nonpoor,0.8,11725.2556839,0.05446997,1.1530944264,23747.1963238,0.00779392546779,0.65,0.0
"Egypt, Arab Rep.",poor,0.2,4695.26190201,0.02068763,0.387622294408,9716.06930596,0.013169820223,0.3,0.0
El Salvador,nonpoor,0.8,9378.25927927,0.2072156,1.18422396423,69707.7336248,0.0186445170441,0.54,0.0
El Salvador,poor,0.2,2436.94916309,0.0411891,0.263104143076,18762.3483712,0.019222542804,0.3,0.0
Estonia,nonpoor,0.8,32242.0985228,0.3648965,1.12426279858,117263.29038,0.0158585225781,0.159531241181,0.0
Estonia,poor,0.2,9707.29847997,0.2434072,0.502948805689,26110.3701016,0.0164537077149,0.3,0.0
Ethiopia,nonpoor,0.8,1849.53749754,0.1639884,1.12210158474,4904.49552879,0.0100939804506,0.372560034233,0.0
Ethiopia,poor,0.2,643.317390448,0.09488185,0.511593661053,1649.20537056,0.00663835976135,0.3,0.0
Fiji,nonpoor,0.8,10236.4652112,0.6,1.11029261779,30631.4464807,0.143295131674,0.28,0.0
Fiji,poor,0.2,3367.84136818,0.6,0.558829528851,9305.68752625,0.139163403311,0.3,0.0
France,nonpoor,0.8,43767.7040024,0.5990517,1.12129385214,198942.78642,0.0157154935227,0.307,0.0
France,poor,0.2,15223.5492182,0.4053758,0.514824591454,55851.4265884,0.0171320103987,0.3,0.0
Gabon,nonpoor,0.8,19765.512662,0.2428994,1.1241142575,60303.8471329,0.0220418954762,0.426990514063,0.0
Gabon,poor,0.2,4867.93942418,0.08577912,0.503542970002,13185.4669361,0.0456320384314,0.3,0.0
Georgia,nonpoor,0.8,10877.4922056,0.008063393,1.11840017674,31812.9572382,0.0566402318387,0.26079795,0.0
Georgia,poor,0.2,2826.52619614,0.01164885,0.526399293032,303.746455084,0.0572874861745,0.3,0.0
Germany,nonpoor,0.8,50628.1604909,0.6140809,1.08882158462,192008.276001,0.0110187392649,0.2406888125,0.0
Germany,poor,0.2,17849.3188238,0.5265064,0.644713661528,39101.9845987,0.0118210167239,0.3,0.0
Ghana,nonpoor,0.8,4706.58899043,0.2321198,1.00616502322,11898.0361482,0.00421970608072,0.7,0.0
Ghana,poor,0.2,1074.65456864,0.1174127,0.975339907108,1192.61210037,0.00505328886323,0.689595439809,0.0
Greece,nonpoor,0.8,28540.3866462,0.16323,1.19210536781,118969.013093,0.0597681594694,0.1775972175,0.0
Greece,poor,0.2,7157.84404729,0.0654293,0.231578528749,36470.3045838,0.0599028472404,0.3,0.0
Guatemala,nonpoor,0.8,8803.28833304,0.2047981,1.09598468416,13641.0043671,0.0635065150297,0.1,0.0
Guatemala,poor,0.2,1620.6890655,0.06985804,0.616061263372,2316.7112344,0.0694532920187,0.582809055982,0.0
Guinea,nonpoor,0.8,1403.3543102,0.0443864,1.22499209621,3978.25478661,0.00906111418519,0.685,0.0
Guinea,poor,0.2,461.709643184,0.005424729,0.100031615151,1391.60876752,0.0110276875151,0.7,0.0
Honduras,nonpoor,0.8,5292.68046585,0.1964441,1.16673519761,14631.4982687,0.0468566789482,0.491375828972,0.0
Honduras,poor,0.2,790.607870417,0.06635398,0.333059209572,1874.91731171,0.048288743361,0.3,0.0
Hungary,nonpoor,0.8,29315.3875419,0.2304348,1.09386011397,141237.292104,0.0311819529969,0.535105,0.0
Hungary,poor,0.2,9644.88940774,0.1423596,0.624559544122,8588.93881865,0.038479157282,0.3,0.0
India,nonpoor,0.8,6983.6978807,0.1883363,1.07436880268,15563.2663962,0.00480004799357,0.62221674,0.0
India,poor,0.2,2528.44896008,0.07480032,0.702524789286,5064.52535259,0.00512909457723,0.3,0.0
Indonesia,nonpoor,0.8,12486.8756769,0.3511817,1.08355653903,40663.3146365,0.0230082563415,0.19689565,0.0
Indonesia,poor,0.2,3875.23727903,0.1379658,0.665773843871,10981.4674892,0.0226343978154,0.3,0.0
"Iran, Islamic Rep.",nonpoor,0.8,18751.8430262,0.2603003,1.09374523026,59594.711406,0.0128084383829,0.371831668173,0.0
"Iran, Islamic Rep.",poor,0.2,5043.18510417,0.1516682,0.625019078958,13356.2839576,0.0131949164282,0.3,0.0
Iraq,nonpoor,0.8,18339.0865869,0.03651581,1.12496777184,31450.8321103,0.0165380408808,0.7,0.0
Iraq,poor,0.2,7078.24394583,0.0331376,0.500128912624,11905.3293914,0.019803389655,0.3,0.0
Ireland,nonpoor,0.8,72331.1254644,0.5566727,1.09681758859,243702.809596,0.00978415811898,0.2662639375,0.0
Ireland,poor,0.2,24817.1939704,0.4005193,0.61272964565,34477.5694916,0.0108317631421,0.3,0.0
Israel,nonpoor,0.8,38849.8652666,0.6097891,1.0932522782,110310.74017,0.0059504160047,0.65,0.0
Israel,poor,0.2,7663.98181545,0.4204639,0.626990887186,13633.809714,0.00595698654927,0.3,0.0
Italy,nonpoor,0.8,40592.1016786,0.4406689,1.16925011989,198775.787008,0.0129754244806,0.307,0.0
Italy,poor,0.2,10732.2401027,0.2017134,0.322999520448,50891.5799469,0.0132129248638,0.3,0.0
Jamaica,nonpoor,0.8,9694.91357139,0.3520919,1.1351534964,25635.1372221,0.103398250536,0.491375828972,0.0
Jamaica,poor,0.2,2170.35023985,0.2147204,0.459386014401,4937.20709539,0.104758683345,0.3,0.0
Japan,nonpoor,0.8,44262.5352649,0.6250877,0.99725380928,218121.899908,0.0316853127299,0.204777,0.0
Japan,poor,0.2,14148.7153763,0.5732915,1.01098476288,36068.5425395,0.0328551354182,0.3,0.0
Jordan,nonpoor,0.8,9627.00097821,0.05062747,1.12697268334,55039.8176363,0.0066315138431,0.65,0.0
Jordan,poor,0.2,3439.71276781,0.01797048,0.492109266651,18556.1109969,0.00666011307084,0.3,0.0
Kazakhstan,nonpoor,0.8,26347.3937746,0.1153157,1.08245814672,79857.9507138,0.0254003746372,0.159531241181,0.0
Kazakhstan,poor,0.2,11709.9527887,0.02605716,0.670167413111,34802.58113,0.0276305597469,0.3,0.0
Kenya,nonpoor,0.8,3485.12209251,0.4164474,1.20462193406,7521.44567448,0.00519672772873,0.7,0.0
Kenya,poor,0.2,687.516215521,0.1333483,0.181512263754,1510.8907833,0.00850350067244,0.3,0.0
"Korea, Rep.",nonpoor,0.8,40539.8529152,0.6404362,1.02266725567,175492.953612,0.035962362969,0.209028,0.0
"Korea, Rep.",poor,0.2,12769.8350067,0.3633893,0.909330977302,36769.5631444,0.0398087606029,0.3,0.0
Kyrgyz Republic,nonpoor,0.8,3724.0390753,0.0561118,1.0991961209,7235.43004107,0.0604426962729,0.249554415085,0.0
Kyrgyz Republic,poor,0.2,1563.6849156,0.03731649,0.603215516385,2698.08977257,0.0605908263549,0.3,0.0
Lao PDR,nonpoor,0.8,6623.44749034,0.2385275,1.22192563151,26559.0979073,0.0627967061601,0.325,0.0
Lao PDR,poor,0.2,2179.14289725,0.1325088,0.112297473958,9708.05645943,0.0536360057397,0.3,0.0
Latvia,nonpoor,0.8,27683.8659858,0.2983719,1.05120261268,119612.296328,0.0489425243365,0.159531241181,0.0
Latvia,poor,0.2,7824.98995743,0.185183,0.795189549296,16853.0640456,0.0395546372439,0.3,0.0
Lebanon,nonpoor,0.8,14952.7256862,0.2486327,1.13358220722,89338.8271702,0.0123602755977,0.6,0.0
Lebanon,poor,0.2,5059.92452722,0.06085023,0.465671171136,29569.1281934,0.0124282661155,0.3,0.0
Lesotho,nonpoor,0.8,3412.00714055,0.1136827,1.22366564976,17116.6206665,0.0126431311494,0.7,0.0
Lesotho,poor,0.2,393.153086154,0.02873374,0.105337400979,2017.09716881,0.0119929518455,0.466403415957,0.0
Liberia,nonpoor,0.8,868.474879354,0.2007491,1.21475172632,1823.86703653,0.0117846437965,0.7,0.0
Liberia,poor,0.2,293.887377829,0.0449625,0.140993094725,678.480297321,0.0118185776687,0.593739601658,0.0
Lithuania,nonpoor,0.8,32787.3130948,0.3604111,1.07345015852,109521.697387,0.0185649002324,0.3058952,0.0
Lithuania,poor,0.2,8371.22887527,0.167361,0.706199365925,7716.21659105,0.0206728448804,0.3,0.0
Luxembourg,nonpoor,0.8,111692.736515,0.6614447,1.133549546,456171.211371,0.00531881293031,0.2597724,0.0
Luxembourg,poor,0.2,38322.3721377,0.5098124,0.465801816006,137423.403715,0.0057231899634,0.3,0.0
"Macedonia, FYR",nonpoor,0.8,15404.6368214,0.1795803,1.09589800517,59880.3922331,0.0213243303086,0.204597,0.0
"Macedonia, FYR",poor,0.2,3655.33755084,0.07452801,0.616407979315,7791.54064988,0.0219045551312,0.3,0.0
Madagascar,nonpoor,0.8,1645.64313169,0.04567038,1.19398050818,5588.62700261,0.0354942094355,0.542447212715,0.0
Madagascar,poor,0.2,397.886144247,0.01404179,0.224077967294,1382.65607646,0.0319491471174,0.3,0.0
Malawi,nonpoor,0.8,1281.79475715,0.08640283,1.20081478926,5062.97651877,0.0235609889089,0.542447212715,0.0
Malawi,poor,0.2,292.671953006,0.04726892,0.196740842957,1163.94841638,0.0237237026456,0.3,0.0
Malaysia,nonpoor,0.8,30600.0983749,0.3924174,1.11319263734,122645.560772,0.0204354890016,0.246692046881,0.0
Malaysia,poor,0.2,5901.90576624,0.255594,0.547229450632,21410.3069779,0.0225516966203,0.3,0.0
Maldives,nonpoor,0.8,14315.5893657,0.55,1.1071391479,43906.5171725,0.000767877787238,0.5445,0.0
Maldives,poor,0.2,3915.37486925,0.55,0.571443408397,11829.846708,0.000767877787238,0.3,0.0
Mali,nonpoor,0.8,2257.09450513,0.04243126,1.2014434735,3497.26936033,0.0486064390551,0.1,0.0
Mali,poor,0.2,785.076349612,0.008713539,0.19422610601,1252.8773975,0.0270158795659,0.64684855,0.0
Mauritania,nonpoor,0.8,4125.98403563,0.1524401,1.17368910951,17301.8901916,0.0414023002292,0.1,0.0
Mauritania,poor,0.2,1357.46660913,0.03751141,0.305243561961,5806.94931613,0.0459180681719,0.5845951,0.0
Mauritius,nonpoor,0.8,22627.5490832,0.4367753,1.13915759699,77360.29411,0.0314007189547,0.3,0.0
Mauritius,poor,0.2,7232.99625122,0.2319739,0.443369612053,22102.0785959,0.0322268954202,0.3,0.0
Mexico,nonpoor,0.8,19965.921706,0.1956048,1.13113998779,55181.6565738,0.00534058111243,0.42153845,0.0
Mexico,poor,0.2,4291.93680508,0.07032508,0.475440048823,7793.78805769,0.00511770815105,0.3,0.0
Moldova,nonpoor,0.8,5580.91887759,0.09047662,1.09241362355,22151.0575804,0.028863358906,0.428221628391,0.0
Moldova,poor,0.2,2398.00279569,0.03550953,0.630345505806,7699.69867907,0.0225579922377,0.648346750981,0.0
Mongolia,nonpoor,0.8,13013.5865015,0.4111103,1.06086733609,64109.3493265,0.0271382347813,0.159531241181,0.0
Mongolia,poor,0.2,4588.032673,0.2172667,0.75653065564,16308.054062,0.02986332173,0.3,0.0
Montenegro,nonpoor,0.8,17908.9669875,0.07029512,1.14605622353,49030.0283195,0.00851521762783,0.540973960825,0.0
Montenegro,poor,0.2,6654.69811557,0.02831399,0.415775105876,18435.3325087,0.00986389396397,0.3,0.0
Morocco,nonpoor,0.8,8491.95877351,0.1725484,1.08933370299,31872.0374512,0.0112506745054,0.3091521875,0.0
Morocco,poor,0.2,2361.40030066,0.05141593,0.64266518805,7435.88120518,0.0128309617873,0.3,0.0
Namibia,nonpoor,0.8,11860.7489298,0.3485483,1.16002123199,43377.4060006,0.0114423510692,0.7,0.0
Namibia,poor,0.2,1619.04742371,0.1445373,0.359915072027,4785.84773501,0.0163458074685,0.466403415957,0.0
Nepal,nonpoor,0.8,2622.30279214,0.2236811,1.17853763222,9596.51870492,0.0242987822909,0.498281375,0.0
Nepal,poor,0.2,949.405154842,0.08169342,0.285849471111,3947.92201864,0.0283736322007,0.3,0.0
Netherlands,nonpoor,0.8,53726.2742997,0.6671163,1.10869587851,215781.627406,0.0238245798947,0.2596299,0.0
Netherlands,poor,0.2,20736.4567472,0.485505,0.565216485948,70033.8422756,0.0261827781973,0.3,0.0
Niger,nonpoor,0.8,1045.30888001,0.02122553,1.15649023378,4473.90877598,0.033344192234,0.103779625,0.0
Niger,poor,0.2,353.727083041,0.01784597,0.374039064877,1518.37073385,0.0185329906722,0.7,0.0
Nigeria,nonpoor,0.8,6431.5261057,0.3224891,1.23744096572,7357.89547155,0.00608454088259,0.7,0.0
Nigeria,poor,0.2,1468.50913196,0.1970295,0.0502361371004,1696.19880354,0.00586816926258,0.593739601658,0.0
Norway,nonpoor,0.8,72505.0060768,0.8089857,1.09108946144,219762.908737,0.00194327766823,0.159531241181,0.0
Norway,poor,0.2,29033.9078239,0.7495815,0.635642154234,70650.1946503,0.00194327766823,0.3,0.0
Pakistan,nonpoor,0.8,5523.09552266,0.04381021,1.18738777711,14559.3313905,0.013285083063,0.6201834,0.0
Pakistan,poor,0.2,2238.4351898,0.01694613,0.250448891565,6349.07258332,0.0141426659208,0.3,0.0
Panama,nonpoor,0.8,25735.2709871,0.2403679,1.17736419107,47787.8042129,0.00655936401525,0.7,0.0
Panama,poor,0.2,3733.61444372,0.1483164,0.290543235724,6305.76909178,0.00848579412559,0.605685096709,0.0
Paraguay,nonpoor,0.8,10642.030966,0.1477873,1.16396858305,29046.1476875,0.012518989395,0.37219015,0.0
Paraguay,poor,0.2,1819.90936228,0.02127697,0.344125667807,4345.57992495,0.0139404533599,0.7,0.0
Peru,nonpoor,0.8,14395.3739091,0.1674962,1.20094462172,53182.6421973,0.0609255241742,0.213228,0.0
Peru,poor,0.2,2776.46624662,0.05837516,0.196221513138,10653.0647599,0.0588845147194,0.3,0.0
Philippines,nonpoor,0.8,8448.57530577,0.2163384,1.18118752129,30767.4560151,0.0331832921179,0.99,0.0
Philippines,poor,0.2,2388.03413354,0.04855937,0.275249914849,9147.91735517,0.0328161401145,0.99,0.0
Poland,nonpoor,0.8,29903.4654038,0.282444,1.13042690246,73585.7413365,0.0182723024102,0.159531241181,0.0
Poland,poor,0.2,10401.2053578,0.09776094,0.478292390147,20309.113088,0.0173554008888,0.3,0.0
Portugal,nonpoor,0.8,31564.2843163,0.3085544,1.1504621535,168146.212384,0.0118393357046,0.1,0.0
Portugal,poor,0.2,8777.23414142,0.160451,0.39815138601,37217.305625,0.0127891403933,0.105,0.0
Romania,nonpoor,0.8,24651.4424218,0.1842659,1.10200931005,94250.515166,0.0134349431614,0.425110175,0.0
Romania,poor,0.2,9633.27497492,0.05571223,0.591962759802,27255.0369516,0.0142863813661,0.3,0.0
Russian Federation,nonpoor,0.8,27960.2632215,0.1823601,1.13291394409,80658.6345265,0.0124721553712,0.219220345027,0.0
Russian Federation,poor,0.2,8288.97169616,0.1140624,0.46834422364,21416.8740735,0.0127984736673,0.3,0.0
Rwanda,nonpoor,0.8,2101.89432348,0.3914391,1.18682247876,2949.3283003,0.0219634805013,0.7,0.0
Rwanda,poor,0.2,461.175125827,0.06397243,0.25271008495,648.69929743,0.0146520049796,0.63,0.0
Senegal,nonpoor,0.8,2793.9791444,0.1060924,1.20899172854,12251.8616508,0.00370570085242,0.685,0.0
Senegal,poor,0.2,726.018009834,0.008773695,0.164033085847,3607.06510612,0.00294399465281,0.7,0.0
Serbia,nonpoor,0.8,15675.1996596,0.1149804,1.11682954527,72154.9222288,0.0295647655876,0.5413437507,0.0
Serbia,poor,0.2,5899.63750864,0.0419454,0.532681818908,23029.8424967,0.0322611243258,0.3,0.0
Sierra Leone,nonpoor,0.8,1572.45316696,0.1585936,1.17048404344,3862.80152915,0.00739607630496,0.7,0.0
Sierra Leone,poor,0.2,539.517047513,0.03622707,0.318063826238,1334.00046668,0.0073408798211,0.593739601658,0.0
Slovak Republic,nonpoor,0.8,33383.727529,0.5120568,1.1349785367,109750.306967,0.0136842037671,0.5414388457,0.0
Slovak Republic,poor,0.2,12245.559443,0.3311596,0.460085853185,37558.3365236,0.0109074632828,0.3,0.0
Slovenia,nonpoor,0.8,33752.4066915,0.3861343,1.04757978629,159009.753534,0.0308319129986,0.344646774512,0.0
Slovenia,poor,0.2,14007.6213201,0.2409204,0.809680854851,37217.845643,0.0318748289152,0.693555877853,0.0
South Africa,nonpoor,0.8,14942.0765253,0.4081099,1.11428202535,36878.5938588,0.0047387383717,0.7,0.0
South Africa,poor,0.2,1532.52066926,0.2110501,0.542871898611,1195.28395713,0.00490913201746,0.466403415957,0.0
Spain,nonpoor,0.8,39206.4972692,0.5667167,1.16376536701,216331.85012,0.00964893764905,0.1,0.0
Spain,poor,0.2,9479.40761122,0.3559562,0.344938531956,43448.7515303,0.010661590054,0.105,0.0
Sri Lanka,nonpoor,0.8,13258.2890617,0.3952671,1.17836592321,39174.3337124,0.00492174355189,0.680307768572,0.0
Sri Lanka,poor,0.2,4053.12604255,0.2143086,0.286536307172,12216.5801731,0.0042745506248,0.674331232286,0.0
St. Lucia,nonpoor,0.8,12679.1548008,0.35,1.1262413205,14316.8094241,0.24909308026,0.435338387081,0.0
St. Lucia,poor,0.2,2798.85953818,0.35,0.495034718003,2742.86412043,0.259541553192,0.481924413743,0.0
St. Vincent and the Grenadines,nonpoor,0.8,10718.2185094,0.206,0.791619519367,17576.680248,0.271267463876,0.298299038714,0.0
St. Vincent and the Grenadines,poor,0.2,10919.9415679,0.206,1.83352192253,14479.0584403,0.285648469934,0.309118174833,0.0
Sudan,nonpoor,0.8,5108.57966505,0.1002178,1.25,5359.55526194,0.00900176338563,0.7,0.0
Sudan,poor,0.2,1490.91595375,0.03672906,0.0,1671.29870246,0.00646985091967,0.3,0.0
Swaziland,nonpoor,0.8,9280.57027601,0.2348936,1.17180107285,48888.3519537,0.0160469706978,0.3595,0.0
Swaziland,poor,0.2,1546.76171267,0.09158991,0.312795708605,7560.99255452,0.0171927512977,0.3,0.0
Sweden,nonpoor,0.8,52826.8717351,0.8096492,1.10628068831,150081.216537,0.00164309796076,0.26083355,0.0
Sweden,poor,0.2,20898.5426644,0.6662128,0.574877246768,49443.0510995,0.0018296629037,0.3,0.0
Switzerland,nonpoor,0.8,65189.6866851,0.6177222,1.1014279952,234947.593142,0.0180463103089,0.307,0.0
Switzerland,poor,0.2,22366.9283306,0.4604134,0.594288019211,60351.8991116,0.0193391436179,0.3,0.0
