province,income_cat,n,c,social,axfin,gamma_SP,k,fa,v,shew
Quirino,poor,0.1546661,109.44218974516426,0.04428545028793288,0.0353108,0.1907126462821427,439.4461956235116,0.5362214114663812,0.11878262204482654,0.0
Rizal,nonpoor,0.9496372,391.2924351543395,0.17799817177109617,0.22188520000000003,1.0433306712947343,1428.9703212429831,0.7971911452104747,0.1076304573741872,0.21973228642285092
Rizal,poor,0.0503628,90.1759993500796,0.13544420555907752,0.0353108,0.18296009430667287,346.36417306990336,0.7958572629263861,0.15494101972508367,0.0319760829298411
Romblon,nonpoor,0.6963927,173.0215083998227,0.2169361290100102,0.22188520000000003,1.2462437207141224,626.414343831784,0.1773190956184403,0.15358599290780142,0.053058510638297904
Romblon,poor,0.3036073,76.34886070865743,0.171671866871602,0.0353108,0.43518377349242443,292.39462553651816,0.17702494113452324,0.23174215850744753,0.07747445478114992
Samar (Western),nonpoor,0.5650537,171.80541380763916,0.14851054811049763,0.22188520000000003,1.3513452079556172,629.208044269697,0.28404736049288737,0.1534267347368914,0.054401536263787735
Samar (Western),poor,0.4349463,65.43542740009431,0.15684066490398307,0.0353108,0.5435553544596404,237.30164302742966,0.28347184022181715,0.21084549036311362,0.021707714072744414
Sarangani,nonpoor,0.5398430000000001,193.14573074633591,0.12993644095372925,0.22188520000000003,1.4081955737726028,705.857488641577,0.07232306647885024,0.16610759850057116,0.22512347764531754
Sarangani,poor,0.4601569999999999,71.29740240081536,0.13026098315484627,0.0353108,0.5211166555499029,260.4615343772659,0.0723173777437666,0.2355271601676041,0.19757653542712628
Siquijor,nonpoor,0.7597692,281.72514272975866,0.23542287175557208,0.22188520000000003,1.2474059035103973,1020.4599352071241,0.04080003603006248,0.12945250267506836,0.06640114136250147
Siquijor,poor,0.2402308,76.92299022372626,0.15036479290034468,0.0353108,0.2175383615033057,309.6262030383006,0.040727760547844244,0.17134799774393686,0.07219402143260016
