country,income_cat,n,c,axfin,gamma_SP,k,fa,v,shew
Albania,nonpoor,0.8,13009.7954979,0.09645449,1.09474309842,70791.5871152,0.018728568798,0.379483755386,0.0
Albania,poor,0.2,5083.95960182,0.04461803,0.621027606331,25140.7861469,0.0179823928106,0.557890404022,0.0
Algeria,nonpoor,0.8,15826.3094995,0.1647805,1.04346684339,55420.2882316,0.024037235105,0.0990223248015,0.0
Algeria,poor,0.2,6568.09312561,0.1018003,0.826132626451,20170.0194485,0.0246626459185,0.545011350011,0.0
Angola,nonpoor,0.8,7124.23865836,0.2220807,1.16047574216,16512.5729632,0.0022322773063,0.696864179183,0.0
Angola,poor,0.2,1626.6760573,0.0402588,0.358097031375,3616.24950683,0.00987529900042,0.298656076793,0.0
Antigua and Barbuda,nonpoor,0.8,25704.5045853,0.153,1.22361089575,64278.3094213,0.159508235777,0.504369175558,0.0
Antigua and Barbuda,poor,0.2,1070.04707377,0.153,0.105556416986,2275.78877816,0.166228483249,0.653578293305,0.0
Argentina,nonpoor,0.8,12381.95,0.06069045,1.16900293263,46076.8085978,0.00760141244431,0.393416000925,0.0
Argentina,poor,0.2,2497.2,0.01099222,0.323988269498,8699.97625847,0.00798658674486,0.693042138912,0.0
Armenia,nonpoor,0.8,9380.08582465,0.02506004,1.03596298371,26926.6800085,0.0472519016837,0.232481429818,0.0
Armenia,poor,0.2,3351.49036001,0.004417139,0.856148065178,3753.08517577,0.0471038452111,0.293660753454,0.0
Australia,nonpoor,0.8,51464.7566589,0.702807,0.91827781831,195480.484494,0.00435237465356,0.635027285044,0.0
Australia,poor,0.2,16211.1207599,0.4856016,1.32688872676,29730.8648273,0.00469706682857,0.298321618405,0.0
Austria,nonpoor,0.8,50710.0755643,0.6850328,1.12442707341,221622.039266,0.0183948691694,0.305579461539,0.0
Austria,poor,0.2,17878.1985667,0.4861395,0.50229170635,63743.9286537,0.0198347245649,0.298611851666,0.0
Azerbaijan,nonpoor,0.8,18313.1411541,0.06077156,1.03854901342,32721.6433698,0.0228170466051,0.234564449879,0.0
Azerbaijan,poor,0.2,6717.48409147,0.04266026,0.845803946304,2793.13828606,0.0231585557112,0.296291936689,0.0
Bangladesh,nonpoor,0.8,3779.91386196,0.09956344,1.19917770748,12936.0008241,0.0508960123909,0.482812760157,0.0
Bangladesh,poor,0.2,1477.11233245,0.03864263,0.203289170079,5543.73395832,0.0507902411571,0.281714530565,0.0
Belarus,nonpoor,0.8,18939.6765294,0.1958292,1.04685214796,51623.7351828,0.0123752901892,0.389619659006,0.0
Belarus,poor,0.2,7952.57136041,0.07855246,0.812591408151,10124.1844379,0.0130162333503,0.295913665068,0.0
Belgium,nonpoor,0.8,47922.9532505,0.6023575,1.08486662756,229366.616187,0.00576950584088,0.309675723134,0.0
Belgium,poor,0.2,18036.6476129,0.4867135,0.660533489759,50400.0354977,0.00602774140074,0.299686183678,0.0
Belize,nonpoor,0.8,9475.08099632,0.2864756,1.11258508333,9964.85788796,0.172525693999,0.324746010754,0.0
Belize,poor,0.2,1256.94844501,0.1267646,0.54965966667,863.722444253,0.181957769069,0.313764261598,0.0
Benin,nonpoor,0.8,2432.05327447,0.09291302,1.22433581432,7357.26777932,0.00744141396387,0.695115083491,0.0
Benin,poor,0.2,321.593821418,0.0402082,0.102656742712,1001.52942924,0.0166389054845,0.589596218255,0.0
Bhutan,nonpoor,0.8,9453.38571332,0.2584666,1.13980364726,50963.0040025,0.0301297885633,0.65434499212,0.0
Bhutan,poor,0.2,2715.44198411,0.1739075,0.440785410974,14544.3128511,0.0281563575946,0.648596540066,0.0
Bolivia,nonpoor,0.8,8066.31731143,0.3135603,1.11054481261,19359.5344938,0.0150109990453,0.48027461199,0.0
Bolivia,poor,0.2,1274.51167499,0.1129292,0.557820749541,2071.25431045,0.015493748444,0.294734872187,0.0
Bosnia and Herzegovina,nonpoor,0.8,12954.0717079,0.1112821,1.09696269208,40315.7383442,0.0139117027851,0.533471458112,0.0
Bosnia and Herzegovina,poor,0.2,4080.46271704,0.05371241,0.612149231681,11293.9704642,0.0141194748196,0.295266551776,0.0
Botswana,nonpoor,0.8,18848.8319484,0.3458668,1.08395569352,67408.2918813,0.00438658788584,0.695068563256,0.0
Botswana,poor,0.2,2171.88187059,0.1474994,0.664177225901,6231.9019371,0.00463619565413,0.463117646039,0.0
Brazil,nonpoor,0.8,16898.5484054,0.1676081,1.21143255577,63546.4981479,0.00207944389787,0.69713490985,0.0
Brazil,poor,0.2,2524.26449209,0.05749141,0.154269776902,9839.06783863,0.00231555357691,0.500594194305,0.0
Bulgaria,nonpoor,0.8,20808.1633436,0.199541,1.1315847765,66129.0355984,0.00679095931642,0.482229714777,0.0
Bulgaria,poor,0.2,5312.7225558,0.05927353,0.473660893999,9551.56480139,0.00644890172357,0.298083224753,0.0
Burkina Faso,nonpoor,0.8,1827.78363021,0.1090839,1.15731239589,4504.45158812,0.00312137846673,0.694095756215,0.0
Burkina Faso,poor,0.2,661.749362301,0.05447056,0.370750416446,1636.05108488,0.00203252551322,0.588731625439,0.0
Burundi,nonpoor,0.8,841.973635559,0.05378873,1.15876020792,1820.06331173,0.0209762232962,0.534863727947,0.0
Burundi,poor,0.2,237.988265297,0.01814623,0.364959168324,508.178565224,0.021442001546,0.295805959774,0.0
Cameroon,nonpoor,0.8,3636.06600306,0.1220212,1.20277760145,8662.29557504,0.0146720809925,0.379776941974,0.0
Cameroon,poor,0.2,685.331812096,0.01092981,0.188889594201,1634.43095213,0.020708764214,0.297016297154,0.0
Canada,nonpoor,0.8,50304.9567241,0.6994052,0.948052851989,155818.931696,0.00881563553982,0.300788234907,0.0
Canada,poor,0.2,14218.9599306,0.5176056,1.20778859204,18897.5362907,0.00964556715028,0.29912399472,0.0
Central African Republic,nonpoor,0.8,783.125487681,0.03726327,1.19691769176,2488.27881653,0.00877226245297,0.63235395745,0.0
Central African Republic,poor,0.2,106.900273396,0.006212666,0.212329232942,339.071216816,0.0104176849168,0.665635902979,0.0
Chad,nonpoor,0.8,2194.33107489,0.05942366,1.1970792821,2912.71073605,0.00697177993901,0.689893282271,0.0
Chad,poor,0.2,452.249096402,0.0267359,0.211682871601,602.95579449,0.00776338808261,0.585167089432,0.0
Chile,nonpoor,0.8,27020.997439,0.1811644,1.13876450078,78369.4272052,0.0809957234722,0.115231843862,0.0
Chile,poor,0.2,5449.61292888,0.1033565,0.444941996899,13337.279754,0.0822660819919,0.291819519986,0.0
China,nonpoor,0.8,17065.0499796,0.4840392,1.10254678598,75352.1543522,0.0137340030669,0.562505427398,0.0
China,poor,0.2,3744.23037526,0.305054,0.589812856076,12724.388984,0.0140364249868,0.571083099833,0.0
Colombia,nonpoor,0.8,15814.8114365,0.1673623,1.18768402227,56604.9983127,0.0500121459951,0.27087597717,0.0
Colombia,poor,0.2,2362.37847185,0.05714529,0.249263910909,8127.86080971,0.0542324156297,0.290764252008,0.0
Comoros,nonpoor,0.8,1684.56310413,0.1475529,1.17477801322,8513.47456629,0.00948959704226,0.540138020625,0.0
Comoros,poor,0.2,317.509276172,0.03531137,0.30088794711,1588.69193597,0.00968970326582,0.29872290315,0.0
"Congo, Dem. Rep.",nonpoor,0.8,876.851212701,0.06591558,1.20233872817,3693.40329395,0.0137135021335,0.688365275935,0.0
"Congo, Dem. Rep.",poor,0.2,204.134673856,0.02017935,0.19064508733,883.191526766,0.026258479873,0.295013689686,0.0
"Congo, Rep.",nonpoor,0.8,6348.42323227,0.1345048,1.1858645476,17058.2716193,0.0321094441007,0.377074301155,0.0
"Congo, Rep.",poor,0.2,1113.29342695,0.04429218,0.256541809619,2878.22909048,0.0357179541826,0.294902613358,0.0
Costa Rica,nonpoor,0.8,18424.0354087,0.2962873,1.16766076835,38415.7017819,0.0172895700515,0.414559615569,0.0
