country,income_cat,n,c,axfin,gamma_SP,k,fa,v,shew
Albania,nonpoor,0.8,11846.4093205,0.09645449,1.09558180304,64458.1663561,0.0187327953748,-0.1925,0.0
Albania,poor,0.2,4600.7996703,0.04461803,0.617672787838,22750.4567251,0.0179864509939,-0.283,0.0
Angola,nonpoor,0.8,8200.40853233,0.2220807,1.15998769902,19007.1549178,0.00223267223653,-0.35,0.0
Angola,poor,0.2,1883.39720125,0.0402588,0.360049203905,4187.01550743,0.00987704611943,-0.15,0.0
Argentina,nonpoor,0.8,21535.0680491,0.06069045,1.16983191736,80135.6379299,0.00760835897218,-0.19862695625,0.0
Argentina,poor,0.2,4295.70911215,0.01099222,0.320672330578,14965.3097838,0.00798284791551,-0.35,0.0
Armenia,nonpoor,0.8,9036.78136538,0.02506004,1.02938662394,25987.8992381,0.0472178445058,-0.11875,0.0
Armenia,poor,0.2,3349.29658997,0.004417139,0.882453504223,3757.38290674,0.047069894746,-0.15,0.0
Australia,nonpoor,0.8,50699.3384565,0.702807,0.92588556048,192356.065424,0.00434929128721,-0.3193,0.0
Australia,poor,0.2,15475.5487959,0.4856016,1.29645775808,28349.8437689,0.00468382387548,-0.15,0.0
Austria,nonpoor,0.8,50597.3439734,0.6850328,1.12928700522,220997.139749,0.0184016880634,-0.1535,0.0
Austria,poor,0.2,17074.2717898,0.4861395,0.48285197913,60841.1625677,0.0198006209869,-0.15,0.0
Azerbaijan,nonpoor,0.8,18079.0198208,0.06077156,0.930988513128,33676.0044929,0.0225306784657,-0.11875,0.0
Azerbaijan,poor,0.2,11160.8678289,0.04266026,1.27604594749,4837.90315115,0.0228583132717,-0.15,0.0
Bangladesh,nonpoor,0.8,3572.15098711,0.09956344,1.1992378378,12225.0910047,0.0507645113766,-0.257767598806,0.0
Bangladesh,poor,0.2,1394.20139504,0.03864263,0.203048648804,5232.61198147,0.050659013426,-0.15,0.0
Belarus,nonpoor,0.8,18771.3796366,0.1958292,1.0438873483,51208.1287224,0.0123798607707,-0.1975,0.0
Belarus,poor,0.2,8019.64863278,0.07855246,0.824450606803,10218.1826235,0.013021040652,-0.15,0.0
Belgium,nonpoor,0.8,46990.3183905,0.6023575,1.08450201167,224922.298443,0.00577100738353,-0.155,0.0
Belgium,poor,0.2,17730.6432272,0.4867135,0.661991953315,49549.2407617,0.00602192353288,-0.15,0.0
Benin,nonpoor,0.8,2331.60706716,0.09291302,1.20087830097,7047.47158063,0.00747402078879,-0.35,0.0
Benin,poor,0.2,601.640997531,0.0402082,0.19648679611,1872.09521239,0.0167118139238,-0.296869800829,0.0
Bhutan,nonpoor,0.8,8858.44529321,0.2584666,1.13867871605,47755.9087526,0.0301299739578,-0.340153884286,0.0
Bhutan,poor,0.2,2573.06337595,0.1739075,0.445285135789,13781.774115,0.0281565308461,-0.337165616143,0.0
Bolivia,nonpoor,0.8,7817.83892982,0.3135603,1.12352316285,18739.8969681,0.0149886676061,-0.244427105839,0.0
Bolivia,poor,0.2,1107.35179706,0.1129292,0.505907348602,1797.36422883,0.0154706988322,-0.15,0.0
Bosnia and Herzegovina,nonpoor,0.8,11592.2473411,0.1112821,1.09339507333,36084.7065506,0.0139230865803,-0.271015535712,0.0
Bosnia and Herzegovina,poor,0.2,3748.81150504,0.05371241,0.626419706689,10378.104882,0.0141310286324,-0.15,0.0
Botswana,nonpoor,0.8,18067.3048996,0.3458668,1.08184272728,64618.4868488,0.00438859450408,-0.35,0.0
Botswana,poor,0.2,2112.43910724,0.1474994,0.672629090885,6061.82144905,0.00463115852204,-0.233201707979,0.0
Brazil,nonpoor,0.8,17476.0192213,0.1676081,1.21487743899,65725.7307793,0.00207888792102,-0.35,0.0
Brazil,poor,0.2,2370.60972067,0.05749141,0.14049024403,9241.23138956,0.00230809493709,-0.251325769993,0.0
Bulgaria,nonpoor,0.8,19889.8678334,0.199541,1.12854670636,63255.7913448,0.00678922045095,-0.2428880182,0.0
Bulgaria,poor,0.2,5222.57399205,0.05927353,0.485813174575,9396.19339126,0.00644725044397,-0.15,0.0
Burkina Faso,nonpoor,0.8,1821.12493302,0.1090839,1.11903989981,4573.32303475,0.00311371933605,-0.35,0.0
Burkina Faso,poor,0.2,523.109841426,0.05447056,0.523840400754,953.149642106,0.00202753817231,-0.296869800829,0.0
Burundi,nonpoor,0.8,788.609270662,0.05378873,1.12701167111,1705.19022077,0.0212054323631,-0.271223606357,0.0
Burundi,poor,0.2,308.932573312,0.01814623,0.491953315574,659.853392363,0.0216628934124,-0.15,0.0
Cambodia,nonpoor,0.8,3726.92774339,0.04235721,1.12173071411,8118.53227884,0.0679166017221,-0.14470490375,0.0
Cambodia,poor,0.2,1483.39509962,0.02697189,0.513077143555,3213.44796192,0.0479519047462,-0.17888694,0.0
Cameroon,nonpoor,0.8,3459.30695107,0.1220212,0.953602494092,8301.49058415,0.0147151526468,-0.19179601201,0.0
Cameroon,poor,0.2,856.653266423,0.01092981,1.18559002363,1801.34213122,0.0207695572762,-0.15,0.0
Canada,nonpoor,0.8,49807.0356824,0.6994052,0.929738477991,154735.640426,0.0088205853954,-0.150834557015,0.0
Canada,poor,0.2,15226.262792,0.5176056,1.28104608804,20296.4880643,0.00962701058329,-0.15,0.0
Central African Republic,nonpoor,0.8,679.339932091,0.03726327,1.19643989163,2158.51491286,0.00877212418524,-0.320553953923,0.0
Central African Republic,poor,0.2,93.6051297761,0.006212666,0.214240433479,296.90122202,0.010417520714,-0.337425294899,0.0
Chad,nonpoor,0.8,2430.2849764,0.05942366,1.25,3215.34979482,0.00697584164239,-0.35,0.0
Chad,poor,0.2,496.581248069,0.0267359,0.0,704.330591108,0.00774496047331,-0.296869800829,0.0
Chile,nonpoor,0.8,26399.7211501,0.1811644,1.14254022962,76547.0541903,0.0811214644373,-0.0592895,0.0
Chile,poor,0.2,5126.58944847,0.1033565,0.429839081532,12543.3629691,0.0823937951117,-0.15,0.0
China,nonpoor,0.8,15968.0931266,0.4840392,1.11662982514,70421.4282888,0.0136876820071,-0.284195920625,0.0
China,poor,0.2,3128.96233721,0.305054,0.533480699444,10620.3388616,0.0139805025704,-0.28723245,0.0
Colombia,nonpoor,0.8,15691.3300988,0.1673623,1.19195359482,56157.5810572,0.0499042375171,-0.14008,0.0
Colombia,poor,0.2,2175.51808923,0.05714529,0.232185620706,7484.23387529,0.0541154013062,-0.15,0.0
Comoros,nonpoor,0.8,1636.10524489,0.1475529,1.18285265025,8268.17470067,0.00946956706478,-0.271223606357,0.0
Comoros,poor,0.2,273.394396584,0.03531137,0.268589399016,1367.89175339,0.00966356664251,-0.15,0.0
"Congo, Dem. Rep.",nonpoor,0.8,869.9272842,0.06591558,1.21929513971,3666.11782753,0.0137159297317,-0.35,0.0
"Congo, Dem. Rep.",poor,0.2,203.692087716,0.02017935,0.122819441149,873.634435527,0.0262631282143,-0.15,0.0
"Congo, Rep.",nonpoor,0.8,7067.42579422,0.1345048,1.16386078859,19000.7525129,0.0322334062261,-0.19179601201,0.0
"Congo, Rep.",poor,0.2,1696.06232755,0.04429218,0.344556845641,4387.30585923,0.0357509089974,-0.15,0.0
Costa Rica,nonpoor,0.8,17344.4360143,0.2962873,1.17102852183,36157.3845309,0.0172805160116,-0.210521083665,0.0
Costa Rica,poor,0.2,2981.18800078,0.1604869,0.315885912673,5524.89084779,0.0172805160116,-0.15,0.0
Cote d'Ivoire,nonpoor,0.8,3902.33706796,0.1283048,1.1742504036,6782.45946426,0.00627282221371,-0.35,0.0
Cote d'Ivoire,poor,0.2,840.591945085,0.02885922,0.302998385591,1430.25434944,0.00612833466022,-0.296869800829,0.0
Croatia,nonpoor,0.8,23752.4202725,0.292387,1.08445678761,105866.795909,0.0108488771223,-0.27060064055,0.0
Croatia,poor,0.2,7140.28245156,0.2455249,0.662172849561,19656.4861014,0.0112762879022,-0.15,0.0
Cyprus,nonpoor,0.8,34859.868759,0.2639375,1.11123561895,175869.815889,0.0231995719938,-0.05,0.0
Cyprus,poor,0.2,12108.6991146,0.1559048,0.555057524191,47697.1407726,0.0232037354256,-0.23233447381,0.0
Czech Republic,nonpoor,0.8,33698.6543781,0.4227365,1.14135709162,139454.888281,0.00742481336543,-0.2375,0.0
Czech Republic,poor,0.2,14232.046404,0.3099159,0.43457163351,63643.2016231,0.00810400870631,-0.227,0.0
Denmark,nonpoor,0.8,49667.0224531,0.6937743,1.06166575333,225402.64279,0.000362203168834,-0.125,0.0
Denmark,poor,0.2,18408.0572728,0.5787514,0.753336986668,41763.7288723,0.000402137744768,-0.15,0.0
Djibouti,nonpoor,0.8,3733.52304399,0.04367659,1.08802403357,14461.9401462,0.0180509405824,-0.186280017116,0.0
Djibouti,poor,0.2,666.129464028,0.01797438,0.647903865739,2015.26401494,0.0180896120619,-0.15,0.0
Dominican Republic,nonpoor,0.8,15894.4071813,0.3398572,1.14154472831,42376.6301832,0.0884533516147,-0.156124671152,0.0
Dominican Republic,poor,0.2,3296.91500595,0.1601563,0.433821086758,7808.79934349,0.0877124599982,-0.15,0.0
Ecuador,nonpoor,0.8,12786.0951477,0.1761092,1.16587713554,49920.717793,0.0206910341224,-0.35,0.0
Ecuador,poor,0.2,2443.61248421,0.09100455,0.33649145783,8447.28181127,0.0220256192099,-0.302842548355,0.0
"Egypt, Arab Rep.",nonpoor,0.8,11627.2960083,0.05446997,1.15147300561,23548.0318768,0.00694174847011,-0.325,0.0
"Egypt, Arab Rep.",poor,0.2,4740.60553505,0.02068763,0.394107977573,9809.58119675,0.0117257770081,-0.15,0.0
El Salvador,nonpoor,0.8,9560.85516016,0.2072156,1.19052853853,71079.6847042,0.0166428056221,-0.27,0.0
El Salvador,poor,0.2,2234.3742796,0.0411891,0.237885845892,17206.2677048,0.0171563952678,-0.15,0.0
Estonia,nonpoor,0.8,31248.508905,0.3648965,1.12131197823,113700.917408,0.0141128904566,-0.0797656205904,0.0
Estonia,poor,0.2,9654.28455667,0.2434072,0.514752087073,25979.490773,0.0146429154319,-0.15,0.0
