country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Albania,nonpoor,0.8,12500.416414975,0.09645449,1.095581803424591,68016.72126560629,0.019647835158194182,0.0
Albania,poor,0.2,4854.7969401,0.04461803,0.6176727863016355,24006.44576508048,0.018865034135988532,0.0
Angola,nonpoor,0.8,7365.901250043,0.22208070000000002,1.1599876990237532,17072.908699230604,0.0025013245537822528,0.0
Angola,poor,0.2,1691.7349598279998,0.040258800000000004,0.3600492039049864,3760.927597508661,0.011065528371385056,0.0
Argentina,nonpoor,0.8,22742.48220496875,0.06069045,1.1698319170228306,84628.6306376654,0.0076083589721786995,0.8000000000000004
Argentina,poor,0.2,4536.5581301249995,0.01099222,0.3206723319086774,15804.375002110271,0.007982847915511909,0.8000000000000004
Armenia,nonpoor,0.8,9376.1480956,0.02506004,1.0293866238502887,26963.84720491569,0.04721784450584201,0.4000000000000002
Armenia,poor,0.2,3475.0758676,0.0044171390000000005,0.8824535045988446,3898.4874281019793,0.047069894746031044,0.4000000000000002
Australia,nonpoor,0.8,50774.73682107001,0.702807,0.9258855604795541,192642.13094692514,0.004859699782336582,1.0
Australia,poor,0.2,15498.563515720001,0.48560159999999997,1.296457758081783,28392.004710672303,0.0052334912437518475,1.0
Austria,nonpoor,0.8,51054.0626165625,0.6850328,1.1292870052174835,222991.9779342023,0.02126328197509567,1.0
Austria,poor,0.2,17228.393283749996,0.48613950000000006,0.4828519791300653,61390.3473871721,0.022879758958942127,1.0
Azerbaijan,nonpoor,0.8,18082.781974993744,0.06077156,0.9309885134569221,33683.01230005741,0.022530678465729738,0.0
Azerbaijan,poor,0.2,11163.190350025,0.04266026,1.2760459461723113,4838.909902786757,0.02285831327168632,0.0
Bangladesh,nonpoor,0.8,3567.6028571174998,0.09956344,1.199237837989185,12209.525787673005,0.05716154930697205,0.8000000000000004
Bangladesh,poor,0.2,1392.4262715300001,0.03864263,0.20304864804325884,5225.949723693355,0.05704275714015243,0.8000000000000004
Belarus,nonpoor,0.8,19458.628892706245,0.1958292,1.0438873482182467,53082.93755706901,0.014297524206729344,0.8000000000000004
Belarus,poor,0.2,8313.260379174999,0.07855246,0.8244506071270127,10592.28609955173,0.015038024043062138,0.8000000000000004
Belgium,nonpoor,0.8,47658.00749458499,0.6023575,1.08450201167134,228118.23694881785,0.006229660380791619,0.0
Belgium,poor,0.2,17982.57932166,0.4867135,0.6619919533146408,50253.28979361938,0.006500518186127279,0.0
Benin,nonpoor,0.8,2333.4310211905,0.09291302,1.2008783011217157,7052.984629662106,0.007679026503155802,0.4000000000000002
Benin,poor,0.2,602.1116452379999,0.0402082,0.196486795513138,1873.5597027118579,0.017170204052523154,0.4000000000000002
Bhutan,nonpoor,0.8,9023.8925170885,0.2584666,1.1386787171763333,48647.83529915213,0.030319272204421377,0.6000000000000002
Bhutan,poor,0.2,2621.1199116459993,0.1739075,0.4452851312946666,14039.173266425123,0.028333430498590446,0.6000000000000002
Bolivia,nonpoor,0.8,7885.176793235499,0.3135603,1.1235231629762603,18901.310452268226,0.018098992660867716,0.6000000000000002
Bolivia,poor,0.2,1116.8898170579998,0.1129292,0.5059073480949585,1812.8455755078094,0.01868105104344218,0.6000000000000002
Bosnia and Herzegovina,nonpoor,0.8,12642.914333114997,0.11128210000000001,1.0933950735999727,39355.25530305282,0.01581238623469916,0.0
Bosnia and Herzegovina,poor,0.2,4088.58621754,0.05371241,0.626419705600109,11318.727692304585,0.016048545079449115,0.0
Botswana,nonpoor,0.8,18650.41777949,0.3458668,1.0818427255425414,66704.01494491538,0.004730442552345373,0.8000000000000004
Botswana,poor,0.2,2180.6169820399996,0.1474994,0.6726290978298342,6257.4635806714305,0.004991901010441628,0.8000000000000004
Brazil,nonpoor,0.8,17731.215967529995,0.1676081,1.2148774389227674,66685.50270719052,0.002210342670133197,0.2000000000000001
Brazil,poor,0.2,2405.22697988,0.05749141,0.14049024430892973,9376.178146189324,0.002454043180773615,0.2000000000000001
Bulgaria,nonpoor,0.8,19941.19618425,0.199541,1.1285467063562038,63419.03101443095,0.007948876527283124,0.8000000000000004
Bulgaria,poor,0.2,5236.051512999999,0.05927353,0.4858131745751842,9420.441471513766,0.0075484951608062074,0.8000000000000004
Burkina Faso,nonpoor,0.8,1861.7251549425,0.1090839,1.1190398998889879,4675.280855857148,0.003195184254779624,0.6000000000000002
