country,hazard,rp,income_cat,fa,shew
China,earthquake,1500.0,nonpoor,0.00171881279482,0.0
China,earthquake,1500.0,poor,0.00171881279482,0.0
China,earthquake,2000.0,nonpoor,0.483658412558,0.0
China,earthquake,2000.0,poor,0.483658412558,0.0
China,flood,1.0,nonpoor,0.00050839350001,0.0
China,flood,1.0,poor,0.000564446236644,0.0
China,flood,20.0,nonpoor,0.00248489776041,0.0
China,flood,20.0,poor,0.00275886924061,0.0
China,flood,50.0,nonpoor,0.00484738180265,0.0
China,flood,50.0,poor,0.005381828084,0.0
China,flood,100.0,nonpoor,0.00888426298985,0.0
China,flood,100.0,poor,0.00986379410805,0.0
China,flood,250.0,nonpoor,0.0162862542416,0.0
China,flood,250.0,poor,0.0180818891577,0.0
China,flood,500.0,nonpoor,0.0225160395263,0.0
China,flood,500.0,poor,0.0249985371066,0.0
China,flood,1000.0,nonpoor,0.0280107193647,0.0
China,flood,1000.0,poor,0.031099030831,0.0
China,flood,1500.0,nonpoor,0.0315160868515,0.0
China,flood,1500.0,poor,0.0349908813089,0.0
China,flood,2000.0,nonpoor,0.0,0.0
China,flood,2000.0,poor,0.0,0.0
China,surge,1.0,nonpoor,0.000250239871339,0.0
China,surge,1.0,poor,0.000277829975467,0.0
China,surge,20.0,nonpoor,0.000441251359815,0.0
China,surge,20.0,poor,0.000489901364703,0.0
China,surge,50.0,nonpoor,0.000516891444131,0.0
China,surge,50.0,poor,0.000573881118439,0.0
China,surge,100.0,nonpoor,0.000558501137052,0.0
China,surge,100.0,poor,0.000620078472609,0.0
China,surge,250.0,nonpoor,0.000657123164708,0.0
China,surge,250.0,poor,0.000729574035316,0.0
China,surge,500.0,nonpoor,0.000664252892612,0.0
China,surge,500.0,poor,0.000737489848723,0.0
China,surge,1000.0,nonpoor,0.000678512348419,0.0
China,surge,1000.0,poor,0.000753321475537,0.0
China,surge,1500.0,nonpoor,0.000692771261917,0.0
China,surge,1500.0,poor,0.00076915250025,0.0
China,surge,2000.0,nonpoor,9.32702754303e-17,0.0
China,surge,2000.0,poor,1.03553755027e-16,0.0
China,tsunami,1.0,nonpoor,0.0,0.0
China,tsunami,1.0,poor,0.0,0.0
China,tsunami,20.0,nonpoor,0.0,0.0
China,tsunami,20.0,poor,0.0,0.0
China,tsunami,50.0,nonpoor,0.0,0.0
China,tsunami,50.0,poor,0.0,0.0
China,tsunami,100.0,nonpoor,0.0,0.0
China,tsunami,100.0,poor,0.0,0.0
China,tsunami,250.0,nonpoor,0.0,0.0
China,tsunami,250.0,poor,0.0,0.0
China,tsunami,500.0,nonpoor,0.0,0.0
China,tsunami,500.0,poor,0.0,0.0
China,tsunami,1000.0,nonpoor,0.0,0.0
China,tsunami,1000.0,poor,0.0,0.0
China,tsunami,1500.0,nonpoor,0.0,0.0
China,tsunami,1500.0,poor,0.0,0.0
China,tsunami,2000.0,nonpoor,0.0,0.0
China,tsunami,2000.0,poor,0.0,0.0
China,wind,1.0,nonpoor,5.18496891551e-05,0.0
China,wind,1.0,poor,5.18496891551e-05,0.0
China,wind,20.0,nonpoor,0.000251245793616,0.0
China,wind,20.0,poor,0.000251245793616,0.0
China,wind,50.0,nonpoor,0.000460422186399,0.0
China,wind,50.0,poor,0.000460422186399,0.0
China,wind,100.0,nonpoor,0.000718494883614,0.0
China,wind,100.0,poor,0.000718494883614,0.0
China,wind,250.0,nonpoor,0.00102368080912,0.0
China,wind,250.0,poor,0.00102368080912,0.0
China,wind,500.0,nonpoor,0.00124900964362,0.0
China,wind,500.0,poor,0.00124900964362,0.0
China,wind,1000.0,nonpoor,0.00136596491694,0.0
China,wind,1000.0,poor,0.00136596491694,0.0
China,wind,1500.0,nonpoor,0.001482919636,0.0
China,wind,1500.0,poor,0.001482919636,0.0
China,wind,2000.0,nonpoor,0.0,0.0
China,wind,2000.0,poor,0.0,0.0
Colombia,earthquake,1.0,nonpoor,0.00841723522098,0.0
Colombia,earthquake,1.0,poor,0.00841723522098,0.0
Colombia,earthquake,20.0,nonpoor,0.036512787041,0.0
Colombia,earthquake,20.0,poor,0.036512787041,0.0
Colombia,earthquake,50.0,nonpoor,0.0786252017028,0.0
Colombia,earthquake,50.0,poor,0.0786252017028,0.0
Colombia,earthquake,100.0,nonpoor,0.127909660558,0.0
Colombia,earthquake,100.0,poor,0.127909660558,0.0
Colombia,earthquake,250.0,nonpoor,0.219129010469,0.0
Colombia,earthquake,250.0,poor,0.219129010469,0.0
Colombia,earthquake,500.0,nonpoor,0.302864735678,0.0
Colombia,earthquake,500.0,poor,0.302864735678,0.0
Colombia,earthquake,1000.0,nonpoor,0.41239845985,0.0
Colombia,earthquake,1000.0,poor,0.41239845985,0.0
Colombia,earthquake,1500.0,nonpoor,0.470216266242,0.0
Colombia,earthquake,1500.0,poor,0.470216266242,0.0
Colombia,earthquake,2000.0,nonpoor,-3.08862405375e-15,0.0
Colombia,earthquake,2000.0,poor,-3.08862405375e-15,0.0
Colombia,flood,1.0,nonpoor,0.000909126086912,0.0
Colombia,flood,1.0,poor,0.00125020557189,0.0
Colombia,flood,20.0,nonpoor,0.0129643721609,0.0
Colombia,flood,20.0,poor,0.0178282534678,0.0
Colombia,flood,50.0,nonpoor,0.0249708723008,0.0
Colombia,flood,50.0,poor,0.0343392672754,0.0
Colombia,flood,100.0,nonpoor,0.0342042677056,0.0
Colombia,flood,100.0,poor,0.0470367825581,0.0
Colombia,flood,250.0,nonpoor,0.085405813336,0.0
Colombia,flood,250.0,poor,0.117447761363,0.0
Colombia,flood,500.0,nonpoor,0.0964954981049,0.0
Colombia,flood,500.0,poor,0.132697995504,0.0
Colombia,flood,1000.0,nonpoor,0.116475448307,0.0
Colombia,flood,1000.0,poor,0.160173881884,0.0
Colombia,flood,1500.0,nonpoor,0.133681347345,0.0
Colombia,flood,1500.0,poor,0.183834968234,0.0
Colombia,flood,2000.0,nonpoor,0.0,0.0
Colombia,flood,2000.0,poor,0.0,0.0
Colombia,surge,1.0,nonpoor,0.0,0.0
Colombia,surge,1.0,poor,0.0,0.0
Colombia,surge,20.0,nonpoor,0.0,0.0
Colombia,surge,20.0,poor,0.0,0.0
Colombia,surge,50.0,nonpoor,0.0,0.0
Colombia,surge,50.0,poor,0.0,0.0
Colombia,surge,100.0,nonpoor,0.0,0.0
Colombia,surge,100.0,poor,0.0,0.0
Colombia,surge,250.0,nonpoor,0.0,0.0
Colombia,surge,250.0,poor,0.0,0.0
Colombia,surge,500.0,nonpoor,0.0,0.0
Colombia,surge,500.0,poor,0.0,0.0
Colombia,surge,1000.0,nonpoor,0.0,0.0
Colombia,surge,1000.0,poor,0.0,0.0
Colombia,surge,1500.0,nonpoor,0.0,0.0
Colombia,surge,1500.0,poor,0.0,0.0
Colombia,surge,2000.0,nonpoor,0.0,0.0
Colombia,surge,2000.0,poor,0.0,0.0
Colombia,tsunami,1.0,nonpoor,0.0,0.0
Colombia,tsunami,1.0,poor,0.0,0.0
Colombia,tsunami,20.0,nonpoor,0.0,0.0
Colombia,tsunami,20.0,poor,0.0,0.0
Colombia,tsunami,50.0,nonpoor,2.63137561222e-05,0.0
Colombia,tsunami,50.0,poor,2.63137561222e-05,0.0
Colombia,tsunami,100.0,nonpoor,0.000240669081782,0.0
Colombia,tsunami,100.0,poor,0.000240669081782,0.0
Colombia,tsunami,250.0,nonpoor,0.00144292122576,0.0
Colombia,tsunami,250.0,poor,0.00144292122576,0.0
Colombia,tsunami,500.0,nonpoor,0.00395603573059,0.0
Colombia,tsunami,500.0,poor,0.00395603573059,0.0
Colombia,tsunami,1000.0,nonpoor,0.0128418669635,0.0
Colombia,tsunami,1000.0,poor,0.0128418669635,0.0
Colombia,tsunami,1500.0,nonpoor,0.0235881712313,0.0
Colombia,tsunami,1500.0,poor,0.0235881712313,0.0
Colombia,tsunami,2000.0,nonpoor,0.0424146081705,0.0
Colombia,tsunami,2000.0,poor,0.0424146081705,0.0
Colombia,wind,1.0,nonpoor,0.0,0.0
Colombia,wind,1.0,poor,0.0,0.0
Colombia,wind,20.0,nonpoor,0.0,0.0
Colombia,wind,20.0,poor,0.0,0.0
Colombia,wind,50.0,nonpoor,0.0,0.0
Colombia,wind,50.0,poor,0.0,0.0
Colombia,wind,100.0,nonpoor,0.0,0.0
Colombia,wind,100.0,poor,0.0,0.0
Colombia,wind,250.0,nonpoor,0.0,0.0
Colombia,wind,250.0,poor,0.0,0.0
Colombia,wind,500.0,nonpoor,0.0,0.0
Colombia,wind,500.0,poor,0.0,0.0
Colombia,wind,1000.0,nonpoor,0.0,0.0
Colombia,wind,1000.0,poor,0.0,0.0
Colombia,wind,1500.0,nonpoor,0.0,0.0
Colombia,wind,1500.0,poor,0.0,0.0
Colombia,wind,2000.0,nonpoor,0.0,0.0
Colombia,wind,2000.0,poor,0.0,0.0
Comoros,earthquake,1.0,nonpoor,0.000177276586643,0.0
Comoros,earthquake,1.0,poor,0.000177276586643,0.0
Comoros,earthquake,20.0,nonpoor,0.000368546870238,0.0
Comoros,earthquake,20.0,poor,0.000368546870238,0.0
Comoros,earthquake,50.0,nonpoor,0.000947691952041,0.0
Comoros,earthquake,50.0,poor,0.000947691952041,0.0
Comoros,earthquake,100.0,nonpoor,0.00252717853878,0.0
Comoros,earthquake,100.0,poor,0.00252717853878,0.0
Comoros,earthquake,250.0,nonpoor,0.0102271756491,0.0
Comoros,earthquake,250.0,poor,0.0102271756491,0.0
Comoros,earthquake,500.0,nonpoor,0.0266143489865,0.0
Comoros,earthquake,500.0,poor,0.0266143489865,0.0
Comoros,earthquake,1000.0,nonpoor,0.0590333111792,0.0
Comoros,earthquake,1000.0,poor,0.0590333111792,0.0
Comoros,earthquake,1500.0,nonpoor,0.0873061210818,0.0
Comoros,earthquake,1500.0,poor,0.0873061210818,0.0
Comoros,earthquake,2000.0,nonpoor,0.0,0.0
Comoros,earthquake,2000.0,poor,0.0,0.0
Comoros,surge,1.0,nonpoor,0.000188431434837,0.0
Comoros,surge,1.0,poor,0.000209206872741,0.0
Comoros,surge,20.0,nonpoor,0.00145526003811,0.0
Comoros,surge,20.0,poor,0.00161570919344,0.0
Comoros,surge,50.0,nonpoor,0.00594982422661,0.0
Comoros,surge,50.0,poor,0.00660581988821,0.0
Comoros,surge,100.0,nonpoor,0.00976183282202,0.0
Comoros,surge,100.0,poor,0.0108381200763,0.0
Comoros,surge,250.0,nonpoor,0.0112686064898,0.0
Comoros,surge,250.0,poor,0.0125110225155,0.0
Comoros,surge,500.0,nonpoor,0.0113716337491,0.0
Comoros,surge,500.0,poor,0.0126254090071,0.0
Comoros,surge,1000.0,nonpoor,0.0115776882678,0.0
Comoros,surge,1000.0,poor,0.0128541819903,0.0
Comoros,surge,1500.0,nonpoor,0.0117708643791,0.0
Comoros,surge,1500.0,poor,0.013068656662,0.0
Comoros,surge,2000.0,nonpoor,0.0,0.0
Comoros,surge,2000.0,poor,0.0,0.0
Comoros,tsunami,1.0,nonpoor,0.0,0.0
Comoros,tsunami,1.0,poor,0.0,0.0
Comoros,tsunami,20.0,nonpoor,0.0,0.0
Comoros,tsunami,20.0,poor,0.0,0.0
Comoros,tsunami,50.0,nonpoor,0.0,0.0
Comoros,tsunami,50.0,poor,0.0,0.0
Comoros,tsunami,100.0,nonpoor,0.0,0.0
Comoros,tsunami,100.0,poor,0.0,0.0
Comoros,tsunami,250.0,nonpoor,0.0,0.0
Comoros,tsunami,250.0,poor,0.0,0.0
Comoros,tsunami,500.0,nonpoor,0.0,0.0
Comoros,tsunami,500.0,poor,0.0,0.0
Comoros,tsunami,1000.0,nonpoor,0.0,0.0
Comoros,tsunami,1000.0,poor,0.0,0.0
Comoros,tsunami,1500.0,nonpoor,0.0,0.0
Comoros,tsunami,1500.0,poor,0.0,0.0
Comoros,tsunami,2000.0,nonpoor,0.0,0.0
Comoros,tsunami,2000.0,poor,0.0,0.0
Comoros,wind,1.0,nonpoor,0.000104126036797,0.0
Comoros,wind,1.0,poor,0.000104126036797,0.0
Comoros,wind,20.0,nonpoor,0.0012109397165,0.0
Comoros,wind,20.0,poor,0.0012109397165,0.0
Comoros,wind,50.0,nonpoor,0.00741042456943,0.0
Comoros,wind,50.0,poor,0.00741042456943,0.0
Comoros,wind,100.0,nonpoor,0.0111748676012,0.0
Comoros,wind,100.0,poor,0.0111748676012,0.0
Comoros,wind,250.0,nonpoor,0.0146102509273,0.0
Comoros,wind,250.0,poor,0.0146102509273,0.0
Comoros,wind,500.0,nonpoor,0.016716233043,0.0
Comoros,wind,500.0,poor,0.016716233043,0.0
Comoros,wind,1000.0,nonpoor,0.018611616947,0.0
Comoros,wind,1000.0,poor,0.018611616947,0.0
Comoros,wind,1500.0,nonpoor,0.0205201632393,0.0
Comoros,wind,1500.0,poor,0.0205201632393,0.0
Comoros,wind,2000.0,nonpoor,0.0,0.0
Comoros,wind,2000.0,poor,0.0,0.0
"Congo, Dem. Rep.",earthquake,1.0,nonpoor,0.000139016956652,0.0
"Congo, Dem. Rep.",earthquake,1.0,poor,0.000139016956652,0.0
"Congo, Dem. Rep.",earthquake,20.0,nonpoor,0.000707930575747,0.0
"Congo, Dem. Rep.",earthquake,20.0,poor,0.000707930575747,0.0
"Congo, Dem. Rep.",earthquake,50.0,nonpoor,0.0017916296244,0.0
"Congo, Dem. Rep.",earthquake,50.0,poor,0.0017916296244,0.0
"Congo, Dem. Rep.",earthquake,100.0,nonpoor,0.00322310293308,0.0
"Congo, Dem. Rep.",earthquake,100.0,poor,0.00322310293308,0.0
"Congo, Dem. Rep.",earthquake,250.0,nonpoor,0.00610381510861,0.0
"Congo, Dem. Rep.",earthquake,250.0,poor,0.00610381510861,0.0
"Congo, Dem. Rep.",earthquake,500.0,nonpoor,0.00884832467147,0.0
"Congo, Dem. Rep.",earthquake,500.0,poor,0.00884832467147,0.0
"Congo, Dem. Rep.",earthquake,1000.0,nonpoor,0.0119282264387,0.0
"Congo, Dem. Rep.",earthquake,1000.0,poor,0.0119282264387,0.0
"Congo, Dem. Rep.",earthquake,1500.0,nonpoor,0.0141591498652,0.0
"Congo, Dem. Rep.",earthquake,1500.0,poor,0.0141591498652,0.0
"Congo, Dem. Rep.",earthquake,2000.0,nonpoor,7.99700664192e-17,0.0
"Congo, Dem. Rep.",earthquake,2000.0,poor,7.99700664192e-17,0.0
"Congo, Dem. Rep.",flood,1.0,nonpoor,0.00117599034926,0.0
"Congo, Dem. Rep.",flood,1.0,poor,0.00234024439746,0.0
"Congo, Dem. Rep.",flood,20.0,nonpoor,0.022089641606,0.0
"Congo, Dem. Rep.",flood,20.0,poor,0.0439588301408,0.0
"Congo, Dem. Rep.",flood,50.0,nonpoor,0.034829688511,0.0
"Congo, Dem. Rep.",flood,50.0,poor,0.0693117791775,0.0
"Congo, Dem. Rep.",flood,100.0,nonpoor,0.0475034201492,0.0
"Congo, Dem. Rep.",flood,100.0,poor,0.0945327595026,0.0
"Congo, Dem. Rep.",flood,250.0,nonpoor,0.0969330975857,0.0
"Congo, Dem. Rep.",flood,250.0,poor,0.192898809667,0.0
"Congo, Dem. Rep.",flood,500.0,nonpoor,0.108943770543,0.0
"Congo, Dem. Rep.",flood,500.0,poor,0.21680028991,0.0
"Congo, Dem. Rep.",flood,1000.0,nonpoor,0.129419415649,0.0
"Congo, Dem. Rep.",flood,1000.0,poor,0.257547234621,0.0
"Congo, Dem. Rep.",flood,1500.0,nonpoor,0.129420617361,0.0
"Congo, Dem. Rep.",flood,1500.0,poor,0.257549626053,0.0
"Congo, Dem. Rep.",flood,2000.0,nonpoor,-1.06804405303e-15,0.0
"Congo, Dem. Rep.",flood,2000.0,poor,-2.12542910144e-15,0.0
"Congo, Dem. Rep.",surge,1.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,1.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,20.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,20.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,50.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,50.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,100.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,100.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,250.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,250.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,500.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,500.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,1000.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,1000.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,1500.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,1500.0,poor,0.0,0.0
"Congo, Dem. Rep.",surge,2000.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",surge,2000.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,1.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,1.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,20.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,20.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,50.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,50.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,100.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,100.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,250.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,250.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,500.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,500.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,1000.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,1000.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,1500.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,1500.0,poor,0.0,0.0
"Congo, Dem. Rep.",tsunami,2000.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",tsunami,2000.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,1.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,1.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,20.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,20.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,50.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,50.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,100.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,100.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,250.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,250.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,500.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,500.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,1000.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,1000.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,1500.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,1500.0,poor,0.0,0.0
"Congo, Dem. Rep.",wind,2000.0,nonpoor,0.0,0.0
"Congo, Dem. Rep.",wind,2000.0,poor,0.0,0.0
"Congo, Rep.",earthquake,1.0,nonpoor,1.64112238992e-05,0.0
"Congo, Rep.",earthquake,1.0,poor,1.64112238992e-05,0.0
"Congo, Rep.",earthquake,20.0,nonpoor,0.00012882528417,0.0
"Congo, Rep.",earthquake,20.0,poor,0.00012882528417,0.0
"Congo, Rep.",earthquake,50.0,nonpoor,0.00037347864283,0.0
"Congo, Rep.",earthquake,50.0,poor,0.00037347864283,0.0
"Congo, Rep.",earthquake,100.0,nonpoor,0.000691910279962,0.0
"Congo, Rep.",earthquake,100.0,poor,0.000691910279962,0.0
"Congo, Rep.",earthquake,250.0,nonpoor,0.00147250740244,0.0
"Congo, Rep.",earthquake,250.0,poor,0.00147250740244,0.0
"Congo, Rep.",earthquake,500.0,nonpoor,0.00251763596897,0.0
"Congo, Rep.",earthquake,500.0,poor,0.00251763596897,0.0
"Congo, Rep.",earthquake,1000.0,nonpoor,0.00417325111953,0.0
"Congo, Rep.",earthquake,1000.0,poor,0.00417325111953,0.0
"Congo, Rep.",earthquake,1500.0,nonpoor,0.00547411890003,0.0
"Congo, Rep.",earthquake,1500.0,poor,0.00547411890003,0.0
"Congo, Rep.",earthquake,2000.0,nonpoor,0.0,0.0
"Congo, Rep.",earthquake,2000.0,poor,0.0,0.0
"Congo, Rep.",flood,1.0,nonpoor,0.00234654900296,0.0
"Congo, Rep.",flood,1.0,poor,0.00260526689227,0.0
"Congo, Rep.",flood,20.0,nonpoor,0.0413877500209,0.0
"Congo, Rep.",flood,20.0,poor,0.0459509410368,0.0
"Congo, Rep.",flood,50.0,nonpoor,0.0688190994898,0.0
"Congo, Rep.",flood,50.0,poor,0.0764067237592,0.0
"Congo, Rep.",flood,100.0,nonpoor,0.0822489429907,0.0
"Congo, Rep.",flood,100.0,poor,0.0913172696702,0.0
"Congo, Rep.",flood,250.0,nonpoor,0.219279497488,0.0
"Congo, Rep.",flood,250.0,poor,0.243456077089,0.0
"Congo, Rep.",flood,500.0,nonpoor,0.277950616919,0.0
"Congo, Rep.",flood,500.0,poor,0.308595959015,0.0
"Congo, Rep.",flood,1000.0,nonpoor,0.357151940573,0.0
"Congo, Rep.",flood,1000.0,poor,0.39652959521,0.0
"Congo, Rep.",flood,1500.0,nonpoor,0.386470744867,0.0
"Congo, Rep.",flood,1500.0,poor,0.429080933389,0.0
"Congo, Rep.",flood,2000.0,nonpoor,-2.2400006747e-15,0.0
"Congo, Rep.",flood,2000.0,poor,-2.48697111762e-15,0.0
"Congo, Rep.",surge,1.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,1.0,poor,0.0,0.0
"Congo, Rep.",surge,20.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,20.0,poor,0.0,0.0
"Congo, Rep.",surge,50.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,50.0,poor,0.0,0.0
"Congo, Rep.",surge,100.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,100.0,poor,0.0,0.0
"Congo, Rep.",surge,250.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,250.0,poor,0.0,0.0
"Congo, Rep.",surge,500.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,500.0,poor,0.0,0.0
"Congo, Rep.",surge,1000.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,1000.0,poor,0.0,0.0
"Congo, Rep.",surge,1500.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,1500.0,poor,0.0,0.0
"Congo, Rep.",surge,2000.0,nonpoor,0.0,0.0
"Congo, Rep.",surge,2000.0,poor,0.0,0.0
"Congo, Rep.",tsunami,1.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,1.0,poor,0.0,0.0
"Congo, Rep.",tsunami,20.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,20.0,poor,0.0,0.0
"Congo, Rep.",tsunami,50.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,50.0,poor,0.0,0.0
"Congo, Rep.",tsunami,100.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,100.0,poor,0.0,0.0
"Congo, Rep.",tsunami,250.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,250.0,poor,0.0,0.0
"Congo, Rep.",tsunami,500.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,500.0,poor,0.0,0.0
"Congo, Rep.",tsunami,1000.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,1000.0,poor,0.0,0.0
"Congo, Rep.",tsunami,1500.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,1500.0,poor,0.0,0.0
"Congo, Rep.",tsunami,2000.0,nonpoor,0.0,0.0
"Congo, Rep.",tsunami,2000.0,poor,0.0,0.0
"Congo, Rep.",wind,1.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,1.0,poor,0.0,0.0
"Congo, Rep.",wind,20.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,20.0,poor,0.0,0.0
"Congo, Rep.",wind,50.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,50.0,poor,0.0,0.0
"Congo, Rep.",wind,100.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,100.0,poor,0.0,0.0
"Congo, Rep.",wind,250.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,250.0,poor,0.0,0.0
"Congo, Rep.",wind,500.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,500.0,poor,0.0,0.0
"Congo, Rep.",wind,1000.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,1000.0,poor,0.0,0.0
"Congo, Rep.",wind,1500.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,1500.0,poor,0.0,0.0
"Congo, Rep.",wind,2000.0,nonpoor,0.0,0.0
"Congo, Rep.",wind,2000.0,poor,0.0,0.0
Costa Rica,earthquake,1.0,nonpoor,0.00280483876,0.0
Costa Rica,earthquake,1.0,poor,0.00280483876,0.0
Costa Rica,earthquake,20.0,nonpoor,0.0135193689244,0.0
Costa Rica,earthquake,20.0,poor,0.0135193689244,0.0
Costa Rica,earthquake,50.0,nonpoor,0.0272679435236,0.0
Costa Rica,earthquake,50.0,poor,0.0272679435236,0.0
Costa Rica,earthquake,100.0,nonpoor,0.0426129125389,0.0
Costa Rica,earthquake,100.0,poor,0.0426129125389,0.0
Costa Rica,earthquake,250.0,nonpoor,0.0745788021004,0.0
Costa Rica,earthquake,250.0,poor,0.0745788021004,0.0
Costa Rica,earthquake,500.0,nonpoor,0.112771246121,0.0
Costa Rica,earthquake,500.0,poor,0.112771246121,0.0
Costa Rica,earthquake,1000.0,nonpoor,0.160406998179,0.0
Costa Rica,earthquake,1000.0,poor,0.160406998179,0.0
Costa Rica,earthquake,1500.0,nonpoor,0.194920511383,0.0
Costa Rica,earthquake,1500.0,poor,0.194920511383,0.0
Costa Rica,earthquake,2000.0,nonpoor,0.0,0.0
Costa Rica,earthquake,2000.0,poor,0.0,0.0
Costa Rica,flood,1.0,nonpoor,0.000395370424949,0.0
Costa Rica,flood,1.0,poor,0.000395370424949,0.0
Costa Rica,flood,20.0,nonpoor,0.0032301667419,0.0
Costa Rica,flood,20.0,poor,0.0032301667419,0.0
Costa Rica,flood,50.0,nonpoor,0.00600635980085,0.0
Costa Rica,flood,50.0,poor,0.00600635980085,0.0
Costa Rica,flood,100.0,nonpoor,0.00902290081301,0.0
Costa Rica,flood,100.0,poor,0.00902290081301,0.0
Costa Rica,flood,250.0,nonpoor,0.0156245507988,0.0
Costa Rica,flood,250.0,poor,0.0156245507988,0.0
Costa Rica,flood,500.0,nonpoor,0.0219343855685,0.0
Costa Rica,flood,500.0,poor,0.0219343855685,0.0
Costa Rica,flood,1000.0,nonpoor,0.0240573443663,0.0
Costa Rica,flood,1000.0,poor,0.0240573443663,0.0
Costa Rica,flood,1500.0,nonpoor,0.0261803031812,0.0
Costa Rica,flood,1500.0,poor,0.0261803031812,0.0
Costa Rica,flood,2000.0,nonpoor,2.60590925005e-16,0.0
Costa Rica,flood,2000.0,poor,2.60590925005e-16,0.0
Costa Rica,surge,1.0,nonpoor,0.0,0.0
Costa Rica,surge,1.0,poor,0.0,0.0
Costa Rica,surge,20.0,nonpoor,0.0,0.0
Costa Rica,surge,20.0,poor,0.0,0.0
Costa Rica,surge,50.0,nonpoor,0.0,0.0
Costa Rica,surge,50.0,poor,0.0,0.0
Costa Rica,surge,100.0,nonpoor,0.0,0.0
Costa Rica,surge,100.0,poor,0.0,0.0
