country,gdp_pc_pp,pop,v,fa,resilience,risk,risk_to_assets,fa_in_gdp
Central African Republic,584.375944042188,4.616417,0.6370171025826129,0.0028221493877224994,0.5230781372156744,0.010552265656551848,0.005519659463034076,0.008966496214922182
Chad,2021.5934708651703,12.825314,0.6747312772743123,0.002761314151942967,0.4759408896206086,0.005119417846196026,0.0024365402840581564,0.0036661052922616873
Chile,21714.0315564501,17.619708,0.1242364457,0.028294043191341732,0.5181973270652084,0.018642165105331412,0.009660320128291038,0.08144652493741739
China,11524.567506562998,1357.38,0.5446197895561251,0.0015506131288771827,0.6449338178689888,0.00496761705794739,0.003203784234893124,0.006764844356673336
Colombia,12025.3853718442,48.321405,0.232753122,0.017069886722481747,0.4319877197168295,0.031765664387547125,0.01372237692406658,0.06101198114987387
"Congo, Dem. Rep.",783.2592535785261,67.513677,0.60547,0.004068449047805538,0.5017375546041134,0.017154444554800634,0.008607029061517519,0.017162396294193156
"Congo, Rep.",5680.2299827443285,4.447632,0.3187580501900085,0.007024690619635948,0.5050555783299505,0.011767585430504482,0.005943284665150541,0.018845408705022906
Costa Rica,13430.743207071202,4.872166,0.3369962920863177,0.005841500297278431,0.4950167639052477,0.007889081226964217,0.0039052274591574675,0.012121891748949707
Croatia,20048.987159099495,4.2557,0.4619310584838899,0.0031746105128793627,0.7280228682513632,0.007941568286905896,0.0057816433226472955,0.013771371145669096
Czech Republic,28124.4644802821,10.514272,0.44023045,0.0010931010545951539,0.7322831855337795,0.0023656549669849023,0.0017323293550975123,0.0045583895844918615
Denmark,42482.73245525211,5.614932,0.254565,5.7302281468002187e-05,0.7987451644812417,6.511735048896255e-05,5.2012168826889056e-05,0.00024902551660321636
Djibouti,2902.5462446952693,0.872932,0.3118704328050641,0.002142298396323205,0.5884795388121794,0.00425995531447238,0.002506896538821199,0.008220682023538898
Dominican Republic,11795.470579020399,10.403761,0.3024547681977739,0.01635845697406255,0.6306327123487306,0.018686301010249623,0.011784192689858546,0.043373829150338036
Ecuador,10540.657366653302,15.737878,0.6774351593877095,0.007522780018705212,0.6494358412610696,0.0298201715482707,0.019366288196000593,0.02921768975313445
"Egypt, Arab Rep.",10733.488722812801,82.056378,0.5638749999999999,0.0008017646411296701,0.5706107121838543,0.0014942989586282794,0.0008526629929984744,0.0016270289762865663
El Salvador,7515.082656377622,6.340454,0.4548199999999999,0.008019352844853951,0.6334445527410939,0.04260021538824587,0.02698487438328167,0.05973733064289583
Estonia,25253.7672011471,1.317997,0.14807818533047354,0.004571831714686652,0.5998145524644077,0.003875557323316902,0.0023246156814354857,0.016324449482541484
France,37216.8018998205,65.939866,0.2653120499999999,0.001819958089259607,0.6917992174034319,0.002537159334886228,0.0017552048423021042,0.008144841217645136
Gabon,18646.36981443209,1.671711,0.3488488699391853,0.007148310210177601,0.40929599940222483,0.01613697393803351,0.0066047988752950815,0.02166729950828822
Georgia,6930.29138015289,4.4872,0.21912735584,0.017578977654597275,0.6809605306125112,0.013993575077039863,0.009529072309627077,0.048391588723163
Germany,42883.686807951686,80.651873,0.24564045083812494,0.0012000950701947961,0.7642267922449021,0.001287546827768978,0.0009839777820509854,0.004395671727332813
Ghana,3864.030788779499,25.904598,0.6975351596908681,0.0012806593606594693,0.5983220923251621,0.002984773731468255,0.0017858560641292678,0.0031393709993506142
Greece,24305.059606893305,11.027549,0.16143671157625006,0.027013304092137015,0.5922575607779536,0.03181854533527368,0.018844774047771923,0.11408042744753266
Guatemala,7062.530674821691,15.468203,0.11871960196032814,0.03697673323730202,0.2407387860038144,0.02740827347558573,0.006598234482973055,0.057101388144024184
Guinea,1212.88813283302,11.745189,0.6861324999999998,0.0026512757212349305,0.6272180846823301,0.007072467415639874,0.004435979466415831,0.007551996975427262
Honduras,4445.2710541232,8.097688,0.3994309198356691,0.02585024509524149,0.4588640192732162,0.060723783442923805,0.027863959336096394,0.0710967121022337
Hungary,22706.611896434297,9.893899,0.4569588375,0.005938056924542175,0.7916162758660072,0.011702772875567423,0.009264105481062407,0.026836320840255435
India,5243.95705971261,1252.139596,0.53748970942675,0.0027619424415383934,0.6142177173012526,0.004483614495893301,0.0027539154609263895,0.00610333334619622
Indonesia,9254.42217970391,249.865631,0.205414551735,0.005661951764286761,0.67991693970385,0.0049222796857561575,0.0033467413403057552,0.018265726413445652
"Iran, Islamic Rep.",15090.047220074797,77.447168,0.3004409965914961,0.007543804195313308,0.5448932023818399,0.01277348741384921,0.006960186462516423,0.02372301446554853
Iraq,14471.473317625,33.417476,0.6088,0.0055096323110108356,0.5638139485475799,0.009213276006835336,0.005194573524472511,0.009432808297160224
Ireland,44647.2359111421,4.597558,0.2688719700774999,0.0008712847796436063,0.7442658343810876,0.0009899638284153974,0.0007367962547626816,0.0027993035889397272
Israel,30926.849094520792,8.0595,0.5569149999999999,0.0008084790150925914,0.6178003739600446,0.002023615177055706,0.001250190213136237,0.00225530822124503
Italy,33923.5598171182,60.233948,0.2595613499999999,0.004612140073294091,0.6438103643792794,0.008971166843546074,0.005775730194450708,0.02254091049606302
Jamaica,8607.498562766183,2.714734,0.4078872221218409,0.015998737121408632,0.5591258372747859,0.02603490289043388,0.014556786876981588,0.04199043160828695
Japan,35614.31002268291,127.338621,0.21194430097499994,0.007167923395787524,0.7633262837627981,0.008578981331188514,0.0065485619380065505,0.03406119131282315
Jordan,11404.738859536898,6.46,0.5623449999999999,0.0006900465388808886,0.7258212758811189,0.003030896452153099,0.002199889129965319,0.00392690558260203
Kazakhstan,22469.679019436495,17.035275,0.15510598902184342,0.006589000479348583,0.6134558367061317,0.004348441992759164,0.0026675771210361516,0.01993219415993812
Kenya,2705.323218139811,44.353691,0.6048399999999999,0.00202064362841297,0.44762337353994486,0.004915436361198272,0.0022002642064204814,0.004364615595754952
Kyrgyz Republic,3109.8128288413104,5.7196,0.19670332309609276,0.025514519035873373,0.5445402979971868,0.015241005425654893,0.008299341636262857,0.049045098448553856
Lao PDR,4667.34005886512,6.769727,0.30762,0.03157565558391135,0.7330861182090022,0.04810955636584352,0.03526844792499342,0.1276821585626174
Latvia,21832.570741566098,2.012647,0.14521158119320424,0.011127593481120697,0.6503971527865934,0.00990029743988726,0.006439125266643073,0.046487019067465635
Lesotho,2493.613734139731,2.074465,0.6432593897360632,0.0030852463267107464,0.5992665362484589,0.016081572286298813,0.0096371481214395,0.015487243967375181
Liberia,849.8309242360939,4.294077,0.6751456928278454,0.0022009268702007545,0.6028719863611552,0.005214851679238561,0.003143887990441357,0.004657927286958067
Lithuania,24469.622500843605,2.957689,0.27735486446,0.0033336698650881604,0.7041760028378404,0.003967862202016072,0.0027940733452270295,0.010651913138276906
"Macedonia, FYR",11608.9689707937,2.107158,0.18298131040000004,0.0051559159325591615,0.6124480407660794,0.005509921049977663,0.0033745403518345984,0.019535004009957738
Madagascar,1368.63241207592,22.924851,0.4591881438882358,0.024492856471153672,0.6187528414817638,0.057232113248127464,0.035412532696284964,0.0832883597503859
Malawi,754.9819752679712,16.362567,0.4563808185068259,0.006475460397772823,0.5869015846181861,0.017180409209567777,0.010083209389484206,0.02558696136013534
Malaysia,22589.371447496604,29.716965,0.2307786681760219,0.004277834358876136,0.5653192338485002,0.00549672098640953,0.003107402096716008,0.017070772189512317
Mali,1589.1673480781,15.30165,0.14377638862000006,0.014051405410611872,0.3995134602100887,0.006402949255691668,0.0025580644126909904,0.021824209764699096
Mauritania,2945.2295694967197,3.88988,0.12928393783,0.011364717064410185,0.3497491016251596,0.015741939808828362,0.005505729305975056,0.047729660131822116
Mexico,16290.812821426902,122.332399,0.34048601454000005,0.0017159250445823308,0.5723315004562523,0.0025179352154994276,0.0014410936399384241,0.004659509195907935
Moldova,4521.084844788112,3.558566,0.4394786400963822,0.005903092445154445,0.7431912560118269,0.012150337584703916,0.009030024650543811,0.022995647329627746
Mongolia,9132.30570379131,2.839073,0.1478624194276683,0.0064455534889945616,0.5638770510561308,0.0070844589895929875,0.00399476384337979,0.031036750868713155
Montenegro,14151.5411049103,0.621383,0.4623514218676249,0.0019116372065012999,0.663704079772424,0.003511386395358529,0.002330521476256841,0.0052388454144035035
Morocco,6967.259245878558,33.00815,0.242558249125,0.003671169119963174,0.49094978537737677,0.0060107846051047275,0.0029509934118258064,0.013634444292688046
Nepal,2172.7903916176197,27.797457,0.4236779371375,0.007062500012704873,0.6261705344404896,0.016602852492571558,0.010396217018510148,0.026138113628026705
Netherlands,45021.1574077338,16.804432,0.2631375952,0.001035438832456405,0.7672131391766982,0.0011845511724168285,0.0009088032235053532,0.0041004247726404005
Niger,886.809611289333,17.83127,0.15740027991999994,0.010700647961576649,0.5326712080534672,0.010764975708427004,0.005734192615274042,0.04580907499711427
Nigeria,5422.6933427295,173.615345,0.674866759282198,0.0017867486525130843,0.47756032272560356,0.002454574754746531,0.0011722075120308725,0.002045166778749874
Pakistan,4454.074828784341,182.142594,0.5380703106049999,0.00463653987466985,0.6427984213567851,0.009308138676910351,0.005983256847288008,0.012307741532499875
Panama,18793.3933318045,3.86417,0.6771757934036601,0.0018705509095224893,0.4741994673471255,0.004623006684572881,0.0021922273073666605,0.0034624268942467177
Paraguay,7833.074001567578,6.802295,0.385304303815,0.0022166098275630923,0.49163549948010754,0.003902854128457546,0.0019187816388422255,0.006018927657233028
Peru,11396.493020613105,30.375603,0.162205214025,0.03542012699167744,0.3845515092995571,0.05457636673069443,0.02098742419837468,0.13108919554818618
Philippines,6326.2164238939795,98.393574,0.22751142852048745,0.060889058987559946,0.6787927300252692,0.06653515079871494,0.04516357665330269,0.22250122268010086
Poland,22835.220460808807,38.514479,0.15029749175932722,0.002846572382883883,0.5942429853893768,0.0014432128398314964,0.0008576191064937489,0.006889047073853666
Romania,18184.1097333037,19.981358,0.35917428567000004,0.003528697254000892,0.7022859662664502,0.005887929313436358,0.004135010127195209,0.01317917129370253
Russian Federation,23564.207736364595,143.499861,0.17351433742170347,0.004046262984627826,0.5239660391116315,0.0035743342681945236,0.0018728297689668567,0.011588464239101605
Rwanda,1426.3662876262308,11.776522,0.6834029999999999,0.0038983749305246977,0.5965729504798388,0.0060691225615699795,0.00362067435337956,0.005470805905199344
Senegal,2170.0772069901705,14.13328,0.6859059999999998,0.0006139468500931932,0.7572128383127351,0.0022631801567038826,0.0017137090700708076,0.002714055727308877
Serbia,12892.4963006621,7.164132,0.4629978335791724,0.007142658119870012,0.7063849856167528,0.01963693558688743,0.013871236462100577,0.03244886156880846
Sierra Leone,1494.6485483389602,6.092075,0.6755096346921662,0.0038183153363772824,0.6469620628609568,0.008260790834487898,0.005344418279143175,0.009384700167156897
Slovak Republic,25758.862634894904,5.413393,0.4637475390073649,0.002499498381205852,0.7269810479944656,0.004542362787965661,0.0033022116599663387,0.008170915235430554
Slovenia,27368.172025911797,2.059953,0.3777623578235809,0.0035724453600701504,0.755782080743874,0.007508157222551644,0.005674530688212227,0.016140234608760552
South Africa,12454.190922007301,53.15749,0.6430316330666217,0.0016527558474035656,0.5460903945526323,0.004351446613783579,0.0023762831981957904,0.0040094199715485805
Spain,31682.644741177108,46.617825,0.10027050000000004,0.0013091236435459593,0.7785387790589604,0.0007755026730613009,0.0006037589042421054,0.007153708604649798
Sri Lanka,9425.737382585941,20.483,0.6759062241269043,0.0010660372466127226,0.7007476983217448,0.0026029173994384603,0.0018239883765781225,0.003154322153475122
Sudan,3264.7729779456295,37.964306,0.6068100000000001,0.002863901459303126,0.5004281354097545,0.0033457372217794,0.0016743010394660775,0.0030185942591640603
Swaziland,6470.88419034393,1.249514,0.3096389999999999,0.0036299986101150194,0.5543572555453492,0.00981908912527081,0.00544328329944031,0.01906706081476875
Sweden,43540.494391932596,9.600379,0.26459421465,0.000150071892384204,0.7231094176208614,0.00012734686323545425,9.208571611003281e-05,0.00041993698922307274
Syrian Arab Republic,4959.392523364486,22.84555,0.5153599999999999,0.0022592368521798427,0.6530593665988115,0.006301921200060066,0.004115528667266849,0.008344341789623224
Tajikistan,2431.6590685452597,8.207834,0.15171538197776147,0.03427089238594619,0.5590858528441452,0.0220035998128428,0.012301901367004492,0.08891684405232975
Tanzania,2364.702756760789,49.253126,0.4614803636950751,0.002769672786280104,0.5920763539289524,0.0047587057446133755,0.002817517146691448,0.006702912666596584
Thailand,13931.811471326702,67.010502,0.15936797875800002,0.01056748626595718,0.48436718266799833,0.013505131336838195,0.006541442417185614,0.043969568874474445
Togo,1345.9142762919698,6.816982,0.6975247551306777,0.00181472078231444,0.5905698256857947,0.005449771025705281,0.0032184703246782623,0.004892854603537266
Turkey,18567.1347101229,74.932641,0.24881830232499996,0.005016930052264037,0.46581425922294745,0.0063259788519151065,0.002946731152764867,0.01217208353607089
Uganda,1620.57693909325,37.578876,0.4004952002988476,0.002887920983679981,0.4785494307676121,0.0036285949632806455,0.001736462054164177,0.005034953125239899
Ukraine,8508.01478731021,45.4896,0.4443753370588368,0.003414654649634619,0.7317117184155643,0.008226825690042192,0.006019664762766082,0.013888942123566807
United Kingdom,36931.47422571949,64.106779,0.26384809512,0.0007617630823764204,0.7161366689590416,0.0008377673551064735,0.0005999559230485765,0.0025130065293653297
United States,51340.48762791171,316.128839,0.2838579944587303,0.003142993625980908,0.6541506874896449,0.003735397080093125,0.0024435125679897296,0.009860778861876408
Uruguay,18965.8165353822,3.407062,0.4157444098262499,0.00048742612066637804,0.5695384749231578,0.001059055660626058,0.0006031729458117024,0.0016699157499517714
Uzbekistan,5002.149120074171,30.2432,0.14891042524129364,0.012786189698220023,0.43974080924383124,0.00565610830038324,0.002487221641181277,0.017510922875845557
"Venezuela, RB",17614.5982099448,30.405207,0.6774162964070514,0.002865282373871085,0.6148473522694465,0.010045867989305316,0.006176675334472762,0.009149293137486301
Vietnam,5124.603519802271,89.7089,0.2230643732025,0.021449353279145864,0.7189502102428706,0.020918879267758983,0.015039632647600549,0.07952907431493422
"Yemen, Rep.",3832.2847399189595,24.407381,0.3,0.0038729118634469924,0.7640053041719767,0.006776871838105061,0.00517756603000596,0.017673918599686138
Zambia,3799.5404355804794,14.53864,0.4516676024995047,0.002337733350524219,0.37188388126607097,0.005315544083016725,0.001976765164633158,0.005490856092540127
